Family,Subfamily,Tribe,Species name and author,tips,"broad_sociality (solitary, social, kleptoparasite, social parasite)","fine_sociality (communal, primitively eusocial, eusocial)",sociality_notes,sociality_ref,nesting_broad,nesting_fine,reference,Nest.Accuracy,habitat,reference
Halicitidae,Halictinae,Halictini,,Lasioglossum_subfasciatum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_pallens,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_quadrinotatiforme,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_primavera,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_costulatum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_athabascense,solitary,,,"Danforth, Conway & Ji 2003",ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_anhypops,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_mellipes,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_trizonatum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_egregium,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_coriaceum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_acuminatum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_morrilli,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_paraforbesii,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_desertum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_manitouellum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_acarophilum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_asaphes,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_tricnicos,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_transvorsum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_fuscipenne,solitary,,,"Danforth, Conway & Ji 2003",ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_laevigatum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_aethiopicum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_nicolli,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_kumejimense,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_flindersi,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_dampieri,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_zingowli,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_flammeum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_subsphecodes,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_holochlorum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_urbanum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_micheneri,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_achrostum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_ostridorsum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_taveuniense,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_nadarivatuense,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_terminale,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_tuiwawae,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_atritergum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_kaicolo,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_concavum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_fijiense,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_versifrons,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_groomi,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_hadrandrum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_epiense,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_tannaense,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_wilsoni,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_megastigmum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_punctatum,solitary,,,"Danforth, Conway & Ji 2003",ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_sphecodoides,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_pachyacanthum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_albescens,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_serenum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_callomelittinum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_excultum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_hybodinum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_dissimulator,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_lithuscum,solitary,,,"Danforth, Conway & Ji 2003",ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_peraustrale,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_plorator,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_rufulipes,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_albocinctum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_discum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_callizonium,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_leucozonium,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_kansuense,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_dynastes,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_occidens,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_upinense,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_majus,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_mutilum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_scitulum,solitary,,,"Danforth, Conway & Ji 2003",ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_zonulum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_albopilosum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_platycephalum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_brunnesetum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_plebeium,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_athrix,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_brazieri,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_repraesentans,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_seductum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_littleri,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_conspicuum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_gilesi,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_speculatum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_mediopolitum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_bicingulatum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_tamburinei,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_mirandum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_parasphecodum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_bucculum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_cognatum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_baudini,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_opacicolle,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_bicolor,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_convexum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_expansifrons,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_willsi,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_chapmani,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_ebeneum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_demicapillum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_humei,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_obscurissimum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_erythrurum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_hemichalceum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_mundulum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_fasciatum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_quadratum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_sororculum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_florale,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_veronicae,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_greavesi,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_soror,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_immaculatum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_vitripenne,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_ochroma,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_globosum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_gynochilum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_tridens,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_calophyllae,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_supralucens,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_castor,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_pulvitectum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_helichrysi,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_clelandi,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_orbatum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_lanarium,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_platychilum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_whiteanum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_altichum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_imitator,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_sulthicum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_lacthium,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_hiltacum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_subrussatum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_olgae,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_albipes,polymorphic,facultatively eusocial,,"Danforth, Conway & Ji 2003",ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_calceatum,polymorphic,facultatively eusocial,,"Danforth, Conway & Ji 2003",ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_duplex,social,primitively eusocial,,"Danforth, Conway & Ji 2003",ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_euboeense,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_nigripes,social,primitively eusocial,,"Danforth, Conway & Ji 2003",ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_apristum,social,primitively eusocial,,"Danforth, Conway & Ji 2003",ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_hoffmanni,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_laticeps,social,primitively eusocial,,"Danforth, Conway & Ji 2003",ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_mediterraneum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_immunitum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_algericolellum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_malachurum,social,primitively eusocial,,"Danforth, Conway & Ji 2003",ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_subhirtum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_articulare,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_lineare,social,primitively eusocial,,"Danforth, Conway & Ji 2003",ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_sibiriacum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_boreale,polymorphic,facultatively eusocial,,"Danforth, Conway & Ji 2003",ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_nigrum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_comagenense,polymorphic,facultatively eusocial,,"Danforth, Conway & Ji 2003",ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_quebecense,solitary,,,"Danforth, Conway & Ji 2003",ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_vulsum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_fulvicorne,solitary,,,"Danforth, Conway & Ji 2003",ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_baleicum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_fratellum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_subfulvicorne,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_nupricola,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_seillean,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_subtropicum,social,primitively eusocial,,"Danforth, Conway & Ji 2003",ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_noctivagum,solitary,,,"Danforth, Conway & Ji 2003",ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_oenotherae,solitary,,,"Danforth, Conway & Ji 2003",ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_lusorium,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_pauxillum,social,primitively eusocial,,"Danforth, Conway & Ji 2003",ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_truncatum,social,primitively eusocial,,"Danforth, Conway & Ji 2003",ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_cooleyi,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_granosum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_occultum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_avalonense,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_tricinctum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_alphenum,solitary,,,"Danforth, Conway & Ji 2003",ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_sordidum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_kiautschouense,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_pleurospeculum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_sabulosum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_taeniolellum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_speculinum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
Halicitidae,Halictinae,Halictini,,Lasioglossum_spectrum,social,primitively eusocial,data for individual species lacking; inferred from rest of group,,ground,,Michener 2007,,,
