Family,Subfamily,Tribe,Species name and author,tips,"broad_sociality (solitary, social, kleptoparasite, social parasite)","fine_sociality (communal, primitively eusocial, eusocial)",sociality_notes,sociality_ref,nesting_broad,nesting_fine,reference,Nest.Accuracy,habitat,reference
Apidae,Eucerinae,Eucerini,,Melissodes_confusus,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Melissodes_perlusus,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Melissodes_persimilis,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Melissodes_robustior,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Melissodes_submenuachus,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Melissodes_limbus,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Melissodes_verbesinarum,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Melissodes_grindeliae,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Melissodes_melanurus,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Melissodes_personatellus,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Melissodes_hymenoxidis,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Melissodes_pexus,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Melissodes_tristis,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Melissodes_lupinus,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Melissodes_lustrus,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Melissodes_clarkiae,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Melissodes_metenuus,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Melissodes_plumosus,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Melissodes_tribas,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Melissodes_glenwoodensis,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Melissodes_coloradensis,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Melissodes_nigrocaudus,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Melissodes_compositus,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Melissodes_tuckeri,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Melissodes_stearnsi,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Melissodes_paroselae,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Melissodes_panamensis,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Melissodes_tepaneca,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Melissodes_tessellatus,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Melissodes_thelypodii,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Melissodes_bimaculatus,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Melissodes_labiatarum,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Melissodes_colliciatus,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Melissodes_comptoides,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Melissodes_morrilli,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Melissodes_communis,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Melissodes_gilensis,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Melissodes_tepidus,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Melissodes_sexcinctus,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Melissodes_raphaelis,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Melissodes_trifasciatus,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Melissodes_nigroaeneus,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Melissodes_ecuadorius,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Melissodes_fimbriatus,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Melissodes_mitchelli,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Melissodes_dagosus,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Melissodes_intortus,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Melissodes_sphaeralceae,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Melissodes_opuntiellus,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Melissodes_paucipunctus,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Svastra_cressonii,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Svastra_nevadensis,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Svastra_machaerantherae,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Svastra_sabinensis,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Svastra_texana,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Svastra_helianthelli,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Svastra_obliqua,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Svastra_duplocincta,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Eucera_alborufa,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Tetraloniella_auricauda,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Protohalonia_venusta,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Protohalonia_carinata,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Protohalonia_amoena,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Simanthedon_linsleyi,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Florilegus_affinis,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Florilegus_festivus,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Florilegus_condignus,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Florilegus_melectoides,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Gaesochira_obscurior,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Pachysvastra_leucocephala,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Svastrina_subapicalis,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Gaesischia_araguaiana,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Gaesischia_patellicornis,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Gaesischia_fulgurans,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Gaesischia_flavoclypeata,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Gaesischia_sparsa,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Gaesischia_nigra,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Micronychapis_duckei,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Gaesischia_exul,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Gaesischia_mimetica,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Gaesischia_sapucacensis,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Thygater_analis,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Thygater_carijo,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Thygater_palliventris,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Thygater_danunciae,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Thygater_micheneri,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Thygater_anae,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Thygater_minarum,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Thygater_paranaensis,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Thygater_chaetaspis,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Thygater_mourei,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Thygater_latitarsis,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Thygater_luederwaldti,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Thygater_seabrai,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Thygater_sordidipennis,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Trichocerapis_mirabilis,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Dithygater_seabrai,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Alloscirtetica_gayi,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Alloscirtetica_lanosa,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Alloscirtetica_porteri,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Alloscirtetica_chilena,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Alloscirtetica_gelida,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Alloscirtetica_rufitarsis,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Alloscirtetica_tristrigata,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Alloscirtetica_vagabunda,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Alloscirtetica_valparadisaea,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Alloscirtetica_paraguayensis,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Canephorula_apiformis,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Eucerini,,Eucerinoda_gayi,solitary/communal,,,Michener 1969,ground,,,,,
Apidae,Eucerinae,Ancylini,,Ancyla_holtzi,solitary,,,Cardinal & Danforth 2011,ground,soil,inferred from A. asiatica,,,
Apidae,Eucerinae,Ancylini,,Ancyla_asiatica,solitary,,,Cardinal & Danforth 2011,ground,soil,Straka & Rozen 2012,,,
Apidae,Eucerinae,Ancylini,,Tarsalia_hirtipes,solitary,,,Cardinal & Danforth 2011,unknown,,USGSBIML,,,
Apidae,Eucerinae,Ancylini,,Tarsalia_persica,solitary,,,Cardinal & Danforth 2011,unknown,,USGSBIML,,,
Apidae,Eucerinae,Emphorini,,Alepidosceles_mamillata,solitary,,,Cardinal & Danforth 2011,ground,,Michener 2007,,,
Apidae,Eucerinae,Emphorini,,Leptometriella_separata,solitary,,,Cardinal & Danforth 2011,ground ,,Michener 2007,,,
Apidae,Eucerinae,Emphorini,,Diadasina_distincta,solitary,,,Cardinal & Danforth 2011,ground ,,Michener 2007,,,
Apidae,Eucerinae,Emphorini,,Diadasina_riparia,solitary,,,Cardinal & Danforth 2011,ground ,,Michener 2007,,,
Apidae,Eucerinae,Emphorini,,Melitomella_murihirta,solitary,,,Cardinal & Danforth 2011,ground ,,Michener 2007,,,
Apidae,Eucerinae,Emphorini,,Ptilothrix_bombiformis,solitary,,,Cardinal & Danforth 2011,ground ,,Michener 2007,,,
Apidae,Eucerinae,Emphorini,,Ptilothrix_sumichrasti,solitary,,,Cardinal & Danforth 2011,ground ,,Michener 2007,,,
Apidae,Eucerinae,Emphorini,,Ptilothrix_tricolor,solitary,,,Cardinal & Danforth 2011,ground ,,Michener 2007,,,
Apidae,Eucerinae,Emphorini,,Ptilothrix_relata,solitary,,,Cardinal & Danforth 2011,ground ,,Michener 2007,,,
Apidae,Eucerinae,Emphorini,,Melitoma_nudipes,solitary,,,Cardinal & Danforth 2011,ground ,,Michener 2007,,,
Apidae,Eucerinae,Emphorini,,Melitoma_segmentaria,solitary,,,Cardinal & Danforth 2011,ground ,,Michener 2007,,,
Apidae,Eucerinae,Emphorini,,Melitoma_taurea,solitary,,,Cardinal & Danforth 2011,ground ,,Michener 2007,,,
Apidae,Eucerinae,Emphorini,,Melitoma_marginella,solitary,,,Cardinal & Danforth 2011,ground ,,Michener 2007,,,
Apidae,Eucerinae,Emphorini,,Melitoma_ameghinoi,solitary,,,Cardinal & Danforth 2011,ground ,,Michener 2007,,,
Apidae,Eucerinae,Emphorini,,Diadasia_australis,solitary,,,Cardinal & Danforth 2011,ground ,,Michener 2007,,,
Apidae,Eucerinae,Emphorini,,Diadasia_rinconis,solitary,,,Cardinal & Danforth 2011,ground ,,Michener 2007,,,
Apidae,Eucerinae,Emphorini,,Diadasia_friesei,solitary,,,Cardinal & Danforth 2011,ground ,,Michener 2007,,,
Apidae,Eucerinae,Emphorini,,Diadasia_opuntiae,solitary,,,Cardinal & Danforth 2011,ground ,,Michener 2007,,,
Apidae,Eucerinae,Emphorini,,Diadasia_knabiana,solitary,,,Cardinal & Danforth 2011,ground ,,Michener 2007,,,
Apidae,Eucerinae,Emphorini,,Diadasia_piercei,solitary,,,Cardinal & Danforth 2011,ground ,,Michener 2007,,,
Apidae,Eucerinae,Emphorini,,Diadasia_afflicta,solitary,,,Cardinal & Danforth 2011,ground ,,Michener 2007,,,
Apidae,Eucerinae,Emphorini,,Diadasia_megamorpha,solitary,,,Cardinal & Danforth 2011,ground ,,Michener 2007,,,
Apidae,Eucerinae,Emphorini,,Diadasia_afflictula,solitary,,,Cardinal & Danforth 2011,ground ,,Michener 2007,,,
Apidae,Eucerinae,Emphorini,,Diadasia_vallicola,solitary,,,Cardinal & Danforth 2011,ground ,,Michener 2007,,,
Apidae,Eucerinae,Emphorini,,Diadasia_sphaeralcearum,solitary,,,Cardinal & Danforth 2011,ground ,,Michener 2007,,,
Apidae,Eucerinae,Emphorini,,Diadasia_angusticeps,solitary,,,Cardinal & Danforth 2011,ground ,,Michener 2007,,,
Apidae,Eucerinae,Emphorini,,Diadasia_nigrifrons,solitary,,,Cardinal & Danforth 2011,ground ,,Michener 2007,,,
Apidae,Eucerinae,Emphorini,,Diadasia_palmarum,solitary,,,Cardinal & Danforth 2011,ground ,,Michener 2007,,,
Apidae,Eucerinae,Emphorini,,Diadasia_bituberculata,solitary,,,Cardinal & Danforth 2011,ground ,,Michener 2007,,,
Apidae,Eucerinae,Emphorini,,Diadasia_laticauda,solitary,,,Cardinal & Danforth 2011,ground ,,Michener 2007,,,
Apidae,Eucerinae,Emphorini,,Diadasia_consociata,solitary,,,Cardinal & Danforth 2011,ground ,,Michener 2007,,,
Apidae,Eucerinae,Emphorini,,Diadasia_nitidifrons,solitary,,,Cardinal & Danforth 2011,ground ,,Michener 2007,,,
Apidae,Eucerinae,Emphorini,,Diadasia_martialis,solitary,,,Cardinal & Danforth 2011,ground ,,Michener 2007,,,
Apidae,Eucerinae,Emphorini,,Diadasia_diminuta,solitary,,,Cardinal & Danforth 2011,ground ,,Michener 2007,,,
Apidae,Eucerinae,Emphorini,,Diadasia_lutzi,solitary,,,Cardinal & Danforth 2011,ground ,,Michener 2007,,,
Apidae,Eucerinae,Emphorini,,Diadasia_tuberculifrons,solitary,,,Cardinal & Danforth 2011,ground ,,Michener 2007,,,
Apidae,Eucerinae,Emphorini,,Diadasia_enavata,solitary,,,Cardinal & Danforth 2011,ground ,,Michener 2007,,,
Apidae,Eucerinae,Emphorini,,Diadasia_chilensis,solitary,,,Cardinal & Danforth 2011,ground ,,Michener 2007,,,
Apidae,Eucerinae,Emphorini,,Diadasia_baeri,solitary,,,Cardinal & Danforth 2011,ground ,,Michener 2007,,,
Apidae,Eucerinae,Emphorini,,Diadasia_hirta,solitary,,,Cardinal & Danforth 2011,ground ,,Michener 2007,,,
Apidae,Eucerinae,Emphorini,,Diadasia_ochracea,solitary,,,Cardinal & Danforth 2011,ground ,,Michener 2007,,,
Apidae,Eucerinae,Emphorini,,Diadasia_tropicalis,solitary,,,Cardinal & Danforth 2011,ground ,,Michener 2007,,,
Apidae,Eucerinae,Emphorini,,Diadasia_olivacea,solitary,,,Cardinal & Danforth 2011,ground ,,Michener 2007,,,
Apidae,Eucerinae,Emphorini,,Diadasia_pereyrae,solitary,,,Cardinal & Danforth 2011,ground ,,Michener 2007,,,
Apidae,Eucerinae,Emphorini,,Meliphilopsis_melanandra,solitary,,,Cardinal & Danforth 2011,ground ,,Michener 2007,,,
Apidae,Eucerinae,Emphorini,,Meliphilopsis_ochrandra,solitary,,,Cardinal & Danforth 2011,ground ,,Michener 2007,,,
Apidae,Eucerinae,Emphorini,,Toromelissa_nemaglossa,solitary,,,Cardinal & Danforth 2011,ground ,,Michener 2007,,,
Apidae,Eucerinae,Tapinotaspidini,,Arhysoceble_picta,solitary,,,Cardinal & Danforth 2011,ground,,Aguiar et al. 2004,,,
Apidae,Eucerinae,Tapinotaspidini,,Arhysoceble_huberi,solitary,,,Cardinal & Danforth 2011,ground,,Aguiar et al. 2004,,,
Apidae,Eucerinae,Tapinotaspidini,,Chalepogenus_goeldianus,solitary,,,Cardinal & Danforth 2011,ground,,Aguiar et al. 2004,,,
Apidae,Eucerinae,Tapinotaspidini,,Lanthanomelissa_betinae,solitary,,,Cardinal & Danforth 2011,ground,,Aguiar et al. 2004,,,
Apidae,Eucerinae,Tapinotaspidini,,Lanthanomelissa_clementis,solitary,,,Cardinal & Danforth 2011,ground,,Aguiar et al. 2004,,,
Apidae,Eucerinae,Tapinotaspidini,,Lanthanomelissa_discrepans,solitary,,,Cardinal & Danforth 2011,ground,,Aguiar et al. 2004,,,
Apidae,Eucerinae,Tapinotaspidini,,Lanthanomelissa_magaliae,solitary,,,Cardinal & Danforth 2011,ground,,Aguiar et al. 2004,,,
Apidae,Eucerinae,Tapinotaspidini,,Lanthanomelissa_pampicola,solitary,,,Cardinal & Danforth 2011,ground,,Aguiar et al. 2004,,,
Apidae,Eucerinae,Tapinotaspidini,,Chalepogenus_parvus,solitary,,,Cardinal & Danforth 2011,ground,,Aguiar et al. 2004,,,
Apidae,Eucerinae,Tapinotaspidini,,Paratetrapedia_punctata,solitary,,,Cardinal & Danforth 2011,above-ground,rotting wood,Aguiar et al. 2004,,,
Apidae,Eucerinae,Tapinotaspidini,,Paratetrapedia_calcarata,solitary,,,Cardinal & Danforth 2011,above-ground,rotting wood,Aguiar et al. 2004,,,
Apidae,Eucerinae,Tapinotaspidini,,Paratetrapedia_duckei,solitary,,,Cardinal & Danforth 2011,above-ground,rotting wood,Aguiar et al. 2004,,,
Apidae,Eucerinae,Tapinotaspidini,,Paratetrapedia_testacea,solitary,,,Cardinal & Danforth 2011,above-ground,rotting wood,Aguiar et al. 2004,,,
Apidae,Eucerinae,Tapinotaspidini,,Paratetrapedia_volatilis,solitary,,,Cardinal & Danforth 2011,above-ground,rotting wood,Aguiar et al. 2004,,,
Apidae,Eucerinae,Tapinotaspidini,,Paratetrapedia_connexa,solitary,,,Cardinal & Danforth 2011,above-ground,rotting wood,Aguiar et al. 2004,,,
Apidae,Eucerinae,Tapinotaspidini,,Tropidopedia_flavolineata,solitary,,,Cardinal & Danforth 2011,above-ground,wood,Aguiar et al. 2004,,,
Apidae,Eucerinae,Tapinotaspidini,,Tropidopedia_punctifrons,solitary,,,Cardinal & Danforth 2011,above-ground,wood,Aguiar et al. 2004,,,
Apidae,Eucerinae,Tapinotaspidini,,Tropidopedia_carinata,solitary,,,Cardinal & Danforth 2011,above-ground,wood,Aguiar et al. 2004,,,
Apidae,Eucerinae,Tapinotaspidini,,Lophopedia_flava,solitary,,,Cardinal & Danforth 2011,above-ground,wood,Aguiar et al. 2004,,,
Apidae,Eucerinae,Tapinotaspidini,,Lophopedia_nigrispinis,solitary,,,Cardinal & Danforth 2011,above-ground,wood,Aguiar et al. 2004,,,
Apidae,Eucerinae,Tapinotaspidini,,Lophopedia_pygmaea,solitary,,,Cardinal & Danforth 2011,above-ground,wood,Aguiar et al. 2004,,,
Apidae,Eucerinae,Tapinotaspidini,,Tetrapedia_rutilipes,solitary,,,Cardinal & Danforth 2011,above-ground,wood,Aguiar et al. 2004,,,
Apidae,Eucerinae,Tapinotaspidini,,Tropidopedia_nigrita,solitary,,,Cardinal & Danforth 2011,above-ground,wood,Aguiar et al. 2004,,,
Apidae,Eucerinae,Tapinotaspidini,,Xanthopedia_globulosa,solitary,,,Cardinal & Danforth 2011,ground,,Aguiar et al. 2004,,,
Apidae,Eucerinae,Tapinotaspidini,,Xanthopedia_flavopicta,solitary,,,Cardinal & Danforth 2011,ground,,Aguiar et al. 2004,,,
Apidae,Eucerinae,Tapinotaspidini,,Xanthopedia_tristriata,solitary,,,Cardinal & Danforth 2011,ground,,Aguiar et al. 2004,,,
Apidae,Eucerinae,Tapinotaspidini,,Xanthopedia_iheringii,solitary,,,Cardinal & Danforth 2011,ground,,Aguiar et al. 2004,,,
Apidae,Eucerinae,Tapinotaspidini,,Xanthopedia_larocai,solitary,,,Cardinal & Danforth 2011,ground,,Aguiar et al. 2004,,,
Apidae,Eucerinae,Tapinotaspidini,,Urbanapis_danunciae,solitary,,,Cardinal & Danforth 2011,ground,,Aguiar et al. 2004,,,
Apidae,Eucerinae,Tapinotaspidini,,Urbanapis_diamantina,solitary,,,Cardinal & Danforth 2011,ground,,Aguiar et al. 2004,,,
Apidae,Eucerinae,Tapinotaspidini,,Trigonopedia_ferruginea,solitary,,,Cardinal & Danforth 2011,ground,,Aguiar et al. 2004,,,
Apidae,Eucerinae,Tapinotaspidini,,Chalepogenus_rozeni,solitary,,,Cardinal & Danforth 2011,ground,,Aguiar et al. 2004,,,
Apidae,Eucerinae,Tapinotaspidini,,Chalepogenus_muelleri,solitary,,,Cardinal & Danforth 2011,ground,,Aguiar et al. 2004,,,
Apidae,Eucerinae,Tapinotaspidini,,Tapinotaspis_chalybaea,solitary,,,Cardinal & Danforth 2011,ground,,Aguiar et al. 2004,,,
Apidae,Eucerinae,Tapinotaspidini,,Tapinotaspis_nordestina,solitary,,,Cardinal & Danforth 2011,ground,,Aguiar et al. 2004,,,
Apidae,Eucerinae,Tapinotaspidini,,Tapinotaspoides_serraticornis,solitary,,,Cardinal & Danforth 2011,ground,,Aguiar et al. 2004,,,
Apidae,Eucerinae,Tapinotaspidini,,Tapinotaspoides_tucumana,solitary,,,Cardinal & Danforth 2011,ground,,Aguiar et al. 2004,,,
Apidae,Eucerinae,Tapinotaspidini,,Caenonomada_unicalcarata,solitary,,,Cardinal & Danforth 2011,ground,,Aguiar et al. 2004,,,
Apidae,Eucerinae,Tapinotaspidini,,Caenonomada_labrata,solitary,,,Cardinal & Danforth 2011,ground,,Aguiar et al. 2004,,,
Apidae,Eucerinae,Tapinotaspidini,,Caenonomada_bruneri,solitary,,,Cardinal & Danforth 2011,ground,,Aguiar et al. 2004,,,
Apidae,Eucerinae,Tapinotaspidini,,Chalepogenus_cocuccii,solitary,,,Cardinal & Danforth 2011,ground,,Aguiar et al. 2004,,,
Apidae,Eucerinae,Tapinotaspidini,,Monoeca_campestris,solitary,,,Cardinal & Danforth 2011,ground,,Aguiar et al. 2004,,,
Apidae,Eucerinae,Tapinotaspidini,,Monoeca_pluricincta,solitary,,,Cardinal & Danforth 2011,ground,,Aguiar et al. 2004,,,
Apidae,Eucerinae,Tapinotaspidini,,Monoeca_mourei,solitary,,,Cardinal & Danforth 2011,ground,,Aguiar et al. 2004,,,
Apidae,Eucerinae,Tapinotaspidini,,Monoeca_haemorrhoidalis,solitary,,,Cardinal & Danforth 2011,ground,,Aguiar et al. 2004,,,
Apidae,Eucerinae,Tapinotaspidini,,Chalepogenus_caeruleus,solitary,,,Cardinal & Danforth 2011,ground,,Aguiar et al. 2004,,,
Apidae,Eucerinae,Tapinotaspidini,,Chalepogenus_subcaeruleus,solitary,,,Cardinal & Danforth 2011,ground,,Aguiar et al. 2004,,,
Apidae,Eucerinae,Tapinotaspidini,,Chalepogenus_herbsti,solitary,,,Cardinal & Danforth 2011,ground,,Aguiar et al. 2004,,,
Apidae,Eucerinae,Emphorini,,Ancyloscelis_apiformis,solitary,,,Cardinal & Danforth 2011,ground ,,Michener 2007,,,
Apidae,Eucerinae,Emphorini,,Ancyloscelis_sejunctus,solitary,,,Cardinal & Danforth 2011,ground ,,Michener 2007,,,
Apidae,Eucerinae,Emphorini,,Ancyloscelis_ursinus,solitary,,,Cardinal & Danforth 2011,ground ,,Michener 2007,,,
Apidae,Eucerinae,Exomalopsini,,Eremapis_parvula,solitary,,,Cardinal & Danforth 2011,ground ,,Michener 2007,,,
Apidae,Eucerinae,Exomalopsini,,Chilimalopsis_parvula,solitary,,,Cardinal & Danforth 2011,ground ,,Michener 2008,,,
Apidae,Eucerinae,Exomalopsini,,Teratognatha_modesta,solitary,,,Cardinal & Danforth 2011,ground ,,Michener 2009,,,
Apidae,Eucerinae,Exomalopsini,,Anthophorula_albata,solitary,,,Cardinal & Danforth 2011,ground ,,Michener 2010,,,
Apidae,Eucerinae,Exomalopsini,,Anthophorula_albicans,solitary,,,Cardinal & Danforth 2011,ground ,,Michener 2011,,,
Apidae,Eucerinae,Exomalopsini,,Anthophorula_crenulata,solitary,,,Cardinal & Danforth 2011,ground ,,Michener 2012,,,
Apidae,Eucerinae,Exomalopsini,,Anthophorula_euphorbiae,solitary,,,Cardinal & Danforth 2011,ground ,,Michener 2013,,,
Apidae,Eucerinae,Exomalopsini,,Anthophorula_consobrina,solitary,,,Cardinal & Danforth 2011,ground ,,Michener 2014,,,
Apidae,Eucerinae,Exomalopsini,,Anthophorula_nitens,solitary,,,Cardinal & Danforth 2011,ground ,,Michener 2015,,,
