family,subfamily,tribe,tips,broad_sociality,parasite_host_sociality,fine_sociality,sociality_notes,sociality_ref,broad_nesting,parasite_host_nesting,fine_nesting,nesting_notes,nesting_ref,nest_accuracy,host_bee,host_ref,wax,resin,floral_oil,nestmat_accuracy,nest_materials_ref
Halicitidae,Halictinae,Halictini,Lasioglossum_arcanum,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_costaricense,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_rhodognathum,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_mesillense,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_gundlachii,social,,primitively eusocial,,"Danforth, Conway & Ji 2003",ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_lesseppsi,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_deceptor,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_umbripenne,social,,primitively eusocial,,"Danforth, Conway & Ji 2003",ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_exiguum,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_sublatens,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_incompletum,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_microlepoides,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_semibrunneum,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_arantium,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_miniatulum,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_ceanothi,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_pictum,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_foveolatum,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_nevadense,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_tarponense,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_brunneiventre,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_macroprosopum,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_obnubilum,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_impavidum,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_ellisiae,solitary,,,,Corbin et al. 2021,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_imbrex,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_parvum,social,,primitively eusocial,,"Danforth, Conway & Ji 2003",ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_tegulare,social,,primitively eusocial,,"Danforth, Conway & Ji 2003",ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_coactum,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_puteulanum,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_perparvum,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_carlinvillense,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_pseudotegulare,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_surianae,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_lepidii,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_fernandezis,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_stictaspis,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_enatum,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_tegulariforme,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_comulum,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_cupreicolle,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_paitense,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_dispersum,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_genaroi,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_creberrimum,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_disparile,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_halophitum,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_mestrei,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_batya,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_raleighense,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_clematisellum,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_vierecki,social,,primitively eusocial,,"Danforth, Conway & Ji 2003",ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_aliud,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_hudsoniellum,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_nymphale,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_abundipunctum,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_punctatoventre,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_dashwoodi,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_reasbeckae,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_packeri,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_semicaeruleum,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_cyaneonotum,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_knereri,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_subversans,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_cressonii,social,,primitively eusocial,,"Danforth, Conway & Ji 2003",ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_bruneri,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_reticulatum,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_imitatum,social,,primitively eusocial,,"Danforth, Conway & Ji 2003",ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_lionotum,social parasite,social,,,Gibbs et al. 2012,social parasite,ground,soil,,Michener 2007,species,Lasioglossum zephyrum,Gibbs 2011,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_cephalotes,social parasite,social,,,Gibbs et al. 2012,social parasite,ground,soil,,Michener 2007,species,Lasioglossum imitatum,Wcislo 1997,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_leucocomum,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_succinipenne,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_pruinosum,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_zephyrum,social,,primitively eusocial,,"Danforth, Conway & Ji 2003",ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_heterognathum,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_coeruleum,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_laevissimum,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_nigroviride,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_smilacinae,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_gotham,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_cattellae,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_tenax,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_timothyi,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_illinoense,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_apopkense,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_albipenne,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_nymphaearum,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_oceanicum,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_pilosum,social,,primitively eusocial,,"Danforth, Conway & Ji 2003",ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_floridanum,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_aeneum,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_hartii,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_platyparium,social parasite,social,,,Gibbs et al. 2012,social parasite,ground,soil,,Michener 2007,subfamily,Other L. (Dialictus) spp.,Michener 1978,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_michiganense,social parasite,social,,,Gibbs et al. 2012,social parasite,ground,soil,,Michener 2007,subfamily,Other L. (Dialictus) spp.,Michener 1978,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_izawsum,social parasite,social,,,Gibbs et al. 2012,social parasite,ground,soil,,Michener 2007,subfamily,Other L. (Dialictus) spp.,Michener 1978,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_rozeni,social parasite,social,,,Gibbs et al. 2012,social parasite,ground,soil,,Michener 2007,subfamily,Other L. (Dialictus) spp.,Michener 1978,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_simplex,social parasite,social,,,Gibbs et al. 2012,social parasite,ground,soil,,Michener 2007,subfamily,Other L. (Dialictus) spp.,Michener 1978,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_weemsi,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_hitchensi,social,,primitively eusocial,"""Differences in body size, wear, and ovarian development of spring and summer females indicated that L. hitchensi is most likely eusocial""",Corbin et al. 2021,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_leviense,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_versatum,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_callidum,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_connexum,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_trigeminum,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_abanci,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_obscurum,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_atwoodi,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_absimile,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_marinense,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_sagax,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_georgeickworti,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_viridatum,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_subviridatum,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_ephialtum,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_planatum,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_sablense,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_alachuense,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_oblongum,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_dreisbachi,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_novascotiae,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_admirandum,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_lineatulum,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_katherineae,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_pacatum,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_fattigi,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_apocyni,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_paradmirandum,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_taylorae,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_hyalinum,social,,primitively eusocial,,"Danforth, Conway & Ji 2003",ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_albohirtum,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_lazulis,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_prasinogaster,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_perichlarum,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_sedi,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_sandhousiellum,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_ebmerellum,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_marinum,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_perpunctatum,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_sheffieldi,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_yukonae,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_coreopsis,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_longifrons,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_droegei,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_petrellum,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_griswoldi,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_tuolumnense,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_hemimelas,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_ruidosense,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_versans,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_indistinctum,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_gattaca,social,,primitively eusocial,,"Danforth, Conway & Ji 2003",ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_leucopus,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_morio,social,,primitively eusocial,,"Danforth, Conway & Ji 2003",ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_collopiense,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_lissonotum,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_alpigenum,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_bavaricum,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_cupromicans,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_nitidulum,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_smeathmanellum,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_pavoninum,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_pseudannulipes,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_aeratum,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_minutulum,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_setulosum,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_cinctipes,social,,primitively eusocial,,"Danforth, Conway & Ji 2003",ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_amicum,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_argemonis,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_marginatum,social,,primitively eusocial,,"Danforth, Conway & Ji 2003",ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_politum,social,,primitively eusocial,,"Danforth, Conway & Ji 2003",ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_interruptum,social,,primitively eusocial,,"Danforth, Conway & Ji 2003",ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_figueresi,solitary,,,,"Danforth, Conway & Ji 2003",ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
Halicitidae,Halictinae,Halictini,Lasioglossum_hienae,social,,primitively eusocial,,inferred,ground,,soil,,Michener 2007,subfamily,,,no,no,no,,
