family,subfamily,tribe,tips,broad_sociality,parasite_host_sociality,fine_sociality,sociality_notes,sociality_ref,broad_nesting,parasite_host_nesting,fine_nesting,nesting_notes,nesting_ref,nest_accuracy,host_bee,host_ref,wax,resin,floral_oil,nestmat_accuracy,nest_materials_ref
Apidae,Apinae,Meliponini,Trigona_dallatorreana,social,,highly eusocial,,Michener 2007,above-ground,,aerial,,Rasmussen & Cameron 2008; Borges et al. 2020,species,,,yes,yes,yes,,Buchmann 1987
Apidae,Apinae,Meliponini,Trigona_amazonensis,social,,highly eusocial,,Michener 2007,above-ground,,aerial,,Rasmussen & Cameron 2008; Borges et al. 2020,species,,,yes,yes,yes,,Buchmann 1987
Apidae,Apinae,Meliponini,Trigona_hyalinata,social,,highly eusocial,,Michener 2007,above-ground,,aerial,,Siqueira et al. 2012; Borges et al. 2020,species,,,yes,yes,yes,,Buchmann 1987
Apidae,Apinae,Meliponini,Frieseomelitta_doederleini,social,,highly eusocial,,Michener 2007,above-ground,,,,Michener 2007,genus,,,yes,yes,yes,,inferred
Apidae,Apinae,Meliponini,Trigona_corvina,social,,highly eusocial,,Michener 2007,above-ground,,,,Rasmussen & Cameron 2008,species,,,yes,yes,yes,,Buchmann 1987
Apidae,Apinae,Meliponini,Trigona_nigerrima,social,,highly eusocial,,Michener 2007,above-ground,,,,Roubik 1983,species,,,yes,yes,yes,,Buchmann 1987
Apidae,Apinae,Meliponini,Trigona_crassipes,social,,highly eusocial,,Michener 2007,above-ground,,,,Kerr et al. 1967,species,,,yes,yes,yes,,Buchmann 1987
Apidae,Apinae,Meliponini,Trigona_hypogea,social,,highly eusocial,,Michener 2007,above-ground,,cavities,,Roubik 1983,species,,,yes,yes,yes,,Buchmann 1987
Apidae,Apinae,Meliponini,Trigona_recursa,social,,highly eusocial,,Michener 2007,ground,,soil,,Rasmussen & Camargo 2008,species,,,yes,yes,yes,,Buchmann 1987
Apidae,Apinae,Meliponini,Trigona_spinipes,social,,highly eusocial,,Michener 2007,above-ground,,aerial,,Rasmussen & Cameron 2008; Borges et al. 2020,species,,,yes,yes,yes,,Buchmann 1987
Apidae,Apinae,Meliponini,Trigona_chanchamayoensis,social,,highly eusocial,,Michener 2007,above-ground,,,,Rasmussen & Cameron 2008,species,,,yes,yes,yes,,Buchmann 1987
Apidae,Apinae,Meliponini,Frieseomelitta_languida,social,,highly eusocial,,Michener 2007,above-ground,,,,Michener 2007,genus,,,yes,yes,yes,,inferred
Apidae,Apinae,Meliponini,Frieseomelitta_nigra,social,,highly eusocial,,Michener 2007,above-ground,,,,Michener 2007,genus,,,yes,yes,yes,,inferred
Apidae,Apinae,Meliponini,Trigona_pallens,social,,highly eusocial,,Michener 2007,above-ground,,,,Rasmussen & Cameron 2008,species,,,yes,yes,yes,,Buchmann 1987
Apidae,Apinae,Meliponini,Trigona_cilipes,social,,highly eusocial,,Michener 2007,above-ground,,,,Rasmussen & Cameron 2008,species,,,yes,yes,yes,,Buchmann 1987
Apidae,Apinae,Meliponini,Trigona_lacteipennis,social,,highly eusocial,,Michener 2007,above-ground,,ant nests,,Rasmussen & Cameron 2008; Borges et al. 2020,species,,,yes,yes,yes,,Buchmann 1987
Apidae,Apinae,Meliponini,Frieseomelitta_flavicornis,social,,highly eusocial,,Michener 2007,above-ground,,,,Kerr et al. 1967,species,,,yes,yes,yes,,inferred
Apidae,Apinae,Meliponini,Trigona_muzoensis,social,,highly eusocial,,Michener 2007,above-ground,,termite nests,,Roubik 2013,species,,,yes,yes,yes,,Buchmann 1987
Apidae,Apinae,Meliponini,Trigona_ferricauda,social,,highly eusocial,,Michener 2007,above-ground,,termite nests,,Moure's Bee Catalogue; Lichtenberg et al. 2017,species,,,yes,yes,yes,,Buchmann 1987
Apidae,Apinae,Meliponini,Trigona_fulviventris,social,,highly eusocial,,Michener 2007,ground,,soil,,Rasmussen & Camargo 2008,species,,,yes,yes,yes,,Buchmann 1987
Apidae,Apinae,Meliponini,Trigona_guianae,social,,highly eusocial,,Michener 2007,ground,,soil,,Rasmussen & Cameron 2008,species,,,yes,yes,yes,,Buchmann 1987
Apidae,Apinae,Meliponini,Trigona_williana,social,,highly eusocial,,Michener 2007,above-ground,,,,Rasmussen & Cameron 2008,species,,,yes,yes,yes,,Buchmann 1987
Apidae,Apinae,Meliponini,Ptilotrigona_lurida,social,,highly eusocial,,Michener 2007,above-ground,,cavities,,Kerr et al. 1967,species,,,yes,yes,,,
Apidae,Apinae,Meliponini,Ptilotrigona_pereneae,social,,highly eusocial,,Michener 2007,above-ground,,,,Michener 2007,genus,,,yes,yes,,,
Apidae,Apinae,Meliponini,Ptilotrigona_occidentalis,social,,highly eusocial,,Michener 2007,above-ground,,,,Michener 2007,genus,,,yes,yes,,,
Apidae,Apinae,Meliponini,Tetragona_clavipes,social,,highly eusocial,,Michener 2007,above-ground,,,,Duarte et al. 2016,species,,,yes,yes,,,
Apidae,Apinae,Meliponini,Tetragona_dissecta,social,,highly eusocial,,Michener 2007,above-ground,,,,Duarte et al. 2016,species,,,yes,yes,,,
Apidae,Apinae,Meliponini,Tetragona_perangulata,social,,highly eusocial,,Michener 2007,above-ground,,,,Wille & Michener 1973,species,,,yes,yes,,,
Apidae,Apinae,Meliponini,Tetragona_goettei,social,,highly eusocial,,Michener 2007,above-ground,,cavities,,Borges et al. 2020,species,,,yes,yes,,,
Apidae,Apinae,Meliponini,Tetragona_dorsalis,social,,highly eusocial,,Michener 2007,above-ground,,cavities,,Wille & Michener 1973; Borges et al. 2020,species,,,yes,yes,,,
Apidae,Apinae,Meliponini,Tetragona_ziegleri,social,,highly eusocial,,Michener 2007,above-ground,,,,Wille & Michener 1973,species,,,yes,yes,,,
Apidae,Apinae,Meliponini,Geotrigona_fulvatra,social,,highly eusocial,,Michener 2007,ground,,,,Camargo & Moure 1996,genus,,,yes,yes,,,
Apidae,Apinae,Meliponini,Geotrigona_subgrisea,social,,highly eusocial,,Michener 2007,ground,,,,Camargo & Moure 1996,genus,,,yes,yes,,,
Apidae,Apinae,Meliponini,Geotrigona_kraussi,social,,highly eusocial,,Michener 2007,ground,,,,Camargo & Moure 1996,species,,,yes,yes,,,
Apidae,Apinae,Meliponini,Geotrigona_mombuca,social,,highly eusocial,,Michener 2007,ground,,,,Camargo & Moure 1996,species,,,yes,yes,,,
Apidae,Apinae,Meliponini,Geotrigona_fulvohirta,social,,highly eusocial,,Michener 2007,ground,,,,Camargo & Moure 1996,species,,,yes,yes,,,
Apidae,Apinae,Meliponini,Oxytrigona_mediorufa,social,,highly eusocial,,Michener 2007,above-ground,,cavities,,Michener 2007,genus,,,yes,yes,,,
Apidae,Apinae,Meliponini,Oxytrigona_mellicolor,social,,highly eusocial,,Michener 2007,above-ground,,cavities,,Roubik 1983,species,,,yes,yes,,,
Apidae,Apinae,Meliponini,Oxytrigona_tataira,social,,highly eusocial,,Michener 2007,above-ground,,cavities,,Michener 2007,genus,,,yes,yes,,,
Apidae,Apinae,Meliponini,Oxytrigona_mulfordi,social,,highly eusocial,,Michener 2007,above-ground,,cavities,,Michener 2007,genus,,,yes,yes,,,
Apidae,Apinae,Meliponini,Oxytrigona_obscura,social,,highly eusocial,,Michener 2007,above-ground,,cavities,,Roubik 1983,species,,,yes,yes,,,
Apidae,Apinae,Meliponini,Scaptotrigona_bipunctata,social,,highly eusocial,,Michener 2007,above-ground,,cavities,,Siqueira et al. 2012,species,,,yes,yes,,,
Apidae,Apinae,Meliponini,Scaptotrigona_depilis,social,,highly eusocial,,Michener 2007,above-ground,,cavities,,Siqueira et al. 2012,species,,,yes,yes,,,
Apidae,Apinae,Meliponini,Scaptotrigona_pectoralis,social,,highly eusocial,,Michener 2007,above-ground,,cavities,,Michener 2007,genus,,,yes,yes,,,
Apidae,Apinae,Meliponini,Scaptotrigona_limae,social,,highly eusocial,,Michener 2007,above-ground,,cavities,,Michener 2007,genus,,,yes,yes,,,
Apidae,Apinae,Meliponini,Scaptotrigona_tricolorata,social,,highly eusocial,,Michener 2007,above-ground,,cavities,,Michener 2007,genus,,,yes,yes,,,
Apidae,Apinae,Meliponini,Scaptotrigona_polysticta,social,,highly eusocial,,Michener 2007,above-ground,,cavities,,Michener 2007,genus,,,yes,yes,,,
Apidae,Apinae,Meliponini,Scaptotrigona_xanthotricha,social,,highly eusocial,,Michener 2007,above-ground,,cavities,,Michener 2007,genus,,,yes,yes,,,
Apidae,Apinae,Meliponini,Scaptotrigona_mexicana,social,,highly eusocial,,Michener 2007,above-ground,,cavities,,Michener 2007,genus,,,yes,yes,,,
Apidae,Apinae,Meliponini,Scaptotrigona_subobscuripennis,social,,highly eusocial,,Michener 2007,above-ground,,cavities,,Michener 2007,genus,,,yes,yes,,,
Apidae,Apinae,Meliponini,Scaptotrigona_hellwegeri,social,,highly eusocial,,Michener 2007,above-ground,,cavities,,Michener 2007,genus,,,yes,yes,,,
Apidae,Apinae,Meliponini,Scaptotrigona_luteipennis,social,,highly eusocial,,Michener 2007,above-ground,,cavities,,Michener 2007,genus,,,yes,yes,,,
Apidae,Apinae,Meliponini,Meliwillea_bivea,social,,highly eusocial,,Michener 2007,above-ground,,,,Roubik et al. 1997,species,,,yes,yes,,,
Apidae,Apinae,Meliponini,Partamona_orizabaensis,social,,highly eusocial,,Michener 2007,ground,,,,Camargo & Pedro 2003,species,,,yes,yes,,,
Apidae,Apinae,Meliponini,Partamona_gregaria,social,,highly eusocial,,Michener 2007,above-ground,,,,Camargo & Pedro 2003,species,,,yes,yes,,,
Apidae,Apinae,Meliponini,Partamona_auripennis,social,,highly eusocial,,Michener 2007,above-ground,,,,Camargo & Pedro 2003,species,,,yes,yes,,,
Apidae,Apinae,Meliponini,Partamona_musarum,social,,highly eusocial,,Michener 2007,above-ground,,,,Camargo & Pedro 2003,species,,,yes,yes,,,
Apidae,Apinae,Meliponini,Partamona_helleri,social,,highly eusocial,,Michener 2007,above-ground,,,,Camargo & Pedro 2003,species,,,yes,yes,,,
Apidae,Apinae,Meliponini,Partamona_cupira,social,,highly eusocial,,Michener 2007,above-ground,,,,Wille & Michener 1973,species,,,yes,yes,,,
Apidae,Apinae,Meliponini,Partamona_seridoensis,social,,highly eusocial,,Michener 2007,above-ground,,,,Camargo & Pedro 2003,species,,,yes,yes,,,
Apidae,Apinae,Meliponini,Partamona_rustica,social,,highly eusocial,,Michener 2007,above-ground,,,,Camargo & Pedro 2003,species,,,yes,yes,,,
Apidae,Apinae,Meliponini,Partamona_epiphytophila,social,,highly eusocial,,Michener 2007,above-ground,,,,Camargo & Pedro 2003,species,,,yes,yes,,,
Apidae,Apinae,Meliponini,Partamona_bilineata,social,,highly eusocial,,Michener 2007,above-ground,,,,Camargo & Pedro 2003,species,,,yes,yes,,,
Apidae,Apinae,Meliponini,Partamona_testacea,social,,highly eusocial,,Michener 2007,ground,,,,Wille & Michener 1973,species,,,yes,yes,,,
Apidae,Apinae,Meliponini,Partamona_vicina,social,,highly eusocial,,Michener 2007,above-ground,,,,Camargo & Pedro 2003,species,,,yes,yes,,,
Apidae,Apinae,Meliponini,Partamona_mulata,social,,highly eusocial,,Michener 2007,above-ground,,,,Camargo & Pedro 2003,species,,,yes,yes,,,
Apidae,Apinae,Meliponini,Partamona_ailyae,social,,highly eusocial,,Michener 2007,above-ground,,,,Camargo & Pedro 2003,species,,,yes,yes,,,
Apidae,Apinae,Meliponini,Partamona_brevipilosa,social,,highly eusocial,,Michener 2007,above-ground,,,,Shackleton et al. 2019,genus,,,yes,yes,,,
Apidae,Apinae,Meliponini,Nogueirapis_butteli,social,,highly eusocial,,Michener 2007,ground,,,,Grüter 2020,genus,,,yes,yes,,,
Apidae,Apinae,Meliponini,Nogueirapis_mirandula,social,,highly eusocial,,Michener 2007,ground,,,,Wille & Michener 1973,species,,,yes,yes,,,
Apidae,Apinae,Meliponini,Paratrigona_guigliae,social,,highly eusocial,,Michener 2007,unknown,,unknown,,Camargo & Moure 1994,species,,,yes,yes,,,
Apidae,Apinae,Meliponini,Paratrigona_onorei,social,,highly eusocial,,Michener 2007,unknown,,unknown,,Camargo & Moure 1994,species,,,yes,yes,,,
Apidae,Apinae,Meliponini,Paratrigona_lineatifrons,social,,highly eusocial,,Michener 2007,above-ground,,,,Camargo & Moure 1994,species,,,yes,yes,,,
Apidae,Apinae,Meliponini,Paratrigona_pacifica,social,,highly eusocial,,Michener 2007,above-ground,,,,Camargo & Moure 1994,species,,,yes,yes,,,
Apidae,Apinae,Meliponini,Paratrigona_lineata,social,,highly eusocial,,Michener 2007,ground,,soil,,Camargo & Moure 1994; Gonzalez & Griswold 2011,species,,,yes,yes,,,
Apidae,Apinae,Meliponini,Paratrigona_subnuda,social,,highly eusocial,,Michener 2007,ground,,soil,,Camargo & Moure 1994; Mouga 2014,species,,,yes,yes,,,
Apidae,Apinae,Meliponini,Paratrigona_impunctata,social,,highly eusocial,,Michener 2007,above-ground,,termite nests,,Gonzalez & Griswold 2011,genus,,,yes,yes,,,
Apidae,Apinae,Meliponini,Leurotrigona_muelleri,social,,highly eusocial,,Michener 2007,above-ground,,cavities,,Pedro & Camargo 2009,species,,,yes,yes,,,
Apidae,Apinae,Meliponini,Leurotrigona_pusilla,social,,highly eusocial,,Michener 2007,above-ground,,cavities,,Pedro & Camargo 2009,species,,,yes,yes,,,
Apidae,Apinae,Meliponini,Trigonisca_bidentata,social,,highly eusocial,,Michener 2007,above-ground,,cavities,,Michener 2007,genus,,,yes,yes,,,
Apidae,Apinae,Meliponini,Trigonisca_browni,social,,highly eusocial,,Michener 2007,above-ground,,cavities,,Michener 2007,genus,,,yes,yes,,,
Apidae,Apinae,Meliponini,Trigonisca_chachapoya,social,,highly eusocial,,Michener 2007,above-ground,,cavities,,Michener 2007,genus,,,yes,yes,,,
Apidae,Apinae,Meliponini,Trigonisca_nataliae,social,,highly eusocial,,Michener 2007,above-ground,,cavities,,Michener 2007,genus,,,yes,yes,,,
Apidae,Apinae,Meliponini,Trigonisca_buyssoni,social,,highly eusocial,,Michener 2007,above-ground,,cavities,,Michener 2007,genus,,,yes,yes,,,
Apidae,Apinae,Meliponini,Trigonisca_townsendi,social,,highly eusocial,,Michener 2007,above-ground,,cavities,,Michener 2007,genus,,,yes,yes,,,
Apidae,Apinae,Meliponini,Trigonisca_longicornis,social,,highly eusocial,,Michener 2007,above-ground,,cavities,,Michener 2007,genus,,,yes,yes,,,
Apidae,Apinae,Euglossini,Euglossa_imperialis,solitary,,some communal or quasisocial,,Michener 1974; Faria & Melo 2020,above-ground,,"cavities, aerial",,Michener 2007,tribe,,,no,yes,no,,"Rocha-Filho et al. 2012, Noll et al. 2021"
Apidae,Apinae,Euglossini,Euglossa_chalybeata,solitary,,some communal or quasisocial,,Michener 1974; Faria & Melo 2020,above-ground,,"cavities, aerial",,Michener 2007,tribe,,,no,yes,no,,"Rocha-Filho et al. 2012, Noll et al. 2021"
Apidae,Apinae,Euglossini,Euglossa_orellana,solitary,,some communal or quasisocial,,Michener 1974; Faria & Melo 2020,above-ground,,"cavities, aerial",,Michener 2007,tribe,,,no,yes,no,,"Rocha-Filho et al. 2012, Noll et al. 2021"
Apidae,Apinae,Euglossini,Euglossa_iopoecila,solitary,,some communal or quasisocial,,Michener 1974; Faria & Melo 2020,above-ground,,"cavities, aerial",,Michener 2007,tribe,,,no,yes,no,,"Rocha-Filho et al. 2012, Noll et al. 2021"
Apidae,Apinae,Euglossini,Euglossa_flammea,solitary,,some communal or quasisocial,,Michener 1974; Faria & Melo 2020,above-ground,,"cavities, aerial",,Michener 2007,tribe,,,no,yes,no,,"Rocha-Filho et al. 2012, Noll et al. 2021"
Apidae,Apinae,Euglossini,Euglossa_ignita,solitary,,some communal or quasisocial,,Michener 1974; Faria & Melo 2020,above-ground,,"cavities, aerial",,Michener 2007,tribe,,,no,yes,no,,"Rocha-Filho et al. 2012, Noll et al. 2021"
Apidae,Apinae,Euglossini,Euglossa_occidentalis,solitary,,some communal or quasisocial,,Michener 1974; Faria & Melo 2020,above-ground,,"cavities, aerial",,Michener 2007,tribe,,,no,yes,no,,"Rocha-Filho et al. 2012, Noll et al. 2021"
Apidae,Apinae,Euglossini,Euglossa_asarophora,solitary,,some communal or quasisocial,,Michener 1974; Faria & Melo 2020,above-ground,,"cavities, aerial",,Michener 2007,tribe,,,no,yes,no,,"Rocha-Filho et al. 2012, Noll et al. 2021"
Apidae,Apinae,Euglossini,Euglossa_natesi,solitary,,some communal or quasisocial,,Michener 1974; Faria & Melo 2020,above-ground,,"cavities, aerial",,Michener 2007,tribe,,,no,yes,no,,"Rocha-Filho et al. 2012, Noll et al. 2021"
Apidae,Apinae,Euglossini,Euglossa_rufipes,solitary,,some communal or quasisocial,,Michener 1974; Faria & Melo 2020,above-ground,,"cavities, aerial",,Michener 2007,tribe,,,no,yes,no,,"Rocha-Filho et al. 2012, Noll et al. 2021"
Apidae,Apinae,Euglossini,Euglossa_piliventris,solitary,,some communal or quasisocial,,Michener 1974; Faria & Melo 2020,above-ground,,"cavities, aerial",,Michener 2007,tribe,,,no,yes,no,,"Rocha-Filho et al. 2012, Noll et al. 2021"
Apidae,Apinae,Euglossini,Euglossa_lugubris,solitary,,some communal or quasisocial,,Michener 1974; Faria & Melo 2020,above-ground,,"cavities, aerial",,Michener 2007,tribe,,,no,yes,no,,"Rocha-Filho et al. 2012, Noll et al. 2021"
Apidae,Apinae,Euglossini,Euglossa_allosticta,solitary,,some communal or quasisocial,,Michener 1974; Faria & Melo 2020,above-ground,,"cavities, aerial",,Michener 2007,tribe,,,no,yes,no,,"Rocha-Filho et al. 2012, Noll et al. 2021"
Apidae,Apinae,Euglossini,Euglossa_viridifrons,solitary,,some communal or quasisocial,,Michener 1974; Faria & Melo 2020,above-ground,,"cavities, aerial",,Michener 2007,tribe,,,no,yes,no,,"Rocha-Filho et al. 2012, Noll et al. 2021"
Apidae,Apinae,Euglossini,Euglossa_annectans,solitary,,some communal or quasisocial,,Michener 1974; Faria & Melo 2020,above-ground,,"cavities, aerial",,Michener 2007,tribe,,,no,yes,no,,"Rocha-Filho et al. 2012, Noll et al. 2021"
Apidae,Apinae,Euglossini,Euglossa_stellfeldi,solitary,,some communal or quasisocial,,Michener 1974; Faria & Melo 2020,above-ground,,"cavities, aerial",,Michener 2007,tribe,,,no,yes,no,,"Rocha-Filho et al. 2012, Noll et al. 2021"
Apidae,Apinae,Euglossini,Euglossa_inflata,solitary,,some communal or quasisocial,,Michener 1974; Faria & Melo 2020,above-ground,,"cavities, aerial",,Michener 2007,tribe,,,no,yes,no,,"Rocha-Filho et al. 2012, Noll et al. 2021"
Apidae,Apinae,Euglossini,Euglossa_rugilabris,solitary,,some communal or quasisocial,,Michener 1974; Faria & Melo 2020,above-ground,,"cavities, aerial",,Michener 2007,tribe,,,no,yes,no,,"Rocha-Filho et al. 2012, Noll et al. 2021"
Apidae,Apinae,Euglossini,Euglossa_intersecta,solitary,,some communal or quasisocial,,Michener 1974; Faria & Melo 2020,above-ground,,"cavities, aerial",,Michener 2007,tribe,,,no,yes,no,,"Rocha-Filho et al. 2012, Noll et al. 2021"
Apidae,Apinae,Euglossini,Euglossa_dodsoni,solitary,,some communal or quasisocial,,Michener 1974; Faria & Melo 2020,above-ground,,"cavities, aerial",,Michener 2007,tribe,,,no,yes,no,,"Rocha-Filho et al. 2012, Noll et al. 2021"
Apidae,Apinae,Euglossini,Euglossa_obtusa,solitary,,some communal or quasisocial,,Michener 1974; Faria & Melo 2020,above-ground,,"cavities, aerial",,Michener 2007,tribe,,,no,yes,no,,"Rocha-Filho et al. 2012, Noll et al. 2021"
Apidae,Apinae,Euglossini,Euglossa_gorgonensis,solitary,,some communal or quasisocial,,Michener 1974; Faria & Melo 2020,above-ground,,"cavities, aerial",,Michener 2007,tribe,,,no,yes,no,,"Rocha-Filho et al. 2012, Noll et al. 2021"
Apidae,Apinae,Euglossini,Euglossa_laevicincta,solitary,,some communal or quasisocial,,Michener 1974; Faria & Melo 2020,above-ground,,"cavities, aerial",,Michener 2007,tribe,,,no,yes,no,,"Rocha-Filho et al. 2012, Noll et al. 2021"
Apidae,Apinae,Euglossini,Euglossa_macrorhyncha,solitary,,some communal or quasisocial,,Michener 1974; Faria & Melo 2020,above-ground,,"cavities, aerial",,Michener 2007,tribe,,,no,yes,no,,"Rocha-Filho et al. 2012, Noll et al. 2021"
Apidae,Apinae,Euglossini,Euglossa_turbinifex,solitary,,some communal or quasisocial,,Michener 1974; Faria & Melo 2020,above-ground,,"cavities, aerial",,Michener 2007,tribe,,,no,yes,no,,"Rocha-Filho et al. 2012, Noll et al. 2021"
Apidae,Apinae,Euglossini,Euglossa_hyacinthina,solitary,,some communal or quasisocial,,Michener 1974; Faria & Melo 2020,above-ground,,"cavities, aerial",,Michener 2007,tribe,,,no,yes,no,,"Rocha-Filho et al. 2012, Noll et al. 2021"
Apidae,Apinae,Euglossini,Euglossa_fuscifrons,solitary,,some communal or quasisocial,,Michener 1974; Faria & Melo 2020,above-ground,,"cavities, aerial",,Michener 2007,tribe,,,no,yes,no,,"Rocha-Filho et al. 2012, Noll et al. 2021"
Apidae,Apinae,Euglossini,Euglossa_oleolucens,solitary,,some communal or quasisocial,,Michener 1974; Faria & Melo 2020,above-ground,,"cavities, aerial",,Michener 2007,tribe,,,no,yes,no,,"Rocha-Filho et al. 2012, Noll et al. 2021"
Apidae,Apinae,Euglossini,Euglossa_paisa,solitary,,some communal or quasisocial,,Michener 1974; Faria & Melo 2020,above-ground,,"cavities, aerial",,Michener 2007,tribe,,,no,yes,no,,"Rocha-Filho et al. 2012, Noll et al. 2021"
Apidae,Apinae,Euglossini,Euglossa_samperi,solitary,,some communal or quasisocial,,Michener 1974; Faria & Melo 2020,above-ground,,"cavities, aerial",,Michener 2007,tribe,,,no,yes,no,,"Rocha-Filho et al. 2012, Noll et al. 2021"
Apidae,Apinae,Euglossini,Euglossa_stilbonota,solitary,,some communal or quasisocial,,Michener 1974; Faria & Melo 2020,above-ground,,"cavities, aerial",,Michener 2007,tribe,,,no,yes,no,,"Rocha-Filho et al. 2012, Noll et al. 2021"
Apidae,Apinae,Euglossini,Euglossa_crassipunctata,solitary,,some communal or quasisocial,,Michener 1974; Faria & Melo 2020,above-ground,,"cavities, aerial",,Michener 2007,tribe,,,no,yes,no,,"Rocha-Filho et al. 2012, Noll et al. 2021"
Apidae,Apinae,Euglossini,Euglossa_parvula,solitary,,some communal or quasisocial,,Michener 1974; Faria & Melo 2020,above-ground,,"cavities, aerial",,Michener 2007,tribe,,,no,yes,no,,"Rocha-Filho et al. 2012, Noll et al. 2021"
Apidae,Apinae,Euglossini,Euglossa_sapphirina,solitary,,some communal or quasisocial,,Michener 1974; Faria & Melo 2020,above-ground,,"cavities, aerial",,Michener 2007,tribe,,,no,yes,no,,"Rocha-Filho et al. 2012, Noll et al. 2021"
Apidae,Apinae,Euglossini,Euglossa_amazonica,solitary,,some communal or quasisocial,,Michener 1974; Faria & Melo 2020,above-ground,,"cavities, aerial",,Michener 2007,tribe,,,no,yes,no,,"Rocha-Filho et al. 2012, Noll et al. 2021"
Apidae,Apinae,Euglossini,Euglossa_truncata,solitary,,some communal or quasisocial,,Michener 1974; Faria & Melo 2020,above-ground,,"cavities, aerial",,Michener 2007,tribe,,,no,yes,no,,"Rocha-Filho et al. 2012, Noll et al. 2021"
Apidae,Apinae,Euglossini,Euglossa_atroveneta,solitary,,some communal or quasisocial,,Michener 1974; Faria & Melo 2020,above-ground,,"cavities, aerial",,Michener 2007,tribe,,,no,yes,no,,"Rocha-Filho et al. 2012, Noll et al. 2021"
Apidae,Apinae,Euglossini,Euglossa_heterosticta,solitary,,some communal or quasisocial,,Michener 1974; Faria & Melo 2020,above-ground,,"cavities, aerial",,Michener 2007,tribe,,,no,yes,no,,"Rocha-Filho et al. 2012, Noll et al. 2021"
Apidae,Apinae,Euglossini,Euglossa_crininota,solitary,,some communal or quasisocial,,Michener 1974; Faria & Melo 2020,above-ground,,"cavities, aerial",,Michener 2007,tribe,,,no,yes,no,,"Rocha-Filho et al. 2012, Noll et al. 2021"
Apidae,Apinae,Euglossini,Euglossa_hansoni,solitary,,some communal or quasisocial,,Michener 1974; Faria & Melo 2020,above-ground,,"cavities, aerial",,Michener 2007,tribe,,,no,yes,no,,"Rocha-Filho et al. 2012, Noll et al. 2021"
Apidae,Apinae,Euglossini,Euglossa_purpurea,solitary,,some communal or quasisocial,,Michener 1974; Faria & Melo 2020,above-ground,,"cavities, aerial",,Michener 2007,tribe,,,no,yes,no,,"Rocha-Filho et al. 2012, Noll et al. 2021"
Apidae,Apinae,Euglossini,Euglossa_dissimula,solitary,,some communal or quasisocial,,Michener 1974; Faria & Melo 2020,above-ground,,"cavities, aerial",,Michener 2007,tribe,,,no,yes,no,,"Rocha-Filho et al. 2012, Noll et al. 2021"
Apidae,Apinae,Euglossini,Euglossa_igniventris,solitary,,some communal or quasisocial,,Michener 1974; Faria & Melo 2020,above-ground,,"cavities, aerial",,Michener 2007,tribe,,,no,yes,no,,"Rocha-Filho et al. 2012, Noll et al. 2021"
Apidae,Apinae,Euglossini,Euglossa_magnipes,solitary,,some communal or quasisocial,,Michener 1974; Faria & Melo 2020,above-ground,,"cavities, aerial",,Michener 2007,tribe,,,no,yes,no,,"Rocha-Filho et al. 2012, Noll et al. 2021"
Apidae,Apinae,Euglossini,Euglossa_townsendi,solitary,,some communal or quasisocial,,Michener 1974; Faria & Melo 2020,above-ground,,"cavities, aerial",,Michener 2007,tribe,,,no,yes,no,,"Rocha-Filho et al. 2012, Noll et al. 2021"
Apidae,Apinae,Euglossini,Euglossa_pleosticta,solitary,,some communal or quasisocial,,Michener 1974; Faria & Melo 2020,above-ground,,"cavities, aerial",,Michener 2007,tribe,,,no,yes,no,,"Rocha-Filho et al. 2012, Noll et al. 2021"
Apidae,Apinae,Euglossini,Euglossa_mourei,solitary,,some communal or quasisocial,,Michener 1974; Faria & Melo 2020,above-ground,,"cavities, aerial",,Michener 2007,tribe,,,no,yes,no,,"Rocha-Filho et al. 2012, Noll et al. 2021"
Apidae,Apinae,Euglossini,Euglossa_analis,solitary,,some communal or quasisocial,,Michener 1974; Faria & Melo 2020,above-ground,,"cavities, aerial",,Michener 2007,tribe,,,no,yes,no,,"Rocha-Filho et al. 2012, Noll et al. 2021"
Apidae,Apinae,Euglossini,Euglossa_bidentata,solitary,,some communal or quasisocial,,Michener 1974; Faria & Melo 2020,above-ground,,"cavities, aerial",,Michener 2007,tribe,,,no,yes,no,,"Rocha-Filho et al. 2012, Noll et al. 2021"
Apidae,Apinae,Euglossini,Euglossa_cognata,solitary,,some communal or quasisocial,,Michener 1974; Faria & Melo 2020,above-ground,,"cavities, aerial",,Michener 2007,tribe,,,no,yes,no,,"Rocha-Filho et al. 2012, Noll et al. 2021"
Apidae,Apinae,Euglossini,Euglossa_iopyrrha,solitary,,some communal or quasisocial,,Michener 1974; Faria & Melo 2020,above-ground,,"cavities, aerial",,Michener 2007,tribe,,,no,yes,no,,"Rocha-Filho et al. 2012, Noll et al. 2021"
Apidae,Apinae,Euglossini,Euglossa_retroviridis,solitary,,some communal or quasisocial,,Michener 1974; Faria & Melo 2020,above-ground,,"cavities, aerial",,Michener 2007,tribe,,,no,yes,no,,"Rocha-Filho et al. 2012, Noll et al. 2021"
Apidae,Apinae,Euglossini,Euglossa_mixta,solitary,,some communal or quasisocial,,Michener 1974; Faria & Melo 2020,above-ground,,"cavities, aerial",,Michener 2007,tribe,,,no,yes,no,,"Rocha-Filho et al. 2012, Noll et al. 2021"
