"family","subfamily","species"
"Apidae","Apinae","Partamona pearsoni"
"Apidae","Apinae","Eufriesea fragrocara"
"Apidae","Apinae","Nannotrigona chapadana"
"Apidae","Apinae","Trigonisca ceophloei"
"Apidae","Apinae","Eufriesea theresiae"
"Apidae","Apinae","Euglossa trinotata"
"Apidae","Apinae","Trigonisca dobzhanskyi"
"Apidae","Apinae","Eufriesea formosa"
"Apidae","Apinae","Euglossa alleni"
"Apidae","Xylocopinae","Xylocopa bomboides"
"Apidae","Apinae","Centris caymanensis"
"Apidae","Nomadinae","Nomada panurgina"
"Apidae","Nomadinae","Nomada beaumonti"
"Apidae","Xylocopinae","Ceratina gravidula"
"Apidae","Apinae","Anthophora ruficaudis"
"Apidae","Apinae","Amegilla mimadvena"
"Apidae","Apinae","Euglossa nigrosignata"
"Apidae","Apinae","Anthophora diversipes"
"Apidae","Apinae","Amegilla niveata"
"Apidae","Xylocopinae","Ceratina paraguayensis"
"Apidae","Xylocopinae","Ceratina maculifrons"
"Apidae","Xylocopinae","Ceratina gossypii"
"Apidae","Apinae","Ptilothrix fructifera"
"Apidae","Apinae","Ancyloscelis mesopotamicus"
"Apidae","Xylocopinae","Ceratina bicolorata"
"Apidae","Apinae","Parepeolus minutus"
"Apidae","Apinae","Mesoplia simillima"
"Apidae","Apinae","Tetrapedia rugulosa"
"Apidae","Apinae","Ancyloscelis romeroi"
"Apidae","Apinae","Florilegus fulvipes"
"Apidae","Apinae","Alloscirtetica gilva"
"Apidae","Xylocopinae","Ceratina sclerops"
"Apidae","Xylocopinae","Ceratina muelleri"
"Apidae","Apinae","Melipona torrida"
"Apidae","Apinae","Melissoptila setigera"
"Apidae","Xylocopinae","Ceratina asunciana"
"Apidae","Apinae","Exomalopsis tomentosa"
"Apidae","Apinae","Ancyloscelis halictoides"
"Apidae","Apinae","Plebeia saiqui"
"Apidae","Xylocopinae","Ceratina gomphrenae"
"Apidae","Apinae","Gaesischia trifasciata"
"Apidae","Apinae","Melissoptila larocai"
"Apidae","Apinae","Ptilothrix heterochroa"
"Apidae","Apinae","Melissoptila sexcincta"
"Apidae","Xylocopinae","Ceratina melanochroa"
"Apidae","Apinae","Plebeia catamarcensis"
"Apidae","Xylocopinae","Xylocopa haematospila"
"Apidae","Apinae","Melissoptila fiebrigi"
"Apidae","Apinae","Melissoptila claudii"
"Apidae","Apinae","Melissoptila aureocincta"
"Apidae","Apinae","Melissoptila inducens"
"Apidae","Xylocopinae","Ceratina correntina"
"Apidae","Apinae","Florilegus riparius"
"Apidae","Xylocopinae","Ceratina biguttulata"
"Apidae","Apinae","Mesonychium littoreum"
"Apidae","Apinae","Scaptotrigona tubiba"
"Apidae","Nomadinae","Pasites friesei"
"Apidae","Xylocopinae","Ceratina armata"
"Apidae","Xylocopinae","Ceratina penicillata"
"Apidae","Xylocopinae","Ceratina lunata"
"Apidae","Xylocopinae","Ceratina rufigastra"
"Apidae",NA,"Xenoglossodes minutillus"
"Apidae",NA,"Xenoglossodes silacea"
"Apidae",NA,"Xenoglossodes cressonianus"
"Apidae","Apinae","Melissodes pilleatus"
"Apidae","Apinae","Centris aterrima"
"Apidae","Apinae","Anthophorula oaxacana"
"Apidae","Apinae","Anthophorula cerei"
"Apidae","Apinae","Anthophorula levigata"
"Apidae","Apinae","Anthophorula minima"
"Apidae","Apinae","Anthophorula laticincta"
"Apidae","Apinae","Anthophorula morula"
"Apidae","Apinae","Anthophorula interrupta"
"Apidae","Apinae","Anthophorula tricinctula"
"Apidae",NA,"Xenoglossodes fulvotectus"
"Apidae","Nomadinae","Biastes mojavensis"
"Apidae","Apinae","Melissodes maestus"
"Apidae",NA,"Xenoglossodes incanus"
"Apidae",NA,"Xenoglossodes trabeatus"
"Apidae","Nomadinae","Holcopasites rozeni"
"Apidae",NA,"Xenoglossodes helianthorum"
"Apidae","Apinae","Svastra minima"
"Apidae","Apinae","Melissodes ablusus"
"Apidae",NA,"Xenoglossodes distatus"
"Apidae",NA,"Xenoglossodes_sensu_lato sphaeralceae"
"Apidae",NA,"Xenoglossodes vandykei"
"Apidae",NA,"Xenoglossodes pennatus"
"Apidae",NA,"Xenoglossodes jaliscoensis"
"Apidae","Apinae","Melissodes comatus"
"Apidae","Apinae","Axestotrigona togoensis"
"Apidae","Apinae","Centris rufipes"
"Apidae","Xylocopinae","Xylocopa aeneipennis"
"Apidae","Apinae","Eucera territella"
"Apidae","Xylocopinae","Ceratina shinnersi"
"Apidae","Nomadinae","Nomada verecunda"
"Apidae","Nomadinae","Nomada hemphilli"
"Apidae","Apinae","Anthophora rufolanata"
"Apidae","Xylocopinae","Halterapis angustula"
"Apidae","Xylocopinae","Halterapis quadratifera"
"Apidae","Apinae","Pachymelus festivus"
"Apidae","Apinae","Anthophora rufovestita"
"Apidae","Xylocopinae","Ceratina braunsi"
"Apidae","Xylocopinae","Braunsapis facialis"
"Apidae","Xylocopinae","Ceratina whiteheadi"
"Apidae","Apinae","Anthophora namaquensis"
"Apidae","Xylocopinae","Ceratina namibensis"
"Apidae","Apinae","Anthophora flaviscopa"
"Apidae","Nomadinae","Nomada eximia"
"Apidae","Apinae","Anthophorula asteris"
"Apidae","Apinae","Habropoda birkmanni"
"Apidae","Nomadinae","Nomada arenicola"
"Apidae","Nomadinae","Nomada henningeri"
"Apidae","Xylocopinae","Ceratina texana"
"Apidae","Nomadinae","Holcopasites eamia"
"Apidae","Nomadinae","Triepeolus nevadensis"
"Apidae","Apinae","Melissodes manipularis"
"Apidae","Nomadinae","Nomada garciana"
"Apidae","Nomadinae","Nomada vierecki"
"Apidae","Apinae","Melissodes baileyi"
"Apidae","Apinae","Melissodes submenuacha"
"Apidae","Xylocopinae","Ceratina punctigena"
"Apidae","Nomadinae","Nomada skinneri"
"Apidae","Apinae","Florilegus lanierii"
"Apidae","Nomadinae","Nomada composita"
"Apidae","Apinae","Thyreus somalicus"
"Apidae","Apinae","Trigonisca azteca"
"Apidae","Apinae","Exomalopsis pueblana"
"Apidae","Nomadinae","Triepeolus warriti"
"Apidae","Nomadinae","Nomada snowii"
"Apidae","Apinae","Pachymelus ratsiraka"
"Apidae","Xylocopinae","Xylocopa canaria"
"Apidae","Apinae","Centris vanduzeei"
"Apidae","Nomadinae","Nomada perplexans"
"Apidae","Nomadinae","Nomada augustiana"
"Apidae","Nomadinae","Nomada longipalpis"
"Apidae","Xylocopinae","Xylocopa frieseana"
"Apidae","Nomadinae","Nomada integerrima"
"Apidae","Nomadinae","Nomada louisianae"
"Apidae","Nomadinae","Nomada electa"
"Apidae","Apinae","Peponapis timberlakei"
"Apidae","Apinae","Ancyloscelis wheeleri"
"Apidae","Apinae","Centris vidua"
"Apidae","Apinae","Anthophorula albovittata"
"Apidae","Nomadinae","Oreopasites arizonica"
"Apidae","Nomadinae","Brachynomada sidaefloris"
"Apidae","Apinae","Exomalopsis arcuata"
"Apidae","Nomadinae","Holcopasites tegularis"
"Apidae","Apinae","Anthophorula serrata"
"Apidae","Nomadinae","Nomada xanthura"
"Apidae","Apinae","Eucera phaceliae"
"Apidae","Apinae","Euglossa clausi"
"Apidae","Apinae","Geotrigona kwyrakai"
"Apidae","Apinae","Exomalopsis tarsalis"
"Apidae","Nomadinae","Nomada accepta"
"Apidae","Nomadinae","Nomada simplicicoxa"
"Apidae","Nomadinae","Brachynomada nimia"
"Apidae","Apinae","Thyreomelecta kirghisia"
"Apidae","Nomadinae","Triepeolus fraserae"
"Apidae","Nomadinae","Triepeolus phaeopygus"
"Apidae","Apinae","Centris angustifrons"
"Apidae","Apinae","Melissodes exilis"
"Apidae","Nomadinae","Neolarra penicula"
"Apidae","Apinae","Anthophorula gutierreziae"
"Apidae","Nomadinae","Triepeolus bimorulus"
"Apidae","Apinae","Eucera cercidis"
"Apidae","Apinae","Eucera californica"
"Apidae","Nomadinae","Nomada vicinalis"
"Apidae","Nomadinae","Brachynomada melanantha"
"Apidae","Apinae","Amegilla nigricornis"
"Apidae","Apinae","Melissodes brevipyga"
"Apidae","Apinae","Exomalopsis griswoldi"
"Apidae","Apinae","Anthophorula albovestita"
"Apidae","Xylocopinae","Ceratina cypriaca"
"Apidae","Apinae","Partamona batesi"
"Apidae","Apinae","Anthophora humilis"
"Apidae","Apinae","Tetraloniella inulae"
"Apidae","Apinae","Anthophorula imparilis"
"Apidae","Apinae","Eucera conformis"
"Apidae","Apinae","Eucera argyrophila"
"Apidae","Nomadinae","Nomada asteris"
"Apidae","Nomadinae","Nomada mutans"
"Apidae","Apinae","Anthophorula pallidicornis"
"Apidae","Apinae","Euglossa cosmodora"
"Apidae","Apinae","Heterotrigona paradisaea"
"Apidae","Apinae","Trigonisca tavaresi"
"Apidae","Apinae","Eucera zonata"
"Apidae","Nomadinae","Neolarra vandykei"
"Apidae","Apinae","Paratetrapedia lineata"
"Apidae","Apinae","Habropoda citulus"
"Apidae","Apinae","Centris meaculpa"
"Apidae","Apinae","Epicharis metatarsalis"
"Apidae","Apinae","Anthophorula crassicornis"
"Apidae","Apinae","Alloscirtetica weyrauchi"
"Apidae","Apinae","Habropoda dammersi"
"Apidae","Xylocopinae","Xylocopa pallidiscopa"
"Apidae","Nomadinae","Triepeolus scelestus"
"Apidae","Apinae","Plebeia guazurary"
"Apidae","Nomadinae","Triepeolus timberlakei"
"Apidae","Nomadinae","Triepeolus laticaudus"
"Apidae","Nomadinae","Nomada suffossa"
"Apidae","Nomadinae","Nomada citrina"
"Apidae","Apinae","Geotrigona tellurica"
"Apidae","Apinae","Thyreus ceylonicus"
"Apidae","Nomadinae","Nomada vexator"
"Apidae","Nomadinae","Nomada xantholepis"
"Apidae","Nomadinae","Epeolus compar"
"Apidae","Nomadinae","Nomada tyrrellensis"
"Apidae","Nomadinae","Nomada lippiae"
"Apidae","Apinae","Plebeia cora"
"Apidae","Apinae","Centris caelebs"
"Apidae","Nomadinae","Nomada capillata"
"Apidae","Apinae","Partamona criptica"
"Apidae","Apinae","Partamona sooretamae"
"Apidae","Apinae","Euglossa leucotricha"
"Apidae","Xylocopinae","Ceratina augochloroides"
"Apidae","Apinae","Melissodes pexa"
"Apidae","Apinae","Anthophora orientalis"
"Apidae","Apinae","Anthophora rutilans"
"Apidae","Nomadinae","Triepeolus medusa"
"Apidae","Apinae","Eucera illinoensis"
"Apidae","Nomadinae","Nomada semiscita"
"Apidae","Nomadinae","Neolarra pruinosa"
"Apidae","Apinae","Melissodes relucens"
"Apidae","Apinae","Rhathymus quadriplagiatus"
"Apidae","Apinae","Eucera pallidihirta"
"Apidae","Apinae","Cephalotrigona oaxacana"
"Apidae","Nomadinae","Triepeolus parvus"
"Apidae","Nomadinae","Nomada obscurella"
"Apidae","Xylocopinae","Ceratina apacheorum"
"Apidae","Apinae","Partamona subtilis"
"Apidae","Nomadinae","Triepeolus loomisorum"
"Apidae","Apinae","Eucera lycii"
"Apidae","Nomadinae","Rhopalolemma rotundiceps"
"Apidae","Nomadinae","Triepeolus micheneri"
"Apidae","Nomadinae","Oreopasites scituli"
"Apidae","Apinae","Habropoda excellens"
"Apidae","Apinae","Trigonisca maya"
"Apidae","Apinae","Anthophora finitima"
"Apidae","Apinae","Anthophora belieri"
"Apidae","Nomadinae","Triepeolus dacotensis"
"Apidae","Nomadinae","Triepeolus margaretae"
"Apidae","Apinae","Epicharis obscura"
"Apidae","Nomadinae","Pasites esakii"
"Apidae","Nomadinae","Nomada neomexicana"
"Apidae","Xylocopinae","Xylocopa andica"
"Apidae","Xylocopinae","Xylocopa lucida"
"Apidae","Apinae","Centris quadrimaculata"
"Apidae","Apinae","Trigonisca duckei"
"Apidae","Nomadinae","Nomada numida"
"Apidae","Apinae","Trigonisca fraissei"
"Apidae","Nomadinae","Odyneropsis armata"
"Apidae","Apinae","Eufriesea limbata"
"Apidae","Apinae","Centris nobilis"
"Apidae","Nomadinae","Triepeolus georgicus"
"Apidae","Nomadinae","Epeolus banksi"
"Apidae","Nomadinae","Nomada subnigrocincta"
"Apidae","Nomadinae","Doeringiella gigas"
"Apidae","Apinae","Eucera gracilipes"
"Apidae","Apinae","Melissodes tintinnans"
"Apidae","Apinae","Centris nigriventris"
"Apidae","Apinae","Diadasia patagonica"
"Apidae","Xylocopinae","Xylocopa eximia"
"Apidae","Apinae","Thyreus centrimacula"
"Apidae","Apinae","Eucera chinensis"
"Apidae","Apinae","Thyreus axillaris"
"Apidae","Xylocopinae","Xylocopa hottentotta"
"Apidae","Xylocopinae","Ceratina nigriceps"
"Apidae","Xylocopinae","Ceratina aloes"
"Apidae","Xylocopinae","Ceratina subscintilla"
"Apidae","Xylocopinae","Ceratina truncata"
"Apidae","Xylocopinae","Ceratina perpolita"
"Apidae","Xylocopinae","Ceratina aliceae"
"Apidae","Xylocopinae","Ceratina labrosa"
"Apidae","Xylocopinae","Ceratina electron"
"Apidae","Nomadinae","Pasites tegularis"
"Apidae","Apinae","Amegilla aspergina"
"Apidae","Apinae","Anthophora basalis"
"Apidae","Apinae","Anthophora braunsiana"
"Apidae","Apinae","Anthophora armata"
"Apidae","Nomadinae","Nomada gigas"
"Apidae","Nomadinae","Pasites bicolor"
"Apidae","Nomadinae","Pasites barkeri"
"Apidae","Nomadinae","Pasites braunsi"
"Apidae","Nomadinae","Pasites carnifex"
"Apidae","Xylocopinae","Allodape tridentipes"
"Apidae","Apinae","Thyreus niloticus"
"Apidae","Xylocopinae","Allodape australissima"
"Apidae","Apinae","Tetraloniella minuta"
"Apidae","Apinae","Thyreus interruptus"
"Apidae","Apinae","Thyreus meripes"
"Apidae","Apinae","Thyreus pretextus"
"Apidae","Xylocopinae","Allodape ceratinoides"
"Apidae","Xylocopinae","Allodape obscuripennis"
"Apidae","Xylocopinae","Xylocopa io"
"Apidae","Xylocopinae","Braunsapis natalica"
"Apidae","Xylocopinae","Allodapula monticola"
"Apidae","Xylocopinae","Allodapula hessei"
"Apidae","Xylocopinae","Allodape panurgoides"
"Apidae","Xylocopinae","Allodape quadrilineata"
"Apidae","Apinae","Thyreus brachyaspis"
"Apidae","Apinae","Amegilla obscuriceps"
"Apidae","Apinae","Amegilla rapida"
"Apidae","Apinae","Tetraloniella watmoughi"
"Apidae","Apinae","Tetraloniella vansoni"
"Apidae","Apinae","Tetraloniella whiteheadi"
"Apidae","Apinae","Tetraloniella nanula"
"Apidae","Apinae","Tetraloniella tenuifasciata"
"Apidae","Apinae","Tetraloniella minuticornis"
"Apidae","Apinae","Amegilla nigritarsis"
"Apidae","Apinae","Thyreus abyssinicus"
"Apidae","Apinae","Thyreus alfkeni"
"Apidae","Apinae","Thyreus bouyssoui"
"Apidae","Apinae","Tetraloniella apicalis"
"Apidae","Apinae","Tetraloniella braunsiana"
"Apidae","Apinae","Tetraloniella junodi"
"Apidae","Apinae","Tetraloniella brevikeraia"
"Apidae","Apinae","Tetraloniella madecassa"
"Apidae","Apinae","Tetraloniella michaelseni"
"Apidae","Apinae","Tetraloniella karooensis"
"Apidae","Apinae","Tetraloniella katangensis"
"Apidae","Nomadinae","Pasites jenseni"
"Apidae","Nomadinae","Pasites humectus"
"Apidae","Xylocopinae","Xylocopa isabelleae"
"Apidae","Nomadinae","Pasites paulyi"
"Apidae","Nomadinae","Sphecodopsis aculeata"
"Apidae","Nomadinae","Sphecodopsis fumipennis"
"Apidae","Nomadinae","Sphecodopsis minutissima"
"Apidae","Nomadinae","Sphecodopsis semirufa"
"Apidae","Nomadinae","Sphecodopsis villosa"
"Apidae","Apinae","Tetralonia cinctula"
"Apidae","Apinae","Tetralonia fraterna"
"Apidae","Apinae","Tetralonia nigropilosa"
"Apidae","Apinae","Tetralonia obscuriceps"
"Apidae","Xylocopinae","Braunsapis fuscinervis"
"Apidae","Xylocopinae","Allodapula rozeni"
"Apidae","Xylocopinae","Allodapula jucunda"
"Apidae","Xylocopinae","Allodape pernix"
"Apidae","Apinae","Anthophora schultzei"
"Apidae","Apinae","Anthophora xanthostoma"
"Apidae","Xylocopinae","Allodape pictifrons"
"Apidae","Apinae","Thyreus vachali"
"Apidae","Apinae","Anthophora epichariformis"
"Apidae","Apinae","Anthophora labrosa"
"Apidae","Xylocopinae","Allodape armatipes"
"Apidae","Apinae","Anthophora oldi"
"Apidae","Apinae","Anthophora hirtiventris"
"Apidae","Apinae","Anthophora praecox"
"Apidae","Xylocopinae","Allodape microsticta"
"Apidae","Apinae","Thyreus forchhammeri"
"Apidae","Apinae","Thyreus empeyi"
"Apidae","Apinae","Amegilla velutina"
"Apidae","Apinae","Amegilla terminata"
"Apidae","Apinae","Thyreus plumifer"
"Apidae","Apinae","Thyreus lieftincki"
"Apidae","Apinae","Thyreus oxyaspis"
"Apidae","Nomadinae","Ammobates auster"
"Apidae","Apinae","Thyreus scotaspis"
"Apidae","Nomadinae","Epeolus natalensis"
"Apidae","Nomadinae","Epeolus cestus"
"Apidae","Apinae","Tetralonia ruficollis"
"Apidae","Apinae","Amegilla bechuanensis"
"Apidae","Apinae","Amegilla brooksi"
"Apidae","Xylocopinae","Allodapula brunnescens"
"Apidae","Xylocopinae","Braunsapis stuckenbergorum"
"Apidae","Xylocopinae","Braunsapis rhodesi"
"Apidae","Apinae","Amegilla natalensis"
"Apidae","Apinae","Amegilla kuleni"
"Apidae","Apinae","Amegilla langi"
"Apidae","Nomadinae","Pasites histrio"
"Apidae","Nomadinae","Sphecodopsis capicola"
"Apidae","Apinae","Tetraloniella alboscopacea"
"Apidae","Apinae","Amegilla cymatilis"
"Apidae","Apinae","Afromelecta fulvohirta"
"Apidae","Xylocopinae","Allodapula xerica"
"Apidae","Xylocopinae","Ceratina nyassensis"
"Apidae","Xylocopinae","Braunsapis somatotheca"
"Apidae","Xylocopinae","Ceratina malindiae"
"Apidae","Apinae","Tetralonia macrognatha"
"Apidae","Xylocopinae","Braunsapis luapulana"
"Apidae","Xylocopinae","Ceratina tanganyicensis"
"Apidae","Xylocopinae","Allodapula maculithorax"
"Apidae","Xylocopinae","Ceratina citrinifrons"
"Apidae","Nomadinae","Epeolus pygmaeorum"
"Apidae","Xylocopinae","Allodape mea"
"Apidae","Xylocopinae","Ceratina ericia"
"Apidae","Apinae","Anthophora leonis"
"Apidae","Apinae","Pachymelus reichardti"
"Apidae","Xylocopinae","Ceratina rhodura"
"Apidae","Xylocopinae","Braunsapis rolini"
"Apidae","Apinae","Tetralonia penicillata"
"Apidae","Xylocopinae","Ceratina minuta"
"Apidae","Xylocopinae","Braunsapis angolensis"
"Apidae","Apinae","Tetraloniella ogilviae"
"Apidae","Nomadinae","Epeolus alatus"
"Apidae","Xylocopinae","Ceratina opaca"
"Apidae","Xylocopinae","Braunsapis nautica"
"Apidae","Apinae","Tetraloniella sjoestedti"
"Apidae","Xylocopinae","Allodapula palliceps"
"Apidae","Apinae","Tetralonia caudata"
"Apidae","Apinae","Ctenoplectra politula"
"Apidae","Xylocopinae","Braunsapis albitarsis"
"Apidae","Nomadinae","Pasites jonesi"
"Apidae","Apinae","Thyreus neavei"
"Apidae","Xylocopinae","Braunsapis liliputana"
"Apidae","Xylocopinae","Ceratina beata"
"Apidae","Apinae","Bombus senex"
"Apidae","Nomadinae","Triepeolus atripes"
"Apidae","Apinae","Trigonisca flavicans"
"Apidae","Apinae","Lestrimelitta ehrhardti"
"Apidae","Apinae","Thygater dispar"
"Apidae","Apinae","Diadasia distinguenda"
"Apidae","Nomadinae","Nomada salicis"
"Apidae","Apinae","Osiris variegatus"
"Apidae","Xylocopinae","Xylocopa rufa"
"Apidae","Apinae","Habropoda ezonata"
"Apidae","Apinae","Anthophora mucida"
"Apidae","Apinae","Anthophora atriceps"
"Apidae","Xylocopinae","Xylocopa amethystina"
"Apidae","Apinae","Centris dichrootricha"
"Apidae","Apinae","Bombus montivagus"
"Apidae","Apinae","Habropoda sutepensis"
"Apidae","Apinae","Elaphropoda impatiens"
"Apidae","Xylocopinae","Ceratina humilior"
"Apidae","Xylocopinae","Ceratina compacta"
"Apidae","Apinae","Lepidotrigona doipaensis"
"Apidae","Xylocopinae","Xylocopa combusta"
"Apidae","Nomadinae","Nomada breviuscula"
"Apidae","Xylocopinae","Xylocopa cuernosensis"
"Apidae","Nomadinae","Nomada bispinosa"
"Apidae","Apinae","Eucera andreui"
"Apidae","Apinae","Gaesischia belophora"
"Apidae","Apinae","Diadasia ruficruris"
"Apidae","Apinae","Alloscirtetica segmentaria"
"Apidae","Apinae","Alloscirtetica herbsti"
"Apidae","Apinae","Centris escomeli"
"Apidae","Apinae","Geotrigona leucogastra"
"Apidae","Xylocopinae","Allodape macula"
"Apidae","Apinae","Eucera squamosa"
"Apidae","Apinae","Melecta italica"
"Apidae","Apinae","Eucera decolorata"
"Apidae","Apinae","Eucera codinai"
"Apidae","Nomadinae","Nomada rubricoxa"
"Apidae","Apinae","Thyreus hirtus"
"Apidae","Nomadinae","Nomada blepharipes"
"Apidae","Apinae","Eucera pannonica"
"Apidae","Xylocopinae","Ceratina saundersi"
"Apidae","Nomadinae","Nomada illustris"
"Apidae","Apinae","Eucera alternans"
"Apidae","Apinae","Centris heithausi"
"Apidae","Apinae","Lestrimelitta rufa"
"Apidae","Apinae","Paratrigona lophocoryphe"
"Apidae","Xylocopinae","Braunsapis aureoscopa"
"Apidae","Apinae","Paratrigona nuda"
"Apidae","Nomadinae","Ammobates vinctus"
"Apidae","Apinae","Diadasia willineri"
"Apidae","Nomadinae","Nomada immaculata"
"Apidae","Apinae","Anthophora hispaniola"
"Apidae","Apinae","Anthophora balearica"
"Apidae","Apinae","Protosiris obtusus"
"Apidae","Xylocopinae","Xylocopa tacanensis"
"Apidae","Apinae","Anthophora erubescens"
"Apidae","Apinae","Eucera pollinaris"
"Apidae","Apinae","Geotrigona subterranea"
"Apidae","Nomadinae","Nomada pallidenotata"
"Apidae","Xylocopinae","Xylocopa lepeletieri"
"Apidae","Xylocopinae","Ceratina bifida"
"Apidae","Apinae","Anthophora balassogloi"
"Apidae","Apinae","Hamatothrix silvai"
"Apidae","Apinae","Ancyla orientalica"
"Apidae","Xylocopinae","Ceratina montana"
"Apidae","Nomadinae","Nomada cypricola"
"Apidae","Apinae","Svastra detecta"
"Apidae","Nomadinae","Pseudepeolus angustatus"
"Apidae","Apinae","Paratetrapedia minor"
"Apidae","Apinae","Amegilla cingulifera"
"Apidae","Apinae","Plebeia kerri"
"Apidae","Apinae","Svastrides orellanae"
"Apidae","Apinae","Plebeia alvarengai"
"Apidae","Nomadinae","Parammobatodes indicus"
"Apidae","Apinae","Eucera caerulescens"
"Apidae","Apinae","Eufriesea combinata"
"Apidae","Apinae","Melecta funeraria"
"Apidae","Apinae","Paratetrapedia punctifrons"
"Apidae","Nomadinae","Nomada flavinervis"
"Apidae","Nomadinae","Nomada stoeckherti"
"Apidae","Nomadinae","Brachynomada bigibbosa"
"Apidae","Nomadinae","Nomada coxalis"
"Apidae","Apinae","Centris denudans"
"Apidae","Apinae","Partamona aequatoriana"
"Apidae","Apinae","Centris nitens"
"Apidae","Apinae","Mesoplia friesei"
"Apidae","Apinae","Plebeia variicolor"
