"family","tribe","tips","sociality","nest"
"Apidae","Bombini","Bombus_konradini","social","ground"
"Apidae","Bombini","Bombus_sylvicola","social","ground"
"Apidae","Bombini","Bombus_monticola","social","ground"
"Apidae","Bombini","Bombus_melanopygus","social","ground"
"Apidae","Bombini","Bombus_ternarius","social","ground"
"Apidae","Bombini","Bombus_ardens","social","ground"
"Apidae","Bombini","Bombus_biroi","social","ground"
"Apidae","Bombini","Bombus_flavescens","social","ground"
"Apidae","Bombini","Bombus_beaticola","social","ground"
"Apidae","Bombini","Bombus_cingulatus","social","ground"
"Apidae","Bombini","Bombus_frigidus","social","ground"
"Apidae","Bombini","Bombus_jonellus","social","ground"
"Apidae","Bombini","Bombus_mixtus","social","ground"
"Apidae","Bombini","Bombus_sitkensis","social","ground"
"Apidae","Bombini","Bombus_sandersoni","social","ground"
"Apidae","Bombini","Bombus_brodmannicus","social","ground"
"Apidae","Bombini","Bombus_pratorum","social","ground"
"Apidae","Bombini","Bombus_pyrenaeus","social","ground"
"Apidae","Bombini","Bombus_avanus","social","ground"
"Apidae","Bombini","Bombus_sonani","social","ground"
"Apidae","Bombini","Bombus_infrequens","social","ground"
"Apidae","Bombini","Bombus_parthenius","social","ground"
"Apidae","Bombini","Bombus_luteipes","social","ground"
"Apidae","Bombini","Bombus_infirmus","social","ground"
"Apidae","Bombini","Bombus_pressus","social","ground"
"Apidae","Bombini","Bombus_lemniscatus","social","ground"
"Apidae","Bombini","Bombus_lepidus","social","ground"
"Apidae","Bombini","Bombus_modestus","social","ground"
"Apidae","Bombini","Bombus_wangae","social","ground"
"Apidae","Bombini","Bombus_picipes","social","ground"
"Apidae","Bombini","Bombus_caliginosus","social","ground"
"Apidae","Bombini","Bombus_centralis","social","ground"
"Apidae","Bombini","Bombus_vandykei","social","ground"
"Apidae","Bombini","Bombus_flavifrons","social","ground"
"Apidae","Bombini","Bombus_haematurus","social","ground"
"Apidae","Bombini","Bombus_hypnorum","social","aboveground"
"Apidae","Bombini","Bombus_perplexus","social","ground"
"Apidae","Bombini","Bombus_terricola","social","ground"
"Apidae","Bombini","Bombus_occidentalis","social","ground"
"Apidae","Bombini","Bombus_cryptarum","social","ground"
"Apidae","Bombini","Bombus_lantschouensis","social","ground"
"Apidae","Bombini","Bombus_minshanensis","social","ground"
"Apidae","Bombini","Bombus_magnus","social","ground"
"Apidae","Bombini","Bombus_patagiatus","social","ground"
"Apidae","Bombini","Bombus_affinis","social","ground"
"Apidae","Bombini","Bombus_franklini","social","ground"
"Apidae","Bombini","Bombus_lucorum","social","ground"
"Apidae","Bombini","Bombus_hypocrita","social","ground"
"Apidae","Bombini","Bombus_jacobsoni","social","ground"
"Apidae","Bombini","Bombus_longipennis","social","ground"
"Apidae","Bombini","Bombus_tunicatus","social","ground"
"Apidae","Bombini","Bombus_terrestris","social","ground"
"Apidae","Bombini","Bombus_ignitus","social","ground"
"Apidae","Bombini","Bombus_sporadicus","social","ground"
"Apidae","Bombini","Bombus_alpinus","social","ground"
"Apidae","Bombini","Bombus_polaris","social","ground"
"Apidae","Bombini","Bombus_pyrrhopygus","social","ground"
"Apidae","Bombini","Bombus_balteatus","social","ground"
"Apidae","Bombini","Bombus_kirbiellus","social","ground"
"Apidae","Bombini","Bombus_hyperboreus","social","ground"
"Apidae","Bombini","Bombus_natvigi","social","ground"
"Apidae","Bombini","Bombus_kluanensis","social","ground"
"Apidae","Bombini","Bombus_neoboreus","social","ground"
"Apidae","Bombini","Bombus_soroeensis","social","ground"
"Apidae","Bombini","Bombus_nevadensis","social","ground"
"Apidae","Bombini","Bombus_auricomus","social","ground"
"Apidae","Bombini","Bombus_confusus","social","ground"
"Apidae","Bombini","Bombus_avinoviellus","social","ground"
"Apidae","Bombini","Bombus_defector","social","ground"
"Apidae","Bombini","Bombus_handlirschianus","social","ground"
"Apidae","Bombini","Bombus_mendax","social","ground"
"Apidae","Bombini","Bombus_turkestanicus","social","ground"
"Apidae","Bombini","Bombus_margreiteri","social","ground"
"Apidae","Bombini","Bombus_convexus","social","ground"
"Apidae","Bombini","Bombus_waltoni","social","ground"
"Apidae","Bombini","Bombus_superbus","social","ground"
"Apidae","Meliponini","Tetragonula_carbonaria","social","aboveground"
"Apidae","Meliponini","Tetragonula_davenporti","social","aboveground"
"Apidae","Meliponini","Tetragonula_hockingsi","social","aboveground"
"Apidae","Meliponini","Tetragonula_mellipes","social","aboveground"
"Apidae","Meliponini","Tetragonula_atripes","social","aboveground"
"Apidae","Meliponini","Tetragonula_rufibasalis","social","aboveground"
"Apidae","Meliponini","Tetragonula_collina","social","aboveground"
"Apidae","Meliponini","Tetragonula_clypearis","social","aboveground"
"Apidae","Meliponini","Tetragonula_fuscobalteata","social","aboveground"
"Apidae","Meliponini","Tetragonula_iridipennis","social","aboveground"
"Apidae","Meliponini","Tetragonula_travancorica","social","aboveground"
"Apidae","Meliponini","Tetragonula_ruficornis","social","aboveground"
"Apidae","Meliponini","Tetragonula_laeviceps","social","aboveground"
"Apidae","Meliponini","Tetragonula_minor","social","aboveground"
"Apidae","Meliponini","Tetragonula_pagdeni","social","aboveground"
"Apidae","Meliponini","Tetragonula_zucchii","social","aboveground"
"Apidae","Meliponini","Tetragonula_hirashimai","social","aboveground"
"Apidae","Meliponini","Tetragonula_sirindhornae","social","aboveground"
"Apidae","Meliponini","Tetragonula_minangkabau","social","aboveground"
"Apidae","Meliponini","Tetragonula_drescheri","social","aboveground"
"Apidae","Meliponini","Tetragonula_geissleri","social","aboveground"
"Apidae","Meliponini","Tetragonula_sarawakensis","social","aboveground"
"Apidae","Meliponini","Tetragonula_melanocephala","social","aboveground"
"Apidae","Meliponini","Tetragonula_melina","social","aboveground"
"Apidae","Meliponini","Tetragonula_sapiens","social","aboveground"
"Apidae","Meliponini","Homotrigona_canifrons","social","aboveground"
"Apidae","Meliponini","Homotrigona_binghami","social","aboveground"
"Apidae","Meliponini","Homotrigona_melanoleuca","social","aboveground"
"Apidae","Meliponini","Tetrigona_apicalis","social","aboveground"
"Apidae","Meliponini","Odontotrigona_haematoptera","social","aboveground"
"Apidae","Meliponini","Homotrigona_fimbriata","social","aboveground"
"Apidae","Meliponini","Geniotrigona_thoracica","social","aboveground"
"Apidae","Meliponini","Heterotrigona_bakeri","social","aboveground"
"Apidae","Meliponini","Heterotrigona_itama","social","aboveground"
"Apidae","Meliponini","Heterotrigona_erythrogastra","social","aboveground"
"Apidae","Meliponini","Heterotrigona_moorei","social","aboveground"
"Apidae","Meliponini","Heterotrigona_hobbyi","social","aboveground"
"Apidae","Meliponini","Wallacetrigona_incisa","social","aboveground"
"Apidae","Meliponini","Lepidotrigona_terminata","social","aboveground"
"Apidae","Meliponini","Lepidotrigona_ventralis","social","aboveground"
"Apidae","Meliponini","Lepidotrigona_flavibasis","social","aboveground"
"Apidae","Meliponini","Lepidotrigona_arcifera","social","aboveground"
"Apidae","Meliponini","Axestotrigona_ferruginea","social","aboveground"
"Apidae","Meliponini","Axestotrigona_erythra","social","aboveground"
"Apidae","Meliponini","Apotrigona_nebulata","social","aboveground"
"Apidae","Meliponini","Meliplebeia_beccarii","social","aboveground"
"Apidae","Meliponini","Plebeiella_lendliana","social","aboveground"
"Apidae","Meliponini","Dactylurina_staudingeri","social","aboveground"
"Apidae","Meliponini","Meliponula_bocandei","social","aboveground"
"Apidae","Meliponini","Plebeina_armata","social","aboveground"
"Apidae","Meliponini","Liotrigona_madecassa","social","aboveground"
"Apidae","Meliponini","Liotrigona_mahafalya","social","aboveground"
"Apidae","Meliponini","Liotrigona_bitika","social","aboveground"
"Apidae","Meliponini","Liotrigona_kinzelbachi","social","aboveground"
"Apidae","Meliponini","Lisotrigona_furva","social","aboveground"
"Apidae","Meliponini","Austroplebeia_cassiae","social","aboveground"
"Apidae","Meliponini","Austroplebeia_australis","social","aboveground"
"Apidae","Meliponini","Hypotrigona_gribodoi","social","aboveground"
"Apidae","Meliponini","Hypotrigona_araujoi","social","aboveground"
"Apidae","Meliponini","Hypotrigona_ruspolii","social","aboveground"
"Apidae","Meliponini","Liotrigona_bottegoi","social","aboveground"
"Apidae","Meliponini","Melipona_eburnea","social","aboveground"
"Apidae","Meliponini","Melipona_fuscopilosa","social","aboveground"
"Apidae","Meliponini","Melipona_mimetica","social","aboveground"
"Apidae","Meliponini","Melipona_cramptoni","social","aboveground"
"Apidae","Meliponini","Melipona_colimana","social","aboveground"
"Apidae","Meliponini","Melipona_seminigra","social","aboveground"
"Apidae","Meliponini","Melipona_crinita","social","aboveground"
"Apidae","Meliponini","Melipona_melanoventer","social","aboveground"
"Apidae","Meliponini","Melipona_illota","social","aboveground"
"Apidae","Meliponini","Melipona_nebulosa","social","aboveground"
"Apidae","Meliponini","Melipona_capixaba","social","aboveground"
"Apidae","Meliponini","Melipona_ogilviei","social","aboveground"
"Apidae","Meliponini","Melipona_flavolineata","social","aboveground"
"Apidae","Meliponini","Melipona_fasciata","social","aboveground"
"Apidae","Meliponini","Melipona_costaricensis","social","aboveground"
"Apidae","Meliponini","Melipona_panamica","social","aboveground"
"Apidae","Meliponini","Melipona_solani","social","aboveground"
"Apidae","Meliponini","Melipona_indecisa","social","aboveground"
"Apidae","Meliponini","Melipona_lateralis","social","aboveground"
"Apidae","Meliponini","Melipona_scutellaris","social","aboveground"
"Apidae","Meliponini","Melipona_rufiventris","social","aboveground"
"Apidae","Meliponini","Melipona_fulva","social","aboveground"
"Apidae","Meliponini","Melipona_captiosa","social","aboveground"
"Apidae","Meliponini","Melipona_fuliginosa","social","aboveground"
"Apidae","Meliponini","Melipona_titania","social","aboveground"
"Apidae","Meliponini","Melipona_amazonica","social","aboveground"
"Apidae","Meliponini","Melipona_tumupasae","social","aboveground"
"Apidae","Meliponini","Melipona_bicolor","social","aboveground"
"Apidae","Meliponini","Melipona_marginata","social","aboveground"
"Apidae","Meliponini","Melipona_beecheii","social","aboveground"
"Apidae","Meliponini","Melipona_compressipes","social","aboveground"
"Apidae","Meliponini","Melipona_favosa","social","aboveground"
"Apidae","Meliponini","Melipona_fasciculata","social","aboveground"
"Apidae","Meliponini","Melipona_grandis","social","aboveground"
"Apidae","Meliponini","Melipona_triplaridis","social","aboveground"
"Apidae","Meliponini","Melipona_quinquefasciata","social","aboveground"
"Apidae","Meliponini","Melipona_bradleyi","social","aboveground"
"Apidae","Meliponini","Melipona_illustris","social","aboveground"
"Apidae","Meliponini","Melipona_micheneri","social","aboveground"
"Apidae","Meliponini","Melipona_quadrifasciata","social","aboveground"
"Apidae","Meliponini","Melipona_mandacaia","social","aboveground"
"Apidae","Meliponini","Melipona_variegatipes","social","aboveground"
"Apidae","Meliponini","Melipona_subnitida","social","aboveground"
"Apidae","Meliponini","Melipona_orbignyi","social","aboveground"
"Apidae","Meliponini","Melipona_asilvai","social","aboveground"
"Apidae","Meliponini","Plebeia_droryana","social","aboveground"
"Apidae","Meliponini","Plebeia_frontalis","social","aboveground"
"Apidae","Meliponini","Plebeia_julianii","social","aboveground"
"Apidae","Meliponini","Plebeia_wittmanni","social","aboveground"
"Apidae","Meliponini","Plebeia_nigriceps","social","aboveground"
"Apidae","Meliponini","Plebeia_remota","social","aboveground"
"Apidae","Meliponini","Plebeia_tobagoensis","social","aboveground"
"Apidae","Meliponini","Friesella_schrottkyi","social","aboveground"
"Apidae","Meliponini","Lestrimelitta_limao","social","aboveground"
"Apidae","Meliponini","Lestrimelitta_maracaia","social","aboveground"
"Apidae","Meliponini","Plebeia_franki","social","aboveground"
"Apidae","Meliponini","Plebeia_minima","social","aboveground"
"Apidae","Meliponini","Plebeia_moureana","social","aboveground"
"Apidae","Meliponini","Frieseomelitta_silvestrii","social","aboveground"
"Apidae","Meliponini","Plebeia_pulchra","social","aboveground"
"Apidae","Meliponini","Plebeia_flavocincta","social","aboveground"
"Apidae","Meliponini","Plebeia_emerina","social","aboveground"
"Apidae","Meliponini","Duckeola_ghilianii","social","aboveground"
"Apidae","Meliponini","Trichotrigona_extranea","social","aboveground"
"Apidae","Meliponini","Frieseomelitta_trichocerata","social","aboveground"
"Apidae","Meliponini","Frieseomelitta_varia","social","aboveground"
"Apidae","Meliponini","Tetragonisca_angustula","social","aboveground"
"Apidae","Meliponini","Tetragonisca_weyrauchi","social","aboveground"
"Apidae","Meliponini","Tetragonisca_fiebrigi","social","aboveground"
"Apidae","Meliponini","Mourella_caerulea","social","aboveground"
"Apidae","Meliponini","Schwarziana_quadripunctata","social","aboveground"
"Apidae","Meliponini","Schwarziana_mourei","social","aboveground"
"Apidae","Meliponini","Nannotrigona_melanocera","social","aboveground"
"Apidae","Meliponini","Nannotrigona_testaceicornis","social","aboveground"
"Apidae","Meliponini","Nannotrigona_perilampoides","social","aboveground"
"Apidae","Meliponini","Nannotrigona_schultzei","social","aboveground"
"Apidae","Meliponini","Lestrimelitta_niitkib","social","aboveground"
"Apidae","Meliponini","Lestrimelitta_danuncia","social","aboveground"
"Apidae","Meliponini","Scaura_coccidophila","social","aboveground"
"Apidae","Meliponini","Scaura_timida","social","aboveground"
"Apidae","Meliponini","Scaura_latitarsis","social","aboveground"
"Apidae","Meliponini","Scaura_argyrea","social","aboveground"
"Apidae","Meliponini","Scaura_longula","social","aboveground"
"Apidae","Meliponini","Cephalotrigona_capitata","social","aboveground"
"Apidae","Meliponini","Cephalotrigona_zexmeniae","social","aboveground"
"Apidae","Meliponini","Trigona_albipennis","social","aboveground"
"Apidae","Meliponini","Trigona_fuscipennis","social","aboveground"
"Apidae","Meliponini","Trigona_amalthea","social","aboveground"
"Apidae","Meliponini","Trigona_truculenta","social","aboveground"
"Apidae","Meliponini","Trigona_silvestriana","social","aboveground"
"Apidae","Meliponini","Trigona_dallatorreana","social","aboveground"
"Apidae","Meliponini","Trigona_amazonensis","social","aboveground"
"Apidae","Meliponini","Trigona_hyalinata","social","aboveground"
"Apidae","Meliponini","Frieseomelitta_doederleini","social","aboveground"
"Apidae","Meliponini","Trigona_corvina","social","aboveground"
"Apidae","Meliponini","Trigona_nigerrima","social","aboveground"
"Apidae","Meliponini","Trigona_crassipes","social","aboveground"
"Apidae","Meliponini","Trigona_hypogea","social","aboveground"
"Apidae","Meliponini","Trigona_recursa","social","aboveground"
"Apidae","Meliponini","Trigona_spinipes","social","aboveground"
"Apidae","Meliponini","Trigona_chanchamayoensis","social","aboveground"
"Apidae","Meliponini","Frieseomelitta_languida","social","aboveground"
"Apidae","Meliponini","Frieseomelitta_nigra","social","aboveground"
"Apidae","Meliponini","Trigona_pallens","social","aboveground"
"Apidae","Meliponini","Trigona_cilipes","social","aboveground"
"Apidae","Meliponini","Trigona_lacteipennis","social","aboveground"
"Apidae","Meliponini","Frieseomelitta_flavicornis","social","aboveground"
"Apidae","Meliponini","Trigona_muzoensis","social","aboveground"
"Apidae","Meliponini","Trigona_ferricauda","social","aboveground"
"Apidae","Meliponini","Trigona_fulviventris","social","aboveground"
"Apidae","Meliponini","Trigona_guianae","social","aboveground"
"Apidae","Meliponini","Trigona_williana","social","aboveground"
"Apidae","Meliponini","Ptilotrigona_lurida","social","aboveground"
"Apidae","Meliponini","Ptilotrigona_pereneae","social","aboveground"
"Apidae","Meliponini","Ptilotrigona_occidentalis","social","aboveground"
"Apidae","Meliponini","Tetragona_clavipes","social","aboveground"
"Apidae","Meliponini","Tetragona_dissecta","social","aboveground"
"Apidae","Meliponini","Tetragona_perangulata","social","aboveground"
"Apidae","Meliponini","Tetragona_goettei","social","aboveground"
"Apidae","Meliponini","Tetragona_dorsalis","social","aboveground"
"Apidae","Meliponini","Tetragona_ziegleri","social","aboveground"
"Apidae","Meliponini","Geotrigona_fulvatra","social","aboveground"
"Apidae","Meliponini","Geotrigona_subgrisea","social","aboveground"
"Apidae","Meliponini","Geotrigona_kraussi","social","aboveground"
"Apidae","Meliponini","Geotrigona_mombuca","social","aboveground"
"Apidae","Meliponini","Geotrigona_fulvohirta","social","aboveground"
"Apidae","Meliponini","Oxytrigona_mediorufa","social","aboveground"
"Apidae","Meliponini","Oxytrigona_mellicolor","social","aboveground"
"Apidae","Meliponini","Oxytrigona_tataira","social","aboveground"
"Apidae","Meliponini","Oxytrigona_mulfordi","social","aboveground"
"Apidae","Meliponini","Oxytrigona_obscura","social","aboveground"
"Apidae","Meliponini","Scaptotrigona_bipunctata","social","aboveground"
"Apidae","Meliponini","Scaptotrigona_depilis","social","aboveground"
"Apidae","Meliponini","Scaptotrigona_pectoralis","social","aboveground"
"Apidae","Meliponini","Scaptotrigona_limae","social","aboveground"
"Apidae","Meliponini","Scaptotrigona_tricolorata","social","aboveground"
"Apidae","Meliponini","Scaptotrigona_polysticta","social","aboveground"
"Apidae","Meliponini","Scaptotrigona_xanthotricha","social","aboveground"
"Apidae","Meliponini","Scaptotrigona_mexicana","social","aboveground"
"Apidae","Meliponini","Scaptotrigona_subobscuripennis","social","aboveground"
"Apidae","Meliponini","Scaptotrigona_hellwegeri","social","aboveground"
"Apidae","Meliponini","Scaptotrigona_luteipennis","social","aboveground"
"Apidae","Meliponini","Meliwillea_bivea","social","aboveground"
"Apidae","Meliponini","Partamona_orizabaensis","social","aboveground"
"Apidae","Meliponini","Partamona_gregaria","social","aboveground"
"Apidae","Meliponini","Partamona_auripennis","social","aboveground"
"Apidae","Meliponini","Partamona_musarum","social","aboveground"
"Apidae","Meliponini","Partamona_helleri","social","aboveground"
"Apidae","Meliponini","Partamona_cupira","social","aboveground"
"Apidae","Meliponini","Partamona_seridoensis","social","aboveground"
"Apidae","Meliponini","Partamona_rustica","social","aboveground"
"Apidae","Meliponini","Partamona_epiphytophila","social","aboveground"
"Apidae","Meliponini","Partamona_bilineata","social","aboveground"
"Apidae","Meliponini","Partamona_testacea","social","aboveground"
"Apidae","Meliponini","Partamona_vicina","social","aboveground"
"Apidae","Meliponini","Partamona_mulata","social","aboveground"
"Apidae","Meliponini","Partamona_ailyae","social","aboveground"
"Apidae","Meliponini","Partamona_brevipilosa","social","aboveground"
"Apidae","Meliponini","Nogueirapis_butteli","social","aboveground"
"Apidae","Meliponini","Nogueirapis_mirandula","social","aboveground"
"Apidae","Meliponini","Paratrigona_guigliae","social","aboveground"
"Apidae","Meliponini","Paratrigona_onorei","social","aboveground"
"Apidae","Meliponini","Paratrigona_lineatifrons","social","aboveground"
"Apidae","Meliponini","Paratrigona_pacifica","social","aboveground"
"Apidae","Meliponini","Paratrigona_lineata","social","aboveground"
"Apidae","Meliponini","Paratrigona_subnuda","social","aboveground"
"Apidae","Meliponini","Paratrigona_impunctata","social","aboveground"
"Apidae","Meliponini","Leurotrigona_muelleri","social","aboveground"
"Apidae","Meliponini","Leurotrigona_pusilla","social","aboveground"
"Apidae","Meliponini","Trigonisca_bidentata","social","aboveground"
"Apidae","Meliponini","Trigonisca_browni","social","aboveground"
"Apidae","Meliponini","Trigonisca_chachapoya","social","aboveground"
"Apidae","Meliponini","Trigonisca_nataliae","social","aboveground"
"Apidae","Meliponini","Trigonisca_buyssoni","social","aboveground"
"Apidae","Meliponini","Trigonisca_townsendi","social","aboveground"
"Apidae","Meliponini","Trigonisca_longicornis","social","aboveground"
"Apidae","Euglossini","Euglossa_imperialis","solitary","aboveground"
"Apidae","Euglossini","Euglossa_chalybeata","solitary","aboveground"
"Apidae","Euglossini","Euglossa_orellana","solitary","aboveground"
"Apidae","Euglossini","Euglossa_iopoecila","solitary","aboveground"
"Apidae","Euglossini","Euglossa_flammea","solitary","aboveground"
"Apidae","Euglossini","Euglossa_ignita","solitary","aboveground"
"Apidae","Euglossini","Euglossa_occidentalis","solitary","aboveground"
"Apidae","Euglossini","Euglossa_asarophora","solitary","aboveground"
"Apidae","Euglossini","Euglossa_natesi","solitary","aboveground"
"Apidae","Euglossini","Euglossa_rufipes","solitary","aboveground"
"Apidae","Euglossini","Euglossa_piliventris","solitary","aboveground"
"Apidae","Euglossini","Euglossa_lugubris","solitary","aboveground"
"Apidae","Euglossini","Euglossa_allosticta","solitary","aboveground"
"Apidae","Euglossini","Euglossa_viridifrons","solitary","aboveground"
"Apidae","Euglossini","Euglossa_annectans","solitary","aboveground"
"Apidae","Euglossini","Euglossa_stellfeldi","solitary","aboveground"
"Apidae","Euglossini","Euglossa_inflata","solitary","aboveground"
"Apidae","Euglossini","Euglossa_rugilabris","solitary","aboveground"
"Apidae","Euglossini","Euglossa_intersecta","solitary","aboveground"
"Apidae","Euglossini","Euglossa_dodsoni","solitary","aboveground"
"Apidae","Euglossini","Euglossa_obtusa","solitary","aboveground"
"Apidae","Euglossini","Euglossa_gorgonensis","solitary","aboveground"
"Apidae","Euglossini","Euglossa_laevicincta","solitary","aboveground"
"Apidae","Euglossini","Euglossa_macrorhyncha","solitary","aboveground"
"Apidae","Euglossini","Euglossa_turbinifex","solitary","aboveground"
"Apidae","Euglossini","Euglossa_hyacinthina","solitary","aboveground"
"Apidae","Euglossini","Euglossa_fuscifrons","solitary","aboveground"
"Apidae","Euglossini","Euglossa_oleolucens","solitary","aboveground"
"Apidae","Euglossini","Euglossa_paisa","solitary","aboveground"
"Apidae","Euglossini","Euglossa_samperi","solitary","aboveground"
"Apidae","Euglossini","Euglossa_stilbonota","solitary","aboveground"
"Apidae","Euglossini","Euglossa_crassipunctata","solitary","aboveground"
"Apidae","Euglossini","Euglossa_parvula","solitary","aboveground"
"Apidae","Euglossini","Euglossa_sapphirina","solitary","aboveground"
"Apidae","Euglossini","Euglossa_amazonica","solitary","aboveground"
"Apidae","Euglossini","Euglossa_truncata","solitary","aboveground"
"Apidae","Euglossini","Euglossa_atroveneta","solitary","aboveground"
"Apidae","Euglossini","Euglossa_heterosticta","solitary","aboveground"
"Apidae","Euglossini","Euglossa_crininota","solitary","aboveground"
"Apidae","Euglossini","Euglossa_hansoni","solitary","aboveground"
"Apidae","Euglossini","Euglossa_purpurea","solitary","aboveground"
"Apidae","Euglossini","Euglossa_dissimula","solitary","aboveground"
"Apidae","Euglossini","Euglossa_igniventris","solitary","aboveground"
"Apidae","Euglossini","Euglossa_magnipes","solitary","aboveground"
"Apidae","Euglossini","Euglossa_townsendi","solitary","aboveground"
"Apidae","Euglossini","Euglossa_pleosticta","solitary","aboveground"
"Apidae","Euglossini","Euglossa_mourei","solitary","aboveground"
"Apidae","Euglossini","Euglossa_analis","solitary","aboveground"
"Apidae","Euglossini","Euglossa_bidentata","solitary","aboveground"
"Apidae","Euglossini","Euglossa_cognata","solitary","aboveground"
"Apidae","Euglossini","Euglossa_iopyrrha","solitary","aboveground"
"Apidae","Euglossini","Euglossa_retroviridis","solitary","aboveground"
"Apidae","Euglossini","Euglossa_mixta","solitary","aboveground"
"Apidae","Euglossini","Euglossa_villosiventris","solitary","aboveground"
"Apidae","Euglossini","Euglossa_championi","solitary","aboveground"
"Apidae","Euglossini","Euglossa_cybelia","solitary","aboveground"
"Apidae","Euglossini","Euglossa_ioprosopa","solitary","aboveground"
"Apidae","Euglossini","Euglossa_dressleri","solitary","aboveground"
"Apidae","Euglossini","Euglossa_maculilabris","solitary","aboveground"
"Apidae","Euglossini","Euglossa_nigropilosa","solitary","aboveground"
"Apidae","Euglossini","Euglossa_chlorina","solitary","aboveground"
"Apidae","Euglossini","Euglossa_deceptrix","solitary","aboveground"
"Apidae","Euglossini","Euglossa_fimbriata","solitary","aboveground"
"Apidae","Euglossini","Euglossa_cordata","solitary","aboveground"
"Apidae","Euglossini","Euglossa_milenae","solitary","aboveground"
"Apidae","Euglossini","Euglossa_hemichlora","solitary","aboveground"
"Apidae","Euglossini","Euglossa_erythrochlora","solitary","aboveground"
"Apidae","Euglossini","Euglossa_despecta","solitary","aboveground"
"Apidae","Euglossini","Euglossa_cyanaspis","solitary","aboveground"
"Apidae","Euglossini","Euglossa_modestior","solitary","aboveground"
"Apidae","Euglossini","Euglossa_melanotricha","solitary","aboveground"
"Apidae","Euglossini","Euglossa_securigera","solitary","aboveground"
"Apidae","Euglossini","Euglossa_variabilis","solitary","aboveground"
"Apidae","Euglossini","Euglossa_liopoda","solitary","aboveground"
"Apidae","Euglossini","Euglossa_jamaicensis","solitary","aboveground"
"Apidae","Euglossini","Euglossa_viridissima","solitary","aboveground"
"Apidae","Euglossini","Euglossa_tridentata","solitary","aboveground"
"Apidae","Euglossini","Euglossa_augaspis","solitary","aboveground"
"Apidae","Euglossini","Euglossa_bursigera","solitary","aboveground"
"Apidae","Euglossini","Euglossa_prasina","solitary","aboveground"
"Apidae","Euglossini","Euglossa_cyanura","solitary","aboveground"
"Apidae","Euglossini","Euglossa_viridis","solitary","aboveground"
"Apidae","Euglossini","Euglossa_perviridis","solitary","aboveground"
"Apidae","Euglossini","Euglossa_polita","solitary","aboveground"
"Apidae","Euglossini","Euglossa_azurea","solitary","aboveground"
"Apidae","Euglossini","Euglossa_decorata","solitary","aboveground"
"Apidae","Euglossini","Euglossa_mandibularis","solitary","aboveground"
"Apidae","Euglossini","Euglossa_perfulgens","solitary","aboveground"
"Apidae","Euglossini","Euglossa_villosa","solitary","aboveground"
"Apidae","Euglossini","Aglae_caerulea","solitary","aboveground"
"Apidae","Euglossini","Eufriesea_mexicana","solitary","aboveground"
"Apidae","Euglossini","Eufriesea_dressleri","solitary","aboveground"
"Apidae","Euglossini","Eufriesea_surinamensis","solitary","aboveground"
"Apidae","Euglossini","Eufriesea_flaviventris","solitary","aboveground"
"Apidae","Euglossini","Eufriesea_pallida","solitary","aboveground"
"Apidae","Euglossini","Eufriesea_schmidtiana","solitary","aboveground"
"Apidae","Euglossini","Eufriesea_violacea","solitary","aboveground"
"Apidae","Euglossini","Eufriesea_corusca","solitary","aboveground"
"Apidae","Euglossini","Eufriesea_rugosa","solitary","aboveground"
"Apidae","Euglossini","Eufriesea_chalybaea","solitary","aboveground"
"Apidae","Euglossini","Eufriesea_mariana","solitary","aboveground"
"Apidae","Euglossini","Eufriesea_auriceps","solitary","aboveground"
"Apidae","Euglossini","Eufriesea_nigrohirta","solitary","aboveground"
"Apidae","Euglossini","Eufriesea_nordestina","solitary","aboveground"
"Apidae","Euglossini","Eufriesea_violascens","solitary","aboveground"
"Apidae","Euglossini","Eufriesea_concava","solitary","aboveground"
"Apidae","Euglossini","Eufriesea_mussitans","solitary","aboveground"
"Apidae","Euglossini","Eufriesea_superba","solitary","aboveground"
"Apidae","Euglossini","Eufriesea_lucifera","solitary","aboveground"
"Apidae","Euglossini","Eufriesea_pulchra","solitary","aboveground"
"Apidae","Euglossini","Eufriesea_ornata","solitary","aboveground"
"Apidae","Euglossini","Eufriesea_atlantica","solitary","aboveground"
"Apidae","Euglossini","Eufriesea_distinguenda","solitary","aboveground"
"Apidae","Euglossini","Eufriesea_lucida","solitary","aboveground"
"Apidae","Euglossini","Eufriesea_anisochlora","solitary","aboveground"
"Apidae","Euglossini","Eufriesea_chrysopyga","solitary","aboveground"
"Apidae","Euglossini","Eufriesea_rufocauda","solitary","aboveground"
"Apidae","Euglossini","Eufriesea_excellens","solitary","aboveground"
"Apidae","Euglossini","Eufriesea_magrettii","solitary","aboveground"
"Apidae","Euglossini","Eufriesea_macroglossa","solitary","aboveground"
"Apidae","Euglossini","Eufriesea_vidua","solitary","aboveground"
"Apidae","Euglossini","Eufriesea_coerulescens","solitary","aboveground"
"Apidae","Euglossini","Eulaema_nigrita","solitary","aboveground"
"Apidae","Euglossini","Eulaema_boliviensis","solitary","aboveground"
"Apidae","Euglossini","Eulaema_cingulata","solitary","aboveground"
"Apidae","Euglossini","Eulaema_mocsaryi","solitary","aboveground"
"Apidae","Euglossini","Eulaema_polychroma","solitary","aboveground"
"Apidae","Euglossini","Eulaema_peruviana","solitary","aboveground"
"Apidae","Euglossini","Eulaema_speciosa","solitary","aboveground"
"Apidae","Euglossini","Eulaema_leucopyga","solitary","aboveground"
"Apidae","Euglossini","Eulaema_seabrai","solitary","aboveground"
