"species","n_bio_17","mean_bio_17","sd_bio_17","se_bio_17","within_sp_var_bio_17"
"Gaesischia_exul","23","25.086957","19.931503","4.156006","209.842951"
"Epicharis_maculata","27","146.592593","191.464449","36.84735","178.755106"
"Holcopasites_minimus","8","39.25","69.031566","24.406344","603.298483"
"Nomada_bella","28","195.75","71.504791","13.513135","172.370995"
"Eufriesea_mexicana","32","97.0625","117.417627","20.7567","150.824621"
"Exomalopsis_solidaginis","39","26.435897","22.003343","3.523355","123.753535"
"Eucera_lutziana","9","37.444444","11.980308","3.993436","536.265318"
"Nomada_australis","51","202.235294","58.120079","8.138439","94.635056"
"Epeolus_ilicis","14","203.5","28.367777","7.581607","344.74199"
"Melipona_panamica","8","212.5","108.390827","38.321944","603.298483"
"Eucera_kullenbergi","2","2.5","0.707107","0.5","2413.193931"
"Tetragonula_sirindhornae","4","69","54.19102","27.09551","1206.596966"
"Oreopasites_vanduzeei","26","18.115385","14.247321","2.79413","185.630302"
"Melissodes_vernalis","16","17.75","16.498485","4.124621","301.649241"
"Anthophora_peritomae","46","36.130435","15.138778","2.232091","104.921475"
"Neolarra_verbesinae","12","34.333333","22.198826","6.408249","402.198989"
"Centris_fuscata","48","98","101.038227","14.583612","100.549747"
"Diadasia_vallicola","45","13.733333","10.645955","1.587005","107.253064"
"Melissodes_fimbriatus","16","135.6875","90.057551","22.514388","301.649241"
"Diadasia_laticauda","12","4.75","3.360871","0.9702","402.198989"
"Melitoma_segmentaria","85","103.894118","107.721977","11.684089","56.781034"
"Ceratina_nanula","148","38.97973","28.897772","2.375382","32.610729"
"Exomalopsis_byersi","18","20.166667","11.099815","2.616251","268.132659"
"Thygater_micheneri","5","72.2","51.343938","22.961707","965.277572"
"Epeolus_canadensis","27","103.888889","67.077643","12.909098","178.755106"
"Deltoptila_aurulentocaudata","11","54.454545","42.655278","12.86105","438.762533"
"Brachynomada_margaretae","4","15.5","9.036961","4.51848","1206.596966"
"Trigona_albipennis","41","134.487805","164.587381","25.70423","117.716777"
"Anthophorula_completa","39","45.435897","38.972186","6.240544","123.753535"
"Exomalopsis_mellipes","61","49.721311","45.516345","5.827771","79.121112"
"Anthophora_fulvicauda","16","8.8125","7.704706","1.926176","301.649241"
"Caenonomada_bruneri","22","156.363636","119.435795","25.463797","219.381266"
"Euglossa_atroveneta","10","42.9","48.349308","15.289394","482.638786"
"Trigona_fuscipennis","91","127.384615","123.905678","12.988844","53.037229"
"Euglossa_obtusa","6","132.333333","88.576897","36.161367","804.397977"
"Eufriesea_rugosa","18","68.333333","65.002262","15.32118","268.132659"
"Eucera_aragalli","5","33.2","28.569214","12.776541","965.277572"
"Melissodes_coloradensis","28","94.678571","70.184441","13.263613","172.370995"
"Melissodes_sphaeralceae","18","31.5","23.228406","5.474988","268.132659"
"Eucera_fulvitarsis","64","40.984375","16.92982","2.116228","75.41231"
"Melissodes_hymenoxidis","21","53.380952","19.208009","4.191531","229.827993"
"Anthophorula_exilis","5","14.6","6.730527","3.009983","965.277572"
"Eucera_primiveris","33","18.666667","13.887194","2.41745","146.254178"
"Anthophora_striata","12","5.75","4.15878","1.200536","402.198989"
"Oreopasites_barbarae","3","21.666667","8.082904","4.666667","1608.795954"
"Triopasites_penniger","22","17.954545","10.710374","2.283459","219.381266"
"Townsendiella_pulchra","23","14.869565","11.347023","2.366018","209.842951"
"Centris_cockerelli","56","20.892857","28.048451","3.748132","86.185498"
"Xylocopa_guatemalensis","31","21.935484","23.733149","4.262599","155.689931"
"Epeolus_attenboroughi","3","35","4","2.309401","1608.795954"
"Eufriesea_concava","26","119.769231","132.511526","25.987648","185.630302"
