"species","n_bio_12","mean_bio_12","sd_bio_12","se_bio_12","within_sp_var_bio_12"
"Lasioglossum_holochlorum","17","878.294118","420.975321","102.101513","8165.925007"
"Hylaeus_ruficeps","28","635.178571","308.664513","58.33211","4957.88304"
"Nomia_rubroviridis","9","1211.555556","498.736932","166.245644","15424.525014"
"Bombus_flavifrons","429","683.477855","654.305437","31.590164","323.591434"
"Bombus_perplexus","396","837.479798","334.887908","16.828751","350.557387"
"Bombus_rufocinctus","566","640.789753","347.77949","14.618262","245.266299"
"Melissodes_druriellus","227","890.568282","319.865747","21.230235","611.545045"
"Melissodes_illatus","65","994.169231","261.853106","32.478881","2135.703463"
"Melissodes_bimaculatus","375","1009.405333","302.134016","15.602133","370.1886"
"Bombus_sitkensis","136","1265.433824","893.770488","76.640187","1020.740626"
"Melissodes_subillatus","66","989.772727","233.064586","28.688267","2103.34432"
"Bombus_variabilis","126","1124.857143","490.661426","43.711594","1101.751787"
"Melissodes_compositus","40","377.275","249.082314","39.383372","3470.518128"
"Melissodes_bicoloratus","17","310.411765","215.298937","52.217662","8165.925007"
"Melissodes_lustrus","35","556.257143","318.432497","53.824916","3966.306432"
"Melissodes_lupinus","70","533.2","364.0095","43.507457","1983.153216"
"Melissodes_tessellatus","13","273","118.742017","32.93311","10678.517317"
"Melissodes_expolitus","4","342.25","142.0924","71.0462","34705.18128"
"Melissodes_interruptus","19","861.473684","350.169859","80.334475","7306.353954"
"Melissodes_lutulentus","55","344.654545","165.292694","22.288062","2524.013184"
"Melissodes_appressus","18","468.944444","365.660639","86.187039","7712.262507"
"Melissodes_gelidus","32","554.90625","199.190679","35.21227","4338.14766"
"Melissodes_perpolitus","14","292.928571","84.323064","22.536287","9915.76608"
"Melissodes_melanurus","8","600","354.834368","125.452894","17352.59064"
"Melissodes_velutinus","10","427.2","403.920729","127.73095","13882.072512"
"Melissodes_tinctus","24","1170.458333","207.760937","42.409024","5784.19688"
"Melissodes_paululus","10","508.7","220.197411","69.632535","13882.072512"
"Melissodes_fasciatellus","23","361.695652","104.542481","21.798614","6035.683701"
"Melissodes_semilupinus","36","295.972222","133.032861","22.172144","3856.131253"
"Nomada_imbricata","84","1089.797619","230.72603","25.174274","1652.62768"
"Nomada_luteoloides","102","1033.098039","250.212722","24.774751","1360.987501"
"Apis_dorsata","376","1821.117021","915.005342","47.187798","369.204056"
"Axestotrigona_erythra","6","1303","549.050453","224.148909","23136.78752"
"Amegilla_calva","14","383.5","183.274384","48.982139","9915.76608"
"Amegilla_chlorocyanea","224","459.714286","399.533482","26.694954","619.73538"
"Plebeiella_lendliana","11","1407.636364","690.11858","208.078581","12620.06592"
"Melissodes_nigroaeneus","20","1442.65","421.151963","94.172442","6941.036256"
"Eulaema_speciosa","16","2951.875","1016.623816","254.155954","8676.29532"
"Axestotrigona_ferruginea","27","1225.407407","462.708021","89.0482","5141.508338"
"Ceratina_okinawana","3","2373","365.615919","211.088449","46273.575041"
"Bombus_muscorum","319","834.119122","367.307265","20.565259","435.174687"
"Xylocopa_micheneri","24","833.625","356.202045","72.709438","5784.19688"
"Bombus_laesus","37","507.351351","169.79501","27.914128","3751.91149"
"Bombus_californicus","197","641.888325","467.988758","33.342818","704.673732"
"Amegilla_scymna","1","297",NA,NA,"138820.725122"
"Amegilla_indistincta","4","1675.75","225.829397","112.914698","34705.18128"
"Amegilla_karlba","4","1333.25","451.859399","225.9297","34705.18128"
"Amegilla_paeninsulae","2","1845","182.43355","129","69410.362561"
"Amegilla_viridicingulata","1","1795",NA,NA,"138820.725122"
"Apis_florea","260","1190.719231","859.724232","53.317833","533.925866"
"Austrothurgus_rubricatus","26","839.346154","418.08965","81.994126","5339.258659"
"Bombus_impatiens","566","988.431095","319.469662","13.428311","245.266299"
"Braunsapis_occidentalis","4","352","183.958329","91.979164","34705.18128"
"Hylaeus_cyanurus","1","776",NA,NA,"138820.725122"
"Bombus_fraternus","265","932.30566","378.954684","23.279001","523.851793"
"Megachile_aethiops","18","803.5","361.795238","85.275955","7712.262507"
"Tetragonula_clypearis","8","1754.125","607.086352","214.637438","17352.59064"
"Trichocolletes_albigenae","5","490","54.419666","24.337214","27764.145024"
"Trichocolletes_avialis","1","388",NA,NA,"138820.725122"
"Trichocolletes_centralis","3","283","101.237345","58.449408","46273.575041"
"Trichocolletes_nitens","2","332.5","7.778175","5.5","69410.362561"
"Trichocolletes_orientalis","22","845.545455","301.074066","64.189207","6310.03296"
"Bombus_crotchii","46","480.043478","294.820771","43.468951","3017.84185"
"Bombus_morrisoni","226","397.734513","307.658585","20.465145","614.250996"
"Melissodes_microstictus","550","694.078182","449.794285","19.179293","252.401318"
"Bombus_bifarius","327","558.458716","397.938473","22.006048","424.528211"
"Bombus_fervidus","657","665.552511","375.257652","14.640195","211.294863"
"Bombus_appositus","225","525.622222","325.576185","21.705079","616.981001"
"Bombus_vosnesenskii","213","655.671362","522.722224","35.816337","651.740494"
"Bombus_ephippiatus","100","1382.29","812.114951","81.211495","1388.207251"
"Anthophora_urbana","239","396.041841","291.862964","18.879046","580.839854"
"Bombus_mexicanus","27","1772.037037","651.724014","125.424345","5141.508338"
"Bombus_terricola","508","793.07874","369.017099","16.372486","273.269144"
"Bombus_sonorus","204","507.887255","308.46485","21.596859","680.493751"
"Bombus_steindachneri","51","931.333333","372.563695","52.169352","2721.975002"
"Bombus_mixtus","395","700.827848","636.992586","32.050575","351.444874"
"Bombus_huntii","448","548.136161","381.24151","18.011968","309.86769"
"Bombus_melanopygus","406","783.859606","691.075338","34.297493","341.922968"
"Bombus_caliginosus","64","954.03125","668.169472","83.521184","2169.07383"
"Bombus_centralis","295","444.718644","257.144363","14.971524","470.578729"
"Bombus_griseocollis","723","819.84509","376.66793","14.008431","192.006535"
"Bombus_diligens","42","1087.52381","389.668667","60.127181","3305.25536"
"Bombus_auricomus","301","894.54485","279.217088","16.093805","461.198422"
"Trigona_nigerrima","57","2254.403509","921.573651","122.065412","2435.451318"
"Melissodes_agilis","317","574.063091","319.669473","17.954426","437.920269"
"Nomada_denticulata","74","1054.391892","229.891864","26.724386","1875.955745"
"Nomada_articulata","162","916.395062","298.711755","23.469012","856.918056"
"Epeolus_autumnalis","40","984","182.622913","28.875218","3470.518128"
"Ceratina_calcarata","246","971.723577","253.969958","16.192533","564.311891"
"Nomada_fabriciana","189","848.328042","269.955174","19.63635","734.501191"
"Nomada_ferruginata","106","722.764151","169.377097","16.451358","1309.629482"
"Bombus_ternarius","475","738.922105","302.053381","13.85916","292.254158"
"Bombus_bimaculatus","502","971.641434","309.334104","13.806257","276.535309"
"Scaptotrigona_mexicana","46","1528.978261","768.284076","113.277307","3017.84185"
"Xylocopa_tabaniformis","198","779.823232","612.492067","43.527916","701.114773"
"Xylocopa_micans","151","1228.145695","285.021108","23.194689","919.34255"
"Bombus_pauloensis","158","1396.911392","485.322762","38.610206","878.612184"
"Xylocopa_sonorina","146","578.40411","532.856836","44.099546","950.826884"
"Bombus_insularis","440","637.65","455.779995","21.728459","315.501648"
"Bombus_nevadensis","415","508.33494","294.136288","14.438583","334.507771"
"Trigona_fulviventris","192","1780.026042","812.233624","58.617913","723.02461"
"Bombus_cryptarum","440","648.088636","333.751055","15.910957","315.501648"
"Xylocopa_flavorufa","101","920.693069","367.398169","36.557484","1374.462625"
"Bombus_pensylvanicus","703","841.549075","403.642257","15.223656","197.469026"
"Bombus_vagans","510","812.429412","315.883017","13.987535","272.1975"
"Bombus_citrinus","259","954.015444","249.583156","15.508343","535.987356"
"Ptilothrix_bombiformis","174","1142.068966","213.463067","16.182593","797.820259"
"Bombus_affinis","218","958.711009","266.226254","18.031117","636.792317"
"Scaptotrigona_pectoralis","70","1660.1","779.82897","93.20739","1983.153216"
"Xylocopa_fimbriata","110","1396.5","665.222647","63.426491","1262.006592"
"Nannotrigona_perilampoides","119","1487.672269","747.617414","68.533976","1166.560715"
"Melissodes_desponsus","228","948.539474","210.197774","13.920688","608.862829"
"Centris_rhodopus","78","277.179487","168.293555","19.055493","1779.752886"
"Anthophora_terminalis","354","689.497175","313.507013","16.66271","392.148941"
"Bombus_flavidus","562","813.007117","530.765304","22.388983","247.011966"
"Eulaema_polychroma","147","1422.816327","883.114515","72.838058","944.358674"
"Nomada_fervida","33","1109.939394","251.72802","43.820224","4206.68864"
"Melissoptila_otomita","29","1236.448276","696.299945","129.299654","4786.921556"
"Habropoda_laboriosa","162","1228.617284","238.028944","18.70132","856.918056"
"Anthophora_edwardsii","60","359.433333","177.682002","22.938648","2313.678752"
"Bombus_ashtoni","226","771.146018","304.453946","20.251975","614.250996"
"Svastra_obliqua","368","710.309783","377.124632","19.65898","377.230231"
"Brachymelecta_californica","213","475.892019","307.047954","21.038579","651.740494"
"Habropoda_depressa","37","690.351351","370.604852","60.927062","3751.91149"
"Anthophora_californica","232","557.060345","375.825609","24.67416","598.365194"
"Diadasia_bituberculata","39","614.589744","313.563535","50.21035","3559.505772"
"Bombus_borealis","390","750.469231","305.449288","15.467026","355.950577"
"Bombus_frigidus","314","590.582803","420.574901","23.734415","442.10422"
"Diadasia_enavata","187","464.475936","259.300575","18.961936","742.356819"
"Anthophora_montana","109","398.623853","135.376963","12.966761","1273.584634"
"Anthophora_occidentalis","107","435.037383","244.229513","23.610558","1297.389954"
"Xylocopa_californica","198","445.161616","334.623774","23.780676","701.114773"
"Melissodes_communis","257","834.042802","407.82427","25.439379","540.158464"
"Bombus_suckleyi","210","648.819048","532.086356","36.717447","661.051072"
"Anthophora_abrupta","176","1119.335227","222.289659","16.755713","788.75412"
"Bombus_occidentalis","459","586.64488","455.464332","21.259254","302.441667"
"Anthophora_pacifica","96","553.3125","475.725359","48.553516","1446.04922"
"Cephalotrigona_zexmeniae","62","1864.241935","917.695558","116.547452","2239.043954"
"Xylocopa_flavicollis","61","792.983607","310.573904","39.764914","2275.749592"
"Melipona_beecheii","86","1555.767442","732.249406","78.960484","1614.194478"
"Epeolus_scutellaris","125","923.96","264.476946","23.655537","1110.565801"
"Centris_nitida","100","1287.27","675.67011","67.567011","1388.207251"
"Frieseomelitta_nigra","53","1210.716981","407.648339","55.994806","2619.258965"
"Bombus_cingulatus","131","646.19084","272.843153","23.838417","1059.700192"
"Bombus_pyrosoma","17","590.647059","183.379368","44.47603","8165.925007"
"Epeolus_compactus","94","528.361702","371.598461","38.327455","1476.816225"
"Melissodes_tepaneca","176","1032.977273","643.796205","48.527965","788.75412"
"Eucera_frater","77","622.792208","385.472244","43.928639","1802.86656"
"Nomada_gracilis","40","1090.4","198.468728","31.380661","3470.518128"
"Diadasia_diminuta","247","370.012146","211.791977","13.476001","562.027227"
"Exaerete_frontalis","70","2300.985714","866.786561","103.60081","1983.153216"
"Melissodes_paroselae","59","403.254237","234.194702","30.489553","2352.893646"
"Nomada_texana","153","598.071895","367.198876","29.68627","907.325001"
"Triepeolus_remigatus","128","841.148438","320.622821","28.339321","1084.536915"
"Bombus_sylvicola","340","580.005882","510.328589","27.676454","408.29625"
"Bombus_balteatus","183","617.688525","377.899161","27.93511","758.583197"
"Bombus_vandykei","69","761.855072","511.810117","61.614698","2011.894567"
"Bombus_jonellus","639","767.906103","441.474663","17.464468","217.246831"
"Bombus_sandersoni","179","906.798883","296.760892","22.18095","775.534777"
"Nomada_ruficornis","296","813.253378","294.862392","17.138528","468.988936"
"Bombus_pascuorum","1082","730.922366","302.404676","9.193373","128.300116"
"Ceratina_mikmaqi","99","977.989899","204.392205","20.54219","1402.229547"
"Anthophora_furcata","341","720.982405","274.46114","14.862904","407.098901"
"Nomada_panzeri","380","768.607895","366.781238","18.815481","365.317698"
"Nomada_perplexa","41","1052.609756","191.981884","29.982533","3385.871344"
"Epeoloides_pilosulus","30","903.333333","231.243614","42.219115","4627.357504"
"Nomada_vicina","53","930.320755","265.070584","36.410245","2619.258965"
"Nomada_depressa","51","1012.745098","342.018645","47.89219","2721.975002"
"Nomada_subrutila","6","1050.833333","130.461361","53.260628","23136.78752"
"Diadasia_australis","149","359.503356","212.757082","17.429739","931.682719"
"Epeolus_olympiellus","22","624.136364","418.116559","89.14275","6310.03296"
"Nomada_cuneata","57","1044.701754","279.02067","36.957191","2435.451318"
"Nomada_sayi","55","994.363636","229.425156","30.935682","2524.013184"
"Nomada_hydrophylli","10","872.3","198.681795","62.8287","13882.072512"
"Exaerete_smaragdina","127","1978.724409","950.696592","84.360681","1093.076576"
"Nomada_maculata","102","981.637255","246.226121","24.380019","1360.987501"
"Eucera_hamata","109","904.889908","285.126591","27.310174","1273.584634"
"Anthophora_bomboides","262","579.412214","326.774363","20.188188","529.850096"
"Melissodes_denticulatus","135","1005.555556","203.858001","17.545303","1028.301668"
"Ceratina_strenua","164","1083.957317","222.844009","17.401194","846.467836"
"Svastra_texana","44","481.795455","266.922041","40.240012","3155.01648"
"Centris_caesalpiniae","61","370.52459","149.506032","19.142286","2275.749592"
"Ceratina_dupla","190","1001.426316","212.513834","15.417374","730.635395"
"Triepeolus_donatus","65","932.461538","237.263111","29.428867","2135.703463"
"Melissodes_rivalis","133","520.894737","327.327638","28.382906","1043.764851"
"Bombus_hyperboreus","71","457.309859","335.78265","39.850069","1955.221481"
"Nomada_cressonii","112","997.160714","253.230072","23.927993","1239.47076"
"Melissodes_dentiventris","93","1151.215054","256.838549","26.632917","1492.695969"
"Bombus_kluanensis","3","484","220.882322","127.526468","46273.575041"
"Epeolus_mesillae","40","215.85","77.016998","12.177457","3470.518128"
"Epeolus_pusillus","83","917.939759","306.036836","33.591907","1672.538857"
"Zacosmia_maculata","46","306.347826","89.82878","13.244531","3017.84185"
"Melissodes_persimilis","21","990.809524","635.800804","138.74311","6610.51072"
"Euglossa_imperialis","97","2236.546392","669.933361","68.021427","1431.141496"
"Bombus_brachycephalus","31","1247.064516","506.378115","90.948194","4478.087907"
"Epeolus_bifasciatus","118","930.838983","250.715863","23.080266","1176.446823"
"Euglossa_viridissima","73","1198.109589","608.679275","71.240521","1901.653769"
