"species","n_bio_13","mean_bio_13","sd_bio_13","se_bio_13","within_sp_var_bio_13"
"Lasioglossum_holochlorum","17","111.705882","58.763046","14.252132","212.270737"
"Hylaeus_ruficeps","28","112.321429","65.379832","12.355627","128.878662"
"Nomia_rubroviridis","9","260.888889","118.335798","39.445266","400.955837"
"Bombus_flavifrons","429","105.638695","99.897015","4.823073","8.411661"
"Bombus_perplexus","396","99.308081","31.273656","1.57156","9.112633"
"Bombus_rufocinctus","566","88.19258","46.747145","1.964929","6.375623"
"Melissodes_druriellus","227","102.273128","32.211762","2.13797","15.896927"
"Melissodes_illatus","65","106.584615","26.416669","3.276585","55.516962"
"Melissodes_bimaculatus","375","120.688","33.055718","1.70699","9.62294"
"Bombus_sitkensis","136","195.507353","137.828019","11.818655","26.533842"
"Melissodes_subillatus","66","110.272727","24.523487","3.018633","54.675796"
"Bombus_variabilis","126","154.365079","97.777593","8.71072","28.639703"
"Melissodes_compositus","40","61.75","42.051098","6.648862","90.215063"
"Melissodes_bicoloratus","17","54.588235","50.154834","12.164334","212.270737"
"Melissodes_lustrus","35","93.971429","63.426885","10.7211","103.102929"
"Melissodes_lupinus","70","96.728571","74.030922","8.848388","51.551465"
"Melissodes_tessellatus","13","57.692308","25.424347","7.051445","277.58481"
"Melissodes_expolitus","4","69.5","31.075178","15.537589","902.150633"
"Melissodes_interruptus","19","189.210526","69.63283","15.974867","189.926449"
"Melissodes_lutulentus","55","51.545455","31.468278","4.243182","65.610955"
"Melissodes_appressus","18","92.666667","80.330201","18.93401","200.477918"
"Melissodes_gelidus","32","87.21875","21.794842","3.85282","112.768829"
"Melissodes_perpolitus","14","41.642857","12.59186","3.365316","257.757324"
"Melissodes_melanurus","8","112.625","64.80286","22.911271","451.075316"
"Melissodes_velutinus","10","84.8","77.266926","24.433947","360.860253"
"Melissodes_tinctus","24","137.458333","32.422455","6.618206","150.358439"
"Melissodes_paululus","10","93.7","47.415539","14.99411","360.860253"
"Melissodes_fasciatellus","23","67.782609","21.915035","4.569601","156.895762"
"Melissodes_semilupinus","36","44.416667","21.069104","3.511517","100.238959"
"Nomada_imbricata","84","116.154762","25.868292","2.822462","42.959554"
"Nomada_luteoloides","102","109.823529","25.898282","2.564312","35.378456"
"Apis_dorsata","376","372.042553","220.715922","11.382555","9.597347"
"Axestotrigona_erythra","6","269.5","81.224996","33.159966","601.433755"
"Amegilla_calva","14","73.142857","37.170826","9.934321","257.757324"
"Amegilla_chlorocyanea","224","74.620536","80.790454","5.398039","16.109833"
"Plebeiella_lendliana","11","257.636364","130.036359","39.207437","328.054776"
"Melissodes_nigroaeneus","20","201.7","68.62875","15.345855","180.430127"
"Eulaema_speciosa","16","400.25","146.103844","36.525961","225.537658"
"Axestotrigona_ferruginea","27","202.37037","54.518274","10.492047","133.651946"
"Ceratina_okinawana","3","296.666667","54.095594","31.232106","1202.86751"
"Bombus_muscorum","319","99.338558","43.668471","2.444965","11.312234"
"Xylocopa_micheneri","24","163.791667","64.06517","13.077248","150.358439"
"Bombus_laesus","37","67.810811","21.855381","3.593003","97.529798"
"Bombus_californicus","197","102.862944","80.998277","5.770888","18.317779"
"Amegilla_scymna","1","45",NA,NA,"3608.602531"
"Amegilla_indistincta","4","320.5","81.406388","40.703194","902.150633"
"Amegilla_karlba","4","302.5","91.043945","45.521972","902.150633"
"Amegilla_paeninsulae","2","416.5","50.204581","35.5","1804.301266"
"Amegilla_viridicingulata","1","403",NA,NA,"3608.602531"
"Apis_florea","260","280.138462","236.530154","14.668977","13.879241"
