"species","n_bio_19","mean_bio_19","sd_bio_19","se_bio_19","within_sp_var_bio_19"
"Amegilla_calva","14","89.428571","98.763676","26.395703","1764.773843"
"Amegilla_chlorocyanea","224","111.834821","101.173094","6.759912","110.298365"
"Plebeiella_lendliana","11","316.636364","474.201702","142.977193","2246.075801"
"Melissodes_nigroaeneus","20","225.05","154.441089","34.534077","1235.34169"
"Eulaema_speciosa","16","732.125","458.197319","114.54933","1544.177113"
"Axestotrigona_ferruginea","27","230.37037","247.584041","47.647571","915.067919"
"Ceratina_okinawana","3","505","128.73228","74.323617","8235.611269"
"Bombus_muscorum","319","192.742947","113.596507","6.360183","77.45089"
"Xylocopa_micheneri","24","77","59.542458","12.154053","1029.451409"
"Bombus_laesus","37","104.081081","63.181123","10.386913","667.752265"
"Bombus_californicus","197","251.736041","235.53448","16.781137","125.4154"
"Amegilla_scymna","1","115",NA,NA,"24706.833807"
"Amegilla_indistincta","4","154.5","93.304162","46.652081","6176.708452"
"Amegilla_karlba","4","6.5","7.681146","3.840573","6176.708452"
"Amegilla_paeninsulae","2","50","22.627417","16","12353.416903"
"Amegilla_viridicingulata","1","75",NA,NA,"24706.833807"
"Apis_florea","260","146.030769","379.036371","23.506838","95.026284"
"Austrothurgus_rubricatus","26","93.423077","86.677413","16.998839","950.262839"
"Bombus_impatiens","566","202.588339","120.43021","5.062059","43.65165"
"Braunsapis_occidentalis","4","147.25","112.042775","56.021388","6176.708452"
"Hylaeus_cyanurus","1","124",NA,NA,"24706.833807"
"Bombus_fraternus","265","178.739623","129.555432","7.958527","93.233335"
"Megachile_aethiops","18","108.333333","172.65743","40.695747","1372.601878"
"Tetragonula_clypearis","8","153","226.677871","80.14273","3088.354226"
"Trichocolletes_albigenae","5","136","37.716044","16.867128","4941.366761"
"Trichocolletes_avialis","1","18",NA,NA,"24706.833807"
"Trichocolletes_centralis","3","61","22.649503","13.076697","8235.611269"
"Trichocolletes_nitens","2","142.5","0.707107","0.5","12353.416903"
"Trichocolletes_orientalis","22","188.863636","69.921245","14.90726","1123.0379"
"Bombus_crotchii","46","259.130435","187.423894","27.634146","537.105083"
"Bombus_morrisoni","226","123.725664","151.684687","10.089915","109.322273"
"Melissodes_microstictus","550","146.970909","156.810744","6.686433","44.921516"
"Bombus_bifarius","327","186.562691","216.058178","11.948045","75.556067"
"Bombus_fervidus","657","151.447489","157.435161","6.142131","37.605531"
"Bombus_appositus","225","168.688889","174.587476","11.639165","109.80815"
"Bombus_vosnesenskii","213","255.112676","260.159814","17.825857","115.994525"
"Bombus_ephippiatus","100","152.81","235.694062","23.569406","247.068338"
"Anthophora_urbana","239","142.355649","164.761615","10.657543","103.375874"
"Bombus_mexicanus","27","220.703704","322.374223","62.040948","915.067919"
"Bombus_terricola","508","169.799213","152.027997","6.745152","48.6355"
"Bombus_sonorus","204","92.661765","89.548557","6.269653","121.11193"
"Bombus_steindachneri","51","71.019608","67.993085","9.520936","484.447722"
"Bombus_mixtus","395","228.273418","281.973054","14.187604","62.548946"
"Bombus_huntii","448","126.017857","147.035416","6.94677","55.149183"
"Bombus_melanopygus","406","254.596059","280.580042","13.924954","60.85427"
"Bombus_caliginosus","64","475.734375","322.035897","40.254487","386.044278"
"Bombus_centralis","295","127.271186","140.123079","8.158281","83.751979"
"Bombus_griseocollis","723","168.964039","130.756541","4.862888","34.172661"
"Bombus_diligens","42","87.166667","71.013196","10.957574","588.257948"
"Bombus_auricomus","301","158.508306","108.813131","6.271885","82.082504"
"Trigona_nigerrima","57","421.368421","465.974234","61.719795","433.453225"
"Melissodes_agilis","317","109.031546","101.281093","5.688513","77.939539"
"Nomada_denticulata","74","218.702703","82.308596","9.56818","333.876133"
"Nomada_articulata","162","178.018519","122.300438","9.60883","152.51132"
"Epeolus_autumnalis","40","204.175","59.305332","9.376996","617.670845"
"Ceratina_calcarata","246","192.341463","97.455826","6.213557","100.434284"
"Nomada_fabriciana","189","197.089947","85.231271","6.199663","130.723988"
"Nomada_ferruginata","106","151.188679","58.123205","5.645425","233.083338"
"Bombus_ternarius","475","138.183158","94.783932","4.348985","52.014387"
"Bombus_bimaculatus","502","193.952191","116.695168","5.20836","49.2168"
"Scaptotrigona_mexicana","46","137.782609","153.601203","22.647262","537.105083"
"Xylocopa_tabaniformis","198","169.212121","202.934626","14.421936","124.781989"
"Xylocopa_micans","151","275.264901","110.991453","9.032356","163.621416"
"Bombus_pauloensis","158","241.886076","201.821261","16.056037","156.372366"
"Xylocopa_sonorina","146","138.527397","166.274521","13.760977","169.224889"
"Bombus_insularis","440","183.097727","209.36073","9.980881","56.151895"
"Bombus_nevadensis","415","120.6","127.993372","6.282948","59.534539"
"Trigona_fulviventris","192","330.208333","363.492884","26.232839","128.681426"
"Bombus_cryptarum","440","133.579545","100.74582","4.802869","56.151895"
"Xylocopa_flavorufa","101","92.386139","136.566245","13.588849","244.622117"
"Bombus_pensylvanicus","703","163.40825","134.839315","5.085561","35.144856"
"Bombus_vagans","510","164.290196","103.814091","4.596965","48.444772"
"Bombus_citrinus","259","187.162162","97.592119","6.064079","95.393181"
"Ptilothrix_bombiformis","174","252.212644","97.417851","7.385228","141.993298"
"Bombus_affinis","218","180.889908","97.110829","6.577175","113.3341"
"Scaptotrigona_pectoralis","70","285.9","356.185555","42.572317","352.954769"
"Xylocopa_fimbriata","110","260.972727","348.632307","33.240786","224.60758"
"Nannotrigona_perilampoides","119","219.394958","295.483609","27.086938","207.620452"
"Melissodes_desponsus","228","178.679825","90.242152","5.976433","108.363306"
"Centris_rhodopus","78","78.448718","84.476946","9.565131","316.75428"
"Anthophora_terminalis","354","148.135593","119.295779","6.340499","69.793316"
"Bombus_flavidus","562","212.346975","222.238255","9.374555","43.962338"
"Eulaema_polychroma","147","254.455782","398.418367","32.860993","168.073699"
"Nomada_fervida","33","185.272727","70.021993","12.189264","748.691934"
"Melissoptila_otomita","29","135.206897","180.416063","33.502422","851.959786"
"Habropoda_laboriosa","162","285.209877","95.98191","7.541051","152.51132"
"Anthophora_edwardsii","60","152.183333","114.961967","14.841526","411.780563"
"Bombus_ashtoni","226","148.106195","88.191394","5.866404","109.322273"
"Svastra_obliqua","368","139.625","114.029996","5.944224","67.138135"
"Brachymelecta_californica","213","144.525822","160.809378","11.018477","115.994525"
"Habropoda_depressa","37","369.756757","224.413236","36.893309","667.752265"
"Anthophora_californica","232","127.181034","176.765998","11.605256","106.494973"
"Diadasia_bituberculata","39","320.435897","185.425087","29.691777","633.508559"
"Bombus_borealis","390","138.907692","96.553842","4.889194","63.350856"
"Bombus_frigidus","314","135.105096","161.122436","9.092665","78.684184"
"Diadasia_enavata","187","100.363636","104.691181","7.655777","132.122106"
"Anthophora_montana","109","55.33945","33.87565","3.244699","226.6682"
"Anthophora_occidentalis","107","92.308411","129.665056","12.535194","230.904989"
"Xylocopa_californica","198","148.424242","192.148293","13.655385","124.781989"
"Melissodes_communis","257","170.490272","130.337516","8.130231","96.13554"
"Bombus_suckleyi","210","209.285714","257.095824","17.741297","117.65159"
"Anthophora_abrupta","176","245.397727","96.476145","7.272163","140.379738"
"Bombus_occidentalis","459","177.734205","210.720046","9.835569","53.827525"
"Anthophora_pacifica","96","246.791667","270.756481","27.633968","257.362852"
"Cephalotrigona_zexmeniae","62","367.758065","401.305521","50.965852","398.497319"
"Xylocopa_flavicollis","61","67.540984","65.80744","8.425779","405.030062"
"Melipona_beecheii","86","203.918605","286.484912","30.892463","287.288765"
"Epeolus_scutellaris","125","189.36","86.804043","7.76399","197.65467"
"Centris_nitida","100","144.49","192.040321","19.204032","247.068338"
"Frieseomelitta_nigra","53","124.358491","133.929099","18.396577","466.166676"
"Bombus_cingulatus","131","125.59542","84.49932","7.38274","188.601785"
"Bombus_pyrosoma","17","16","12.529964","3.038963","1453.343165"
"Epeolus_compactus","94","159.297872","192.539778","19.858962","262.838658"
"Melissodes_tepaneca","176","178.551136","231.468573","17.4476","140.379738"
"Eucera_frater","77","281.74026","231.896665","26.427078","320.867972"
"Nomada_gracilis","40","235.95","68.212695","10.785374","617.670845"
"Diadasia_diminuta","247","78.08502","91.791014","5.840522","100.027667"
"Exaerete_frontalis","70","575.928571","401.656329","48.007114","352.954769"
"Melissodes_paroselae","59","78.898305","41.528841","5.406595","418.759895"
"Nomada_texana","153","103.248366","88.641522","7.166242","161.482574"
"Triepeolus_remigatus","128","168.65625","101.235862","8.948071","193.022139"
"Bombus_sylvicola","340","158.358824","211.082854","11.447575","72.667158"
"Bombus_balteatus","183","142.57377","128.204523","9.477151","135.010021"
"Bombus_vandykei","69","386.478261","256.340629","30.859785","358.070055"
"Bombus_jonellus","639","186.181534","175.103664","6.926994","38.664842"
"Bombus_sandersoni","179","175.960894","93.353524","6.97757","138.027005"
"Nomada_ruficornis","296","178.902027","97.285325","5.654595","83.469033"
"Bombus_pascuorum","1082","158.331793","102.730006","3.123084","22.834412"
"Ceratina_mikmaqi","99","186.888889","84.627502","8.505384","249.563978"
"Anthophora_furcata","341","153.938416","92.931722","5.032535","72.454058"
"Nomada_panzeri","380","165.628947","113.019748","5.797791","65.017984"
"Nomada_perplexa","41","229.853659","73.850038","11.533438","602.605703"
"Epeoloides_pilosulus","30","173.166667","74.671272","13.633047","823.561127"
"Nomada_vicina","53","180.54717","77.177509","10.601146","466.166676"
"Nomada_depressa","51","208.980392","102.924339","14.41229","484.447722"
"Nomada_subrutila","6","233.333333","55.305214","22.578259","4117.805634"
"Diadasia_australis","149","68.033557","54.778845","4.487658","165.817677"
"Epeolus_olympiellus","22","263.090909","225.941187","48.170823","1123.0379"
"Nomada_cuneata","57","213.596491","91.505827","12.120243","433.453225"
"Nomada_sayi","55","215.127273","81.948054","11.049873","449.21516"
"Nomada_hydrophylli","10","142.1","65.774784","20.799813","2470.683381"
"Exaerete_smaragdina","127","435.314961","434.332707","38.540795","194.541998"
"Nomada_maculata","102","199.568627","71.492783","7.07884","242.223861"
"Eucera_hamata","109","167.082569","101.234979","9.696552","226.6682"
"Anthophora_bomboides","262","161.007634","155.049788","9.579008","94.300892"
"Melissodes_denticulatus","135","200.540741","86.385958","7.434919","183.013584"
"Ceratina_strenua","164","235.22561","91.76312","7.165496","150.651426"
"Svastra_texana","44","81.113636","76.86116","11.587256","561.51895"
"Centris_caesalpiniae","61","45.983607","22.811175","2.920672","405.030062"
"Ceratina_dupla","190","196.384211","77.790009","5.64348","130.035967"
"Triepeolus_donatus","65","172.123077","74.783961","9.275809","380.105135"
"Melissodes_rivalis","133","146.977444","184.704944","16.01595","185.765668"
"Bombus_hyperboreus","71","98.985915","106.599718","12.651059","347.983575"
"Nomada_cressonii","112","216.651786","106.637697","10.076315","220.59673"
"Melissodes_dentiventris","93","261.548387","107.448827","11.141924","265.66488"
"Bombus_kluanensis","3","82.333333","39.878984","23.024142","8235.611269"
"Epeolus_mesillae","40","54.4","27.168798","4.295764","617.670845"
"Epeolus_pusillus","83","177.409639","100.781221","11.062176","297.672696"
"Zacosmia_maculata","46","102.891304","78.453448","11.56733","537.105083"
"Melissodes_persimilis","21","128.714286","213.009188","46.482416","1176.515896"
"Euglossa_imperialis","97","525.597938","380.295106","38.613118","254.709627"
"Bombus_brachycephalus","31","67.870968","51.286608","9.211347","796.994639"
"Epeolus_bifasciatus","118","163.525424","89.536672","8.242519","209.379948"
"Euglossa_viridissima","73","96.726027","98.924671","11.578257","338.449778"
"Coelioxoides_punctipennis","10","143.1","233.040507","73.693879","2470.683381"
"Triepeolus_grandis","31","62.709677","96.866986","17.397824","796.994639"
"Nomada_lehighensis","34","238.5","56.160619","9.631467","726.671583"
"Bombus_natvigi","22","48.5","34.372954","7.328338","1123.0379"
"Xylocopa_mordax","28","212.25","136.905651","25.872736","882.386922"
"Ceratina_arizonensis","55","164.254545","154.631009","20.850441","449.21516"
"Melissodes_trinodis","137","163.313869","96.813249","8.271314","180.341853"
"Diadasia_ochracea","136","85.102941","98.908508","8.481335","181.667896"
"Ceratina_floridana","43","229.162791","78.218233","11.928169","574.57753"
"Anthophora_curta","158","105.734177","134.556664","10.704753","156.372366"
"Florilegus_condignus","118","164.644068","132.569319","12.203995","209.379948"
"Nomada_bifasciata","94","179.202128","70.775669","7.299953","262.838658"
"Centris_scopipes","14","63","38.270294","10.228166","1764.773843"
"Anthophora_exigua","69","128.536232","149.865192","18.041649","358.070055"
"Ericrocis_lata","94","68.744681","47.024344","4.850191","262.838658"
"Anthophora_ursina","137","163.255474","144.863375","12.376513","180.341853"
"Epeolus_minimus","84","110.952381","125.371727","13.679177","294.128974"
"Melipona_quadrifasciata","43","191.767442","144.918505","22.099865","574.57753"
"Triepeolus_verbesinae","35","97.571429","72.882373","12.31937","705.909537"
"Melissodes_vernoniae","49","99.061224","63.612894","9.087556","504.221098"
"Anthophora_vallorum","26","57.192308","55.201463","10.825898","950.262839"
"Anthophora_cockerelli","14","129.714286","174.811735","46.720401","1764.773843"
"Triepeolus_simplex","40","185.6","73.580864","11.634156","617.670845"
"Anthophora_centriformis","44","113.75","110.228964","16.617642","561.51895"
"Habropoda_pallida","32","71.84375","71.555577","12.649358","772.088556"
"Anthophora_hololeuca","32","90.3125","123.188928","21.776932","772.088556"
"Eucera_rosae","40","220.9","73.965966","11.695046","617.670845"
"Triepeolus_subalpinus","19","200.894737","183.597354","42.120122","1300.359674"
"Centris_mocsaryi","23","168.043478","128.427722","26.779031","1074.210166"
"Diadasia_rinconis","186","78.365591","63.071608","4.624635","132.83244"
"Habropoda_tristissima","33","256.454545","170.642736","29.705087","748.691934"
"Diadasia_tuberculifrons","11","70.090909","54.776737","16.515808","2246.075801"
"Trigona_truculenta","99","385.333333","378.433991","38.034047","249.563978"
"Lestrimelitta_niitkib","28","126.75","103.354702","19.532203","882.386922"
"Epeolus_americanus","47","164.212766","189.709954","27.672041","525.677315"
"Trigona_guianae","98","470.367347","375.527681","37.934024","252.110549"
"Melipona_subnitida","12","376.25","398.689244","115.091671","2058.902817"
"Eucera_lepida","18","74.388889","61.124886","14.407274","1372.601878"
"Triepeolus_melanarius","7","424.857143","286.482942","108.280374","3529.547687"
"Anthophora_albata","56","110.464286","119.989843","16.034317","441.193461"
"Melissodes_stearnsi","30","293.633333","157.540248","28.762783","823.561127"
"Partamona_orizabaensis","64","312.1875","407.522085","50.940261","386.044278"
"Anthophora_petrophila","91","78.428571","62.545298","6.556529","271.503668"
"Centris_zacateca","28","54","30.331502","5.732115","882.386922"
"Lestrimelitta_danuncia","8","1206.25","657.919828","232.609786","3088.354226"
"Centris_mexicana","41","50.268293","25.986558","4.058419","602.605703"
"Martinapis_luteicornis","34","42.382353","16.235044","2.784287","726.671583"
"Centris_hoffmanseggiae","35","116.657143","155.832478","26.340496","705.909537"
"Habropoda_cineraria","90","175.755556","182.785827","19.267318","274.520376"
"Anthophora_abroniae","21","86.571429","135.18342","29.499441","1176.515896"
"Epicharis_elegans","42","172.404762","248.200652","38.298192","588.257948"
"Melissodes_tristis","189","67.232804","50.11719","3.645489","130.723988"
"Centris_lanosa","44","102.909091","67.857518","10.229906","561.51895"
"Melissodes_montanus","68","75.544118","48.335097","5.861491","363.335791"
"Melissodes_gilensis","48","68.5625","49.62022","7.162062","514.725704"
"Svastra_cressonii","31","88.806452","87.692424","15.750024","796.994639"
"Paratetrapedia_calcarata","43","319.767442","327.068351","49.877456","574.57753"
"Triepeolus_penicilliferus","24","108","61.673756","12.589103","1029.451409"
"Melissodes_trifasciatus","5","260","112.880468","50.48168","4941.366761"
"Centris_tricolor","30","149.566667","161.558078","29.496335","823.561127"
"Eucera_edwardsii","77","210.636364","231.632133","26.396931","320.867972"
"Xylocopa_pulchra","1","330",NA,NA,"24706.833807"
"Centris_pallida","51","90.705882","103.328272","14.468852","484.447722"
"Trigona_corvina","77","438.025974","423.952392","48.313859","320.867972"
"Anthophora_maculifrons","54","132.722222","131.032391","17.83125","457.533959"
"Ceratina_cockerelli","44","209.068182","103.378149","15.584842","561.51895"
"Anthophora_flavocincta","24","194.208333","85.618456","17.476794","1029.451409"
"Anthophora_porterae","90","81.511111","133.111869","14.031223","274.520376"
"Diadasia_sphaeralcearum","38","52.131579","54.432289","8.830083","650.179837"
"Melissodes_confusus","87","85.149425","94.485698","10.12993","283.986595"
"Scaptotrigona_hellwegeri","39","51.179487","43.871146","7.025006","633.508559"
"Centris_atripes","99","71.89899","53.87618","5.41476","249.563978"
"Melissodes_coreopsis","154","74.974026","63.270862","5.098511","160.433986"
"Partamona_bilineata","84","142.964286","167.07876","18.229787","294.128974"
"Plebeia_pulchra","29","189.551724","140.164084","26.027817","851.959786"
"Melissodes_tepidus","65","157.707692","140.397285","17.41414","380.105135"
"Melissodes_robustior","32","224.15625","171.645755","30.342969","772.088556"
"Ancyloscelis_apiformis","78","194.538462","251.631079","28.491609","316.75428"
"Melissodes_bimatris","72","136.916667","161.712469","19.057997","343.15047"
"Melissodes_moorei","7","406.285714","156.538296","59.165915","3529.547687"
"Anthophorula_nitens","9","190.666667","68.956508","22.985503","2745.203756"
"Melissodes_limbus","51","66.117647","56.872717","7.963773","484.447722"
"Centris_transversa","28","54.214286","39.674002","7.497682","882.386922"
"Anthophora_walshii","75","82.413333","67.506575","7.794988","329.424451"
"Melissodes_grindeliae","46","87.086957","52.233164","7.70136","537.105083"
"Melissodes_subagilis","107","65.981308","58.566843","5.66187","230.904989"
"Anthophorula_albicans","15","252.266667","205.102228","52.957168","1647.122254"
"Anthophora_phenax","27","60.925926","55.561418","10.6928","915.067919"
"Diadasia_nigrifrons","40","323.275","279.351446","44.169342","617.670845"
"Exomalopsis_solani","101","59.118812","54.157232","5.388846","244.622117"
"Melissodes_intortus","12","117.833333","72.953077","21.059739","2058.902817"
"Melissodes_comptoides","148","176.912162","119.731839","9.841897","166.938066"
"Melissodes_thelypodii","79","97.303797","133.38794","15.007316","312.744732"
"Melipona_colimana","2","73","15.556349","11","12353.416903"
"Diadasia_lutzi","85","74.305882","52.514629","5.696011","290.668633"
"Diadasia_afflicta","45","116.911111","84.212616","12.553676","549.040751"
"Diadasia_consociata","19","139.789474","80.595409","18.489855","1300.359674"
"Anthophorula_consobrina","13","47","34.078341","9.451631","1900.525677"
"Plebeia_frontalis","71","293.915493","384.750893","45.66153","347.983575"
"Plebeia_moureana","15","116.4","119.446222","30.840882","1647.122254"
"Diadasia_tropicalis","25","112.08","126.56682","25.313364","988.273352"
"Centris_varia","128","266.234375","354.983142","31.376373","193.022139"
"Anthophora_timberlakei","14","112.571429","110.85938","29.628416","1764.773843"
"Ceratina_acantha","93","319.774194","249.763851","25.899305","265.66488"
"Melissodes_pallidisignatus","100","126.53","139.199693","13.919969","247.068338"
"Anthophora_squammulosa","54","56.777778","50.072275","6.813974","457.533959"
"Melissodes_wheeleri","54","120.111111","81.453","11.084349","457.533959"
"Svastra_sabinensis","64","67.9375","45.832987","5.729123","386.044278"
"Melissodes_boltoniae","35","232.885714","104.835381","17.720414","705.909537"
"Exomalopsis_analis","80","248.7375","315.994662","35.329277","308.835423"
"Svastra_duplocincta","30","60.133333","25.100808","4.58276","823.561127"
"Anthophorula_texana","15","161.066667","86.805585","22.413106","1647.122254"
"Exomalopsis_similis","56","191.142857","265.489218","35.477489","441.193461"
"Melissodes_verbesinarum","74","57.337838","43.597247","5.068077","333.876133"
"Melitoma_taurea","108","264.805556","90.143547","8.674067","228.76698"
"Anthophorula_compactula","75","57.146667","35.212749","4.066018","329.424451"
"Centris_agameta","11","39.818182","22.017349","6.638481","2246.075801"
"Melissodes_humilior","17","43.235294","17.647696","4.280195","1453.343165"
"Melissodes_micheneri","4","410.25","198.489924","99.244962","6176.708452"
"Melissodes_menuachus","88","63.159091","44.880143","4.784239","280.759475"
"Anthophora_columbariae","14","126.142857","71.559397","19.125053","1764.773843"
"Exomalopsis_snowi","26","86.384615","92.539322","18.148454","950.262839"
"Diadasia_knabiana","2","36.5","2.12132","1.5","12353.416903"
"Melipona_grandis","54","331.222222","315.967318","42.997706","457.533959"
"Melitoma_marginella","45","154.666667","156.105442","23.270825","549.040751"
"Euglossa_townsendi","44","436.431818","458.541895","69.127792","561.51895"
"Xylocopa_gualanensis","37","170.243243","335.625403","55.176476","667.752265"
"Melissodes_utahensis","36","78.305556","41.742626","6.957104","686.300939"
"Epicharis_analis","14","221","298.563226","79.794379","1764.773843"
"Eucera_interrupta","36","166.055556","63.103971","10.517328","686.300939"
"Anthophora_estebana","20","60.4","46.336754","10.361213","1235.34169"
"Melissodes_glenwoodensis","60","72.683333","58.199974","7.513584","411.780563"
"Svastra_machaerantherae","47","62.191489","70.495648","10.282847","525.677315"
"Neolarra_vigilans","36","83","101.071121","16.845187","686.300939"
"Ceratina_pacifica","80","133.475","131.068344","14.653886","308.835423"
"Melipona_costaricensis","15","702.6","527.440288","136.184497","1647.122254"
"Ericrocis_pintada","35","50.514286","31.470221","5.319438","705.909537"
"Eucera_vulpes","8","260.25","125.370024","44.324997","3088.354226"
"Centris_decolorata","45","240.955556","175.546026","26.168856","549.040751"
"Anthophora_rhodothorax","14","284.071429","145.065218","38.77031","1764.773843"
"Neolarra_californica","38","78.868421","87.141752","14.136259","650.179837"
"Melissodes_dagosus","42","85.785714","53.568527","8.265803","588.257948"
"Centris_trigonoides","75","287.106667","371.671447","42.916922","329.424451"
"Eucera_actuosa","56","158.982143","114.967583","15.36319","441.193461"
"Melissodes_opuntiellus","21","75.380952","39.899218","8.706723","1176.515896"
"Melipona_solani","13","274.307692","180.910837","50.175638","1900.525677"
"Anthophorula_euphorbiae","14","68","39.88252","10.659052","1764.773843"
"Mesocheira_bicolor","65","206.738462","289.249583","35.876995","380.105135"
"Anthophorula_albata","22","114","144.838827","30.879742","1123.0379"
"Melissodes_snowii","14","41.428571","11.862768","3.170458","1764.773843"
"Anthophora_mortuaria","22","44.363636","21.994686","4.689283","1123.0379"
"Xylocopa_muscaria","55","364.927273","475.067709","64.058117","449.21516"
"Gaesischia_exul","23","92.086957","145.287149","30.294465","1074.210166"
"Epicharis_maculata","27","313.444444","327.509992","63.029327","915.067919"
"Holcopasites_minimus","8","90.875","59.700293","21.107241","3088.354226"
"Nomada_bella","28","211.678571","78.874515","14.905882","882.386922"
"Eufriesea_mexicana","32","249","344.582871","60.914221","772.088556"
"Exomalopsis_solidaginis","39","69.512821","30.47421","4.879779","633.508559"
"Eucera_lutziana","9","53.777778","23.705367","7.901789","2745.203756"
"Nomada_australis","51","223.960784","71.26176","9.978642","484.447722"
"Epeolus_ilicis","14","250.714286","43.288706","11.569393","1764.773843"
"Melipona_panamica","8","807.625","398.694275","140.959713","3088.354226"
"Eucera_kullenbergi","2","269","45.254834","32","12353.416903"
"Tetragonula_sirindhornae","4","130.25","145.073257","72.536629","6176.708452"
"Oreopasites_vanduzeei","26","216.807692","173.106908","33.949058","950.262839"
"Melissodes_vernalis","16","91.9375","63.7845","15.946125","1544.177113"
"Anthophora_peritomae","46","61.304348","30.346788","4.47439","537.105083"
"Neolarra_verbesinae","12","57.916667","30.547901","8.818419","2058.902817"
"Centris_fuscata","48","205.083333","242.512279","35.003632","514.725704"
"Diadasia_vallicola","45","72.6","56.666649","8.447365","549.040751"
"Melissodes_fimbriatus","16","164","125.848586","31.462146","1544.177113"
"Diadasia_laticauda","12","255.916667","109.428647","31.589329","2058.902817"
"Melitoma_segmentaria","85","220.952941","289.993838","31.454248","290.668633"
"Ceratina_nanula","148","184.432432","195.083626","16.035775","166.938066"
"Exomalopsis_byersi","18","37.388889","20.965346","4.941579","1372.601878"
"Thygater_micheneri","5","91","40.416581","18.074845","4941.366761"
"Epeolus_canadensis","27","129.777778","55.405035","10.662704","915.067919"
"Deltoptila_aurulentocaudata","11","82","77.726443","23.435404","2246.075801"
"Brachynomada_margaretae","4","58.25","38.31775","19.158875","6176.708452"
"Trigona_albipennis","41","431.292683","364.570517","56.936349","602.605703"
"Anthophorula_completa","39","65.538462","40.954305","6.557937","633.508559"
"Exomalopsis_mellipes","61","123.57377","167.326473","21.42396","405.030062"
"Anthophora_fulvicauda","16","177.4375","208.531682","52.13292","1544.177113"
"Caenonomada_bruneri","22","171.318182","141.009418","30.063309","1123.0379"
"Euglossa_atroveneta","10","76.7","82.012262","25.934554","2470.683381"
"Trigona_fuscipennis","91","368.637363","404.888778","42.443877","271.503668"
"Euglossa_obtusa","6","274","204.479828","83.47854","4117.805634"
"Eufriesea_rugosa","18","129.222222","130.184736","30.684837","1372.601878"
"Eucera_aragalli","5","57.8","29.558417","13.218926","4941.366761"
"Melissodes_coloradensis","28","114.892857","77.532951","14.65235","882.386922"
"Melissodes_sphaeralceae","18","62.833333","32.554479","7.673164","1372.601878"
"Eucera_fulvitarsis","64","83.796875","66.724304","8.340538","386.044278"
"Melissodes_hymenoxidis","21","112.285714","86.670146","18.912976","1176.515896"
"Anthophorula_exilis","5","70.4","30.956421","13.844132","4941.366761"
"Eucera_primiveris","33","67.424242","35.440999","6.169486","748.691934"
"Anthophora_striata","12","152.333333","196.300018","56.666934","2058.902817"
"Oreopasites_barbarae","3","75.333333","13.576941","7.838651","8235.611269"
"Triopasites_penniger","22","73.727273","35.863739","7.646175","1123.0379"
"Townsendiella_pulchra","23","62.043478","24.341282","5.075508","1074.210166"
"Centris_cockerelli","56","81.375","63.434307","8.476766","441.193461"
"Xylocopa_guatemalensis","31","48.096774","41.95343","7.535058","796.994639"
