"species","n_awi_pm_sr_yr","mean_awi_pm_sr_yr","sd_awi_pm_sr_yr","se_awi_pm_sr_yr","within_sp_var_awi_pm_sr_yr"
"Eulaema_peruviana","5","16444.6","4729.707634","2115.189557","2930493.117812"
"Euglossa_laevicincta","11","16858.727273","3527.032721","1063.440378","1332042.326278"
"Eufriesea_vidua","10","17216.1","5318.935325","1681.995035","1465246.558906"
"Euglossa_magnipes","9","18391.666667","5435.068951","1811.68965","1628051.732118"
"Euglossa_parvula","21","18826.619048","3615.522777","788.971752","697736.456622"
"Euglossa_pleosticta","22","12989.181818","4549.598607","969.977682","666021.163139"
"Euglossa_ioprosopa","11","20318.636364","4652.456561","1402.768433","1332042.326278"
"Euglossa_analis","19","16951.789474","7053.117243","1618.096068","771182.399424"
"Euglossa_fimbriata","13","9604.538462","3248.976598","901.103978","1127112.73762"
"Eufriesea_superba","14","15077.857143","4129.416477","1103.632976","1046604.684933"
"Melipona_captiosa","7","18408.142857","7174.361538","2711.653778","2093209.369866"
"Eufriesea_ornata","13","18570","5040.420237","1397.961047","1127112.73762"
"Melipona_amazonica","11","15735.272727","5162.454941","1556.538731","1332042.326278"
"Exaerete_trochanterica","5","18135.4","5813.043205","2599.671953","2930493.117812"
"Euglossa_securigera","14","13157.5","5641.748062","1507.820594","1046604.684933"
"Tetragonisca_weyrauchi","6","15436","5847.405989","2387.193499","2442077.598177"
"Duckeola_ghilianii","18","18401.555556","3533.061416","832.750562","814025.866059"
"Euglossa_retroviridis","8","20967.375","4278.441704","1512.657571","1831558.198633"
"Eulaema_polyzona","4","14647.5","1838.555502","919.277751","3663116.397265"
"Melipona_bradleyi","11","18601.727273","4594.61485","1385.328501","1332042.326278"
"Trigona_lacteipennis","16","15992.5","5964.61583","1491.153957","915779.099316"
"Euglossa_dressleri","10","17232.4","4969.014819","1571.340456","1465246.558906"
"Ammobates_muticus","9","2698.333333","1251.499301","417.166434","1628051.732118"
"Anthophora_punctilabris","3","5415.666667","1119.005958","646.058391","4884155.196354"
"Eucera_eucnemidea","8","4089.875","1081.802786","382.475043","1831558.198633"
"Isepeolus_vachali","21","2102.380952","1808.567236","394.661727","697736.456622"
"Sphecodopsis_capensis","5","2278.6","1297.692298","580.345638","2930493.117812"
"Lanthanomelissa_clementis","5","12576.2","3030.649056","1355.347461","2930493.117812"
"Plebeia_nigriceps","4","11804.25","978.577667","489.288834","3663116.397265"
"Diadasina_riparia","5","8091","3733.834691","1669.821637","2930493.117812"
"Chalepogenus_muelleri","2","10670","490.732106","347","7326232.794531"
"Epicharis_dejeanii","9","12644.555556","3212.075268","1070.691756","1628051.732118"
"Thygater_sordidipennis","1","11228",NA,NA,"14652465.589061"
"Chalepogenus_goeldianus","3","9459","2181.893444","1259.716767","4884155.196354"
"Plebeia_remota","11","13235.090909","3091.798973","932.212466","1332042.326278"
"Gaesischia_fulgurans","9","10957.666667","2106.126539","702.04218","1628051.732118"
"Euglossa_mandibularis","6","12547.333333","1744.718392","712.278301","2442077.598177"
"Gaesischia_sparsa","2","9566","1315.218613","930","7326232.794531"
"Centris_spilopoda","7","9552.714286","1866.773126","705.573921","2093209.369866"
"Tetrapedia_diversipes","13","10430.076923","2369.697078","657.235717","1127112.73762"
"Xylocopa_bambusae","5","11481.8","846.05774","378.368524","2930493.117812"
"Lanthanomelissa_magaliae","2","10549","1360.473447","962","7326232.794531"
"Lanthanomelissa_discrepans","4","10567.75","921.057861","460.52893","3663116.397265"
"Lanthanomelissa_pampicola","1","11049",NA,NA,"14652465.589061"
"Melissoptila_paraguayensis","5","10386","1925.627041","861.166593","2930493.117812"
"Tapinotaspoides_serraticornis","3","11867.333333","1616.73292","933.421187","4884155.196354"
"Isepeolus_octopunctatus","2","9932.5","12591.450453","8903.5","7326232.794531"
"Gaesischia_nigra","7","10113.571429","2870.928935","1085.109142","2093209.369866"
"Centris_burgdorfi","5","9108","2110.489872","943.839764","2930493.117812"
"Thygater_chaetaspis","1","12079",NA,NA,"14652465.589061"
"Ceratina_penicillata","19","4956.631579","5035.916712","1155.318528","771182.399424"
"Ceratina_lunata","26","2836.807692","1488.751397","291.96817","563556.36881"
"Ceratina_rufigastra","42","3171.404762","1480.293611","228.414263","348868.228311"
"Nomada_bethunei","30","8929.766667","2672.242952","487.882581","488415.519635"
"Melissodes_perlusus","28","2442.678571","879.128527","166.139675","523302.342466"
"Protohalonia_amoena","10","997.6","802.069712","253.636713","1465246.558906"
"Protohalonia_venusta","25","2564.64","4580.451396","916.090279","586098.623562"
"Melissodes_sexcinctus","4","10809.25","2503.788779","1251.89439","3663116.397265"
"Melissodes_plumosus","14","2592.5","1114.413178","297.83945","1046604.684933"
"Eucera_morio","2","4067.5","1069.85256","756.5","7326232.794531"
"Epeolus_carolinus","5","7126.8","4106.060362","1836.286018","2930493.117812"
"Mesoplia_azurea","2","9711.5","256.679762","181.5","7326232.794531"
"Epeolus_axillaris","5","1629","473.783178","211.882279","2930493.117812"
"Melecta_alexanderi","13","2413","2265.046063","628.210748","1127112.73762"
"Epeolus_ferrarii","8","2239.5","1068.952892","377.931919","1831558.198633"
"Epeolus_nebulosus","1","887",NA,NA,"14652465.589061"
"Epeolus_basili","4","2390.5","1563.116652","781.558326","3663116.397265"
"Halterapis_nigrinervis","20","3433.6","1750.984337","391.532001","732623.279453"
"Allodape_punctata","10","3909.8","2056.260349","650.246617","1465246.558906"
"Ceratina_braunsi","17","2377.529412","1544.806991","374.670729","861909.740533"
"Thyreus_albomaculatus","23","3347.782609","1575.596336","328.534547","637063.721264"
"Megachile_campanulae","171","8040.356725","1996.812359","152.700058","85686.933269"
"Nomada_gutierreziae","35","1931.571429","934.146301","157.899544","418641.873973"
"Ancyloscelis_sejunctus","12","2611.5","1053.740653","304.188725","1221038.799088"
"Melissodes_tuckeri","10","5583.3","4003.692353","1266.078689","1465246.558906"
"Epeolus_tessieris","4","1084.25","101.97181","50.985905","3663116.397265"
"Melissodes_personatellus","7","2655.285714","1985.766075","750.549028","2093209.369866"
"Holcopasites_arizonicus","16","1955.375","1268.413228","317.103307","915779.099316"
"Isepeolus_wagenknechti","6","1210.333333","2137.620796","872.680036","2442077.598177"
"Bombus_funerarius","1","14677",NA,NA,"14652465.589061"
"Trigonisca_browni","9","15893.555556","5024.049415","1674.683138","1628051.732118"
"Melissodes_labiatarum","3","4063.666667","689.634928","398.160911","4884155.196354"
"Andrena_dunningi","141","9276.241135","3022.104962","254.50715","103918.195667"
"Lasioglossum_smilacinae","77","9078.467532","2704.33364","308.187421","190291.760897"
"Andrena_bradleyi","65","9616.6","2334.818715","289.59862","225422.547524"
"Andrena_carlini","206","8485.126214","2662.39775","185.498041","71128.473733"
"Andrena_regularis","50","10590.16","2790.320261","394.610876","293049.311781"
"Lasioglossum_oblongum","88","9596.693182","1724.129495","183.792822","166505.290785"
"Lasioglossum_weemsi","68","8752.176471","1958.509607","237.504176","215477.435133"
"Megachile_inimica","202","5208.905941","3219.108018","226.49565","72536.958362"
"Andrena_clarkella","527","10602.713472","5324.734443","231.949075","27803.540017"
"Andrena_crataegi","281","7645.284698","3504.934229","209.086847","52144.005655"
"Hasinamelissa_seyrigi","1","2539",NA,NA,"14652465.589061"
"Eufriesea_nordestina","3","6105.333333","2772.946507","1600.961412","4884155.196354"
"Toromelissa_nemaglossa","11","830.545455","1592.555642","480.173593","1332042.326278"
"Nomada_armatella","26","9089.346154","1463.53446","287.022722","563556.36881"
"Ptilothrix_sumichrasti","6","3538.5","1854.459571","757.07995","2442077.598177"
"Diadasia_martialis","35","1159.885714","897.015043","151.623216","418641.873973"
"Simanthedon_linsleyi","8","1592.125","419.329205","148.255262","1831558.198633"
"Scaura_coccidophila","19","18612.263158","3627.210894","832.139249","771182.399424"
"Euglossa_truncata","10","10539.4","1730.253623","547.154238","1465246.558906"
"Melissodes_clarkiae","7","3733.428571","1291.808662","488.25778","2093209.369866"
"Partamona_gregaria","8","14348.75","4628.23554","1636.328368","1831558.198633"
"Melissodes_morrilli","5","2846.2","706.934014","316.150502","2930493.117812"
"Ceratina_tarsata","10","255.5","233.424863","73.815423","1465246.558906"
"Exomalopsis_bicellularis","2","12557","598.212337","423","7326232.794531"
"Epicharis_baccharis","6","10452.5","1118.274519","456.533661","2442077.598177"
"Holcopasites_insoletus","7","1581.571429","751.224524","283.936181","2093209.369866"
"Holcopasites_pulchellus","20","3250.5","1349.864184","301.838808","732623.279453"
"Nomada_fragariae","14","7816.714286","2852.027334","762.236367","1046604.684933"
"Epeolus_asperatus","3","1898","754.779438","435.772112","4884155.196354"
"Hylaeus_mesillae","327","5930.036697","3553.604631","196.514785","44808.763269"
"Partamona_rustica","8","6793","2155.254509","761.997539","1831558.198633"
"Macrogalea_scaevolae","1","16231",NA,NA,"14652465.589061"
"Epicharis_xanthogastra","2","7444","1682.914139","1190","7326232.794531"
"Melipona_crinita","13","18487.538462","4778.420845","1325.29549","1127112.73762"
"Melipona_indecisa","6","11729.666667","6055.145008","2472.002598","2442077.598177"
"Chiasmognathus_batelkai","1","1810",NA,NA,"14652465.589061"
"Diadasia_piercei","14","2860.071429","1667.266324","445.595668","1046604.684933"
"Ceratina_apacheorum","39","1334.461538","683.19223","109.39831","375704.245873"
"Epicharis_iheringii","2","10224","828.729148","586","7326232.794531"
"Anthophorula_crenulata","12","1066.583333","361.260787","104.287006","1221038.799088"
"Holcopasites_ruthae","2","1694","186.67619","132","7326232.794531"
"Rhopalolemma_robertsi","4","801.5","448.123867","224.061934","3663116.397265"
"Diadasia_palmarum","11","539.181818","368.016526","110.961158","1332042.326278"
"Frieseomelitta_languida","5","5640.6","3738.240669","1671.79205","2930493.117812"
"Centris_rhodoprocta","24","13103.25","8397.063914","1714.043494","610519.399544"
"Nomada_zonata","72","8904.138889","2096.023736","247.018766","203506.466515"
"Epeolus_variegatus","195","8179.430769","2883.508455","206.492329","75140.849175"
"Xylocopa_dimidiata","5","9921.4","5061.958939","2263.776857","2930493.117812"
"Centris_sponsa","4","11675","3494.890938","1747.445469","3663116.397265"
"Centris_rufohirta","2","14145","2493.25851","1763","7326232.794531"
"Trigona_amalthea","49","16383.142857","8906.808082","1272.401155","299029.909981"
"Bombus_mendax","24","14803.291667","4819.096591","983.693972","610519.399544"
"Rhathymus_unicolor","1","9540",NA,NA,"14652465.589061"
"Nomada_obscura","129","10698.147287","5773.627828","508.339585","113585.004566"
"Nomada_integra","61","8896.852459","3346.431566","428.466657","240204.353919"
"Nomada_pygmaea","80","9282.0375","2091.671607","233.855995","183155.819863"
"Eucera_clypeata","21","6161.809524","2037.266075","444.567905","697736.456622"
"Xylocopa_caerulea","21","17833.52381","7110.412151","1551.619138","697736.456622"
"Xylocopa_grisescens","39","8254.666667","2788.331564","446.490386","375704.245873"
"Bombus_opulentus","13","8961.923077","3418.293494","948.064036","1127112.73762"
"Bombus_sushkini","1","4553",NA,NA,"14652465.589061"
"Bombus_longipennis","3","6854.666667","754.45963","435.58747","4884155.196354"
"Epiclopus_wagenknechti","8","311.75","367.760306","130.022903","1831558.198633"
"Eufriesea_nigrohirta","2","6407","453.962554","321","7326232.794531"
"Xylocopa_albinotum","2","13579","623.668181","441","7326232.794531"
"Xylocopa_erythrina","25","5877.16","2301.013738","460.202748","586098.623562"
"Xylocopa_sicheli","52","2265.365385","1428.452776","198.090759","281778.184405"
"Xylocopa_scioensis","55","3094.581818","2129.311667","287.116327","266408.465256"
"Xylocopa_albifrons","9","2197.444444","1173.626763","391.208921","1628051.732118"
"Ceratina_aloes","13","1475.692308","877.031773","243.244848","1127112.73762"
"Ceratina_subquadrata","49","3437.428571","1746.893707","249.556244","299029.909981"
"Ceratina_perpolita","14","1466.285714","1278.89029","341.797807","1046604.684933"
"Eucondylops_konowi","1","1616",NA,NA,"14652465.589061"
"Allodape_skaifeorum","17","3598.294118","1677.989488","406.972229","861909.740533"
"Allodape_mucronata","4","3072.75","465.804948","232.902474","3663116.397265"
"Allodape_friesei","9","2161.444444","2142.396328","714.132109","1628051.732118"
"Allodape_exoloma","17","4434","1399.708095","339.479078","861909.740533"
"Braunsapis_leptozonia","26","5547.269231","4608.860376","903.871884","563556.36881"
"Braunsapis_albipennis","54","1240.814815","1195.790053","162.726415","271341.955353"
"Allodapula_dichroa","16","4149.6875","2256.767887","564.191972","915779.099316"
"Pachymelus_peringueyi","8","711.25","349.612745","123.606771","1831558.198633"
"Allodapula_empeyi","3","3331","365.812794","211.202115","4884155.196354"
"Allodapula_melanopus","23","2451.956522","1681.766076","350.672468","637063.721264"
"Braunsapis_elizabethana","7","2122.857143","1129.63555","426.962105","2093209.369866"
"Anthophora_vestita","56","3378.821429","1624.097412","217.029146","261651.171233"
"Anthophora_wartmanni","8","2479.125","1582.554755","559.517599","1831558.198633"
"Allodapula_acutigera","8","2188","1410.819012","498.799845","1831558.198633"
"Epeolus_caffer","11","1475.090909","1349.107072","406.771087","1332042.326278"
"Braunsapis_otavica","18","1397.555556","972.541983","229.230344","814025.866059"
"Braunsapis_foveata","10","6589.7","2474.767601","782.59023","1465246.558906"
"Eucondylops_reducta","1","3026",NA,NA,"14652465.589061"
"Ceratina_malindiae","1","5473",NA,NA,"14652465.589061"
"Ceratina_tanganyicensis","17","4494.117647","1462.458285","354.698234","861909.740533"
"Compsomelissa_zaxantha","6","3021.666667","1141.418357","465.982093","2442077.598177"
"Ceratina_ericia","3","6475.333333","3570.988985","2061.711452","4884155.196354"
"Ceratina_rhodura","9","602.444444","193.658921","64.552974","1628051.732118"
"Ctenoplectra_albolimbata","10","4935.7","2519.275956","796.665008","1465246.558906"
"Ceratina_minuta","8","3438.5","3261.465183","1153.102074","1831558.198633"
"Braunsapis_paradoxa","3","2275.333333","2048.252263","1182.558995","4884155.196354"
"Ctenoplectra_polita","2","11364","862.670273","610","7326232.794531"
"Bombus_religiosus","2","11786","2317.896029","1639","7326232.794531"
"Bombus_nobilis","2","10704","787.716954","557","7326232.794531"
"Bombus_securus","2","7932","2032.224889","1437","7326232.794531"
"Plebeia_minima","15","16752.866667","5663.855601","1462.401228","976831.039271"
"Alloscirtetica_porteri","7","295.428571","266.182805","100.607644","2093209.369866"
"Thygater_paranaensis","2","13249.5","1577.555229","1115.5","7326232.794531"
"Protohalonia_carinata","3","4816","4225.525648","2439.60837","4884155.196354"
"Bombus_ecuadorius","1","9488",NA,NA,"14652465.589061"
"Alloscirtetica_valparadisaea","9","1388.666667","1010.740941","336.913647","1628051.732118"
"Melipona_mimetica","4","4949.75","2540.132985","1270.066493","3663116.397265"
"Nomada_basalis","23","4792.217391","2125.662334","443.231236","637063.721264"
"Lepidotrigona_flavibasis","10","8238.3","3869.863823","1223.758392","1465246.558906"
"Ceratina_compacta","14","7041","1544.552412","412.798996","1046604.684933"
"Xylocopa_acutipennis","4","11433.75","8808.090802","4404.045401","3663116.397265"
"Bombus_convexus","2","9939","5084.097757","3595","7326232.794531"
"Bombus_friseanus","2","7447","1559.877559","1103","7326232.794531"
"Bombus_imitator","1","16780",NA,NA,"14652465.589061"
