"species","n_alt","mean_alt","sd_alt","se_alt","within_sp_var_alt"
"Euherbstia_excellens","9","1653.111111","731.479912","243.826637","29029.390251"
"Liphanthus_quadrifasciatus","3","2313.666667","1317.841543","760.85617","87088.170753"
"Andrena_bassana","1","72",NA,NA,"261264.512259"
"Andrena_falcinella","1","128",NA,NA,"261264.512259"
"Halopanurgus_fuzetus","2","15","11.313708","8","130632.25613"
"Andrena_truncatilabris","10","230.2","134.981316","42.68484","26126.451226"
"Andrena_camellia","1","472",NA,NA,"261264.512259"
"Andrena_aerinifrons","6","229.666667","147.68164","60.290777","43544.085377"
"Panurginus_albopilosus","10","646.2","692.056163","218.847374","26126.451226"
"Andrena_hispania","16","330.125","416.994624","104.248656","16329.032016"
"Panurgus_perezi","5","447.2","358.842166","160.479095","52252.902452"
"Panurgus_cephalotes","7","518.142857","447.171268","169.014853","37323.501751"
"Andrena_alluaudi","7","117","212.736927","80.407001","37323.501751"
"Callonychium_flaviventre","8","1061.25","584.86769","206.781955","32658.064032"
"Andrena_curiosa","1","131",NA,NA,"261264.512259"
"Andrena_ferrugineicrus","19","228.263158","322.677142","74.027213","13750.763803"
"Andrena_wilhelmi","1","603",NA,NA,"261264.512259"
"Andrena_combaella","3","915.666667","737.658683","425.887439","87088.170753"
"Andrena_florentina","6","374.5","346.38519","141.411162","43544.085377"
"Andrena_nobilis","11","722.636364","888.811372","267.986712","23751.319296"
"Oxaea_stenocoryphe","21","685.666667","483.118239","105.425043","12441.16725"
"Neffapis_longilingua","3","1595.333333","915.47383","528.549062","87088.170753"
"Andrena_spolata","8","592.875","515.246248","182.167058","32658.064032"
"Andrena_tenuistriata","43","452.465116","365.886097","55.797107","6075.91889"
"Andrena_spreta","32","571.4375","531.635088","93.980694","8164.516008"
"Andrena_relata","3","739","130.215206","75.179784","87088.170753"
"Andrena_corax","2","626","371.938167","263","130632.25613"
"Andrena_orana","1","57",NA,NA,"261264.512259"
"Clavipanurgus_desertus","2","816.5","287.79246","203.5","130632.25613"
"Mermiglossa_rufa","14","1302.928571","167.174926","44.679378","18661.750876"
"Panurgus_farinosus","5","497.2","326.721135","146.114134","52252.902452"
"Panurgus_avarus","1","2805",NA,NA,"261264.512259"
"Panurgus_dentatus","3","455","389.023136","224.602612","87088.170753"
"Andrena_rugothorace","6","270","243.876198","99.562041","43544.085377"
"Panurgus_convergens","4","1133.5","356.477676","178.238838","65316.128065"
"Panurgus_maroccanus","9","257.333333","168.931939","56.310646","29029.390251"
"Clavipanurgus_orientalicus","4","138.5","206.498588","103.249294","65316.128065"
"Panurginus_turcomanicus","2","168","24.041631","17","130632.25613"
"Panurgus_calceatus","2","486","299.813275","212","130632.25613"
"Andrena_biskrensis","5","1113.6","178.062629","79.632029","52252.902452"
"Melitturga_pictipes","7","1715.428571","843.763959","318.9128","37323.501751"
"Andrena_kamarti","10","1343","1036.823354","327.872333","26126.451226"
"Andrena_schulzi","2","381.5","345.775216","244.5","130632.25613"
"Parasarus_specularis","1","1277",NA,NA,"261264.512259"
"Andrena_ungeri","1","223",NA,NA,"261264.512259"
"Andrena_arsinoe","1","18",NA,NA,"261264.512259"
"Andrena_thomsonii","4","1114.25","1087.117097","543.558549","65316.128065"
"Panurgus_rungsii","4","380","287.676902","143.838451","65316.128065"
"Andrena_figurata","2","1674","50.911688","36","130632.25613"
"Andrena_fedtschenkoi","2","587.5","191.625938","135.5","130632.25613"
"Andrena_garrula","2","671.5","70.003571","49.5","130632.25613"
"Andrena_limassolica","2","907.5","1222.587625","864.5","130632.25613"
"Andrena_elmaria","2","266.5","137.885822","97.5","130632.25613"
"Andrena_nisoria","3","224.333333","47.920072","27.666666","87088.170753"
"Parasarus_spiniventris","2","2226","465.276262","329","130632.25613"
"Andrena_benefica","9","123.333333","266.078936","88.692979","29029.390251"
"Andrena_komachi","3","292","462.467296","267.005618","87088.170753"
"Andrena_watasei","8","358.625","462.547276","163.535158","32658.064032"
"Andrena_opacifovea","9","301.777778","412.406589","137.468863","29029.390251"
"Andrena_foveopunctata","3","9","2.645751","1.527525","87088.170753"
"Andrena_isabellina","2","202","70.710678","50","130632.25613"
"Flavipanurgus_venustus","1","886",NA,NA,"261264.512259"
"Andrena_rotundilabris","3","399.666667","244.049858","140.902251","87088.170753"
"Andrena_fuligula","1","33",NA,NA,"261264.512259"
"Andrena_speciosa","1","344",NA,NA,"261264.512259"
"Andrena_venerabilis","1","326",NA,NA,"261264.512259"
"Andrena_rufiventris","1","90",NA,NA,"261264.512259"
"Andrena_mucronata","2","270","275.771645","195","130632.25613"
"Panurgus_niloticus","4","1309","568.876671","284.438336","65316.128065"
"Andrena_seminuda","1","259",NA,NA,"261264.512259"
"Melitturga_oraniensis","1","1061",NA,NA,"261264.512259"
"Andrena_merula","1","24",NA,NA,"261264.512259"
"Andrena_byrsicola","1","1851",NA,NA,"261264.512259"
"Hylaeus_wootoni","229","1875.082969","612.316336","40.463002","1140.893067"
"Osmia_conjuncta","117","209.512821","135.056477","12.485976","2233.030019"
"Osmia_proxima","203","764.009852","896.061625","62.891197","1287.017302"
"Heriades_carinata","524","485.353053","593.966902","25.947565","498.596397"
"Coelioxys_moestus","150","1014.906667","1023.862153","83.597995","1741.763415"
"Heriades_variolosa","309","505.313916","602.585044","34.279865","845.516221"
"Osmia_pumila","641","253.776911","258.382738","10.205505","407.588943"
"Coelioxys_funerarius","70","967.171429","998.076047","119.292905","3732.350175"
"Coelioxys_alternatus","83","680.204819","745.734239","81.854967","3147.765208"
"Osmia_georgica","413","281.723971","308.373751","15.17408","632.601725"
"Heriades_crucifera","32","1605.28125","527.898832","93.320211","8164.516008"
"Hoplitis_simplex","60","152.383333","114.438214","14.77391","4354.408538"
"Megachile_subnigra","114","1188.324561","737.489325","69.072204","2291.793967"
"Ashmeadiella_bucconis","321","1202.492212","659.41521","36.804968","813.908138"
"Coelioxys_simillimus","36","525.5","589.873618","98.31227","7257.347563"
"Megachile_umbripennis","68","221.617647","394.590777","47.85116","3842.12518"
"Lithurgopsis_echinocacti","50","991.94","502.438601","71.055548","5225.290245"
"Ashmeadiella_rubrella","81","754.790123","610.931455","67.881273","3225.487806"
"Megachile_anograe","33","1458.909091","659.99282","114.890003","7917.106432"
"Pseudoanthidium_minutulum","29","873.896552","373.873197","69.42651","9009.121112"
"Osmia_unca","73","1493.767123","584.330707","68.390736","3578.965921"
"Stelis_interrupta","8","1516.25","464.280934","164.148098","32658.064032"
"Stelis_monticola","46","1217.282609","606.743243","89.459411","5679.66331"
"Osmia_austromaritima","51","1589.078431","765.213639","107.151342","5122.833574"
"Stelis_calliphorina","43","1238.186047","823.033421","125.51142","6075.91889"
"Actenosigynes_fulvoniger","2","79.5","57.275649","40.5","130632.25613"
"Nesocolletes_fulvescens","69","448.101449","407.704808","49.081891","3786.442207"
"Nesocolletes_paahaumaa","23","149.73913","296.108122","61.742812","11359.32662"
"Cephalocolletes_laticeps","9","915.111111","328.938613","109.646204","29029.390251"
"Hylaeus_signatus","437","284.080092","416.921522","19.944061","597.859296"
"Hylaeus_brevicornis","1217","176.065735","305.697478","8.762874","214.679139"
"Goniocolletes_abdominalis","3","305.666667","267.440336","154.40675","87088.170753"
"Tetraglossula_bigamica","10","418.7","398.275184","125.945672","26126.451226"
"Tetraglossula_anthracina","5","728","390.214044","174.509026","52252.902452"
"Chilicolletes_delahozii","22","523.409091","536.060201","114.288419","11875.659648"
"Hylaeus_imparilis","96","440.791667","510.729075","52.126068","2721.505336"
"Perditomorpha_pruinosa","13","1636.846154","782.462549","217.016065","20097.270174"
"Coelioxys_conoideus","477","271.834382","492.806314","22.564051","547.724344"
"Osmia_bicornis","2407","188.53012","264.748515","5.396293","108.543628"
"Coelioxys_alatus","96","130.989583","157.788833","16.104255","2721.505336"
"Coelioxys_afer","235","369.982979","426.518734","27.823014","1111.763882"
"Coelioxys_elongatus","551","208.764065","394.34875","16.799822","474.164269"
"Coelioxys_aurolimbatus","180","367.461111","474.506817","35.36765","1451.469513"
"Osmia_spinulosa","468","260.568376","444.381279","20.541532","558.257505"
"Coelioxys_argenteus","20","360.75","379.374953","84.830818","13063.225613"
"Pseudoanthidium_nanum","256","290.113281","364.417094","22.776068","1020.564501"
"Anthidiellum_strigatum","691","385.465991","501.080629","19.062005","378.096255"
"Paranthidium_jugatorium","307","1077.732899","864.637723","49.347481","851.02447"
"Hoplitis_anthocopoides","191","438.036649","537.882851","38.919837","1367.877028"
"Osmia_scutellaris","52","661.961538","553.16983","76.710853","5024.317543"
"Osmia_nasuta","7","1767.714286","416.669619","157.486313","37323.501751"
"Hoplitis_albifrons","557","1473.802513","894.413914","37.897534","469.056575"
"Osmia_dakotensis","55","1647.745455","623.163144","84.027301","4750.263859"
"Stelis_foederalis","107","1017.429907","958.722421","92.683195","2441.724414"
"Megachile_sicula","154","239.512987","362.139886","29.182064","1696.522807"
"Heriades_rubicola","63","201.746032","287.617071","36.236345","4147.05575"
"Megachile_odontostoma","104","687.826923","441.652313","43.307572","2512.158772"
"Megachile_chilopsidis","125","631.44","515.17475","46.07863","2090.116098"
"Osmia_cornuta","1533","289.39987","300.745968","7.681194","170.426949"
"Osmia_submicans","166","614.096386","569.629973","44.21186","1573.882604"
"Hoplitis_annulata","20","349.55","546.243485","122.143756","13063.225613"
"Coelioxys_fenestratus","61","259.360656","201.509308","25.800623","4283.024791"
"Anthidium_florentinum","839","384.462455","507.00704","17.503827","311.399895"
"Osmia_brevicornis","141","534.255319","487.502402","41.055108","1852.939803"
"Osmia_viridana","37","1085.054054","841.695806","138.373938","7061.203034"
"Hoplitis_zonalis","2","-66.5","465.983369","329.5","130632.25613"
"Hoplitis_brachypogon","10","805.8","359.359554","113.639469","26126.451226"
"Osmia_tergestensis","26","1408.615385","611.660172","119.956429","10048.635087"
"Coelioxys_caudatus","3","529","539.11687","311.25927","87088.170753"
"Trachusa_interrupta","84","399.035714","444.953617","48.54842","3110.291813"
"Hoplitis_acuticornis","43","987.651163","881.013996","134.353375","6075.91889"
"Atoposmia_copelandica","82","1325.341463","749.564651","82.775568","3186.152589"
"Pseudoanthidium_junodi","38","1043.473684","694.073629","112.59361","6875.381902"
"Pseudoanthidium_immaculatum","18","1543","585.339218","137.965777","14514.695126"
"Megachile_rugifrons","28","288.071429","265.002296","50.080727","9330.875438"
"Megachile_angelarum","249","954.64257","756.064053","47.913613","1049.255069"
"Megachile_parietina","286","578.367133","624.354854","36.918876","913.512281"
"Megachile_pusilla","34","201","443.775196","76.106818","7684.250361"
"Osmia_versicolor","58","511.655172","698.226514","91.681633","4504.560556"
"Megachile_montenegrensis","19","1199.736842","626.83055","143.804791","13750.763803"
"Megachile_flavipes","53","933.660377","756.690261","103.939401","4929.519099"
"Megachile_sanguinipes","9","2038.777778","966.424697","322.141566","29029.390251"
"Megachile_lobatifrons","71","992.28169","512.423268","60.813454","3679.781863"
"Rhodanthidium_septemdentatum","328","356.981707","379.840969","20.973209","796.538147"
"Megachile_albisecta","64","396.453125","495.158077","61.89476","4082.258004"
"Megachile_sinuata","63","863.206349","465.871128","58.694245","4147.05575"
"Megachile_farinosa","8","129.5","126.775392","44.82187","32658.064032"
"Osmia_kohlii","6","182.833333","165.894444","67.726123","43544.085377"
"Heriades_punctulifera","2","716","865.4987","612","130632.25613"
"Megachile_saussurei","2","1144","827.314934","585","130632.25613"
"Osmia_jacoti","15","173.066667","229.81591","59.338213","17417.634151"
"Plesianthidium_volkmanni","48","637.333333","346.242157","49.975751","5443.010672"
"Megachile_disjunctiformis","26","66.076923","71.436082","14.009768","10048.635087"
"Coelioxys_paraguayensis","2","637.5","552.250396","390.5","130632.25613"
"Megachile_chelostomoides","2","622.5","444.770165","314.5","130632.25613"
"Calliopsis_sonorana","3","1133","0","0","87088.170753"
"Colletes_hederae","943","165.338282","206.051828","6.709971","277.056747"
"Hylaeus_annulatus","1388","590.894092","811.007646","21.768586","188.230917"
"Colletes_fulgidus","274","1336.175182","845.6446","51.087259","953.520118"
"Colletes_compactus","301","520.624585","679.382393","39.15895","867.988413"
"Colletes_phaceliae","372","1515.456989","685.956794","35.565203","702.323958"
"Colletes_kincaidii","1311","1098.311213","913.239798","25.22223","199.286432"
"Colletes_hyalinus","160","520.3625","773.120513","61.120543","1632.903202"
"Chilicola_inermis","30","941","950.126307","173.468537","8708.817075"
"Colletes_americanus","223","180.560538","235.588653","15.776183","1171.589741"
"Hylaeus_inquilina","3","2264.333333","1207.155472","696.951537","87088.170753"
"Hylaeus_rinki","517","165.880077","266.372745","11.71506","505.347219"
"Hylaeus_muranus","2","1120","0","0","130632.25613"
"Hylaeus_kona","1","1817",NA,NA,"261264.512259"
"Hylaeus_kukui","5","917.2","72.299378","32.333265","52252.902452"
"Chilicola_mavida","2","3161","558.614357","395","130632.25613"
"Hylaeus_nivicola","3","2169","413.392066","238.672021","87088.170753"
"Chilicola_penai","1","1544",NA,NA,"261264.512259"
"Hylaeus_laetus","10","695.7","469.277944","148.398716","26126.451226"
"Hylaeus_assimulans","3","335.666667","86.558266","49.974438","87088.170753"
"Hylaeus_haleakalae","5","965","183.083314","81.877347","52252.902452"
"Chilicola_vina","5","1614.4","1068.158837","477.695154","52252.902452"
"Hylaeus_coloradensis","86","1810.813953","782.392958","84.367602","3037.959445"
"Chilicola_olmue","3","500","643.652857","371.61315","87088.170753"
"Hylaeus_flavifrons","2","21","24.041631","17","130632.25613"
"Hylaeus_hula","4","1269.5","139","69.5","65316.128065"
"Chilicola_travesia","6","290.666667","235.162639","96.004745","43544.085377"
"Hylaeus_connectens","12","654.583333","167.255634","48.282543","21772.042688"
"Xenochilicola_mamigna","6","2994.333333","877.705342","358.321705","43544.085377"
"Xeromelissa_rosie","3","2497.333333","815.149884","470.627005","87088.170753"
"Hylaeus_difficilis","22","958.409091","849.837052","181.185868","11875.659648"
"Hylaeus_volcanicus","9","1964.111111","698.09445","232.69815","29029.390251"
"Hylaeus_filicum","2","1475","4.242641","3","130632.25613"
"Chilicola_michelbacheri","2","1232.5","316.076731","223.5","130632.25613"
"Edwyniana_herrerae","29","1000.758621","758.044178","140.76527","9009.121112"
"Hylaeus_anthracinus","10","192.4","245.538501","77.646092","26126.451226"
"Hylaeus_pubescens","8","1504.625","864.5129","305.651467","32658.064032"
"Hylaeus_mutatus","3","692","253.645422","146.442253","87088.170753"
"Hylaeus_duckei","29","589.724138","488.593966","90.729622","9009.121112"
"Hylaeus_fuscipennis","6","473","308.622099","125.994444","43544.085377"
"Hylaeus_hostilis","3","483","396.561471","228.954872","87088.170753"
"Hylaeus_angustulus","3","1063","50.229473","29","87088.170753"
"Hylaeus_unicus","10","592.3","279.451467","88.370313","26126.451226"
"Chilicola_yali","1","1165",NA,NA,"261264.512259"
"Hylaeus_coniceps","10","1597.8","311.198686","98.409665","26126.451226"
"Xeromelissa_sielfeldi","1","3610",NA,NA,"261264.512259"
"Colletes_eulophi","105","1240.780952","943.647302","92.090547","2488.23345"
"Hylaeus_basalis","253","1413.067194","1071.252741","67.349083","1032.666056"
"Hylaeus_kokeensis","3","828","191.290355","110.441538","87088.170753"
"Sarocolletes_guaritarum","1","399",NA,NA,"261264.512259"
"Hexantheda_missionica","6","890.5","457.776692","186.886552","43544.085377"
"Hylaeus_kauaiensis","3","792.666667","363.506992","209.87086","87088.170753"
"Chilicola_erithropoda","3","108.333333","91.664242","52.922375","87088.170753"
"Hylaeus_setosifrons","3","1137.666667","55.644706","32.126486","87088.170753"
"Xeromelissa_rozeni","10","907.9","783.0918","247.635371","26126.451226"
"Hylaeus_sphecodoides","3","1093","375.580883","216.841724","87088.170753"
"Chilicola_vicugna","9","1265.777778","939.477485","313.159162","29029.390251"
"Xeromelissa_luisa","5","849.6","826.816666","369.763654","52252.902452"
"Hylaeus_specularis","6","985.5","334.731982","136.653759","43544.085377"
"Hylaeus_longiceps","7","214.285714","246.201621","93.055466","37323.501751"
"Hylaeus_mimicus","4","544","343.167598","171.583799","65316.128065"
"Hylaeus_chlorostictus","3","501.333333","433.10199","250.051551","87088.170753"
"Mourecotelles_mixtus","51","867.607843","827.429032","115.863239","5122.833574"
"Hylaeus_ombrias","2","831.5","1051.467784","743.5","130632.25613"
"Xeromelissa_pedroi","3","2756.333333","453.014716","261.548168","87088.170753"
"Chilicola_solervicensi","1","22",NA,NA,"261264.512259"
"Hylaeus_dumetorum","5","1173.6","210.985308","94.355498","52252.902452"
"Hylaeus_punctatus","286","410.804196","438.29224","25.916763","913.512281"
"Hylaeus_ornatus","60","41.55","150.428363","19.420218","4354.408538"
"Hylaeus_saniculae","33","310","268.9189","46.812772","7917.106432"
"Xeromelissa_farellones","4","2707.25","704.47445","352.237225","65316.128065"
"Chilicola_neffi","9","574.444444","446.985489","148.995163","29029.390251"
"Xeromelissa_laureli","5","3097.6","709.227961","317.176386","52252.902452"
"Hylaeus_volatilis","4","1378.5","1016.943296","508.471648","65316.128065"
"Protodiscelis_alismatis","1","191",NA,NA,"261264.512259"
"Colletes_wootoni","189","1543.380952","606.918247","44.146806","1382.351917"
"Caupolicana_yarrowi","60","1505.05","463.569658","59.846586","4354.408538"
"Xeromelissa_nortina","1","2580",NA,NA,"261264.512259"
"Chilicola_deserticola","7","345.714286","411.914115","155.688901","37323.501751"
"Hylaeus_pele","3","1265","547.555477","316.131302","87088.170753"
"Xenochilicola_diminuta","6","2002.833333","1092.143107","445.865556","43544.085377"
"Colletes_packeri","1","2061",NA,NA,"261264.512259"
"Perditomorpha_rufiventris","19","799.894737","759.651667","174.276045","13750.763803"
"Hylaeus_solaris","1","38",NA,NA,"261264.512259"
"Chilicola_diaguita","2","420.5","504.167135","356.5","130632.25613"
"Chilicola_lonco","2","1029","197.989899","140","130632.25613"
"Hylaeus_hirsutulus","3","961.333333","203.042688","117.226751","87088.170753"
"Edwyniana_mourei","12","687.083333","858.655763","247.872568","21772.042688"
"Hylaeus_akoko","1","1478",NA,NA,"261264.512259"
"Spinolapis_kalen","23","1015.478261","663.320906","138.31197","11359.32662"
"Hylaeus_paradoxicus","3","1462.666667","362.243472","209.141366","87088.170753"
"Colletes_impunctatus","347","447.146974","727.959138","39.078894","752.923666"
"Colletes_consors","144","1313.805556","967.688705","80.640725","1814.336891"
"Colletes_slevini","156","1254.538462","861.70204","68.991378","1674.772514"
"Colletes_sulcatus","97","1025.42268","904.431346","91.83109","2693.44858"
"Xeromelissa_nolanai","1","240",NA,NA,"261264.512259"
"Hylaeus_andrenoides","3","872","226.662745","130.863797","87088.170753"
"Colletes_albomaculatus","35","587.057143","704.273006","119.043866","7464.70035"
"Colletes_solidaginis","66","134.590909","125.945407","15.502808","3958.553216"
"Hylaeus_episcopalis","370","1231.832432","786.339576","40.879848","706.120303"
"Chilicola_mantagua","5","57.4","30.286961","13.544741","52252.902452"
"Colletes_mandibularis","161","549.111801","623.278248","49.121207","1622.760946"
"Colletes_clypeonitens","173","688.254335","464.481925","35.313907","1510.199493"
"Colletes_nudus","140","155.6","309.627179","26.168273","1866.175088"
"Colletes_cunicularius","1616","145.386139","178.913212","4.450632","161.673584"
"Hylaeus_facilis","3","395","355.2858","205.124352","87088.170753"
"Colletes_babai","15","422.866667","355.185639","91.708538","17417.634151"
"Colletes_scopiventer","26","1175.423077","454.687072","89.171471","10048.635087"
"Colletes_sphaeralceae","147","1319.170068","512.931668","42.305891","1777.309607"
"Colletes_salicicola","250","829.524","503.116226","31.819864","1045.058049"
"Colletes_louisae","297","1035.670034","552.994733","32.088009","879.678492"
"Hylaeus_illinoisensis","86","233.44186","316.701366","34.150787","3037.959445"
"Colletes_willistoni","64","544.671875","570.598351","71.324794","4082.258004"
"Hylaeus_nunenmacheri","34","952.764706","620.021117","106.332744","7684.250361"
"Ptiloglossa_hoplopoda","17","901.705882","724.468492","175.709419","15368.500721"
"Hylaeus_calvus","54","928.185185","769.230468","104.679008","4838.231709"
"Colletes_californicus","29","620.310345","435.284809","80.83036","9009.121112"
"Colletes_speculiferus","67","56.641791","160.469453","19.604464","3899.470332"
"Colletes_distinctus","44","40.931818","60.038127","9.051088","5937.829824"
"Hylaeus_makaha","2","553","63.63961","45","130632.25613"
"Hylaeus_strenuus","3","63","47.465777","27.404379","87088.170753"
"Hylaeus_anomalus","3","153.333333","144.507209","83.431276","87088.170753"
"Hylaeus_mana","1","421",NA,NA,"261264.512259"
"Hylaeus_dimidiatus","3","1704","195.721741","113","87088.170753"
"Colletes_skinneri","16","1932.1875","461.787862","115.446966","16329.032016"
"Colletes_gilensis","45","1915.466667","489.912126","73.031788","5805.87805"
"Perditomorpha_stilborhina","13","1157","689.093003","191.120012","20097.270174"
"Hylaeus_hurdi","18","1777.722222","419.865497","98.963247","14514.695126"
"Scrapter_niger","40","454.625","435.830224","68.910809","6531.612806"
"Colletes_tectiventris","24","683.291667","498.451731","101.746034","10886.021344"
"Eulonchopria_punctatissima","19","966.789474","579.863258","133.029755","13750.763803"
"Perditomorpha_leucostoma","3","1284.666667","262.49254","151.550139","87088.170753"
"Colletes_susannae","31","541.645161","328.466594","58.994342","8427.887492"
"Colletes_kozlovi","4","182.75","201.496691","100.748346","65316.128065"
"Colletes_nigrifrons","107","2236.869159","886.445904","85.69596","2441.724414"
"Perditomorpha_flavitarsus","23","679.913043","723.154637","150.788165","11359.32662"
"Perditomorpha_wagenknechti","7","313.857143","203.71093","76.995494","37323.501751"
"Lonchopria_cingulata","2","910","4.242641","3","130632.25613"
"Colletes_timberlakei","5","1706.4","155.480867","69.533158","52252.902452"
"Colletes_intricans","1","9",NA,NA,"261264.512259"
"Colletes_stepheni","30","456.566667","490.058454","89.472023","8708.817075"
"Hylaeus_psammobius","1","72",NA,NA,"261264.512259"
"Hylaeus_crabronoides","3","1237.333333","203.227295","117.333333","87088.170753"
"Perditomorpha_perezi","7","302.142857","424.998207","160.634223","37323.501751"
"Chilicola_luzmarieae","1","2673",NA,NA,"261264.512259"
"Trichocolletes_platyprosopis","1","33",NA,NA,"261264.512259"
"Hylaeus_pictipes","292","151.979452","226.095043","13.231212","894.74148"
"Colletes_larreae","48","751.875","470.572247","67.921253","5443.010672"
"Colletes_tuberculatus","4","2056.5","1294.550759","647.275379","65316.128065"
"Colletes_squamosus","4","1447","445.246748","222.623374","65316.128065"
"Trichocolletes_brunilabrum","1","4",NA,NA,"261264.512259"
"Colletes_sierrensis","5","1331","449.80996","201.16113","52252.902452"
"Chilicola_araucana","2","709","329.51176","233","130632.25613"
"Hylaeus_takumiae","2","2407","43.84062","31","130632.25613"
"Hylaeus_gibbus","290","336.67931","471.367205","27.679635","900.912111"
"Hylaeus_graenicheri","12","8.75","4.535216","1.309204","21772.042688"
"Xeromelissa_australis","1","269",NA,NA,"261264.512259"
"Chilicola_patagonica","1","223",NA,NA,"261264.512259"
"Hylaeus_ulaula","1","508",NA,NA,"261264.512259"
"Colletes_brevicornis","66","523.136364","666.504057","82.040978","3958.553216"
"Hylaeus_kuakea","1","440",NA,NA,"261264.512259"
"Hylaeus_hilaris","2","211","84.852814","60","130632.25613"
"Xeromelissa_mucar","1","3260",NA,NA,"261264.512259"
"Torocolletes_ibanezii","1","282",NA,NA,"261264.512259"
"Rhodanthidium_infuscatum","28","224.285714","320.58244","60.584386","9330.875438"
"Megachile_relativa","803","850.891656","908.050946","32.044422","325.360538"
"Megachile_dentitarsus","61","1246.836066","643.807611","82.431118","4283.024791"
"Chelostoma_campanularum","1149","223.690165","370.701947","10.93616","227.384258"
"Hoplitis_robusta","162","1284.901235","1126.922149","88.539366","1612.743903"
"Anthidium_utahense","164","936.70122","598.975118","46.772099","1593.076294"
"Megachile_circumcincta","1111","270.891089","483.471612","14.504874","235.161577"
"Megachile_frigida","539","1010.22449","990.608718","42.668538","484.720802"
"Megachile_lapponica","551","221.831216","362.274279","15.433403","474.164269"
"Megachile_gemula","521","558.021113","705.368334","30.902748","501.467394"
"Osmia_tristella","240","1420.870833","934.699001","60.334561","1088.602134"
"Osmia_pusilla","279","1451.892473","884.410942","52.948298","936.431944"
"Osmia_tersula","160","730.33125","702.968081","55.574506","1632.903202"
"Anthidium_clypeodentatum","70","1288.6","727.294737","86.928348","3732.350175"
"Osmia_paradisica","129","2256.550388","706.337074","62.189512","2025.306297"
"Osmia_aquilonaria","12","933.666667","670.936839","193.682782","21772.042688"
"Osmia_laeta","104","1022.855769","761.711836","74.691991","2512.158772"
"Megachile_centuncularis","1423","190.966268","338.768134","8.980491","183.601203"
"Megachile_fidelis","318","1180.389937","917.824443","51.469039","821.586517"
"Anthidium_tenuiflorae","185","1762.708108","933.585771","68.638591","1412.240607"
"Coelioxys_rufitarsis","456","697.600877","753.987608","35.308705","572.948492"
"Osmia_simillima","287","935.41115","972.362981","57.396772","910.329311"
"Osmia_inspergens","102","168.117647","169.06073","16.739507","2561.416787"
"Hoplitis_spoliata","323","299.334365","343.26067","19.099535","808.868459"
"Anthidium_cockerelli","167","867.497006","534.855164","41.388335","1564.458157"
"Trichothurgus_dubius","50","1060.6","816.065048","115.409026","5225.290245"
"Megachile_wheeleri","98","1679.826531","713.871758","72.111937","2665.964411"
"Gronoceras_felinum","83","843.783133","495.276889","54.363701","3147.765208"
"Stelis_lateralis","162","496.722222","677.70213","53.245308","1612.743903"
"Hoplitis_pilosifrons","461","333.772234","394.571978","18.377049","566.7343"
"Coelioxys_rufescens","571","231.896673","388.588383","16.261918","457.556064"
"Osmia_svenssoni","8","705.75","217.281089","76.820466","32658.064032"
"Megachile_nigriventris","518","371.984556","517.825307","22.751938","504.371645"
"Osmia_maritima","40","88.85","216.57397","34.243351","6531.612806"
"Osmia_nigrifrons","209","1575.344498","896.232685","61.993711","1250.069437"
"Chelostoma_rapunculi","1067","243.187441","382.467961","11.708812","244.858962"
"Megachile_droegei","3","22.333333","11.590226","6.69162","87088.170753"
"Anthidium_adelphum","3","3615.666667","335.702745","193.81807","87088.170753"
"Osmia_bella","167","1709.221557","706.197431","54.647198","1564.458157"
"Anthidium_aymara","6","2743","1070.770003","437.140023","43544.085377"
"Stelis_ornatula","509","237.915521","441.566497","19.572091","513.289808"
"Osmia_subaustralis","247","2148.497976","804.083895","51.162633","1057.751062"
"Megachile_frugalis","351","547.119658","516.885776","27.589322","744.34334"
"Osmia_cordata","61","1094.622951","696.265973","89.147723","4283.024791"
"Osmia_distincta","177","250.497175","216.879159","16.301636","1476.070691"
"Osmia_albiventris","128","259.226562","235.881801","20.849203","2041.129002"
"Anthidium_emarginatum","104","1733.105769","674.577033","66.14772","2512.158772"
"Megachile_petulans","409","206.268949","277.542129","13.723575","638.788539"
"Othinosmia_nitidula","5","709","334.320206","149.512541","52252.902452"
"Stelis_minuta","145","396.131034","613.103583","50.915481","1801.824222"
"Megachile_onobrychidis","275","878.872727","662.107007","39.926555","950.052772"
"Hoplitis_tridentata","134","410.902985","493.545739","42.635858","1949.735166"
"Anthidium_mapuche","6","1161.5","800.930646","326.978567","43544.085377"
"Megachile_saulcyi","159","1045.993711","966.465193","76.645675","1643.173033"
"Osmia_juxta","165","1590.715152","874.873369","68.108799","1583.421286"
"Osmia_nigriventris","496","439.703629","601.646182","27.014711","526.742968"
"Anthidium_mormonum","200","1479.655","740.555805","52.365203","1306.322561"
"Osmia_collinsiae","165","230.10303","288.920227","22.492409","1583.421286"
"Osmia_sandhouseae","115","143.652174","338.57208","31.572009","2271.865324"
"Coelioxys_porterae","154","825.915584","934.422466","75.297908","1696.522807"
"Heriades_leavitti","95","186.042105","294.797511","30.245586","2750.152761"
"Megachile_addenda","189","243.968254","303.058925","22.044293","1382.351917"
"Osmia_inermis","334","769.113772","951.126914","52.043349","782.229079"
"Megachile_gentilis","339","792.775811","638.245411","34.664732","770.691777"
"Megachile_parallela","936","954.510684","710.981202","23.239148","279.128752"
