"species","n_bio_15","mean_bio_15","sd_bio_15","se_bio_15","within_sp_var_bio_15"
"Trichocolletes_albigenae","5","25.2","12.79453","5.721888","73.104324"
"Trichocolletes_avialis","1","96",NA,NA,"365.521618"
"Trichocolletes_centralis","3","24","12.288206","7.094599","121.840539"
"Trichocolletes_nitens","2","45","1.414214","1","182.760809"
"Trichocolletes_orientalis","22","28","14.118546","3.010084","16.614619"
"Bombus_crotchii","46","79.086957","17.234108","2.541031","7.946122"
"Bombus_morrisoni","226","45.893805","20.188385","1.342911","1.617352"
"Melissodes_microstictus","550","50.616364","27.459659","1.170884","0.664585"
"Bombus_bifarius","327","45.972477","20.433699","1.129986","1.117803"
"Bombus_fervidus","657","41.785388","23.143269","0.902905","0.556349"
"Bombus_appositus","225","41.591111","18.726459","1.248431","1.624541"
"Bombus_vosnesenskii","213","51.497653","23.536729","1.61271","1.716064"
"Bombus_ephippiatus","100","87.22","18.239473","1.823947","3.655216"
"Anthophora_urbana","239","50.158996","23.411729","1.514379","1.529379"
"Bombus_mexicanus","27","81.703704","16.677518","3.20959","13.537838"
"Bombus_terricola","508","34.271654","19.396237","0.860569","0.719531"
"Bombus_sonorus","204","67.416667","25.368184","1.776128","1.791773"
"Bombus_steindachneri","51","101.058824","14.199171","1.988282","7.167091"
"Bombus_mixtus","395","47.43038","18.673037","0.939542","0.925371"
"Bombus_huntii","448","47.03125","20.60883","0.973676","0.815896"
"Bombus_melanopygus","406","48.362069","21.177893","1.051041","0.9003"
"Bombus_caliginosus","64","72.015625","18.434347","2.304293","5.711275"
"Bombus_centralis","295","45.684746","18.716256","1.089703","1.239056"
"Bombus_griseocollis","723","35.448133","19.821181","0.737158","0.505562"
"Bombus_diligens","42","93.809524","16.466134","2.54078","8.702896"
"Bombus_auricomus","301","32.953488","18.572143","1.070481","1.214358"
"Trigona_nigerrima","57","63.508772","20.51578","2.717381","6.41266"
"Melissodes_agilis","317","44.899054","22.875473","1.284815","1.153065"
"Nomada_denticulata","74","18.297297","13.038121","1.515651","4.939481"
"Nomada_articulata","162","27.691358","18.824223","1.478971","2.256306"
"Epeolus_autumnalis","40","16.7","12.710182","2.009656","9.13804"
"Ceratina_calcarata","246","25.052846","16.482064","1.050858","1.48586"
"Nomada_fabriciana","189","20.402116","7.917607","0.575921","1.933977"
"Nomada_ferruginata","106","22.009434","9.03801","0.877849","3.448317"
"Bombus_ternarius","475","35.926316","19.739464","0.905709","0.769519"
"Bombus_bimaculatus","502","29.183267","17.716504","0.790726","0.728131"
"Scaptotrigona_mexicana","46","77.086957","19.137893","2.821728","7.946122"
"Xylocopa_tabaniformis","198","69.141414","28.481363","2.024082","1.846069"
"Xylocopa_micans","151","29.503311","17.895204","1.456291","2.420673"
"Bombus_pauloensis","158","40.094937","24.978408","1.987175","2.313428"
"Xylocopa_sonorina","146","74.643836","27.419032","2.269215","2.503573"
"Bombus_insularis","440","44.586364","19.879519","0.947719","0.830731"
"Bombus_nevadensis","415","45.103614","18.597864","0.912933","0.880775"
"Trigona_fulviventris","192","66.791667","25.762677","1.859261","1.903758"
"Bombus_cryptarum","440","36.168182","17.020258","0.811409","0.830731"
"Xylocopa_flavorufa","101","70.940594","27.334162","2.719851","3.619026"
"Bombus_pensylvanicus","703","44.260313","27.534215","1.038473","0.519945"
"Bombus_vagans","510","32.058824","18.694958","0.827827","0.716709"
"Bombus_citrinus","259","24.471042","15.11949","0.939479","1.41128"
"Ptilothrix_bombiformis","174","21.862069","10.016371","0.759339","2.100699"
"Bombus_affinis","218","25.114679","15.583007","1.055414","1.676705"
"Scaptotrigona_pectoralis","70","70.228571","17.662842","2.111113","5.221737"
"Xylocopa_fimbriata","110","78.581818","26.382292","2.515453","3.322924"
"Nannotrigona_perilampoides","119","79.672269","24.049775","2.204639","3.07161"
"Melissodes_desponsus","228","25.526316","15.985792","1.058685","1.603165"
"Centris_rhodopus","78","66.782051","20.08595","2.274286","4.686175"
"Anthophora_terminalis","354","36.183616","20.622677","1.096083","1.032547"
"Bombus_flavidus","562","36.823843","18.060088","0.761819","0.650394"
"Eulaema_polychroma","147","76.292517","26.798132","2.210273","2.486542"
"Nomada_fervida","33","36.030303","15.426205","2.685358","11.076413"
"Melissoptila_otomita","29","80.965517","26.100743","4.846786","12.604194"
"Habropoda_laboriosa","162","22.253086","12.378759","0.972567","2.256306"
"Anthophora_edwardsii","60","55.4","27.693969","3.575276","6.092027"
"Bombus_ashtoni","226","31.455752","18.860901","1.254608","1.617352"
"Svastra_obliqua","368","41.880435","22.568258","1.176452","0.993265"
"Brachymelecta_californica","213","55.507042","23.720984","1.625335","1.716064"
"Habropoda_depressa","37","77.72973","18.426504","3.029299","9.878963"
"Anthophora_californica","232","66.301724","24.774208","1.626506","1.575524"
"Diadasia_bituberculata","39","84.794872","10.770768","1.724703","9.372349"
"Bombus_borealis","390","35.146154","19.341517","0.979396","0.937235"
"Bombus_frigidus","314","45.025478","17.974405","1.014354","1.164082"
"Diadasia_enavata","187","52.823529","20.558228","1.503367","1.954661"
"Anthophora_montana","109","62.174312","22.638399","2.168365","3.353409"
"Anthophora_occidentalis","107","48.813084","21.009042","2.031021","3.41609"
"Xylocopa_californica","198","66.070707","26.033267","1.850104","1.846069"
"Melissodes_communis","257","42.622568","22.048631","1.375356","1.422263"
"Bombus_suckleyi","210","43.319048","16.863599","1.163699","1.740579"
"Anthophora_abrupta","176","21.460227","9.405081","0.708935","2.076827"
"Bombus_occidentalis","459","46.847495","19.3195","0.901757","0.796343"
"Anthophora_pacifica","96","56.333333","22.764084","2.32335","3.807517"
"Cephalotrigona_zexmeniae","62","66.129032","18.089472","2.297365","5.89551"
"Xylocopa_flavicollis","61","68.327869","26.960911","3.451991","5.992158"
"Melipona_beecheii","86","75.186047","21.598754","2.329054","4.250251"
"Epeolus_scutellaris","125","22.752","17.207302","1.539068","2.924173"
"Centris_nitida","100","78.75","25.066528","2.506653","3.655216"
"Frieseomelitta_nigra","53","83.981132","24.92488","3.423696","6.896634"
"Bombus_cingulatus","131","32.328244","5.584929","0.487958","2.790241"
"Bombus_pyrosoma","17","99.882353","21.230527","5.149159","21.501272"
"Epeolus_compactus","94","61.776596","22.696764","2.340992","3.888528"
"Melissodes_tepaneca","176","57.909091","31.346957","2.362866","2.076827"
"Eucera_frater","77","54.428571","26.052795","2.968992","4.747034"
"Nomada_gracilis","40","14.55","7.732549","1.222623","9.13804"
"Diadasia_diminuta","247","57.040486","24.441035","1.555146","1.479845"
"Exaerete_frontalis","70","47.528571","21.834504","2.609722","5.221737"
"Melissodes_paroselae","59","70.067797","27.878347","3.629452","6.195282"
"Nomada_texana","153","49.823529","23.859545","1.92893","2.38903"
"Triepeolus_remigatus","128","34.9375","25.194284","2.226881","2.855638"
"Bombus_sylvicola","340","48.335294","20.126867","1.091533","1.075064"
"Bombus_balteatus","183","40.409836","17.825507","1.317699","1.997386"
"Bombus_vandykei","69","68.304348","19.04739","2.293036","5.297415"
"Bombus_jonellus","639","35.561815","17.047109","0.674373","0.572021"
"Bombus_sandersoni","179","27.659218","18.105219","1.353248","2.04202"
"Nomada_ruficornis","296","24.516892","8.131111","0.472611","1.23487"
"Bombus_pascuorum","1082","30.314233","11.497784","0.349543","0.33782"
"Ceratina_mikmaqi","99","23.292929","16.670426","1.675441","3.692138"
"Anthophora_furcata","341","27.703812","13.7365","0.743873","1.071911"
"Nomada_panzeri","380","26.668421","9.022724","0.462856","0.961899"
"Nomada_perplexa","41","16.609756","6.59878","1.030556","8.915161"
"Epeoloides_pilosulus","30","23.266667","18.93352","3.456772","12.184054"
"Nomada_vicina","53","21.54717","17.548357","2.410452","6.896634"
"Nomada_depressa","51","18.784314","13.670865","1.914304","7.167091"
"Nomada_subrutila","6","14","3.224903","1.316561","60.92027"
"Diadasia_australis","149","58.147651","23.60897","1.934122","2.453165"
"Epeolus_olympiellus","22","47.5","17.74891","3.78408","16.614619"
"Nomada_cuneata","57","18.578947","13.789162","1.826419","6.41266"
"Nomada_sayi","55","21.963636","17.410048","2.34757","6.645848"
"Nomada_hydrophylli","10","31.5","17.398914","5.50202","36.552162"
"Exaerete_smaragdina","127","56.913386","21.881725","1.941689","2.878123"
"Nomada_maculata","102","18.54902","13.23783","1.31074","3.583545"
"Eucera_hamata","109","30.33945","17.989308","1.723063","3.353409"
"Anthophora_bomboides","262","43.435115","23.477257","1.45043","1.395121"
"Melissodes_denticulatus","135","22.82963","12.904668","1.110657","2.707568"
"Ceratina_strenua","164","20.439024","10.232389","0.799015","2.22879"
"Svastra_texana","44","58.727273","19.588041","2.953008","8.30731"
"Centris_caesalpiniae","61","69.278689","18.473523","2.365292","5.992158"
"Ceratina_dupla","190","22.268421","13.823397","1.002855","1.923798"
"Triepeolus_donatus","65","24.830769","15.895724","1.971622","5.62341"
"Melissodes_rivalis","133","46.165414","19.589414","1.698618","2.748283"
"Bombus_hyperboreus","71","45.84507","18.794108","2.23045","5.148192"
"Nomada_cressonii","112","21.785714","14.877535","1.405795","3.263586"
"Melissodes_dentiventris","93","21.408602","9.994821","1.036415","3.93034"
"Bombus_kluanensis","3","59","2.645751","1.527525","121.840539"
"Epeolus_mesillae","40","58.95","19.832568","3.135804","9.13804"
"Epeolus_pusillus","83","29.144578","19.353661","2.12434","4.403875"
"Zacosmia_maculata","46","69.869565","25.23191","3.720242","7.946122"
"Melissodes_persimilis","21","85","23.250806","5.073742","17.405791"
"Euglossa_imperialis","97","51.175258","18.558472","1.884327","3.768264"
"Bombus_brachycephalus","31","92.129032","13.693653","2.459453","11.79102"
"Epeolus_bifasciatus","118","31.754237","21.108161","1.943164","3.097641"
"Euglossa_viridissima","73","88.534247","23.997154","2.808654","5.007145"
"Coelioxoides_punctipennis","10","80.4","26.365803","8.337599","36.552162"
"Triepeolus_grandis","31","81.354839","22.100601","3.969385","11.79102"
"Nomada_lehighensis","34","13.882353","7.650568","1.312062","10.750636"
"Bombus_natvigi","22","66.863636","18.627413","3.971378","16.614619"
"Xylocopa_mordax","28","41.321429","10.845902","2.049683","13.054344"
"Ceratina_arizonensis","55","68.854545","20.400997","2.75087","6.645848"
"Melissodes_trinodis","137","29.912409","19.874782","1.698017","2.668041"
"Diadasia_ochracea","136","68.698529","23.212806","1.990482","2.687659"
"Ceratina_floridana","43","33.116279","16.295207","2.484996","8.500503"
"Anthophora_curta","158","71.563291","22.371055","1.779746","2.313428"
"Florilegus_condignus","118","45.898305","24.574113","2.26223","3.097641"
"Nomada_bifasciata","94","25.755319","20.272173","2.090915","3.888528"
"Centris_scopipes","14","70","11.320506","3.025532","26.108687"
"Anthophora_exigua","69","44.086957","22.282768","2.68253","5.297415"
"Ericrocis_lata","94","62.87234","23.446225","2.418293","3.888528"
"Anthophora_ursina","137","39.970803","22.613421","1.931995","2.668041"
"Epeolus_minimus","84","48.619048","22.719295","2.478878","4.351448"
"Melipona_quadrifasciata","43","50.395349","23.243165","3.544549","8.500503"
"Triepeolus_verbesinae","35","77.371429","22.368683","3.780998","10.443475"
"Melissodes_vernoniae","49","42.142857","17.888544","2.555506","7.459625"
"Anthophora_vallorum","26","66.769231","25.165544","4.935369","14.058524"
"Anthophora_cockerelli","14","62.571429","20.273948","5.418441","26.108687"
"Triepeolus_simplex","40","26.875","17.131748","2.708767","9.13804"
"Anthophora_centriformis","44","62.681818","19.238736","2.900349","8.30731"
"Habropoda_pallida","32","55.375","13.960197","2.467837","11.422551"
"Anthophora_hololeuca","32","61.84375","21.640925","3.825611","11.422551"
"Eucera_rosae","40","21.525","9.328719","1.475","9.13804"
"Triepeolus_subalpinus","19","54.947368","25.189225","5.778805","19.23798"
"Centris_mocsaryi","23","48.782609","23.988551","5.001959","15.892244"
"Diadasia_rinconis","186","60.241935","24.318841","1.783144","1.96517"
"Habropoda_tristissima","33","78.424242","18.944046","3.297735","11.076413"
"Diadasia_tuberculifrons","11","59.636364","13.507574","4.072687","33.229238"
"Trigona_truculenta","99","54.030303","22.297824","2.241016","3.692138"
"Lestrimelitta_niitkib","28","75.75","17.869123","3.376947","13.054344"
"Epeolus_americanus","47","48.489362","22.143673","3.229987","7.777056"
"Trigona_guianae","98","46.469388","17.492976","1.767057","3.729812"
"Melipona_subnitida","12","83.833333","24.6681","7.121067","30.460135"
"Eucera_lepida","18","51.388889","17.673972","4.165795","20.306757"
"Triepeolus_melanarius","7","87","3.21455","1.214986","52.217374"
"Anthophora_albata","56","46.589286","21.090952","2.818397","6.527172"
"Melissodes_stearnsi","30","81.6","15.171661","2.769954","12.184054"
"Partamona_orizabaensis","64","78.140625","24.536896","3.067112","5.711275"
"Anthophora_petrophila","91","50.714286","24.566592","2.575279","4.016721"
"Centris_zacateca","28","91.785714","16.99751","3.212227","13.054344"
"Lestrimelitta_danuncia","8","55.125","17.51275","6.191692","45.690202"
"Centris_mexicana","41","83.853659","20.914781","3.26634","8.915161"
"Martinapis_luteicornis","34","68.235294","15.832569","2.715263","10.750636"
"Centris_hoffmanseggiae","35","68.2","17.876702","3.021714","10.443475"
"Habropoda_cineraria","90","51.7","23.271456","2.453027","4.061351"
"Anthophora_abroniae","21","60","18.960485","4.137517","17.405791"
"Epicharis_elegans","42","81.904762","20.81839","3.212347","8.702896"
"Melissodes_tristis","189","56.253968","21.901837","1.593124","1.933977"
"Centris_lanosa","44","45.181818","17.331612","2.612839","8.30731"
"Melissodes_montanus","68","68.808824","26.110704","3.166388","5.375318"
"Melissodes_gilensis","48","68.583333","24.597901","3.550401","7.615034"
"Svastra_cressonii","31","48.193548","16.464951","2.957192","11.79102"
"Paratetrapedia_calcarata","43","68.255814","24.323311","3.70927","8.500503"
"Triepeolus_penicilliferus","24","46.791667","21.196758","4.32677","15.230067"
"Melissodes_trifasciatus","5","34.8","6.300794","2.817801","73.104324"
"Centris_tricolor","30","56.2","33.885609","6.186637","12.184054"
"Eucera_edwardsii","77","49.051948","25.967538","2.959276","4.747034"
"Xylocopa_pulchra","1","11",NA,NA,"365.521618"
"Centris_pallida","51","71.764706","23.335456","3.267617","7.167091"
"Trigona_corvina","77","61.727273","18.777532","2.139898","4.747034"
"Anthophora_maculifrons","54","47.462963","20.60199","2.803576","6.768919"
"Ceratina_cockerelli","44","39.022727","20.169616","3.040684","8.30731"
"Anthophora_flavocincta","24","86.75","8.598534","1.755168","15.230067"
"Anthophora_porterae","90","44.3","19.974956","2.105545","4.061351"
"Diadasia_sphaeralcearum","38","65.289474","15.6238","2.534515","9.61899"
"Melissodes_confusus","87","63.908046","24.036616","2.576996","4.201398"
"Scaptotrigona_hellwegeri","39","104.769231","11.356569","1.818506","9.372349"
"Centris_atripes","99","72.30303","28.07223","2.821365","3.692138"
"Melissodes_coreopsis","154","50.545455","17.486537","1.409105","2.373517"
"Partamona_bilineata","84","82.452381","21.806048","2.379235","4.351448"
"Plebeia_pulchra","29","69.655172","14.477263","2.68836","12.604194"
"Melissodes_tepidus","65","58.476923","24.74628","3.069398","5.62341"
"Melissodes_robustior","32","69.6875","27.673718","4.892068","11.422551"
"Ancyloscelis_apiformis","78","70.076923","25.973898","2.940965","4.686175"
"Melissodes_bimatris","72","48.680556","24.002832","2.828761","5.076689"
"Melissodes_moorei","7","86.428571","4.157609","1.571428","52.217374"
"Anthophorula_nitens","9","86.777778","14.618291","4.872764","40.613513"
"Melissodes_limbus","51","76.745098","26.420328","3.699586","7.167091"
"Centris_transversa","28","96.142857","15.850492","2.995461","13.054344"
"Anthophora_walshii","75","48.026667","17.212482","1.987526","4.873622"
"Melissodes_grindeliae","46","46.282609","22.992427","3.390048","7.946122"
"Melissodes_subagilis","107","51.560748","19.934883","1.927178","3.41609"
"Anthophorula_albicans","15","81","20.121062","5.195236","24.368108"
"Anthophora_phenax","27","66.444444","13.829548","2.661498","13.537838"
"Diadasia_nigrifrons","40","62.275","27.425412","4.336338","9.13804"
"Exomalopsis_solani","101","73.871287","23.348517","2.323264","3.619026"
"Melissodes_intortus","12","38.916667","14.631587","4.223775","30.460135"
"Melissodes_comptoides","148","37.918919","19.369137","1.592133","2.469741"
"Melissodes_thelypodii","79","76.455696","23.411479","2.633997","4.626856"
"Melipona_colimana","2","101.5","3.535534","2.5","182.760809"
"Diadasia_lutzi","85","53.611765","21.921991","2.377774","4.300254"
"Diadasia_afflicta","45","40.711111","15.497246","2.310193","8.122703"
"Diadasia_consociata","19","69.105263","26.574622","6.096636","19.23798"
"Anthophorula_consobrina","13","93.076923","20.934268","5.806121","28.117048"
"Plebeia_frontalis","71","73.042254","21.106151","2.504839","5.148192"
"Plebeia_moureana","15","86.533333","22.408119","5.785751","24.368108"
"Diadasia_tropicalis","25","77.08","21.079058","4.215812","14.620865"
"Centris_varia","128","68.921875","27.571984","2.437042","2.855638"
"Anthophora_timberlakei","14","66","16.445715","4.395302","26.108687"
"Ceratina_acantha","93","60.462366","23.85033","2.473164","3.93034"
"Melissodes_pallidisignatus","100","50.93","22.314218","2.231422","3.655216"
"Anthophora_squammulosa","54","85.703704","21.457839","2.920042","6.768919"
"Melissodes_wheeleri","54","40","16.769244","2.282005","6.768919"
"Svastra_sabinensis","64","73.953125","25.04436","3.130545","5.711275"
"Melissodes_boltoniae","35","25","12.4499","2.104417","10.443475"
"Exomalopsis_analis","80","70.275","23.50544","2.627988","4.56902"
"Svastra_duplocincta","30","75.433333","20.79072","3.795849","12.184054"
"Anthophorula_texana","15","32.266667","13.198846","3.407927","24.368108"
"Exomalopsis_similis","56","76.714286","26.358172","3.522259","6.527172"
"Melissodes_verbesinarum","74","64.594595","21.690171","2.521431","4.939481"
"Melitoma_taurea","108","19.564815","7.477409","0.719514","3.384459"
"Anthophorula_compactula","75","61.586667","20.589353","2.377454","4.873622"
"Centris_agameta","11","105.272727","13.733833","4.140906","33.229238"
"Melissodes_humilior","17","69.470588","22.743454","5.516098","21.501272"
"Melissodes_micheneri","4","79.5","9.469248","4.734624","91.380405"
"Melissodes_menuachus","88","51.465909","22.163421","2.362629","4.153655"
"Anthophora_columbariae","14","70.714286","20.81578","5.563251","26.108687"
"Exomalopsis_snowi","26","71.423077","28.274615","5.545108","14.058524"
"Diadasia_knabiana","2","104.5","2.12132","1.5","182.760809"
"Melipona_grandis","54","45.388889","17.955308","2.443408","6.768919"
"Melitoma_marginella","45","72.955556","24.680647","3.679174","8.122703"
"Euglossa_townsendi","44","64.454545","24.688246","3.721893","8.30731"
"Xylocopa_gualanensis","37","94.135135","19.41672","3.192089","9.878963"
"Melissodes_utahensis","36","33.638889","13.836087","2.306014","10.153378"
"Epicharis_analis","14","52.714286","16.684533","4.459129","26.108687"
"Eucera_interrupta","36","27.944444","10.334255","1.722376","10.153378"
"Anthophora_estebana","20","59.7","19.265732","4.307949","18.276081"
"Melissodes_glenwoodensis","60","39.45","18.434883","2.379933","6.092027"
"Svastra_machaerantherae","47","68.617021","23.02886","3.359104","7.777056"
"Neolarra_vigilans","36","51.861111","21.79404","3.63234","10.153378"
"Ceratina_pacifica","80","43.7625","24.069648","2.691068","4.56902"
"Melipona_costaricensis","15","52.466667","15.783656","4.075322","24.368108"
"Ericrocis_pintada","35","93.285714","20.467437","3.459628","10.443475"
"Eucera_vulpes","8","51.625","23.934061","8.461968","45.690202"
"Centris_decolorata","45","50.8","18.222863","2.716504","8.122703"
"Anthophora_rhodothorax","14","82.857143","11.966988","3.198312","26.108687"
"Neolarra_californica","38","63.368421","19.471977","3.158772","9.61899"
"Melissodes_dagosus","42","35.142857","17.050243","2.63091","8.702896"
"Centris_trigonoides","75","72.053333","25.493451","2.94373","4.873622"
"Eucera_actuosa","56","58.821429","26.106848","3.488674","6.527172"
"Melissodes_opuntiellus","21","56.285714","24.435922","5.332355","17.405791"
"Melipona_solani","13","66.153846","14.547887","4.034858","28.117048"
"Anthophorula_euphorbiae","14","70.5","17.827162","4.764509","26.108687"
"Mesocheira_bicolor","65","73.123077","28.606985","3.54826","5.62341"
"Anthophorula_albata","22","56.636364","24.814637","5.290498","16.614619"
"Melissodes_snowii","14","53.571429","13.63657","3.644527","26.108687"
"Anthophora_mortuaria","22","52.045455","7.681005","1.637596","16.614619"
"Xylocopa_muscaria","55","74.290909","26.702526","3.600568","6.645848"
"Gaesischia_exul","23","82.869565","19.596624","4.086179","15.892244"
"Epicharis_maculata","27","68.111111","24.000534","4.618905","13.537838"
"Holcopasites_minimus","8","70","22.703052","8.026741","45.690202"
"Nomada_bella","28","17.678571","14.5629","2.752129","13.054344"
"Eufriesea_mexicana","32","78.65625","26.312771","4.651485","11.422551"
"Exomalopsis_solidaginis","39","59.871795","23.631134","3.78401","9.372349"
"Eucera_lutziana","9","38.666667","15.724185","5.241395","40.613513"
"Nomada_australis","51","19.333333","13.031756","1.824811","7.167091"
"Epeolus_ilicis","14","25.571429","10.782566","2.881762","26.108687"
"Melipona_panamica","8","46.25","12.406795","4.386464","45.690202"
"Eucera_kullenbergi","2","90.5","2.12132","1.5","182.760809"
"Tetragonula_sirindhornae","4","69","14.877276","7.438638","91.380405"
"Oreopasites_vanduzeei","26","67.230769","22.573095","4.426948","14.058524"
"Melissodes_vernalis","16","52.875","20.438118","5.109529","22.845101"
"Anthophora_peritomae","46","38.043478","17.567592","2.5902","7.946122"
"Neolarra_verbesinae","12","48.25","18.444635","5.324507","30.460135"
"Centris_fuscata","48","68.416667","29.936694","4.32099","7.615034"
"Diadasia_vallicola","45","56.444444","16.419993","2.447748","8.122703"
"Melissodes_fimbriatus","16","36","19.401031","4.850258","22.845101"
"Diadasia_laticauda","12","87.916667","11.618624","3.354008","30.460135"
"Melitoma_segmentaria","85","66.917647","32.353778","3.50926","4.300254"
"Ceratina_nanula","148","51.27027","24.716238","2.031662","2.469741"
"Exomalopsis_byersi","18","99.722222","10.542941","2.484995","20.306757"
"Thygater_micheneri","5","79","18.641352","8.336666","73.104324"
"Epeolus_canadensis","27","36.703704","22.507802","4.331629","13.537838"
"Deltoptila_aurulentocaudata","11","85.818182","14.302574","4.312388","33.229238"
"Brachynomada_margaretae","4","87.5","13.892444","6.946222","91.380405"
"Trigona_albipennis","41","62.243902","23.863969","3.726926","8.915161"
"Anthophorula_completa","39","60.794872","19.136875","3.064352","9.372349"
"Exomalopsis_mellipes","61","82.606557","21.61888","2.768014","5.992158"
"Anthophora_fulvicauda","16","72.5","17.045038","4.26126","22.845101"
"Caenonomada_bruneri","22","44","29.175985","6.220341","16.614619"
"Euglossa_atroveneta","10","89.6","16.681327","5.275099","36.552162"
"Trigona_fuscipennis","91","65.274725","21.060793","2.207771","4.016721"
"Euglossa_obtusa","6","71","20.976177","8.563488","60.92027"
"Eufriesea_rugosa","18","83.888889","21.240607","5.006459","20.306757"
"Eucera_aragalli","5","66","16.896745","7.556454","73.104324"
"Melissodes_coloradensis","28","36.25","16.969744","3.20698","13.054344"
"Melissodes_sphaeralceae","18","73.333333","21.096417","4.972473","20.306757"
"Eucera_fulvitarsis","64","33.90625","13.74105","1.717631","5.711275"
"Melissodes_hymenoxidis","21","35.666667","18.919126","4.128492","17.405791"
"Anthophorula_exilis","5","94.2","12.517987","5.598214","73.104324"
"Eucera_primiveris","33","45.363636","18.004892","3.134249","11.076413"
"Anthophora_striata","12","64.833333","16.840607","4.861464","30.460135"
"Oreopasites_barbarae","3","72.666667","18.339393","10.588253","121.840539"
"Triopasites_penniger","22","66.181818","18.378653","3.918342","16.614619"
"Townsendiella_pulchra","23","56.043478","14.246142","2.970526","15.892244"
"Centris_cockerelli","56","65.732143","21.312814","2.848045","6.527172"
"Xylocopa_guatemalensis","31","98.645161","11.600426","2.083498","11.79102"
"Epeolus_attenboroughi","3","52.333333","5.773503","3.333334","121.840539"
"Eufriesea_concava","26","67.192308","23.25858","4.561383","14.058524"
"Anthophorula_sidae","8","80.5","15.611351","5.519446","45.690202"
