"species","n_bio_8","mean_bio_8","sd_bio_8","se_bio_8","within_sp_var_bio_8"
"Plebeiella_lendliana","11","219.727273","26.814514","8.08488","367.259131"
"Melissodes_nigroaeneus","20","218.6","37.221103","8.322892","201.992522"
"Eulaema_speciosa","16","213.4375","30.381944","7.595486","252.490653"
"Axestotrigona_ferruginea","27","227.037037","20.447835","3.935188","149.62409"
"Ceratina_okinawana","3","258.333333","18.823744","10.867894","1346.616814"
"Bombus_muscorum","319","121.294671","54.404157","3.046048","12.664108"
"Xylocopa_micheneri","24","240.666667","41.514447","8.474101","168.327102"
"Bombus_laesus","37","158.756757","70.664074","11.617102","109.185147"
"Bombus_californicus","197","65.624365","74.363908","5.298209","20.506855"
"Amegilla_scymna","1","129",NA,NA,"4039.850443"
"Amegilla_indistincta","4","254","22.405357","11.202678","1009.962611"
"Amegilla_karlba","4","281.75","2.217356","1.108678","1009.962611"
"Amegilla_paeninsulae","2","268","4.242641","3","2019.925221"
"Amegilla_viridicingulata","1","271",NA,NA,"4039.850443"
"Apis_florea","260","262.911538","35.402537","2.195572","15.537886"
"Austrothurgus_rubricatus","26","266.115385","35.171951","6.897787","155.378863"
"Bombus_impatiens","566","173.212014","74.174591","3.117791","7.137545"
"Braunsapis_occidentalis","4","138.25","42.991278","21.495639","1009.962611"
"Hylaeus_cyanurus","1","250",NA,NA,"4039.850443"
"Bombus_fraternus","265","215.618868","46.791223","2.874362","15.244719"
"Megachile_aethiops","18","254.833333","69.856365","16.465303","224.436136"
"Tetragonula_clypearis","8","271.875","6.40173","2.263353","504.981305"
"Trichocolletes_albigenae","5","144.4","58.700937","26.251857","807.970089"
"Trichocolletes_avialis","1","306",NA,NA,"4039.850443"
"Trichocolletes_centralis","3","244.666667","76.054805","43.910262","1346.616814"
"Trichocolletes_nitens","2","127","0","0","2019.925221"
"Trichocolletes_orientalis","22","192.590909","58.798817","12.53595","183.629566"
"Bombus_crotchii","46","86.586957","63.794662","9.40601","87.822836"
"Bombus_morrisoni","226","119.557522","92.193221","6.132602","17.875444"
"Melissodes_microstictus","550","175.48","86.562056","3.691018","7.345183"
"Bombus_bifarius","327","76.024465","84.206979","4.656657","12.354283"
"Bombus_fervidus","657","141.392694","78.160118","3.049317","6.148935"
"Bombus_appositus","225","76.346667","87.086343","5.805756","17.954891"
"Bombus_vosnesenskii","213","69.70892","69.936155","4.791946","18.966434"
"Bombus_ephippiatus","100","186.63","49.172065","4.917207","40.398504"
"Anthophora_urbana","239","117.560669","100.261316","6.485365","16.90314"
"Bombus_mexicanus","27","222.888889","30.817494","5.930829","149.62409"
"Bombus_terricola","508","128.13189","79.099046","3.509453","7.952462"
"Bombus_sonorus","204","210.784314","68.285063","4.780911","19.803188"
"Bombus_steindachneri","51","231.862745","37.930473","5.311329","79.212754"
"Bombus_mixtus","395","79.992405","73.791051","3.712831","10.227469"
"Bombus_huntii","448","128.207589","82.670036","3.905792","9.017523"
"Bombus_melanopygus","406","73.320197","77.158301","3.829302","9.950371"
"Bombus_caliginosus","64","76.015625","43.656121","5.457015","63.122663"
"Bombus_centralis","295","91.772881","83.880823","4.88373","13.694408"
"Bombus_griseocollis","723","167.28769","73.39998","2.729775","5.587622"
"Bombus_diligens","42","205.690476","38.390477","5.923779","96.186915"
"Bombus_auricomus","301","184.956811","55.968933","3.225996","13.42143"
"Trigona_nigerrima","57","237.22807","27.029096","3.580091","70.874569"
"Melissodes_agilis","317","172.129338","73.664216","4.137395","12.744008"
"Nomada_denticulata","74","186.675676","67.610712","7.859586","54.592574"
"Nomada_articulata","162","182.37037","68.278739","5.364484","24.937348"
"Epeolus_autumnalis","40","163.7","84.534077","13.366011","100.996261"
"Ceratina_calcarata","246","178.48374","65.153803","4.154055","16.422156"
"Nomada_fabriciana","189","111.613757","53.481096","3.890177","21.37487"
"Nomada_ferruginata","106","119.537736","58.609633","5.692671","38.111797"
"Bombus_ternarius","475","139.223158","69.022047","3.166949","8.504948"
"Bombus_bimaculatus","502","171.221116","70.82359","3.161012","8.047511"
"Scaptotrigona_mexicana","46","235.782609","31.033969","4.575709","87.822836"
"Xylocopa_tabaniformis","198","188.222222","82.822488","5.885938","20.403285"
"Xylocopa_micans","151","223.748344","61.916634","5.038704","26.753976"
"Bombus_pauloensis","158","208.303797","36.089716","2.871144","25.568674"
"Xylocopa_sonorina","146","213.40411","83.03415","6.871955","27.670209"
"Bombus_insularis","440","92.390909","82.1554","3.916605","9.181478"
"Bombus_nevadensis","415","124.291566","79.916861","3.922964","9.734579"
"Trigona_fulviventris","192","239.401042","31.013096","2.238177","21.040888"
"Bombus_cryptarum","440","113.95","53.435992","2.547461","9.181478"
"Xylocopa_flavorufa","101","218.475248","29.037078","2.889297","39.998519"
"Bombus_pensylvanicus","703","196.726885","64.337735","2.426544","5.746587"
"Bombus_vagans","510","135.143137","83.99437","3.719333","7.921275"
"Bombus_citrinus","259","158.162162","79.10564","4.915385","15.597878"
"Ptilothrix_bombiformis","174","202.494253","56.370651","4.273448","23.217531"
"Bombus_affinis","218","181.394495","61.600993","4.172146","18.531424"
"Scaptotrigona_pectoralis","70","245.614286","27.982548","3.344554","57.712149"
"Xylocopa_fimbriata","110","245.081818","30.435413","2.901903","36.725913"
"Nannotrigona_perilampoides","119","241.87395","35.141012","3.221371","33.948323"
"Melissodes_desponsus","228","175.469298","65.890537","4.363707","17.718642"
"Centris_rhodopus","78","231.333333","90.689805","10.268598","51.792954"
"Anthophora_terminalis","354","138.740113","78.047964","4.148202","11.412007"
"Bombus_flavidus","562","95.661922","74.839147","3.156899","7.188346"
"Eulaema_polychroma","147","231.680272","37.656884","3.105887","27.481976"
"Nomada_fervida","33","221.878788","70.381442","12.251836","122.41971"
"Melissoptila_otomita","29","239.586207","34.613702","6.427603","139.305188"
"Habropoda_laboriosa","162","200.197531","70.200851","5.5155","24.937348"
"Anthophora_edwardsii","60","98.633333","61.266013","7.909408","67.330841"
"Bombus_ashtoni","226","142.044248","67.968802","4.521217","17.875444"
"Svastra_obliqua","368","195.638587","66.813599","3.4829","10.977854"
"Brachymelecta_californica","213","151.178404","99.289343","6.803194","18.966434"
"Habropoda_depressa","37","95.594595","59.649187","9.806266","109.185147"
"Anthophora_californica","232","191.771552","82.720331","5.430856","17.413148"
"Diadasia_bituberculata","39","86.564103","47.045776","7.533353","103.585909"
"Bombus_borealis","390","137.641026","68.853366","3.486526","10.358591"
"Bombus_frigidus","314","99.308917","65.143857","3.676281","12.865766"
"Diadasia_enavata","187","181.048128","84.495612","6.178931","21.603478"
"Anthophora_montana","109","208.752294","44.247862","4.238177","37.062848"
"Anthophora_occidentalis","107","162.28972","78.263586","7.566026","37.755612"
"Xylocopa_californica","198","183.565657","102.567265","7.289138","20.403285"
"Melissodes_communis","257","200.299611","74.541775","4.649788","15.719262"
"Bombus_suckleyi","210","84.466667","79.773791","5.504915","19.237383"
"Anthophora_abrupta","176","203.823864","54.196655","4.085227","22.953696"
"Bombus_occidentalis","459","92.862745","79.755745","3.722679","8.801417"
"Anthophora_pacifica","96","89.25","91.082265","9.296045","42.081775"
"Cephalotrigona_zexmeniae","62","250.887097","22.614448","2.872038","65.158878"
"Xylocopa_flavicollis","61","227.098361","31.747286","4.064823","66.227056"
"Melipona_beecheii","86","247.55814","29.912659","3.225565","46.975005"
"Epeolus_scutellaris","125","147.944","83.997341","7.512951","32.318804"
"Centris_nitida","100","248.7","36.102687","3.610269","40.398504"
"Frieseomelitta_nigra","53","260.45283","22.952766","3.152805","76.223593"
"Bombus_cingulatus","131","117.053435","41.456059","3.622033","30.838553"
"Bombus_pyrosoma","17","193.823529","23.588226","5.720985","237.638261"
"Epeolus_compactus","94","170.446809","89.351741","9.215928","42.977132"
"Melissodes_tepaneca","176","233.096591","50.44167","3.802184","22.953696"
"Eucera_frater","77","69.376623","66.53591","7.582471","52.46559"
"Nomada_gracilis","40","120.5","100.492378","15.88924","100.996261"
"Diadasia_diminuta","247","194.595142","87.579778","5.572568","16.35567"
"Exaerete_frontalis","70","239.9","28.974326","3.463094","57.712149"
"Melissodes_paroselae","59","249.983051","58.602545","7.629402","68.472041"
"Nomada_texana","153","205.836601","75.94635","6.139898","26.404251"
"Triepeolus_remigatus","128","199.585938","64.762744","5.724272","31.561332"
"Bombus_sylvicola","340","73.788235","67.753691","3.67446","11.881913"
"Bombus_balteatus","183","84.961749","62.396936","4.612514","22.075685"
"Bombus_vandykei","69","43.768116","47.348876","5.700135","58.548557"
"Bombus_jonellus","639","104.577465","50.900972","2.013611","6.322145"
"Bombus_sandersoni","179","140.290503","72.524963","5.42077","22.568997"
"Nomada_ruficornis","296","116.763514","54.402064","3.162056","13.648143"
"Bombus_pascuorum","1082","133.097043","55.911957","1.699774","3.733688"
"Ceratina_mikmaqi","99","173.575758","69.995932","7.034856","40.80657"
"Anthophora_furcata","341","126.609971","58.883362","3.188713","11.847069"
"Nomada_panzeri","380","114.039474","52.572664","2.696921","10.631185"
"Nomada_perplexa","41","163.926829","96.313133","15.041584","98.532938"
"Epeoloides_pilosulus","30","147.866667","82.412643","15.046421","134.661681"
"Nomada_vicina","53","145.245283","78.854761","10.831534","76.223593"
"Nomada_depressa","51","151.117647","88.066486","12.331775","79.212754"
"Nomada_subrutila","6","161.5","97.780877","39.918876","673.308407"
"Diadasia_australis","149","182.134228","74.419161","6.096655","27.11309"
"Epeolus_olympiellus","22","43.863636","58.363635","12.443169","183.629566"
"Nomada_cuneata","57","136.052632","81.57543","10.80493","70.874569"
"Nomada_sayi","55","160.109091","76.208941","10.276012","73.451826"
"Nomada_hydrophylli","10","201.1","25.287019","7.996458","403.985044"
"Exaerete_smaragdina","127","241.598425","28.855486","2.56051","31.809846"
"Nomada_maculata","102","164.696078","74.203865","7.347277","39.606377"
"Eucera_hamata","109","194.669725","52.022263","4.982829","37.062848"
"Anthophora_bomboides","262","125.633588","81.799278","5.053576","15.419276"
"Melissodes_denticulatus","135","191.244444","54.394286","4.681515","29.924818"
"Ceratina_strenua","164","183.164634","68.205147","5.325927","24.633234"
"Svastra_texana","44","250.227273","37.194563","5.607291","91.814783"
"Centris_caesalpiniae","61","250.672131","28.33415","3.627816","66.227056"
"Ceratina_dupla","190","182.126316","69.251897","5.024061","21.262371"
"Triepeolus_donatus","65","189.338462","63.762322","7.908743","62.151545"
"Melissodes_rivalis","133","128.87218","80.061474","6.94221","30.374815"
"Bombus_hyperboreus","71","58.450704","63.680181","7.557447","56.899302"
"Nomada_cressonii","112","159.758929","79.52848","7.514735","36.070093"
"Melissodes_dentiventris","93","199.483871","63.727104","6.608193","43.439252"
"Bombus_kluanensis","3","96.666667","15.176737","8.762293","1346.616814"
"Epeolus_mesillae","40","212.25","89.711718","14.184668","100.996261"
"Epeolus_pusillus","83","192.493976","68.524764","7.52157","48.672897"
"Zacosmia_maculata","46","176.086957","97.876073","14.43104","87.822836"
"Melissodes_persimilis","21","217.047619","39.567002","8.634228","192.373831"
"Euglossa_imperialis","97","246.515464","17.637031","1.790769","41.647943"
"Bombus_brachycephalus","31","195.903226","39.926896","7.171082","130.317756"
"Epeolus_bifasciatus","118","200.974576","59.150606","5.445255","34.236021"
"Euglossa_viridissima","73","246.60274","34.27371","4.011434","55.340417"
"Coelioxoides_punctipennis","10","256.3","24.792696","7.840139","403.985044"
"Triepeolus_grandis","31","232.354839","51.030415","9.165333","130.317756"
"Nomada_lehighensis","34","158.5","85.33863","14.635454","118.819131"
"Bombus_natvigi","22","90.136364","27.840182","5.935547","183.629566"
"Xylocopa_mordax","28","263.607143","21.651002","4.091655","144.280373"
"Ceratina_arizonensis","55","174.763636","92.647073","12.492529","73.451826"
"Melissodes_trinodis","137","186.211679","58.518151","4.999543","29.487959"
"Diadasia_ochracea","136","230.808824","59.805922","5.128316","29.704783"
"Ceratina_floridana","43","245.186047","47.570127","7.254376","93.95001"
"Anthophora_curta","158","208.291139","89.131571","7.090927","25.568674"
"Florilegus_condignus","118","236.059322","43.204205","3.977269","34.236021"
"Nomada_bifasciata","94","134.085106","56.340108","5.811038","42.977132"
"Centris_scopipes","14","235.285714","14.520164","3.880677","288.560746"
"Anthophora_exigua","69","78.971014","73.807972","8.885436","58.548557"
"Ericrocis_lata","94","231.053191","71.454229","7.369941","42.977132"
"Anthophora_ursina","137","109.810219","91.427369","7.811167","29.487959"
"Epeolus_minimus","84","135.535714","66.340023","7.23829","48.093458"
"Melipona_quadrifasciata","43","226.465116","21.711692","3.311002","93.95001"
"Triepeolus_verbesinae","35","226.942857","82.271767","13.906467","115.424298"
"Melissodes_vernoniae","49","209.979592","31.796547","4.542364","82.445927"
"Anthophora_vallorum","26","246.153846","50.398962","9.88405","155.378863"
"Anthophora_cockerelli","14","113.857143","92.333723","24.677225","288.560746"
"Triepeolus_simplex","40","207","53.794957","8.50573","100.996261"
"Anthophora_centriformis","44","159.886364","96.872541","14.604085","91.814783"
"Habropoda_pallida","32","181.1875","106.142764","18.763567","126.245326"
"Anthophora_hololeuca","32","148","101.617563","17.963617","126.245326"
"Eucera_rosae","40","203.175","48.359703","7.64634","100.996261"
"Triepeolus_subalpinus","19","76.684211","85.437471","19.6007","212.623708"
"Centris_mocsaryi","23","218.043478","37.255235","7.768253","175.645671"
"Diadasia_rinconis","186","220.349462","69.625884","5.105218","21.719626"
"Habropoda_tristissima","33","85.545455","43.023316","7.489398","122.41971"
"Diadasia_tuberculifrons","11","230.545455","118.307535","35.671064","367.259131"
"Trigona_truculenta","99","244.383838","21.812142","2.192203","40.80657"
"Lestrimelitta_niitkib","28","237.321429","35.121012","6.637247","144.280373"
"Epeolus_americanus","47","101.042553","68.977299","10.061373","85.954265"
"Trigona_guianae","98","243.163265","22.590799","2.282015","41.222964"
"Melipona_subnitida","12","263.666667","12.205314","3.523371","336.654204"
"Eucera_lepida","18","216.555556","52.257532","12.317218","224.436136"
"Triepeolus_melanarius","7","82.285714","45.470556","17.186255","577.121492"
"Anthophora_albata","56","102.267857","97.465423","13.024365","72.140186"
"Melissodes_stearnsi","30","83.233333","44.626174","8.147587","134.661681"
"Partamona_orizabaensis","64","233.765625","35.092505","4.386563","63.122663"
"Anthophora_petrophila","91","159.340659","94.206183","9.875491","44.393961"
"Centris_zacateca","28","222.678571","33.599001","6.349614","144.280373"
"Lestrimelitta_danuncia","8","239.125","26.81917","9.482008","504.981305"
"Centris_mexicana","41","224.536585","33.156521","5.178179","98.532938"
"Martinapis_luteicornis","34","253.970588","27.837717","4.774129","118.819131"
"Centris_hoffmanseggiae","35","203.285714","101.011814","17.074113","115.424298"
"Habropoda_cineraria","90","91.1","74.730986","7.877338","44.887227"
"Anthophora_abroniae","21","198.047619","95.38788","20.815342","192.373831"
"Epicharis_elegans","42","235.52381","35.218647","5.434355","96.186915"
"Melissodes_tristis","189","220.650794","60.91409","4.430848","21.37487"
"Centris_lanosa","44","240.75","35.857032","5.405651","91.814783"
"Melissodes_montanus","68","215.441176","38.404906","4.657279","59.409565"
"Melissodes_gilensis","48","216.208333","42.600049","6.148787","84.163551"
"Svastra_cressonii","31","226.903226","37.240081","6.688516","130.317756"
"Paratetrapedia_calcarata","43","244.395349","23.24419","3.544706","93.95001"
"Triepeolus_penicilliferus","24","261.791667","20.707023","4.226803","168.327102"
"Melissodes_trifasciatus","5","261.6","12.054045","5.390733","807.970089"
"Centris_tricolor","30","207.8","43.2486","7.896078","134.661681"
"Eucera_edwardsii","77","80.935065","64.290733","7.326609","52.46559"
"Xylocopa_pulchra","1","197",NA,NA,"4039.850443"
"Centris_pallida","51","227.176471","94.484434","13.230467","79.212754"
"Trigona_corvina","77","239.142857","29.79037","3.394928","52.46559"
"Anthophora_maculifrons","54","93.62963","86.813897","11.813875","74.812045"
"Ceratina_cockerelli","44","239.204545","59.306684","8.940819","91.814783"
"Anthophora_flavocincta","24","105.416667","33.826818","6.90487","168.327102"
"Anthophora_porterae","90","139.311111","87.272741","9.199355","44.887227"
"Diadasia_sphaeralcearum","38","254.236842","75.792902","12.295232","106.311854"
"Melissodes_confusus","87","162.344828","67.088423","7.192634","46.435063"
"Scaptotrigona_hellwegeri","39","238.461538","38.688259","6.195079","103.585909"
"Centris_atripes","99","248.353535","34.220269","3.439266","40.80657"
"Melissodes_coreopsis","154","211.675325","51.240288","4.12906","26.232795"
"Partamona_bilineata","84","236.071429","40.282373","4.395167","48.093458"
"Plebeia_pulchra","29","247.827586","27.773406","5.157392","139.305188"
"Melissodes_tepidus","65","112.661538","99.40735","12.329964","62.151545"
"Melissodes_robustior","32","96.8125","49.316252","8.717964","126.245326"
"Ancyloscelis_apiformis","78","255.666667","29.179546","3.303933","51.792954"
"Melissodes_bimatris","72","114.388889","88.371265","10.414653","56.109034"
"Melissodes_moorei","7","103.142857","33.879338","12.805186","577.121492"
"Anthophorula_nitens","9","139.444444","60.222735","20.074245","448.872271"
"Melissodes_limbus","51","239.45098","54.108526","7.576709","79.212754"
"Centris_transversa","28","227.214286","40.531978","7.659824","144.280373"
"Anthophora_walshii","75","198.333333","43.02147","4.967691","53.864673"
"Melissodes_grindeliae","46","164.543478","60.570879","8.930689","87.822836"
"Melissodes_subagilis","107","177.420561","71.902192","6.951047","37.755612"
"Anthophorula_albicans","15","103.2","71.880059","18.559351","269.323363"
"Anthophora_phenax","27","270.444444","79.107198","15.224187","149.62409"
"Diadasia_nigrifrons","40","53.825","66.583623","10.527795","100.996261"
"Exomalopsis_solani","101","248.772277","38.201801","3.801221","39.998519"
"Melissodes_intortus","12","237.583333","18.461056","5.329248","336.654204"
"Melissodes_comptoides","148","221.135135","50.505425","4.15152","27.296287"
"Melissodes_thelypodii","79","245.797468","48.633475","5.471693","51.137347"
"Melipona_colimana","2","179.5","14.849242","10.5","2019.925221"
"Diadasia_lutzi","85","185.223529","107.646066","11.675855","47.527652"
"Diadasia_afflicta","45","233.6","33.308749","4.965375","89.774454"
"Diadasia_consociata","19","95.263158","60.915098","13.974882","212.623708"
"Anthophorula_consobrina","13","260.076923","16.367964","4.539656","310.757726"
"Plebeia_frontalis","71","241.507042","32.843296","3.897782","56.899302"
"Plebeia_moureana","15","259.333333","16.303666","4.209588","269.323363"
"Diadasia_tropicalis","25","255.8","43.596636","8.719327","161.594018"
"Centris_varia","128","241.695312","36.676186","3.241747","31.561332"
"Anthophora_timberlakei","14","131.428571","85.43798","22.834261","288.560746"
"Ceratina_acantha","93","59.83871","58.676951","6.084516","43.439252"
"Melissodes_pallidisignatus","100","121.67","81.499712","8.149971","40.398504"
"Anthophora_squammulosa","54","238.388889","41.444401","5.639869","74.812045"
"Melissodes_wheeleri","54","220.925926","36.975694","5.031755","74.812045"
"Svastra_sabinensis","64","255.734375","48.328322","6.04104","63.122663"
"Melissodes_boltoniae","35","212.114286","55.446196","9.372118","115.424298"
"Exomalopsis_analis","80","246.0625","30.469052","3.406544","50.498131"
"Svastra_duplocincta","30","280.466667","32.776919","5.984219","134.661681"
"Anthophorula_texana","15","240.133333","30.168258","7.789411","269.323363"
"Exomalopsis_similis","56","260.982143","26.670713","3.564024","72.140186"
"Melissodes_verbesinarum","74","228.189189","68.592239","7.973686","54.592574"
"Melitoma_taurea","108","198.287037","58.888307","5.66653","37.406023"
"Anthophorula_compactula","75","258.626667","45.589465","5.264218","53.864673"
"Centris_agameta","11","241.181818","28.042176","8.455034","367.259131"
"Melissodes_humilior","17","242.705882","53.952253","13.085343","237.638261"
"Melissodes_micheneri","4","40.25","33.836617","16.918308","1009.962611"
"Melissodes_menuachus","88","165.056818","72.375991","7.715307","45.907391"
"Anthophora_columbariae","14","115.5","77.804242","20.794058","288.560746"
"Exomalopsis_snowi","26","250.5","33.864731","6.64142","155.378863"
"Diadasia_knabiana","2","205.5","98.287843","69.5","2019.925221"
"Melipona_grandis","54","252.444444","6.894533","0.938227","74.812045"
"Melitoma_marginella","45","254.6","28.919481","4.311062","89.774454"
"Euglossa_townsendi","44","242.795455","24.576014","3.704974","91.814783"
"Xylocopa_gualanensis","37","249.108108","28.324296","4.656486","109.185147"
"Melissodes_utahensis","36","118.25","90.873342","15.145557","112.218068"
"Epicharis_analis","14","242.357143","13.843116","3.699728","288.560746"
"Eucera_interrupta","36","132.777778","62.145962","10.35766","112.218068"
"Anthophora_estebana","20","213.95","92.869164","20.766176","201.992522"
"Melissodes_glenwoodensis","60","135.183333","72.280877","9.331421","67.330841"
"Svastra_machaerantherae","47","237.446809","53.720617","7.835957","85.954265"
"Neolarra_vigilans","36","179.277778","82.617747","13.769624","112.218068"
"Ceratina_pacifica","80","100.7125","79.948907","8.93856","50.498131"
"Melipona_costaricensis","15","238.666667","18.336796","4.73454","269.323363"
"Ericrocis_pintada","35","236.2","40.994117","6.92927","115.424298"
"Eucera_vulpes","8","110.625","20.028105","7.081004","504.981305"
"Centris_decolorata","45","266.377778","14.947315","2.228214","89.774454"
"Anthophora_rhodothorax","14","75.142857","42.531178","11.366935","288.560746"
"Neolarra_californica","38","209.263158","92.345615","14.980437","106.311854"
"Melissodes_dagosus","42","111.97619","76.303146","11.773831","96.186915"
"Centris_trigonoides","75","249.453333","31.989987","3.693886","53.864673"
"Eucera_actuosa","56","83.607143","78.168973","10.445768","72.140186"
"Melissodes_opuntiellus","21","259.904762","59.760275","13.040761","192.373831"
"Melipona_solani","13","240.230769","28.954429","8.030514","310.757726"
"Anthophorula_euphorbiae","14","264.071429","72.762484","19.446592","288.560746"
"Mesocheira_bicolor","65","240.230769","34.183681","4.239964","62.151545"
"Anthophorula_albata","22","196.227273","91.721074","19.554999","183.629566"
"Melissodes_snowii","14","207.214286","35.712912","9.544677","288.560746"
"Anthophora_mortuaria","22","206.818182","94.243169","20.092711","183.629566"
"Xylocopa_muscaria","55","254.927273","21.408595","2.886734","73.451826"
"Gaesischia_exul","23","267.130435","45.686983","9.526394","175.645671"
"Epicharis_maculata","27","243.37037","22.800385","4.387936","149.62409"
"Holcopasites_minimus","8","265.875","31.97069","11.303346","504.981305"
"Nomada_bella","28","142.25","82.465986","15.584606","144.280373"
"Eufriesea_mexicana","32","243.4375","32.799427","5.798174","126.245326"
"Exomalopsis_solidaginis","39","237.435897","72.303379","11.577807","103.585909"
"Eucera_lutziana","9","166.555556","56.762908","18.920969","448.872271"
"Nomada_australis","51","188.54902","86.957073","12.176426","79.212754"
"Epeolus_ilicis","14","250","24.466618","6.538979","288.560746"
"Melipona_panamica","8","240.875","34.733424","12.28012","504.981305"
"Eucera_kullenbergi","2","134","4.242641","3","2019.925221"
"Tetragonula_sirindhornae","4","262.75","8.995369","4.497685","1009.962611"
"Oreopasites_vanduzeei","26","111.269231","114.067193","22.370417","155.378863"
"Melissodes_vernalis","16","100.3125","49.571119","12.39278","252.490653"
"Anthophora_peritomae","46","144.891304","76.097373","11.219946","87.822836"
"Neolarra_verbesinae","12","223.916667","73.645908","21.259742","336.654204"
"Centris_fuscata","48","239.979167","35.026731","5.055673","84.163551"
"Diadasia_vallicola","45","188.644444","111.087426","16.559936","89.774454"
"Melissodes_fimbriatus","16","218.5625","55.224353","13.806088","252.490653"
"Diadasia_laticauda","12","91.333333","40.748304","11.763022","336.654204"
"Melitoma_segmentaria","85","234.247059","39.478417","4.282036","47.527652"
"Ceratina_nanula","148","112","87.597021","7.200431","27.296287"
"Exomalopsis_byersi","18","235.611111","31.991063","7.540366","224.436136"
"Thygater_micheneri","5","187.2","15.690762","7.017122","807.970089"
"Epeolus_canadensis","27","199.666667","51.311267","9.874858","149.62409"
"Deltoptila_aurulentocaudata","11","178.727273","17.355638","5.232922","367.259131"
"Brachynomada_margaretae","4","246","38.531372","19.265686","1009.962611"
"Trigona_albipennis","41","253.902439","11.302223","1.765111","98.532938"
"Anthophorula_completa","39","253.564103","31.778671","5.08866","103.585909"
"Exomalopsis_mellipes","61","238.442623","37.483118","4.799221","66.227056"
"Anthophora_fulvicauda","16","147.25","104.022754","26.005689","252.490653"
"Caenonomada_bruneri","22","230.272727","24.671522","5.259986","183.629566"
"Euglossa_atroveneta","10","234.3","22.365897","7.072718","403.985044"
"Trigona_fuscipennis","91","252.626374","23.67542","2.481858","44.393961"
"Euglossa_obtusa","6","253.666667","19.273471","7.868362","673.308407"
"Eufriesea_rugosa","18","224.111111","30.901911","7.28365","224.436136"
"Eucera_aragalli","5","231.8","43.665776","19.527929","807.970089"
"Melissodes_coloradensis","28","190.428571","53.823737","10.17173","144.280373"
"Melissodes_sphaeralceae","18","228.388889","44.886968","10.57996","224.436136"
"Eucera_fulvitarsis","64","110.65625","78.413276","9.801659","63.122663"
"Melissodes_hymenoxidis","21","81.809524","73.217224","15.977308","192.373831"
"Anthophorula_exilis","5","271.6","33.500746","14.981989","807.970089"
"Eucera_primiveris","33","158.909091","96.968862","16.880112","122.41971"
"Anthophora_striata","12","186.333333","111.036712","32.053538","336.654204"
"Oreopasites_barbarae","3","250","22.113344","12.767145","1346.616814"
"Triopasites_penniger","22","230.863636","83.789586","17.864","183.629566"
"Townsendiella_pulchra","23","183.217391","90.829489","18.939258","175.645671"
"Centris_cockerelli","56","230.196429","87.773141","11.729179","72.140186"
"Xylocopa_guatemalensis","31","213.354839","36.32772","6.524651","130.317756"
"Epeolus_attenboroughi","3","159.666667","36.501142","21.073944","1346.616814"
"Eufriesea_concava","26","239.653846","28.688593","5.626296","155.378863"
