"species","n_bio_2","mean_bio_2","sd_bio_2","se_bio_2","within_sp_var_bio_2"
"Lasioglossum_holochlorum","17","79.176471","19.599857","4.753664","18.981452"
"Hylaeus_ruficeps","28","84.857143","17.292075","3.267895","11.524453"
"Nomia_rubroviridis","9","71.888889","28.453666","9.484555","35.853854"
"Bombus_flavifrons","429","87.086247","26.330298","1.271239","0.752179"
"Bombus_perplexus","396","79.19697","15.44485","0.776133","0.81486"
"Bombus_rufocinctus","566","93.017668","20.384092","0.856807","0.570114"
"Melissodes_druriellus","227","84.704846","19.503486","1.294492","1.421518"
"Melissodes_illatus","65","73.830769","16.053202","1.991155","4.96438"
"Melissodes_bimaculatus","375","84.933333","16.095581","0.831172","0.860493"
"Bombus_sitkensis","136","76.397059","26.280335","2.25352","2.372682"
"Melissodes_subillatus","66","78.106061","12.377559","1.523572","4.889162"
"Bombus_variabilis","126","86.492063","16.388653","1.460017","2.56099"
"Melissodes_compositus","40","119.025","8.774928","1.387438","8.067117"
"Melissodes_bicoloratus","17","118.352941","7.347969","1.782144","18.981452"
"Melissodes_lustrus","35","110.4","14.213084","2.40245","9.219563"
"Melissodes_lupinus","70","110.457143","14.032763","1.677236","4.609781"
"Melissodes_tessellatus","13","104.923077","25.516209","7.076923","24.821899"
"Melissodes_expolitus","4","126.5","1.914854","0.957427","80.671172"
"Melissodes_interruptus","19","91.684211","21.959692","5.037899","16.983405"
"Melissodes_lutulentus","55","115.090909","8.605065","1.160307","5.866994"
"Melissodes_appressus","18","116.222222","15.622591","3.68228","17.926927"
"Melissodes_gelidus","32","111.1875","11.197458","1.97945","10.083896"
"Melissodes_perpolitus","14","118.928571","4.514324","1.206504","23.048906"
"Melissodes_melanurus","8","116.25","13.956565","4.934391","40.335586"
"Melissodes_velutinus","10","111.2","21.775623","6.886057","32.268469"
"Melissodes_tinctus","24","81.291667","13.948599","2.847246","13.445195"
"Melissodes_paululus","10","112.9","17.400192","5.502424","32.268469"
"Melissodes_fasciatellus","23","122.391304","3.215575","0.670494","14.029769"
"Melissodes_semilupinus","36","116.75","11.215741","1.86929","8.963464"
"Nomada_imbricata","84","78.154762","12.300939","1.342142","3.841484"
"Nomada_luteoloides","102","77.882353","15.073611","1.49251","3.163575"
"Apis_dorsata","376","64.922872","27.440542","1.415138","0.858204"
"Axestotrigona_erythra","6","78.333333","26.280538","10.728985","53.780781"
"Amegilla_calva","14","102.571429","18.442068","4.92885","23.048906"
"Amegilla_chlorocyanea","224","96.397321","20.275196","1.354694","1.440557"
"Plebeiella_lendliana","11","71.272727","25.092194","7.565581","29.334972"
"Melissodes_nigroaeneus","20","76.05","12.158926","2.718819","16.134234"
"Eulaema_speciosa","16","47.8125","13.496759","3.37419","20.167793"
"Axestotrigona_ferruginea","27","77.037037","25.298953","4.868786","11.951285"
"Ceratina_okinawana","3","17.333333","6.658328","3.844187","107.561563"
"Bombus_muscorum","319","52.504702","22.782934","1.275599","1.011551"
"Xylocopa_micheneri","24","92.791667","25.984911","5.304148","13.445195"
"Bombus_laesus","37","86.756757","13.054172","2.146093","8.721208"
"Bombus_californicus","197","103.071066","18.457204","1.315021","1.637993"
"Amegilla_scymna","1","104",NA,NA,"322.684688"
"Amegilla_indistincta","4","55.25","17.017148","8.508574","80.671172"
"Amegilla_karlba","4","73.25","29.033027","14.516514","80.671172"
"Amegilla_paeninsulae","2","35.5","20.506097","14.5","161.342344"
"Amegilla_viridicingulata","1","33",NA,NA,"322.684688"
"Apis_florea","260","79.407692","28.004053","1.736738","1.241095"
"Austrothurgus_rubricatus","26","84.153846","23.151142","4.540312","12.41095"
"Bombus_impatiens","566","82.402827","17.484666","0.734935","0.570114"
"Braunsapis_occidentalis","4","80.5","31.984371","15.992186","80.671172"
"Hylaeus_cyanurus","1","92",NA,NA,"322.684688"
"Bombus_fraternus","265","94.792453","19.670157","1.208328","1.217678"
"Megachile_aethiops","18","89.833333","21.027293","4.95618","17.926927"
"Tetragonula_clypearis","8","41.5","18.181623","6.428174","40.335586"
"Trichocolletes_albigenae","5","94.2","6.300794","2.817801","64.536938"
"Trichocolletes_avialis","1","109",NA,NA,"322.684688"
"Trichocolletes_centralis","3","105.333333","4.041452","2.333333","107.561563"
"Trichocolletes_nitens","2","105","0","0","161.342344"
"Trichocolletes_orientalis","22","76.818182","22.336467","4.762151","14.667486"
"Bombus_crotchii","46","113.130435","18.861611","2.780993","7.014885"
"Bombus_morrisoni","226","115.442478","12.0277","0.800071","1.427808"
"Melissodes_microstictus","550","99.349091","22.360801","0.953468","0.586699"
"Bombus_bifarius","327","101.299694","20.364367","1.126152","0.986803"
"Bombus_fervidus","657","96.613394","19.813759","0.773008","0.491149"
"Bombus_appositus","225","107.586667","14.341585","0.956106","1.434154"
"Bombus_vosnesenskii","213","100.835681","24.047834","1.64773","1.514952"
"Bombus_ephippiatus","100","90.85","26.108312","2.610831","3.226847"
"Anthophora_urbana","239","112.970711","15.478203","1.001202","1.350145"
"Bombus_mexicanus","27","61.222222","19.590683","3.770229","11.951285"
"Bombus_terricola","508","81.354331","18.448725","0.81853","0.635206"
"Bombus_sonorus","204","112.264706","16.954257","1.187035","1.581788"
"Bombus_steindachneri","51","97.294118","21.209709","2.969953","6.327151"
"Bombus_mixtus","395","86.534177","24.263062","1.220807","0.816923"
"Bombus_huntii","448","104.162946","15.736015","0.743457","0.720278"
"Bombus_melanopygus","406","85.182266","27.249579","1.352374","0.79479"
"Bombus_caliginosus","64","96.5","24.417662","3.052208","5.041948"
"Bombus_centralis","295","106.8","14.872611","0.865917","1.093846"
"Bombus_griseocollis","723","91","18.981256","0.705921","0.446314"
"Bombus_diligens","42","94.642857","19.222473","2.966092","7.682969"
"Bombus_auricomus","301","89.368771","15.239867","0.878411","1.072042"
