"species","n_bio_6","mean_bio_6","sd_bio_6","se_bio_6","within_sp_var_bio_6"
"Bombus_impatiens","566","-5.39364","7.878205","0.331146","0.05407"
"Braunsapis_occidentalis","4","9.375","4.757012","2.378506","7.650959"
"Hylaeus_cyanurus","1","8.6",NA,NA,"30.603837"
"Bombus_fraternus","265","-1.54","5.974471","0.367009","0.115486"
"Megachile_aethiops","18","14.083333","3.583828","0.844716","1.700213"
"Tetragonula_clypearis","8","20.25","2.582911","0.913197","3.82548"
"Trichocolletes_albigenae","5","5.04","1.293445","0.578446","6.120767"
"Trichocolletes_avialis","1","11.8",NA,NA,"30.603837"
"Trichocolletes_centralis","3","6.233333","0.568624","0.328295","10.201279"
"Trichocolletes_nitens","2","6.1","0","0","15.301918"
"Trichocolletes_orientalis","22","6.513636","3.52262","0.751025","1.391083"
"Bombus_crotchii","46","2.263043","6.255357","0.922302","0.665301"
"Bombus_morrisoni","226","-5.179204","4.728087","0.314508","0.135415"
"Melissodes_microstictus","550","-1.291818","8.854829","0.377571","0.055643"
"Bombus_bifarius","327","-9.093884","6.427574","0.355446","0.09359"
"Bombus_fervidus","657","-7.628615","6.100215","0.237992","0.046581"
"Bombus_appositus","225","-8.012889","4.813816","0.320921","0.136017"
"Bombus_vosnesenskii","213","-5.410798","7.881901","0.540059","0.14368"
"Bombus_ephippiatus","100","7.701","6.593316","0.659332","0.306038"
"Anthophora_urbana","239","-3.151464","6.352561","0.410913","0.12805"
"Bombus_mexicanus","27","16.97037","4.330732","0.83345","1.133475"
"Bombus_terricola","508","-13.381693","6.893604","0.305854","0.060244"
"Bombus_sonorus","204","2.801961","6.251912","0.437721","0.150019"
"Bombus_steindachneri","51","10.788235","5.109585","0.715485","0.600075"
"Bombus_mixtus","395","-12.102278","8.759217","0.440724","0.077478"
"Bombus_huntii","448","-7.413839","6.470268","0.305691","0.068312"
"Bombus_melanopygus","406","-9.668473","9.411351","0.467078","0.075379"
"Bombus_caliginosus","64","2.434375","4.246164","0.530771","0.478185"
"Bombus_centralis","295","-9.156271","5.712001","0.332566","0.103742"
"Bombus_griseocollis","723","-6.040941","6.932649","0.257828","0.042329"
"Bombus_diligens","42","9.638095","4.45503","0.687426","0.728663"
"Bombus_auricomus","301","-6.492027","4.972612","0.286617","0.101674"
"Trigona_nigerrima","57","18.433333","4.116488","0.545242","0.536909"
"Melissodes_agilis","317","-5.412303","5.860326","0.329149","0.096542"
"Nomada_denticulata","74","-5.42027","4.419973","0.513811","0.413565"
"Nomada_articulata","162","-6.362963","4.981605","0.391392","0.188913"
"Epeolus_autumnalis","40","-5.3425","4.836447","0.764709","0.765096"
"Ceratina_calcarata","246","-5.861382","5.314894","0.338865","0.124406"
"Nomada_fabriciana","189","-0.54127","3.673813","0.267231","0.161925"
"Nomada_ferruginata","106","-1.892453","3.561051","0.34588","0.288715"
"Bombus_ternarius","475","-14.064421","5.618653","0.257801","0.064429"
"Bombus_bimaculatus","502","-6.846813","7.340698","0.327631","0.060964"
"Scaptotrigona_mexicana","46","14.626087","4.952639","0.730227","0.665301"
"Xylocopa_tabaniformis","198","5.208081","6.870332","0.488253","0.154565"
"Xylocopa_micans","151","5.804636","4.683166","0.381111","0.202674"
"Bombus_pauloensis","158","10.220253","4.610425","0.366786","0.193695"
"Xylocopa_sonorina","146","7.536301","7.322152","0.605986","0.209615"
"Bombus_insularis","440","-10.995","7.130331","0.339925","0.069554"
"Bombus_nevadensis","415","-9.146506","5.923431","0.29077","0.073744"
"Trigona_fulviventris","192","18.101562","4.821499","0.347962","0.159395"
"Bombus_cryptarum","440","-10.832273","9.214713","0.439294","0.069554"
"Xylocopa_flavorufa","101","10.066337","4.326136","0.430467","0.303008"
"Bombus_pensylvanicus","703","-1.628876","7.372918","0.278075","0.043533"
"Bombus_vagans","510","-10.576471","5.598961","0.247926","0.060008"
"Bombus_citrinus","259","-8.709266","5.298075","0.329206","0.118162"
"Ptilothrix_bombiformis","174","-0.385632","4.761244","0.360949","0.175884"
"Bombus_affinis","218","-7.746789","5.40187","0.365861","0.140385"
"Scaptotrigona_pectoralis","70","18.082857","4.476508","0.535045","0.437198"
"Xylocopa_fimbriata","110","18.238182","5.44903","0.519545","0.278217"
"Nannotrigona_perilampoides","119","16.517647","5.391938","0.494278","0.257175"
"Melissodes_desponsus","228","-7.260965","4.69845","0.311162","0.134227"
"Centris_rhodopus","78","4.442308","4.401579","0.498381","0.392357"
"Anthophora_terminalis","354","-10.557627","5.867615","0.31186","0.086452"
"Bombus_flavidus","562","-11.756406","6.744227","0.284488","0.054455"
"Eulaema_polychroma","147","15.895238","4.999292","0.412335","0.208189"
"Nomada_fervida","33","1.263636","9.198193","1.6012","0.927389"
"Melissoptila_otomita","29","13.968966","4.994433","0.927443","1.055305"
"Habropoda_laboriosa","162","1.775926","5.28631","0.415332","0.188913"
"Anthophora_edwardsii","60","-1.403333","6.249799","0.806846","0.510064"
"Bombus_ashtoni","226","-13.407522","6.403096","0.425928","0.135415"
"Svastra_obliqua","368","-2.753804","5.901483","0.307636","0.083163"
"Brachymelecta_californica","213","-2.179343","6.392002","0.437973","0.14368"
"Habropoda_depressa","37","2.343243","4.850976","0.797496","0.827131"
"Anthophora_californica","232","2.791379","5.964927","0.391617","0.131913"
"Diadasia_bituberculata","39","3.358974","4.571233","0.731983","0.784714"
"Bombus_borealis","390","-13.757692","5.085751","0.257527","0.078471"
"Bombus_frigidus","314","-17.478025","8.07439","0.455664","0.097464"
"Diadasia_enavata","187","-1.426203","5.931509","0.433755","0.163657"
"Anthophora_montana","109","-3.441284","5.402644","0.517479","0.280769"
"Anthophora_occidentalis","107","-5.297196","5.695438","0.550599","0.286017"
"Xylocopa_californica","198","1.779798","6.160221","0.437788","0.154565"
"Melissodes_communis","257","-0.073541","6.72213","0.419315","0.119081"
"Bombus_suckleyi","210","-10.029048","6.519104","0.449861","0.145733"
"Anthophora_abrupta","176","-0.953977","5.134342","0.387016","0.173885"
"Bombus_occidentalis","459","-10.176035","8.161406","0.380942","0.066675"
"Anthophora_pacifica","96","-2.679167","5.551935","0.566642","0.31879"
"Cephalotrigona_zexmeniae","62","18.880645","4.011044","0.509403","0.49361"
"Xylocopa_flavicollis","61","10.272131","4.730403","0.605666","0.501702"
"Melipona_beecheii","86","17.044186","4.499245","0.485166","0.355859"
"Epeolus_scutellaris","125","-7.6784","5.002041","0.447396","0.244831"
"Centris_nitida","100","15.71","5.183414","0.518341","0.306038"
"Frieseomelitta_nigra","53","18.532075","3.477055","0.47761","0.577431"
"Bombus_cingulatus","131","-11.564122","2.973216","0.259771","0.233617"
"Bombus_pyrosoma","17","-14.929412","4.520476","1.096376","1.800226"
"Epeolus_compactus","94","0.008511","7.176435","0.740193","0.325573"
"Melissodes_tepaneca","176","8.227841","7.73529","0.583069","0.173885"
"Eucera_frater","77","-3.503896","6.684161","0.761731","0.397452"
"Nomada_gracilis","40","-8.2975","4.422639","0.699281","0.765096"
"Diadasia_diminuta","247","-0.325506","6.46938","0.411637","0.123902"
"Exaerete_frontalis","70","20.341429","3.644511","0.435602","0.437198"
"Melissodes_paroselae","59","3.677966","5.586655","0.727321","0.518709"
"Nomada_texana","153","0.369281","6.353245","0.513629","0.200025"
"Triepeolus_remigatus","128","-3.017188","5.318311","0.470077","0.239092"
"Bombus_sylvicola","340","-16.652059","9.377502","0.508566","0.090011"
"Bombus_balteatus","183","-14.583607","7.653732","0.56578","0.167234"
"Bombus_vandykei","69","-0.582609","4.709969","0.567014","0.443534"
"Bombus_jonellus","639","-8.843505","9.364715","0.370462","0.047893"
"Bombus_sandersoni","179","-12.627374","5.800143","0.433523","0.170971"
"Nomada_ruficornis","296","-3.376014","4.930768","0.286595","0.103391"
"Bombus_pascuorum","1082","-5.995379","7.002637","0.212886","0.028285"
"Ceratina_mikmaqi","99","-7.991919","4.663245","0.468674","0.30913"
"Anthophora_furcata","341","-5.181525","5.84405","0.316473","0.089747"
"Nomada_panzeri","380","-5.602895","5.988962","0.307227","0.080536"
"Nomada_perplexa","41","-6.021951","3.511162","0.548351","0.746435"
"Epeoloides_pilosulus","30","-9.453333","5.150141","0.940283","1.020128"
"Nomada_vicina","53","-9.95283","3.903874","0.536238","0.577431"
"Nomada_depressa","51","-7.688235","3.908332","0.547276","0.600075"
"Nomada_subrutila","6","-5.916667","3.031446","1.237583","5.100639"
"Diadasia_australis","149","-0.951007","6.973992","0.571332","0.205395"
"Epeolus_olympiellus","22","-3.354545","5.909696","1.259951","1.391083"
"Nomada_cuneata","57","-8.485965","4.588045","0.607701","0.536909"
"Nomada_sayi","55","-4.647273","4.197391","0.565976","0.556433"
"Nomada_hydrophylli","10","-9.95","4.408641","1.394135","3.060384"
"Exaerete_smaragdina","127","18.672441","4.357108","0.386631","0.240975"
"Nomada_maculata","102","-6.741176","3.830683","0.379294","0.300038"
"Eucera_hamata","109","-5.279817","4.32186","0.413959","0.280769"
"Anthophora_bomboides","262","-7.390076","7.455342","0.460593","0.116809"
"Melissodes_denticulatus","135","-4.994815","4.666078","0.401592","0.226695"
"Ceratina_strenua","164","-2.942683","4.614143","0.360304","0.186609"
"Svastra_texana","44","0.768182","3.978592","0.599795","0.695542"
"Centris_caesalpiniae","61","1.801639","4.889972","0.626097","0.501702"
"Ceratina_dupla","190","-4.906842","6.244863","0.45305","0.161073"
"Triepeolus_donatus","65","-5.981538","5.271945","0.653904","0.470828"
"Melissodes_rivalis","133","-6.244361","6.582109","0.570741","0.230104"
"Bombus_hyperboreus","71","-22.378873","10.118836","1.200885","0.43104"
"Nomada_cressonii","112","-6.290179","4.487841","0.424061","0.273249"
"Melissodes_dentiventris","93","-0.408602","5.320013","0.55166","0.329074"
"Bombus_kluanensis","3","-21.733333","5.244362","3.027834","10.201279"
"Epeolus_mesillae","40","2.115","5.427685","0.858192","0.765096"
"Epeolus_pusillus","83","-3.162651","5.715143","0.627318","0.368721"
"Zacosmia_maculata","46","0.73913","6.101092","0.899557","0.665301"
"Melissodes_persimilis","21","9.671429","5.816369","1.269236","1.457326"
"Euglossa_imperialis","97","20.482474","2.498166","0.25365","0.315503"
"Bombus_brachycephalus","31","10.309677","4.676491","0.839923","0.987221"
"Epeolus_bifasciatus","118","-4.10678","7.455919","0.686373","0.259355"
"Euglossa_viridissima","73","15.952055","4.749477","0.555884","0.419231"
"Coelioxoides_punctipennis","10","17.21","3.562287","1.126494","3.060384"
"Triepeolus_grandis","31","2.035484","3.728856","0.669722","0.987221"
"Nomada_lehighensis","34","-6.320588","4.276984","0.733497","0.900113"
"Bombus_natvigi","22","-26.618182","4.760616","1.014967","1.391083"
"Xylocopa_mordax","28","22.385714","2.867663","0.541937","1.092994"
"Ceratina_arizonensis","55","4.212727","5.858045","0.789899","0.556433"
"Melissodes_trinodis","137","-7.089781","5.881367","0.502479","0.223386"
"Diadasia_ochracea","136","2.120588","5.975495","0.512394","0.225028"
"Ceratina_floridana","43","5.527907","7.728067","1.178519","0.711717"
"Anthophora_curta","158","3.763291","5.555721","0.441989","0.193695"
"Florilegus_condignus","118","4.577966","10.509224","0.967452","0.259355"
"Nomada_bifasciata","94","0.580851","4.73287","0.488158","0.325573"
"Centris_scopipes","14","14.25","1.354054","0.361886","2.185988"
"Anthophora_exigua","69","-6.455072","4.551714","0.547962","0.443534"
"Ericrocis_lata","94","3.26383","4.591058","0.473531","0.325573"
"Anthophora_ursina","137","-5.885401","5.127098","0.438038","0.223386"
"Epeolus_minimus","84","-8.320238","7.12044","0.776904","0.364331"
"Melipona_quadrifasciata","43","13.237209","3.410001","0.52002","0.711717"
"Triepeolus_verbesinae","35","5.051429","5.068146","0.856673","0.874395"
"Melissodes_vernoniae","49","-4.638776","4.446994","0.635285","0.624568"
"Anthophora_vallorum","26","2.261538","4.321211","0.847459","1.177071"
"Anthophora_cockerelli","14","1.685714","3.420044","0.914045","2.185988"
"Triepeolus_simplex","40","-2.81","5.658839","0.894741","0.765096"
"Anthophora_centriformis","44","2.340909","4.563165","0.687923","0.695542"
"Habropoda_pallida","32","4","3.120691","0.551665","0.95637"
"Anthophora_hololeuca","32","4.975","5.522914","0.976322","0.95637"
"Eucera_rosae","40","-1.7575","4.03916","0.638647","0.765096"
"Triepeolus_subalpinus","19","-6.663158","6.434129","1.47609","1.610728"
"Centris_mocsaryi","23","12.330435","3.862457","0.805378","1.330602"
"Diadasia_rinconis","186","2.556989","6.042219","0.443037","0.164537"
"Habropoda_tristissima","33","2.345455","5.333742","0.928485","0.927389"
"Diadasia_tuberculifrons","11","5.5","3.077337","0.927852","2.782167"
"Trigona_truculenta","99","19.008081","3.877504","0.389704","0.30913"
"Lestrimelitta_niitkib","28","16.071429","4.641508","0.877163","1.092994"
"Epeolus_americanus","47","-9.165957","8.390659","1.223903","0.651145"
"Trigona_guianae","98","19.714286","3.335748","0.336961","0.312284"
"Melipona_subnitida","12","21.608333","1.843149","0.532071","2.55032"
"Eucera_lepida","18","-2","5.574522","1.313927","1.700213"
"Triepeolus_melanarius","7","3.985714","4.348727","1.643664","4.371977"
"Anthophora_albata","56","-6.178571","4.590968","0.613494","0.546497"
"Melissodes_stearnsi","30","2.55","4.676556","0.853818","1.020128"
"Partamona_orizabaensis","64","16.179688","5.59717","0.699646","0.478185"
"Anthophora_petrophila","91","-1.910989","4.910701","0.514781","0.336306"
"Centris_zacateca","28","4.607143","4.068936","0.768957","1.092994"
"Lestrimelitta_danuncia","8","21.7625","3.690117","1.304653","3.82548"
"Centris_mexicana","41","5.72439","4.86589","0.759924","0.746435"
"Martinapis_luteicornis","34","0.464706","3.435984","0.589266","0.900113"
"Centris_hoffmanseggiae","35","3.525714","3.060214","0.517271","0.874395"
"Habropoda_cineraria","90","-4.942222","6.755904","0.712135","0.340043"
"Anthophora_abroniae","21","4.271429","5.083123","1.109228","1.457326"
"Epicharis_elegans","42","15.704762","5.182426","0.799666","0.728663"
"Melissodes_tristis","189","-0.088889","5.624399","0.409115","0.161925"
"Centris_lanosa","44","2.259091","4.732634","0.713471","0.695542"
"Melissodes_montanus","68","2.342647","7.131773","0.864855","0.450056"
"Melissodes_gilensis","48","1.783333","6.243408","0.901158","0.63758"
"Svastra_cressonii","31","-2.212903","5.222244","0.937943","0.987221"
"Paratetrapedia_calcarata","43","18.2","4.183414","0.637965","0.711717"
"Triepeolus_penicilliferus","24","4.9125","3.256741","0.664779","1.27516"
"Melissodes_trifasciatus","5","23.16","1.073778","0.480208","6.120767"
"Centris_tricolor","30","5.583333","4.605326","0.840814","1.020128"
"Eucera_edwardsii","77","-3.661039","5.908828","0.673373","0.397452"
"Xylocopa_pulchra","1","10",NA,NA,"30.603837"
"Centris_pallida","51","6.682353","4.803445","0.672617","0.600075"
"Trigona_corvina","77","18.605195","4.057543","0.4624","0.397452"
"Anthophora_maculifrons","54","-6.009259","4.259917","0.579701","0.566738"
"Ceratina_cockerelli","44","8.720455","6.308745","0.951079","0.695542"
"Anthophora_flavocincta","24","4.8625","3.699684","0.755195","1.27516"
"Anthophora_porterae","90","-4.305556","5.034072","0.530638","0.340043"
"Diadasia_sphaeralcearum","38","3.336842","3.976785","0.64512","0.805364"
"Melissodes_confusus","87","-5.687356","9.425236","1.010491","0.351768"
"Scaptotrigona_hellwegeri","39","13.792308","5.612504","0.89872","0.784714"
"Centris_atripes","99","6.09697","5.005598","0.503082","0.30913"
"Melissodes_coreopsis","154","-3.622727","6.181075","0.498085","0.198726"
"Partamona_bilineata","84","14.904762","5.711917","0.623221","0.364331"
"Plebeia_pulchra","29","16.682759","3.485077","0.647163","1.055305"
"Melissodes_tepidus","65","1.130769","6.224722","0.772082","0.470828"
"Melissodes_robustior","32","2.265625","5.531354","0.977814","0.95637"
"Ancyloscelis_apiformis","78","15.687179","6.934","0.785121","0.392357"
"Melissodes_bimatris","72","-4.115278","4.448632","0.524276","0.425053"
"Melissodes_moorei","7","6.614286","3.608522","1.363893","4.371977"
"Anthophorula_nitens","9","6.833333","3.181195","1.060398","3.400426"
"Melissodes_limbus","51","3.545098","5.945967","0.832602","0.600075"
"Centris_transversa","28","12.146429","4.15001","0.784278","1.092994"
"Anthophora_walshii","75","-7.512","4.386495","0.506509","0.408051"
"Melissodes_grindeliae","46","-7.51087","6.587336","0.97125","0.665301"
"Melissodes_subagilis","107","-5.98972","5.282276","0.510657","0.286017"
"Anthophorula_albicans","15","3.766667","4.990085","1.288434","2.040256"
"Anthophora_phenax","27","5.307407","3.690938","0.710321","1.133475"
"Diadasia_nigrifrons","40","-3.6075","6.19058","0.978817","0.765096"
"Exomalopsis_solani","101","2.290099","5.352074","0.532551","0.303008"
"Melissodes_intortus","12","-0.1","5.603408","1.617565","2.55032"
"Melissodes_comptoides","148","0.381757","6.955642","0.57175","0.206783"
"Melissodes_thelypodii","79","6.848101","7.951195","0.894579","0.38739"
"Melipona_colimana","2","6.65","0.919239","0.65","15.301918"
"Diadasia_lutzi","85","0.985882","6.663818","0.722793","0.360045"
"Diadasia_afflicta","45","0.946667","6.086221","0.90728","0.680085"
"Diadasia_consociata","19","2.305263","6.406722","1.469803","1.610728"
"Anthophorula_consobrina","13","8.061538","6.417364","1.779857","2.354141"
"Plebeia_frontalis","71","16.473239","4.924196","0.584395","0.43104"
"Plebeia_moureana","15","19.013333","2.21226","0.571203","2.040256"
"Diadasia_tropicalis","25","15.072","7.806702","1.56134","1.224153"
"Centris_varia","128","16.527344","5.358674","0.473644","0.239092"
"Anthophora_timberlakei","14","3.735714","2.850535","0.761838","2.185988"
"Ceratina_acantha","93","-0.647312","5.095023","0.528329","0.329074"
"Melissodes_pallidisignatus","100","-5.372","5.981623","0.598162","0.306038"
"Anthophora_squammulosa","54","9.883333","7.947534","1.081522","0.566738"
"Melissodes_wheeleri","54","-2.559259","7.633059","1.038728","0.566738"
"Svastra_sabinensis","64","4.520313","4.831976","0.603997","0.478185"
"Melissodes_boltoniae","35","-1.311429","6.204542","1.048759","0.874395"
"Exomalopsis_analis","80","16.715","5.444847","0.608752","0.382548"
"Svastra_duplocincta","30","5.576667","4.285475","0.782417","1.020128"
"Anthophorula_texana","15","3.06","6.247834","1.613184","2.040256"
"Exomalopsis_similis","56","15.282143","6.92025","0.924757","0.546497"
"Melissodes_verbesinarum","74","1.448649","4.5704","0.531298","0.413565"
"Melitoma_taurea","108","-0.826852","4.628369","0.445365","0.283369"
"Anthophorula_compactula","75","2.978667","4.331447","0.500152","0.408051"
"Centris_agameta","11","13.345455","4.795699","1.445958","2.782167"
"Melissodes_humilior","17","-0.288235","4.556572","1.105131","1.800226"
"Melissodes_micheneri","4","-1.725","3.507492","1.753746","7.650959"
"Melissodes_menuachus","88","-6.259091","5.770907","0.615181","0.347771"
"Anthophora_columbariae","14","2.507143","4.05737","1.084378","2.185988"
"Exomalopsis_snowi","26","10.361538","5.402005","1.05942","1.177071"
"Diadasia_knabiana","2","11.25","11.525841","8.15","15.301918"
"Melipona_grandis","54","20.437037","1.730666","0.235514","0.566738"
"Melitoma_marginella","45","14.528889","5.470027","0.815423","0.680085"
"Euglossa_townsendi","44","18.756818","3.358045","0.506244","0.695542"
"Xylocopa_gualanensis","37","17.851351","5.212891","0.856994","0.827131"
"Melissodes_utahensis","36","-6.15","2.168805","0.361468","0.850107"
"Epicharis_analis","14","15.178571","3.600893","0.962379","2.185988"
"Eucera_interrupta","36","-1.805556","4.696074","0.782679","0.850107"
"Anthophora_estebana","20","3.645","4.403763","0.984711","1.530192"
"Melissodes_glenwoodensis","60","-6.98","4.201565","0.54242","0.510064"
"Svastra_machaerantherae","47","1.42766","3.440974","0.501918","0.651145"
"Neolarra_vigilans","36","-3.180556","5.902194","0.983699","0.850107"
"Ceratina_pacifica","80","-4.6625","3.765243","0.420967","0.382548"
"Melipona_costaricensis","15","20.813333","2.441565","0.630409","2.040256"
"Ericrocis_pintada","35","6.622857","5.704853","0.964296","0.874395"
"Eucera_vulpes","8","5.025","2.736395","0.967462","3.82548"
"Centris_decolorata","45","20.937778","4.20418","0.626722","0.680085"
"Anthophora_rhodothorax","14","1.842857","4.207633","1.124537","2.185988"
"Neolarra_californica","38","4.05","4.293159","0.696442","0.805364"
"Melissodes_dagosus","42","-5.040476","4.151641","0.640612","0.728663"
"Centris_trigonoides","75","17.732","5.598218","0.646427","0.408051"
"Eucera_actuosa","56","-1.203571","5.865553","0.783817","0.546497"
"Melissodes_opuntiellus","21","3.985714","5.335943","1.164398","1.457326"
"Melipona_solani","13","17.161538","3.373312","0.935588","2.354141"
"Anthophorula_euphorbiae","14","4.914286","3.478032","0.929543","2.185988"
"Mesocheira_bicolor","65","15.964615","5.333867","0.661585","0.470828"
"Anthophorula_albata","22","0.495455","4.764699","1.015837","1.391083"
"Melissodes_snowii","14","-6.95","5.192858","1.38785","2.185988"
"Anthophora_mortuaria","22","4.918182","4.91486","1.047852","1.391083"
"Xylocopa_muscaria","55","19.407273","3.891817","0.524772","0.556433"
"Gaesischia_exul","23","15.521739","7.302301","1.522635","1.330602"
"Epicharis_maculata","27","17.92963","3.48765","0.671199","1.133475"
"Holcopasites_minimus","8","3.2","2.300931","0.813502","3.82548"
"Nomada_bella","28","-6.703571","3.511514","0.663614","1.092994"
"Eufriesea_mexicana","32","16.875","5.116955","0.904558","0.95637"
"Exomalopsis_solidaginis","39","0.5","5.22932","0.837361","0.784714"
"Eucera_lutziana","9","-6.533333","1.972942","0.657647","3.400426"
"Nomada_australis","51","-3.668627","6.420202","0.899008","0.600075"
"Epeolus_ilicis","14","4.892857","5.061995","1.352875","2.185988"
"Melipona_panamica","8","22.0875","3.597792","1.272012","3.82548"
"Eucera_kullenbergi","2","11.5","0.424264","0.3","15.301918"
"Tetragonula_sirindhornae","4","21.3","2.312286","1.156143","7.650959"
"Oreopasites_vanduzeei","26","-0.265385","5.039202","0.988269","1.177071"
"Melissodes_vernalis","16","0.25625","6.315797","1.578949","1.91274"
"Anthophora_peritomae","46","-7.286957","4.294886","0.633246","0.665301"
"Neolarra_verbesinae","12","-1.933333","5.163743","1.490644","2.55032"
"Centris_fuscata","48","15.55625","5.375552","0.775894","0.63758"
"Diadasia_vallicola","45","2.982222","4.072038","0.607024","0.680085"
"Melissodes_fimbriatus","16","-0.625","3.69423","0.923558","1.91274"
"Diadasia_laticauda","12","3.608333","4.366288","1.260439","2.55032"
"Melitoma_segmentaria","85","14.423529","7.065908","0.766405","0.360045"
"Ceratina_nanula","148","-3.258108","5.827416","0.479011","0.206783"
"Exomalopsis_byersi","18","13.8","3.869641","0.912083","1.700213"
"Thygater_micheneri","5","6.32","3.132411","1.400857","6.120767"
"Epeolus_canadensis","27","-6.288889","3.150865","0.606384","1.133475"
"Deltoptila_aurulentocaudata","11","7.954545","1.907545","0.575146","2.782167"
"Brachynomada_margaretae","4","2.15","5.346962","2.673481","7.650959"
"Trigona_albipennis","41","20.919512","2.85037","0.445153","0.746435"
"Anthophorula_completa","39","3.071795","3.74861","0.600258","0.784714"
"Exomalopsis_mellipes","61","13.709836","6.045734","0.774077","0.501702"
"Anthophora_fulvicauda","16","4.48125","4.558979","1.139745","1.91274"
"Caenonomada_bruneri","22","8.736364","4.033024","0.859844","1.391083"
"Euglossa_atroveneta","10","16.44","3.116693","0.985585","3.060384"
"Trigona_fuscipennis","91","19.598901","3.401976","0.356624","0.336306"
"Euglossa_obtusa","6","18.083333","2.109423","0.861168","5.100639"
"Eufriesea_rugosa","18","14.566667","3.497058","0.824264","1.700213"
"Eucera_aragalli","5","-2.52","5.748652","2.570875","6.120767"
"Melissodes_coloradensis","28","-5.65","3.697797","0.698818","1.092994"
"Melissodes_sphaeralceae","18","1.377778","6.311852","1.487718","1.700213"
"Eucera_fulvitarsis","64","-6.832813","4.158566","0.519821","0.478185"
"Melissodes_hymenoxidis","21","-10.519048","4.053347","0.884513","1.457326"
"Anthophorula_exilis","5","4.5","4.501666","2.013206","6.120767"
"Eucera_primiveris","33","-0.830303","4.634213","0.806713","0.927389"
"Anthophora_striata","12","5.708333","2.441854","0.704903","2.55032"
"Oreopasites_barbarae","3","-0.4","3.593049","2.074448","10.201279"
"Triopasites_penniger","22","2.85","4.145652","0.883856","1.391083"
