"","np","lnLik","DiscLik","ContLik","AICc","dAICc","AICcwt"
"bm1_8states_run_bio4",12,-3665.86199116882,-649.457413721966,-3011.79940726087,7355.80828387776,749.887961363208,1.45847222441612e-163
"ou1_8states_bio4",13,-3314.31729397027,-657.815484775578,-2651.89663900871,6654.73296631893,48.8126438043719,2.51460091871495e-11
"oum_cid_8states_bio4",14,-3325.21806368611,-663.426928720248,-2657.39616427138,6678.54967157336,72.6293490588014,1.69331297173607e-16
"oum_full_8states_bio4",16,-3286.88658808984,-660.757190582128,-2621.42627621146,6605.92032251456,0,0.999999989780632
"oum_nest_8states_bio4",14,-3317.5665668093,-662.889149185969,-2649.84080472989,6663.24667781974,57.3263553051884,3.56237887889113e-13
"oum_soc_8states_bio4",14,-3307.30486886479,-666.653738031867,-2634.21954560601,6642.72328193072,36.802959416168,1.01938655086436e-08
