"family","tribe","tips","sociality_binary","sociality_three_states","nest_three_states","nest_binary"
"Colletidae","","Xeromelissa_obscura","solitary","solitary","aboveground","aboveground"
"Colletidae","","Xeromelissa_nortina","solitary","solitary","aboveground","aboveground"
"Colletidae","","Xeromelissa_sielfeldi","solitary","solitary","aboveground","aboveground"
"Colletidae","","Xeromelissa_rozeni","solitary","solitary","aboveground","aboveground"
"Colletidae","","Xeromelissa_chusmiza","solitary","solitary","aboveground","aboveground"
"Colletidae","","Xeromelissa_laureli","solitary","solitary","aboveground","aboveground"
"Colletidae","","Xeromelissa_mucar","solitary","solitary","aboveground","aboveground"
"Colletidae","","Xeromelissa_rosie","solitary","solitary","aboveground","aboveground"
"Colletidae","","Xeromelissa_wilmattae","solitary","solitary","aboveground","aboveground"
"Colletidae","","Xeromelissa_brevimalaris","solitary","solitary","aboveground","aboveground"
"Colletidae","","Xeromelissa_luisa","solitary","solitary","aboveground","aboveground"
"Colletidae","","Xeromelissa_xanthorhina","solitary","solitary","aboveground","aboveground"
"Colletidae","","Actenosigynes_fulvoniger","solitary","solitary","ground","ground"
"Colletidae","","Torocolletes_ibanezii","solitary","solitary","ground","ground"
"Colletidae","","Torocolletes_fazii","solitary","solitary","ground","ground"
"Colletidae","","Perditomorpha_neotropica","solitary","solitary","ground","ground"
"Colletidae","","Albinapis_gracilis","solitary","solitary","ground","ground"
"Colletidae","","Hexantheda_enneomera","solitary","solitary","ground","ground"
"Colletidae","","Hexantheda_missionica","solitary","solitary","ground","ground"
"Colletidae","","Brachyglossula_communis","solitary","solitary","ground","ground"
"Colletidae","","Perditomorpha_decolorata","solitary","solitary","ground","ground"
"Colletidae","","Protodiscelis_alismatis","solitary","solitary","ground","ground"
"Colletidae","","Protodiscelis_palpalis","solitary","solitary","ground","ground"
"Colletidae","","Tetraglossula_anthracina","solitary","solitary","ground","ground"
"Colletidae","","Tetraglossula_deltivaga","solitary","solitary","ground","ground"
"Colletidae","","Tetraglossula_bigamica","solitary","solitary","ground","ground"
"Colletidae","","Perditomorpha_pampeana","solitary","solitary","ground","ground"
"Colletidae","","Perditomorpha_brunerii","solitary","solitary","ground","ground"
"Colletidae","","Perditomorpha_leaena","solitary","solitary","ground","ground"
"Colletidae","","Perditomorpha_leucostoma","solitary","solitary","ground","ground"
"Colletidae","","Perditomorpha_indigoticus","solitary","solitary","ground","ground"
"Colletidae","","Perditomorpha_wagenknechti","solitary","solitary","ground","ground"
"Colletidae","","Perditomorpha_rufiventris","solitary","solitary","ground","ground"
"Colletidae","","Perditomorpha_rubra","solitary","solitary","ground","ground"
"Colletidae","","Edwyniana_herrerae","solitary","solitary","ground","ground"
"Colletidae","","Perditomorpha_flavitarsus","solitary","solitary","ground","ground"
"Colletidae","","Perditomorpha_perezi","solitary","solitary","ground","ground"
"Colletidae","","Perditomorpha_pruinosa","solitary","solitary","ground","ground"
"Colletidae","","Perditomorpha_stilborhina","solitary","solitary","ground","ground"
"Colletidae","","Brachyglossula_leucothorax","solitary","solitary","ground","ground"
"Colletidae","","Spinolapis_caerulescens","solitary","solitary","ground","ground"
"Colletidae","","Spinolapis_kalen","solitary","solitary","ground","ground"
"Colletidae","","Eulonchopria_psaenythioides","solitary","solitary","ground","ground"
"Colletidae","","Eulonchopria_punctatissima","solitary","solitary","ground","ground"
"Colletidae","","Eulonchopria_simplicicrus","solitary","solitary","ground","ground"
"Colletidae","","Hoplocolletes_ventralis","solitary","solitary","ground","ground"
"Colletidae","","Nomiocolletes_jenseni","solitary","solitary","ground","ground"
"Colletidae","","Niltonia_virgilii","solitary","solitary","ground","ground"
"Colletidae","","Sarocolletes_fulva","solitary","solitary","ground","ground"
"Colletidae","","Sarocolletes_rufipennis","solitary","solitary","ground","ground"
"Colletidae","","Sarocolletes_guaritarum","solitary","solitary","ground","ground"
"Colletidae","","Perditomorpha_erithrogaster","solitary","solitary","ground","ground"
"Colletidae","","Belopria_nitidior","solitary","solitary","ground","ground"
"Colletidae","","Edwyniana_mourei","solitary","solitary","ground","ground"
"Colletidae","","Chilicolletes_delahozii","solitary","solitary","ground","ground"
"Colletidae","","Pygopasiphae_wagneri","solitary","solitary","ground","ground"
"Colletidae","","Cephalocolletes_isabelae","solitary","solitary","ground","ground"
"Colletidae","","Cephalocolletes_rugata","solitary","solitary","ground","ground"
"Colletidae","","Cephalocolletes_laticeps","solitary","solitary","ground","ground"
"Colletidae","","Reedapis_bathycyanea","solitary","solitary","ground","ground"
"Colletidae","","Reedapis_semicyanea","solitary","solitary","ground","ground"
"Colletidae","","Glossurocolletes_bilobatus","solitary","solitary","ground","ground"
"Colletidae","","Goniocolletes_fimbriatinus","solitary","solitary","ground","ground"
"Colletidae","","Goniocolletes_perfasciatus","solitary","solitary","ground","ground"
"Colletidae","","Goniocolletes_abdominalis","solitary","solitary","ground","ground"
"Colletidae","","Leioproctus_alloeopus","solitary","solitary","ground","ground"
"Colletidae","","Leioproctus_conospermi","solitary","solitary","ground","ground"
"Colletidae","","Leioproctus_pappus","solitary","solitary","ground","ground"
"Colletidae","","Leioproctus_punctatus","solitary","solitary","ground","ground"
"Colletidae","","Leioproctus_velutinellus","solitary","solitary","ground","ground"
"Colletidae","","Leioproctus_asper","solitary","solitary","ground","ground"
"Colletidae","","Leioproctus_pachyodontus","solitary","solitary","ground","ground"
"Colletidae","","Leioproctus_michenerianus","solitary","solitary","ground","ground"
"Colletidae","","Leioproctus_chalybeatus","solitary","solitary","ground","ground"
"Colletidae","","Leioproctus_megachalcoides","solitary","solitary","ground","ground"
"Colletidae","","Neopasiphae_mirabilis","solitary","solitary","ground","ground"
"Colletidae","","Leioproctus_lanceolatus","solitary","solitary","ground","ground"
"Colletidae","","Leioproctus_capito","solitary","solitary","ground","ground"
"Colletidae","","Leioproctus_irroratus","solitary","solitary","ground","ground"
"Colletidae","","Leioproctus_plumosus","solitary","solitary","ground","ground"
"Colletidae","","Leioproctus_carinatus","solitary","solitary","ground","ground"
"Colletidae","","Leioproctus_cupreus","solitary","solitary","ground","ground"
"Colletidae","","Leioproctus_launcestonensis","solitary","solitary","ground","ground"
"Colletidae","","Leioproctus_imitatus","solitary","solitary","ground","ground"
"Colletidae","","Leioproctus_pango","solitary","solitary","ground","ground"
"Colletidae","","Nesocolletes_fulvescens","solitary","solitary","ground","ground"
"Colletidae","","Nesocolletes_paahaumaa","solitary","solitary","ground","ground"
"Colletidae","","Leioproctus_platycephalus","solitary","solitary","ground","ground"
"Colletidae","","Leioproctus_ignicolor","solitary","solitary","ground","ground"
"Colletidae","","Phenacolletes_mimus","solitary","solitary","ground","ground"
"Colletidae","","Halictanthrena_malpighiacearum","solitary","solitary","ground","ground"
"Colletidae","","Leioproctus_minimus","solitary","solitary","ground","ground"
"Colletidae","","Lonchopria_cingulata","solitary","solitary","ground","ground"
"Colletidae","","Lonchopria_robertsi","solitary","solitary","ground","ground"
"Colletidae","","Lonchopria_similis","solitary","solitary","ground","ground"
"Colletidae","","Lonchopria_zonalis","solitary","solitary","ground","ground"
"Colletidae","","Lonchopria_larejae","solitary","solitary","ground","ground"
"Colletidae","","Trichocolletes_venustus","solitary","solitary","ground","ground"
"Colletidae","","Trichocolletes_macrognathus","solitary","solitary","ground","ground"
"Colletidae","","Trichocolletes_avialis","solitary","solitary","ground","ground"
"Colletidae","","Trichocolletes_rufibasis","solitary","solitary","ground","ground"
"Colletidae","","Trichocolletes_brunilabrum","solitary","solitary","ground","ground"
"Colletidae","","Trichocolletes_maximus","solitary","solitary","ground","ground"
"Colletidae","","Trichocolletes_orientalis","solitary","solitary","ground","ground"
"Colletidae","","Trichocolletes_centralis","solitary","solitary","ground","ground"
"Colletidae","","Trichocolletes_nitens","solitary","solitary","ground","ground"
"Colletidae","","Trichocolletes_platyprosopis","solitary","solitary","ground","ground"
"Colletidae","","Trichocolletes_albigenae","solitary","solitary","ground","ground"
"Colletidae","","Trichocolletes_multipectinatus","solitary","solitary","ground","ground"
"Colletidae","","Anthoglossa_frederici","solitary","solitary","ground","ground"
"Colletidae","","Anthoglossa_robusta","solitary","solitary","ground","ground"
"Colletidae","","Cadeguala_albopilosa","solitary","solitary","ground","ground"
"Colletidae","","Cadeguala_occidentalis","solitary","solitary","ground","ground"
"Colletidae","","Cadegualina_andina","solitary","solitary","ground","ground"
"Colletidae","","Diphaglossa_gayi","solitary","solitary","ground","ground"
"Colletidae","","Caupolicana_bicolor","solitary","solitary","ground","ground"
"Colletidae","","Caupolicana_vestita","solitary","solitary","ground","ground"
"Colletidae","","Caupolicana_dimidiata","solitary","solitary","ground","ground"
"Colletidae","","Caupolicana_albiventris","solitary","solitary","ground","ground"
"Colletidae","","Caupolicana_fulvicollis","solitary","solitary","ground","ground"
"Colletidae","","Caupolicana_gayi","solitary","solitary","ground","ground"
"Colletidae","","Caupolicana_yarrowi","solitary","solitary","ground","ground"
"Colletidae","","Willinkapis_chalybaea","solitary","solitary","ground","ground"
"Colletidae","","Ptiloglossa_tarsata","solitary","solitary","ground","ground"
"Colletidae","","Ptiloglossa_hoplopoda","solitary","solitary","ground","ground"
"Colletidae","","Ptiloglossa_thoracica","solitary","solitary","ground","ground"
"Colletidae","","Zikanapis_clypeata","solitary","solitary","ground","ground"
"Colletidae","","Caupolicana_quadrifasciata","solitary","solitary","ground","ground"
"Colletidae","","Caupolicana_pubescens","solitary","solitary","ground","ground"
"Colletidae","","Mydrosoma_aterrimum","solitary","solitary","ground","ground"
"Colletidae","","Ptiloglossidia_fallax","solitary","solitary","ground","ground"
"Colletidae","","Mydrosomella_gaullei","solitary","solitary","ground","ground"
"Colletidae","","Paracolletes_crassipes","solitary","solitary","ground","ground"
"Stenotritidae","","Ctenocolletes_nigricans","solitary","solitary","ground","ground"
"Stenotritidae","","Stenotritus_elegans","solitary","solitary","ground","ground"
"Stenotritidae","","Ctenocolletes_rufescens","solitary","solitary","ground","ground"
"Stenotritidae","","Ctenocolletes_smaragdinus","solitary","solitary","ground","ground"
"Stenotritidae","","Ctenocolletes_albomarginatus","solitary","solitary","ground","ground"
"Stenotritidae","","Ctenocolletes_tigris","solitary","solitary","ground","ground"
"Halicitidae","","Dufourea_mulleri","solitary","solitary","ground","ground"
"Halicitidae","","Dufourea_trochantera","solitary","solitary","ground","ground"
"Halicitidae","","Dufourea_malacothricis","solitary","solitary","ground","ground"
"Halicitidae","","Dufourea_spilura","solitary","solitary","ground","ground"
"Halicitidae","","Dufourea_dilatipes","solitary","solitary","ground","ground"
"Halicitidae","","Dufourea_maura","solitary","solitary","ground","ground"
"Halicitidae","","Dufourea_holocyanea","solitary","solitary","ground","ground"
"Halicitidae","","Dufourea_marginata","solitary","solitary","ground","ground"
"Halicitidae","","Dufourea_novaeangliae","solitary","solitary","ground","ground"
"Halicitidae","","Dufourea_monardae","solitary","solitary","ground","ground"
"Halicitidae","","Dufourea_harveyi","solitary","solitary","ground","ground"
"Halicitidae","","Dufourea_spinifera","solitary","solitary","ground","ground"
"Halicitidae","","Dufourea_dentiventris","solitary","solitary","ground","ground"
"Halicitidae","","Dufourea_inermis","solitary","solitary","ground","ground"
"Halicitidae","","Dufourea_paradoxa","solitary","solitary","ground","ground"
"Halicitidae","","Dufourea_halictula","solitary","solitary","ground","ground"
"Halicitidae","","Rophites_canus","solitary","solitary","ground","ground"
"Halicitidae","","Rophites_hartmanni","solitary","solitary","ground","ground"
"Halicitidae","","Dufourea_alpina","solitary","solitary","ground","ground"
"Halicitidae","","Dufourea_minuta","solitary","solitary","ground","ground"
"Halicitidae","","Systropha_curvicornis","solitary","solitary","ground","ground"
"Halicitidae","","Systropha_planidens","solitary","solitary","ground","ground"
"Halicitidae","","Systropha_grandimargo","solitary","solitary","ground","ground"
"Halicitidae","","Systropha_glabriventris","solitary","solitary","ground","ground"
"Halicitidae","","Systropha_maroccana","solitary","solitary","ground","ground"
"Halicitidae","","Systropha_pici","solitary","solitary","ground","ground"
"Halicitidae","","Rophites_algirus","solitary","solitary","ground","ground"
"Halicitidae","","Rophites_quinquespinosus","solitary","solitary","ground","ground"
"Halicitidae","","Sphecodosoma_beameri","solitary","solitary","ground","ground"
"Halicitidae","","Sphecodosoma_pratti","solitary","solitary","ground","ground"
"Halicitidae","","Goeletapis_peruensis","solitary","solitary","ground","ground"
"Halicitidae","","Penapis_penai","solitary","solitary","ground","ground"
"Halicitidae","","Penapis_toroi","solitary","solitary","ground","ground"
"Halicitidae","","Penapis_larraini","solitary","solitary","ground","ground"
"Halicitidae","","Conanthalictus_conanthi","solitary","solitary","ground","ground"
"Halicitidae","","Conanthalictus_wilmattae","solitary","solitary","ground","ground"
"Halicitidae","","Protodufourea_parca","solitary","solitary","ground","ground"
"Halicitidae","","Xeralictus_bicuspidariae","solitary","solitary","ground","ground"
"Halicitidae","","Xeralictus_timberlakei","solitary","solitary","ground","ground"
"Halicitidae","Halictini","Halictus_quadricinctus","solitary","solitary","ground","ground"
"Halicitidae","Halictini","Halictus_ligatus","social","social","ground","ground"
"Halicitidae","Halictini","Halictus_poeyi","social","social","ground","ground"
"Halicitidae","Halictini","Halictus_farinosus","social","social","ground","ground"
"Halicitidae","Halictini","Halictus_parallelus","social","social","ground","ground"
"Halicitidae","Halictini","Halictus_rubicundus","social","social","ground","ground"
"Halicitidae","Halictini","Halictus_crenicornis","social","social","ground","ground"
"Halicitidae","Halictini","Halictus_simplex","social","social","ground","ground"
"Halicitidae","Halictini","Halictus_maculatus","social","social","ground","ground"
"Halicitidae","Halictini","Halictus_fulvipes","social","social","ground","ground"
"Halicitidae","Halictini","Halictus_scabiosae","social","social","ground","ground"
"Halicitidae","Halictini","Halictus_smaragdulus","social","social","ground","ground"
"Halicitidae","Halictini","Halictus_gemmeus","social","social","ground","ground"
"Halicitidae","Halictini","Halictus_kessleri","social","social","ground","ground"
"Halicitidae","Halictini","Halictus_subauratus","social","social","ground","ground"
"Halicitidae","Halictini","Halictus_vicinus","social","social","ground","ground"
"Halicitidae","Halictini","Halictus_pollinosus","solitary","solitary","ground","ground"
"Halicitidae","Halictini","Halictus_vestitus","solitary","solitary","ground","ground"
"Halicitidae","Halictini","Halictus_tripartitus","social","social","ground","ground"
"Halicitidae","Halictini","Thrincohalictus_prognathus","solitary","solitary","ground","ground"
"Halicitidae","Halictini","Lasioglossum_xanthopus","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_sexnotatum","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_lativentre","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_quadrinotatum","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_proximatum","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_sisymbrii","solitary","solitary","ground","ground"
"Halicitidae","Halictini","Lasioglossum_pacificum","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_titusi","solitary","solitary","ground","ground"
"Halicitidae","Halictini","Lasioglossum_pavonotum","solitary","solitary","ground","ground"
"Halicitidae","Halictini","Lasioglossum_fulvitarse","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_sexnotatulum","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_breviventre","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_subfasciatum","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_pallens","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_quadrinotatiforme","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_primavera","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_costulatum","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_athabascense","solitary","solitary","ground","ground"
"Halicitidae","Halictini","Lasioglossum_anhypops","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_mellipes","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_trizonatum","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_egregium","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_coriaceum","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_acuminatum","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_morrilli","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_paraforbesii","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_desertum","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_manitouellum","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_acarophilum","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_asaphes","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_tricnicos","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_transvorsum","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_fuscipenne","solitary","solitary","ground","ground"
"Halicitidae","Halictini","Lasioglossum_laevigatum","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_aethiopicum","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_nicolli","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_kumejimense","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_flindersi","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_dampieri","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_zingowli","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_flammeum","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_subsphecodes","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_holochlorum","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_urbanum","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_micheneri","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_achrostum","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_ostridorsum","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_taveuniense","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_nadarivatuense","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_terminale","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_tuiwawae","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_atritergum","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_kaicolo","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_concavum","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_fijiense","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_versifrons","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_groomi","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_hadrandrum","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_epiense","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_tannaense","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_wilsoni","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_megastigmum","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_punctatum","solitary","solitary","ground","ground"
"Halicitidae","Halictini","Lasioglossum_sphecodoides","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_pachyacanthum","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_albescens","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_serenum","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_callomelittinum","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_excultum","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_hybodinum","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_dissimulator","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_lithuscum","solitary","solitary","ground","ground"
"Halicitidae","Halictini","Lasioglossum_peraustrale","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_plorator","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_rufulipes","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_albocinctum","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_discum","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_callizonium","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_leucozonium","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_kansuense","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_dynastes","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_occidens","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_upinense","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_majus","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_mutilum","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_scitulum","solitary","solitary","ground","ground"
"Halicitidae","Halictini","Lasioglossum_zonulum","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_albopilosum","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_platycephalum","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_brunnesetum","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_plebeium","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_athrix","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_brazieri","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_repraesentans","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_seductum","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_littleri","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_conspicuum","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_gilesi","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_speculatum","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_mediopolitum","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_bicingulatum","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_tamburinei","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_mirandum","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_parasphecodum","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_bucculum","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_cognatum","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_baudini","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_opacicolle","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_bicolor","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_convexum","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_expansifrons","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_willsi","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_chapmani","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_ebeneum","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_demicapillum","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_humei","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_obscurissimum","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_erythrurum","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_hemichalceum","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_mundulum","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_fasciatum","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_quadratum","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_sororculum","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_florale","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_veronicae","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_greavesi","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_soror","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_immaculatum","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_vitripenne","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_ochroma","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_globosum","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_gynochilum","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_tridens","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_calophyllae","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_supralucens","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_castor","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_pulvitectum","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_helichrysi","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_clelandi","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_orbatum","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_lanarium","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_platychilum","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_whiteanum","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_altichum","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_imitator","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_sulthicum","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_lacthium","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_hiltacum","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_subrussatum","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_olgae","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_duplex","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_euboeense","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_nigripes","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_apristum","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_hoffmanni","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_laticeps","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_mediterraneum","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_immunitum","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_algericolellum","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_malachurum","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_subhirtum","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_articulare","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_lineare","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_sibiriacum","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_nigrum","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_quebecense","solitary","solitary","ground","ground"
"Halicitidae","Halictini","Lasioglossum_vulsum","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_fulvicorne","solitary","solitary","ground","ground"
"Halicitidae","Halictini","Lasioglossum_baleicum","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_fratellum","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_subfulvicorne","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_nupricola","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_seillean","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_subtropicum","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_noctivagum","solitary","solitary","ground","ground"
"Halicitidae","Halictini","Lasioglossum_oenotherae","solitary","solitary","ground","ground"
"Halicitidae","Halictini","Lasioglossum_lusorium","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_pauxillum","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_truncatum","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_cooleyi","social","social","ground","ground"
"Halicitidae","Halictini","Lasioglossum_granosum","social","social","ground","ground"
