"family","tribe","tips","sociality_binary","sociality_three_states","nest_three_states","nest_binary"
"Halicitidae","","Pseudapis_oxybeloides","solitary","solitary","ground","ground"
"Halicitidae","","Pseudapis_siamensis","solitary","solitary","ground","ground"
"Halicitidae","","Pseudapis_anthidioides","solitary","solitary","ground","ground"
"Halicitidae","","Pseudapis_kenyensis","solitary","solitary","ground","ground"
"Halicitidae","","Pseudapis_pandeana","solitary","solitary","ground","ground"
"Halicitidae","","Pseudapis_riftensis","solitary","solitary","ground","ground"
"Halicitidae","","Steganomus_ennediensis","solitary","solitary","ground","ground"
"Halicitidae","","Steganomus_junodi","solitary","solitary","ground","ground"
"Halicitidae","","Steganomus_lieftincki","solitary","solitary","ground","ground"
"Halicitidae","","Pachynomia_amoenula","solitary","solitary","ground","ground"
"Halicitidae","","Pachynomia_tshibindica","solitary","solitary","ground","ground"
"Halicitidae","","Pachynomia_flavicarpa","solitary","solitary","ground","ground"
"Halicitidae","","Stictonomia_aliceae","solitary","solitary","ground","ground"
"Halicitidae","","Stictonomia_schubotzi","solitary","solitary","ground","ground"
"Halicitidae","","Stictonomia_sangaensis","solitary","solitary","ground","ground"
"Halicitidae","","Ruginomia_rugiventris","solitary","solitary","ground","ground"
"Halicitidae","","Dieunomia_heteropoda","solitary","solitary","ground","ground"
"Halicitidae","","Dieunomia_triangulifera","solitary","solitary","ground","ground"
"Halicitidae","","Dieunomia_nevadensis","solitary","solitary","ground","ground"
"Halicitidae","","Nomia_thoracica","solitary","solitary","ground","ground"
"Halicitidae","","Nomia_crassipes","solitary","solitary","ground","ground"
"Apidae","Ammobatini","Ammobates_punctatus","solitary","parasite","parasite","ground"
"Apidae","Ammobatini","Ammobates_biastoides","solitary","parasite","parasite","ground"
"Apidae","Ammobatini","Oreopasites_barbarae","solitary","parasite","parasite","ground"
"Apidae","Ammobatini","Oreopasites_favreauae","solitary","parasite","parasite","ground"
"Apidae","Ammobatini","Oreopasites_vanduzeei","solitary","parasite","parasite","ground"
"Apidae","Ammobatini","Ammobates_oraniensis","solitary","parasite","parasite","ground"
"Apidae","Ammobatini","Chiasmognathus_batelkai","solitary","parasite","parasite","ground"
"Apidae","Ammobatini","Parammobatodes_minutus","solitary","parasite","parasite","ground"
"Apidae","Ammobatini","Pasites_appletoni","solitary","parasite","parasite","ground"
"Apidae","Ammobatini","Pasites_maculatus","solitary","parasite","parasite","ground"
"Apidae","Ammobatini","Sphecodopsis_capensis","solitary","parasite","parasite","ground"
"Apidae","Epeolini","Epeolus_variegatus","solitary","parasite","parasite","ground"
"Apidae","Epeolini","Epeolus_tarsalis","solitary","parasite","parasite","ground"
"Apidae","Epeolini","Epeolus_fallax","solitary","parasite","parasite","ground"
"Apidae","Epeolini","Epeolus_cruciger","solitary","parasite","parasite","ground"
"Apidae","Epeolini","Epeolus_schummeli","solitary","parasite","parasite","ground"
"Apidae","Epeolini","Epeolus_alpinus","solitary","parasite","parasite","ground"
"Apidae","Epeolini","Epeolus_amabilis","solitary","parasite","parasite","ground"
"Apidae","Epeolini","Epeolus_friesei","solitary","parasite","parasite","ground"
"Apidae","Epeolini","Epeolus_flavociliatus","solitary","parasite","parasite","ground"
"Apidae","Epeolini","Epeolus_subrufescens","solitary","parasite","parasite","ground"
"Apidae","Epeolini","Epeolus_caffer","solitary","parasite","parasite","ground"
"Apidae","Epeolini","Epeolus_transitorius","solitary","parasite","parasite","ground"
"Apidae","Epeolini","Epeolus_compactus","solitary","parasite","parasite","ground"
"Apidae","Epeolini","Epeolus_canadensis","solitary","parasite","parasite","ground"
"Apidae","Epeolini","Epeolus_ferrarii","solitary","parasite","parasite","ground"
"Apidae","Epeolini","Epeolus_splendidus","solitary","parasite","parasite","ground"
"Apidae","Epeolini","Epeolus_luteipennis","solitary","parasite","parasite","ground"
"Apidae","Epeolini","Epeolus_olympiellus","solitary","parasite","parasite","ground"
"Apidae","Epeolini","Epeolus_minimus","solitary","parasite","parasite","ground"
"Apidae","Epeolini","Epeolus_axillaris","solitary","parasite","parasite","ground"
"Apidae","Epeolini","Epeolus_mesillae","solitary","parasite","parasite","ground"
"Apidae","Epeolini","Epeolus_asperatus","solitary","parasite","parasite","ground"
"Apidae","Epeolini","Epeolus_americanus","solitary","parasite","parasite","ground"
"Apidae","Epeolini","Epeolus_barberiellus","solitary","parasite","parasite","ground"
"Apidae","Epeolini","Epeolus_scutellaris","solitary","parasite","parasite","ground"
"Apidae","Epeolini","Epeolus_packeri","solitary","parasite","parasite","ground"
"Apidae","Epeolini","Epeolus_basili","solitary","parasite","parasite","ground"
"Apidae","Epeolini","Epeolus_pusillus","solitary","parasite","parasite","ground"
"Apidae","Epeolini","Epeolus_novomexicanus","solitary","parasite","parasite","ground"
"Apidae","Epeolini","Epeolus_nebulosus","solitary","parasite","parasite","ground"
"Apidae","Epeolini","Epeolus_deyrupi","solitary","parasite","parasite","ground"
"Apidae","Epeolini","Epeolus_floridensis","solitary","parasite","parasite","ground"
"Apidae","Epeolini","Epeolus_howardi","solitary","parasite","parasite","ground"
"Apidae","Epeolini","Epeolus_erigeronis","solitary","parasite","parasite","ground"
"Apidae","Epeolini","Epeolus_ilicis","solitary","parasite","parasite","ground"
"Apidae","Epeolini","Epeolus_zonatus","solitary","parasite","parasite","ground"
"Apidae","Epeolini","Epeolus_inornatus","solitary","parasite","parasite","ground"
"Apidae","Epeolini","Epeolus_gibbsi","solitary","parasite","parasite","ground"
"Apidae","Epeolini","Epeolus_ainsliei","solitary","parasite","parasite","ground"
"Apidae","Epeolini","Epeolus_andriyi","solitary","parasite","parasite","ground"
"Apidae","Epeolini","Epeolus_autumnalis","solitary","parasite","parasite","ground"
"Apidae","Epeolini","Epeolus_emiliae","solitary","parasite","parasite","ground"
"Apidae","Epeolini","Epeolus_lectoides","solitary","parasite","parasite","ground"
"Apidae","Epeolini","Epeolus_glabratus","solitary","parasite","parasite","ground"
"Apidae","Epeolini","Epeolus_lectus","solitary","parasite","parasite","ground"
"Apidae","Epeolini","Epeolus_carolinus","solitary","parasite","parasite","ground"
"Apidae","Epeolini","Epeolus_rufulus","solitary","parasite","parasite","ground"
"Apidae","Epeolini","Epeolus_attenboroughi","solitary","parasite","parasite","ground"
"Apidae","Epeolini","Epeolus_chamaesarachae","solitary","parasite","parasite","ground"
"Apidae","Epeolini","Epeolus_diadematus","solitary","parasite","parasite","ground"
"Apidae","Epeolini","Epeolus_brumleyi","solitary","parasite","parasite","ground"
"Apidae","Epeolini","Epeolus_australis","solitary","parasite","parasite","ground"
"Apidae","Epeolini","Epeolus_flavofasciatus","solitary","parasite","parasite","ground"
"Apidae","Epeolini","Epeolus_tessieris","solitary","parasite","parasite","ground"
"Apidae","Epeolini","Epeolus_bifasciatus","solitary","parasite","parasite","ground"
"Apidae","Epeolini","Epeolus_obscuripes","solitary","parasite","parasite","ground"
"Apidae","Epeolini","Epeolus_claripennis","solitary","parasite","parasite","ground"
"Apidae","Epeolini","Epeolus_variolosus","solitary","parasite","parasite","ground"
"Apidae","Epeolini","Epeolus_fumipennis","solitary","parasite","parasite","ground"
"Apidae","Epeolini","Epeolus_interruptus","solitary","parasite","parasite","ground"
"Apidae","Epeolini","Triepeolus_grandis","solitary","parasite","parasite","ground"
"Apidae","Epeolini","Triepeolus_penicilliferus","solitary","parasite","parasite","ground"
"Apidae","Epeolini","Triepeolus_pectoralis","solitary","parasite","parasite","ground"
"Apidae","Epeolini","Triepeolus_donatus","solitary","parasite","parasite","ground"
"Apidae","Epeolini","Triepeolus_subalpinus","solitary","parasite","parasite","ground"
"Apidae","Epeolini","Triepeolus_remigatus","solitary","parasite","parasite","ground"
"Apidae","Epeolini","Triepeolus_paenepectoralis","solitary","parasite","parasite","ground"
"Apidae","Epeolini","Triepeolus_bilineatus","solitary","parasite","parasite","ground"
"Apidae","Epeolini","Triepeolus_simplex","solitary","parasite","parasite","ground"
"Apidae","Epeolini","Triepeolus_robustus","solitary","parasite","parasite","ground"
"Apidae","Epeolini","Triepeolus_brittaini","solitary","parasite","parasite","ground"
"Apidae","Epeolini","Triepeolus_verbesinae","solitary","parasite","parasite","ground"
"Apidae","Epeolini","Triepeolus_matildae","solitary","parasite","parasite","ground"
"Apidae","Epeolini","Triepeolus_utahensis","solitary","parasite","parasite","ground"
"Apidae","Epeolini","Triepeolus_melanarius","solitary","parasite","parasite","ground"
"Apidae","Epeolini","Triepeolus_tristis","solitary","parasite","parasite","ground"
"Apidae","Epeolini","Doeringiella_gayi","solitary","parasite","parasite","ground"
"Apidae","Epeolini","Thalestria_spinosa","solitary","parasite","parasite","ground"
"Apidae","Epeolini","Odyneropsis_apache","solitary","parasite","parasite","ground"
"Apidae","Brachynomadini","Paranomada_velutina","solitary","parasite","parasite","ground"
"Apidae","Brachynomadini","Triopasites_penniger","solitary","parasite","parasite","ground"
"Apidae","Brachynomadini","Kelita_chilensis","solitary","parasite","parasite","ground"
"Apidae","Brachynomadini","Kelita_toroi","solitary","parasite","parasite","ground"
"Apidae","Brachynomadini","Kelita_tuberculata","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_flava","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_leucophthalma","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_ferruginata","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_gracilis","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_panzeri","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_signata","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_fusca","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_hirtipes","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_dentariae","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_depressa","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_fragariae","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_mutica","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_ruficornis","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_moeschleri","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_opaca","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_harimensis","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_icazti","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_illinoensis","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_lehighensis","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_vicina","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_striata","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_symphyti","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_villosa","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_fervens","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_marshamella","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_calloptera","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_shirakii","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_obscura","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_guttulata","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_alboguttata","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_baccata","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_fulvicornis","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_melathoracica","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_bethunei","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_cressonii","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_pygmaea","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_armatella","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_maculata","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_ovata","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_cuneata","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_sayi","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_bella","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_perplexa","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_hydrophylli","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_lepida","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_denticulata","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_zonata","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_rhenana","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_flavoguttata","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_conjungens","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_castellana","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_montverna","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_fabriciana","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_rostrata","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_atroscutellaris","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_fuscicornis","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_discrepans","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_merceti","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_similis","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_armata","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_femoralis","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_mutabilis","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_aswensis","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_taicho","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_kaguya","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_ginran","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_nipponica","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_sheppardana","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_minuscula","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_kohli","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_bluethgeni","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_discedens","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_okubira","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_posthuma","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_australensis","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_distinguenda","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_furva","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_imbricata","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_luteoloides","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_subrutila","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_obliterata","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_lathburiana","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_fucata","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_bifasciata","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_comparata","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_goodeniana","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_succincta","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_duplex","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_agrestis","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_sexfasciata","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_argentata","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_facilis","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_integra","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_pleurosticta","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_stigma","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_tridentirostris","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_basalis","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_nobilis","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_japonica","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_articulata","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_australis","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_emarginata","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_flavopicta","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_rufipes","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_roberjeotiana","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_obtusifrons","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_cubensis","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_fervida","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_tiftonensis","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_texana","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_gutierreziae","solitary","parasite","parasite","ground"
"Apidae","Nomadini","Nomada_argentea","solitary","parasite","parasite","ground"
"Apidae","Neolarrini","Schwarzia_elizabethae","solitary","parasite","parasite","ground"
"Apidae","Neolarrini","Schwarzia_emmae","solitary","parasite","parasite","ground"
"Apidae","Neolarrini","Townsendiella_pulchra","solitary","parasite","parasite","ground"
"Apidae","Neolarrini","Rhopalolemma_robertsi","solitary","parasite","parasite","ground"
"Apidae","Neolarrini","Neolarra_californica","solitary","parasite","parasite","ground"
"Apidae","Neolarrini","Neolarra_orbiculata","solitary","parasite","parasite","ground"
"Apidae","Neolarrini","Neolarra_verbesinae","solitary","parasite","parasite","ground"
"Apidae","Neolarrini","Neolarra_vigilans","solitary","parasite","parasite","ground"
"Apidae","Hexepeolini","Hexepeolus_rhodogyne","solitary","parasite","parasite","ground"
"Apidae","Ammobatoidini","Ammobatoides_abdominalis","solitary","parasite","parasite","ground"
"Apidae","Ammobatoidini","Ammobatoides_radoszkowskii","solitary","parasite","parasite","ground"
"Apidae","Ammobatoidini","Holcopasites_calliopsidis","solitary","parasite","parasite","ground"
"Apidae","Ammobatoidini","Holcopasites_ruthae","solitary","parasite","parasite","ground"
"Apidae","Ammobatoidini","Holcopasites_arizonicus","solitary","parasite","parasite","ground"
"Apidae","Ammobatoidini","Holcopasites_minimus","solitary","parasite","parasite","ground"
"Apidae","Ammobatoidini","Holcopasites_stevensi","solitary","parasite","parasite","ground"
"Apidae","Ammobatoidini","Holcopasites_insoletus","solitary","parasite","parasite","ground"
"Apidae","Ammobatoidini","Holcopasites_pulchellus","solitary","parasite","parasite","ground"
"Apidae","Ammobatoidini","Schmiedeknechtia_brevicornis","solitary","parasite","parasite","ground"
"Apidae","Caenoprosopidini","Caenoprosopina_holmbergi","solitary","parasite","parasite","ground"
"Apidae","Caenoprosopidini","Caenoprosopis_crabronina","solitary","parasite","parasite","ground"
"Apidae","Melectini","Thyreus_delumbatus","solitary","parasite","parasite","ground"
"Apidae","Melectini","Thyreus_takaonis","solitary","parasite","parasite","ground"
"Apidae","Melectini","Thyreus_quinquefasciatus","solitary","parasite","parasite","ground"
"Apidae","Melectini","Thyreus_novaehollandiae","solitary","parasite","parasite","ground"
"Apidae","Melectini","Thyreus_albomaculatus","solitary","parasite","parasite","ground"
"Apidae","Melectini","Thyreus_orbatus","solitary","parasite","parasite","ground"
"Apidae","Melectini","Thyreus_histrionicus","solitary","parasite","parasite","ground"
"Apidae","Melectini","Thyreus_waroonensis","solitary","parasite","parasite","ground"
"Apidae","Melectini","Thyreus_decorus","solitary","parasite","parasite","ground"
"Apidae","Melectini","Thyreus_caeruleopunctatus","solitary","parasite","parasite","ground"
"Apidae","Melectini","Thyreus_nitidulus","solitary","parasite","parasite","ground"
"Apidae","Melectini","Thyreomelecta_sibirica","solitary","parasite","parasite","ground"
"Apidae","Melectini","Brachymelecta_californica","solitary","parasite","parasite","ground"
"Apidae","Melectini","Melecta_albifrons","solitary","parasite","parasite","ground"
"Apidae","Melectini","Melecta_chinensis","solitary","parasite","parasite","ground"
"Apidae","Melectini","Melecta_thoracica","solitary","parasite","parasite","ground"
"Apidae","Melectini","Melecta_separata","solitary","parasite","parasite","ground"
"Apidae","Melectini","Melecta_luctuosa","solitary","parasite","parasite","ground"
"Apidae","Melectini","Melecta_alexanderi","solitary","parasite","parasite","ground"
"Apidae","Melectini","Melecta_pacifica","solitary","parasite","parasite","ground"
"Apidae","Melectini","Zacosmia_maculata","solitary","parasite","parasite","ground"
"Apidae","Melectini","Tetralonioidella_pendleburyi","solitary","parasite","parasite","ground"
"Apidae","Ericrocidini","Acanthopus_excellens","solitary","parasite","parasite","ground"
"Apidae","Ericrocidini","Acanthopus_palmatus","solitary","parasite","parasite","ground"
"Apidae","Ericrocidini","Ericrocis_lata","solitary","parasite","parasite","ground"
"Apidae","Ericrocidini","Ericrocis_pintada","solitary","parasite","parasite","ground"
"Apidae","Ericrocidini","Aglaomelissa_duckei","solitary","parasite","parasite","aboveground"
"Apidae","Ericrocidini","Mesocheira_bicolor","solitary","parasite","parasite","aboveground"
"Apidae","Ericrocidini","Ctenioschelus_goryi","solitary","parasite","parasite","aboveground"
"Apidae","Ericrocidini","Epiclopus_gayi","solitary","parasite","parasite","ground"
"Apidae","Ericrocidini","Mesonychium_asteria","solitary","parasite","parasite","ground"
"Apidae","Ericrocidini","Mesonychium_coerulescens","solitary","parasite","parasite","ground"
"Apidae","Ericrocidini","Mesonychium_garleppi","solitary","parasite","parasite","ground"
"Apidae","Ericrocidini","Hopliphora_velutina","solitary","parasite","parasite","ground"
"Apidae","Ericrocidini","Hopliphora_funereus","solitary","parasite","parasite","ground"
"Apidae","Ericrocidini","Hopliphora_diabolica","solitary","parasite","parasite","ground"
"Apidae","Ericrocidini","Hopliphora_superba","solitary","parasite","parasite","ground"
"Apidae","Ericrocidini","Mesoplia_rufipes","solitary","parasite","parasite","ground"
"Apidae","Ericrocidini","Mesoplia_azurea","solitary","parasite","parasite","ground"
"Apidae","Ericrocidini","Mesoplia_insignis","solitary","parasite","parasite","ground"
"Apidae","Ericrocidini","Mesoplia_regalis","solitary","parasite","parasite","ground"
"Apidae","Ericrocidini","Epiclopus_wagenknechti","solitary","parasite","parasite","ground"
"Apidae","Ericrocidini","Epiclopus_lendlianus","solitary","parasite","parasite","ground"
"Apidae","Rhathymini","Rhathymus_bicolor","solitary","parasite","parasite","ground"
"Apidae","Rhathymini","Rhathymus_unicolor","solitary","parasite","parasite","ground"
"Apidae","Rhathymini","Rhathymus_trinitatis","solitary","parasite","parasite","ground"
"Apidae","Coelioxoidini","Coelioxoides_waltheriae","solitary","parasite","parasite","aboveground"
"Apidae","Parepeolini","Parepeolus_aterrimus","solitary","parasite","parasite","ground"
"Apidae","Parepeolini","Parepeolus_stuardi","solitary","parasite","parasite","ground"
"Apidae","Epeoloidini","Epeoloides_coecutiens","solitary","parasite","parasite","ground"
"Apidae","Epeoloidini","Epeoloides_pilosulus","solitary","parasite","parasite","ground"
"Apidae","Protepeolini","Leiopodus_singularis","solitary","parasite","parasite","ground"
"Apidae","Protepeolini","Leiopodus_trochantericus","solitary","parasite","parasite","ground"
"Apidae","Isepeolini","Isepeolus_atripilis","solitary","parasite","parasite","ground"
"Apidae","Isepeolini","Isepeolus_lativalvis","solitary","parasite","parasite","ground"
"Apidae","Isepeolini","Isepeolus_luctuosus","solitary","parasite","parasite","ground"
"Apidae","Isepeolini","Isepeolus_vachali","solitary","parasite","parasite","ground"
"Apidae","Isepeolini","Isepeolus_viperinus","solitary","parasite","parasite","ground"
"Apidae","Isepeolini","Isepeolus_wagenknechti","solitary","parasite","parasite","ground"
"Apidae","Isepeolini","Isepeolus_cortesi","solitary","parasite","parasite","ground"
"Apidae","Isepeolini","Isepeolus_octopunctatus","solitary","parasite","parasite","ground"
"Apidae","Isepeolini","Isepeolus_septemnotatus","solitary","parasite","parasite","ground"
"Apidae","Isepeolini","Melectoides_rozeni","solitary","parasite","parasite","ground"
"Apidae","Isepeolini","Melectoides_bellus","solitary","parasite","parasite","ground"
"Apidae","Isepeolini","Melectoides_triseriatus","solitary","parasite","parasite","ground"
"Apidae","Isepeolini","Melectoides_tucumanus","solitary","parasite","parasite","ground"
"Apidae","Isepeolini","Melectoides_niveiventris","solitary","parasite","parasite","ground"
"Apidae","Osirini","Osiris_mourei","solitary","parasite","parasite","ground"
"Apidae","Apini","Apis_mellifera","social","social","aboveground","aboveground"
"Apidae","Apini","Apis_cerana","social","social","aboveground","aboveground"
"Apidae","Apini","Apis_nuluensis","social","social","aboveground","aboveground"
"Apidae","Apini","Apis_nigrocincta","social","social","aboveground","aboveground"
"Apidae","Apini","Apis_koschevnikovi","social","social","aboveground","aboveground"
"Apidae","Apini","Apis_dorsata","social","social","aboveground","aboveground"
"Apidae","Apini","Apis_laboriosa","social","social","aboveground","aboveground"
"Apidae","Apini","Apis_andreniformis","social","social","aboveground","aboveground"
"Apidae","Apini","Apis_florea","social","social","aboveground","aboveground"
"Apidae","Bombini","Bombus_rupestris","social","parasite","parasite","ground"
"Apidae","Bombini","Bombus_chinensis","social","parasite","parasite","ground"
"Apidae","Bombini","Bombus_ashtoni","social","parasite","parasite","ground"
"Apidae","Bombini","Bombus_bohemicus","social","parasite","parasite","ground"
"Apidae","Bombini","Bombus_coreanus","social","parasite","parasite","ground"
"Apidae","Bombini","Bombus_perezi","social","parasite","parasite","ground"
"Apidae","Bombini","Bombus_vestalis","social","parasite","parasite","ground"
"Apidae","Bombini","Bombus_suckleyi","social","parasite","parasite","ground"
"Apidae","Bombini","Bombus_fernaldae","social","parasite","parasite","ground"
"Apidae","Bombini","Bombus_flavidus","social","parasite","parasite","ground"
"Apidae","Bombini","Bombus_norvegicus","social","parasite","parasite","ground"
"Apidae","Bombini","Bombus_skorikovi","social","parasite","parasite","ground"
"Apidae","Bombini","Bombus_quadricolor","social","parasite","parasite","ground"
"Apidae","Bombini","Bombus_sylvestris","social","parasite","parasite","ground"
"Apidae","Bombini","Bombus_barbutellus","social","parasite","parasite","ground"
"Apidae","Bombini","Bombus_cornutus","social","parasite","parasite","ground"
"Apidae","Bombini","Bombus_tibetanus","social","parasite","parasite","ground"
"Apidae","Bombini","Bombus_turneri","social","parasite","parasite","ground"
"Apidae","Bombini","Bombus_monozonus","social","parasite","parasite","ground"
"Apidae","Bombini","Bombus_citrinus","social","parasite","parasite","ground"
"Apidae","Bombini","Bombus_insularis","social","parasite","parasite","ground"
"Apidae","Bombini","Bombus_variabilis","social","parasite","parasite","ground"
"Apidae","Bombini","Bombus_campestris","social","parasite","parasite","ground"
"Apidae","Bombini","Bombus_bellardii","social","parasite","parasite","ground"
"Apidae","Bombini","Bombus_fervidus","social","social","ground","ground"
"Apidae","Bombini","Bombus_californicus","social","social","ground","ground"
"Apidae","Bombini","Bombus_applanatus","social","social","ground","ground"
"Apidae","Bombini","Bombus_brevivillus","social","social","ground","ground"
"Apidae","Bombini","Bombus_bahiensis","social","social","ground","ground"
"Apidae","Bombini","Bombus_bellicosus","social","social","ground","ground"
"Apidae","Bombini","Bombus_brasiliensis","social","social","ground","ground"
"Apidae","Bombini","Bombus_pauloensis","social","social","ground","ground"
"Apidae","Bombini","Bombus_pullatus","social","social","ground","ground"
"Apidae","Bombini","Bombus_transversalis","social","social","ground","ground"
