Family,Subfamily,Tribe,Species name and author,tips,"broad_sociality (solitary, social, kleptoparasite, social parasite)","fine_sociality (communal, primitively eusocial, eusocial)",sociality_notes,sociality_ref,"nesting_resources (resins, floral oils, leaf materials, etc)",nesting_resources_ref,nesting_place,reference,habitat,reference
Apidae,Eucerinae,Eucerini,,Melissodes_submenuachus,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Melissodes_limbus,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Melissodes_verbesinarum,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Melissodes_grindeliae,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Melissodes_melanurus,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Melissodes_personatellus,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Melissodes_hymenoxidis,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Melissodes_pexus,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Melissodes_tristis,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Melissodes_lupinus,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Melissodes_lustrus,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Melissodes_clarkiae,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Melissodes_metenuus,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Melissodes_plumosus,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Melissodes_tribas,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Melissodes_glenwoodensis,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Melissodes_coloradensis,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Melissodes_nigrocaudus,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Melissodes_compositus,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Melissodes_tuckeri,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Melissodes_stearnsi,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Melissodes_paroselae,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Melissodes_panamensis,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Melissodes_tepaneca,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Melissodes_tessellatus,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Melissodes_thelypodii,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Melissodes_bimaculatus,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Melissodes_labiatarum,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Melissodes_colliciatus,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Melissodes_comptoides,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Melissodes_morrilli,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Melissodes_communis,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Melissodes_gilensis,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Melissodes_tepidus,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Melissodes_sexcinctus,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Melissodes_raphaelis,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Melissodes_trifasciatus,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Melissodes_nigroaeneus,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Melissodes_ecuadorius,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Melissodes_fimbriatus,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Melissodes_mitchelli,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Melissodes_dagosus,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Melissodes_intortus,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Melissodes_sphaeralceae,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Melissodes_opuntiellus,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Melissodes_paucipunctus,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Svastra_cressonii,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Svastra_nevadensis,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Svastra_machaerantherae,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Svastra_sabinensis,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Svastra_texana,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Svastra_helianthelli,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Svastra_obliqua,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Svastra_duplocincta,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Eucera_alborufa,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Tetraloniella_auricauda,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Protohalonia_venusta,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Protohalonia_carinata,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Protohalonia_amoena,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Simanthedon_linsleyi,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Florilegus_affinis,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Florilegus_festivus,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Florilegus_condignus,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Florilegus_melectoides,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Gaesochira_obscurior,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Pachysvastra_leucocephala,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Svastrina_subapicalis,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Gaesischia_araguaiana,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Gaesischia_patellicornis,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Gaesischia_fulgurans,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Gaesischia_flavoclypeata,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Gaesischia_sparsa,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Gaesischia_nigra,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Micronychapis_duckei,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Gaesischia_exul,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Gaesischia_mimetica,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Gaesischia_sapucacensis,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Thygater_analis,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Thygater_carijo,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Thygater_palliventris,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Thygater_danunciae,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Thygater_micheneri,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Thygater_anae,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Thygater_minarum,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Thygater_paranaensis,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Thygater_chaetaspis,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Thygater_mourei,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Thygater_latitarsis,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Thygater_luederwaldti,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Thygater_seabrai,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Thygater_sordidipennis,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Trichocerapis_mirabilis,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Dithygater_seabrai,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Alloscirtetica_gayi,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Alloscirtetica_lanosa,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Alloscirtetica_porteri,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Alloscirtetica_chilena,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Alloscirtetica_gelida,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Alloscirtetica_rufitarsis,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Alloscirtetica_tristrigata,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Alloscirtetica_vagabunda,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Alloscirtetica_valparadisaea,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Alloscirtetica_paraguayensis,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Canephorula_apiformis,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Eucerini,,Eucerinoda_gayi,solitary/communal,,,Michener 1969,,,,,,
Apidae,Eucerinae,Ancylaini,,Ancyla_holtzi,solitary,,,,,,,,,
Apidae,Eucerinae,Ancylaini,,Ancyla_asiatica,solitary,,,,,,,,,
Apidae,Eucerinae,Ancylaini,,Tarsalia_hirtipes,solitary,,,,,,,,,
Apidae,Eucerinae,Ancylaini,,Tarsalia_persica,solitary,,,,,,,,,
Apidae,Eucerinae,Emphorini,,Alepidosceles_mamillata,solitary,,,,,,,,,
Apidae,Eucerinae,Emphorini,,Leptometriella_separata,solitary,,,,,,,,,
Apidae,Eucerinae,Emphorini,,Diadasina_distincta,solitary,,,,,,,,,
Apidae,Eucerinae,Emphorini,,Diadasina_riparia,solitary,,,,,,,,,
Apidae,Eucerinae,Emphorini,,Melitomella_murihirta,solitary,,,,,,,,,
Apidae,Eucerinae,Emphorini,,Ptilothrix_bombiformis,solitary,,,,,,,,,
Apidae,Eucerinae,Emphorini,,Ptilothrix_sumichrasti,solitary,,,,,,,,,
Apidae,Eucerinae,Emphorini,,Ptilothrix_tricolor,solitary,,,,,,,,,
Apidae,Eucerinae,Emphorini,,Ptilothrix_relata,solitary,,,,,,,,,
Apidae,Eucerinae,Emphorini,,Melitoma_nudipes,solitary,,,,,,,,,
Apidae,Eucerinae,Emphorini,,Melitoma_segmentaria,solitary,,,,,,,,,
Apidae,Eucerinae,Emphorini,,Melitoma_taurea,solitary,,,,,,,,,
Apidae,Eucerinae,Emphorini,,Melitoma_marginella,solitary,,,,,,,,,
Apidae,Eucerinae,Emphorini,,Melitoma_ameghinoi,solitary,,,,,,,,,
Apidae,Eucerinae,Emphorini,,Diadasia_australis,solitary,,,,,,,,,
Apidae,Eucerinae,Emphorini,,Diadasia_rinconis,solitary,,,,,,,,,
Apidae,Eucerinae,Emphorini,,Diadasia_friesei,solitary,,,,,,,,,
Apidae,Eucerinae,Emphorini,,Diadasia_opuntiae,solitary,,,,,,,,,
Apidae,Eucerinae,Emphorini,,Diadasia_knabiana,solitary,,,,,,,,,
Apidae,Eucerinae,Emphorini,,Diadasia_piercei,solitary,,,,,,,,,
Apidae,Eucerinae,Emphorini,,Diadasia_afflicta,solitary,,,,,,,,,
Apidae,Eucerinae,Emphorini,,Diadasia_megamorpha,solitary,,,,,,,,,
Apidae,Eucerinae,Emphorini,,Diadasia_afflictula,solitary,,,,,,,,,
Apidae,Eucerinae,Emphorini,,Diadasia_vallicola,solitary,,,,,,,,,
Apidae,Eucerinae,Emphorini,,Diadasia_sphaeralcearum,solitary,,,,,,,,,
Apidae,Eucerinae,Emphorini,,Diadasia_angusticeps,solitary,,,,,,,,,
Apidae,Eucerinae,Emphorini,,Diadasia_nigrifrons,solitary,,,,,,,,,
Apidae,Eucerinae,Emphorini,,Diadasia_palmarum,solitary,,,,,,,,,
Apidae,Eucerinae,Emphorini,,Diadasia_bituberculata,solitary,,,,,,,,,
Apidae,Eucerinae,Emphorini,,Diadasia_laticauda,solitary,,,,,,,,,
Apidae,Eucerinae,Emphorini,,Diadasia_consociata,solitary,,,,,,,,,
Apidae,Eucerinae,Emphorini,,Diadasia_nitidifrons,solitary,,,,,,,,,
Apidae,Eucerinae,Emphorini,,Diadasia_martialis,solitary,,,,,,,,,
Apidae,Eucerinae,Emphorini,,Diadasia_diminuta,solitary,,,,,,,,,
Apidae,Eucerinae,Emphorini,,Diadasia_lutzi,solitary,,,,,,,,,
Apidae,Eucerinae,Emphorini,,Diadasia_tuberculifrons,solitary,,,,,,,,,
Apidae,Eucerinae,Emphorini,,Diadasia_enavata,solitary,,,,,,,,,
Apidae,Eucerinae,Emphorini,,Diadasia_chilensis,solitary,,,,,,,,,
Apidae,Eucerinae,Emphorini,,Diadasia_baeri,solitary,,,,,,,,,
Apidae,Eucerinae,Emphorini,,Diadasia_hirta,solitary,,,,,,,,,
Apidae,Eucerinae,Emphorini,,Diadasia_ochracea,solitary,,,,,,,,,
Apidae,Eucerinae,Emphorini,,Diadasia_tropicalis,solitary,,,,,,,,,
Apidae,Eucerinae,Emphorini,,Diadasia_olivacea,solitary,,,,,,,,,
Apidae,Eucerinae,Emphorini,,Diadasia_pereyrae,solitary,,,,,,,,,
Apidae,Eucerinae,Emphorini,,Meliphilopsis_melanandra,solitary,,,,,,,,,
Apidae,Eucerinae,Emphorini,,Meliphilopsis_ochrandra,solitary,,,,,,,,,
Apidae,Eucerinae,Emphorini,,Toromelissa_nemaglossa,solitary,,,,,,,,,
Apidae,Eucerinae,Tapinotaspidini,,Arhysoceble_picta,solitary,,,,,,,,,
Apidae,Eucerinae,Tapinotaspidini,,Arhysoceble_huberi,solitary,,,,,,,,,
Apidae,Eucerinae,Tapinotaspidini,,Chalepogenus_goeldianus,solitary,,,,,,,,,
Apidae,Eucerinae,Tapinotaspidini,,Lanthanomelissa_betinae,solitary,,,,,,,,,
Apidae,Eucerinae,Tapinotaspidini,,Lanthanomelissa_clementis,solitary,,,,,,,,,
Apidae,Eucerinae,Tapinotaspidini,,Lanthanomelissa_discrepans,solitary,,,,,,,,,
Apidae,Eucerinae,Tapinotaspidini,,Lanthanomelissa_magaliae,solitary,,,,,,,,,
Apidae,Eucerinae,Tapinotaspidini,,Lanthanomelissa_pampicola,solitary,,,,,,,,,
Apidae,Eucerinae,Tapinotaspidini,,Chalepogenus_parvus,solitary,,,,,,,,,
Apidae,Eucerinae,Tapinotaspidini,,Paratetrapedia_punctata,solitary,,,,,,,,,
Apidae,Eucerinae,Tapinotaspidini,,Paratetrapedia_calcarata,solitary,,,,,,,,,
Apidae,Eucerinae,Tapinotaspidini,,Paratetrapedia_duckei,solitary,,,,,,,,,
Apidae,Eucerinae,Tapinotaspidini,,Paratetrapedia_testacea,solitary,,,,,,,,,
Apidae,Eucerinae,Tapinotaspidini,,Paratetrapedia_volatilis,solitary,,,,,,,,,
Apidae,Eucerinae,Tapinotaspidini,,Paratetrapedia_connexa,solitary,,,,,,,,,
Apidae,Eucerinae,Tapinotaspidini,,Tropidopedia_flavolineata,solitary,,,,,,,,,
Apidae,Eucerinae,Tapinotaspidini,,Tropidopedia_punctifrons,solitary,,,,,,,,,
Apidae,Eucerinae,Tapinotaspidini,,Tropidopedia_carinata,solitary,,,,,,,,,
Apidae,Eucerinae,Tapinotaspidini,,Lophopedia_flava,solitary,,,,,,,,,
Apidae,Eucerinae,Tapinotaspidini,,Lophopedia_nigrispinis,solitary,,,,,,,,,
Apidae,Eucerinae,Tapinotaspidini,,Lophopedia_pygmaea,solitary,,,,,,,,,
Apidae,Eucerinae,Tapinotaspidini,,Tetrapedia_rutilipes,solitary,,,,,,,,,
Apidae,Eucerinae,Tapinotaspidini,,Tropidopedia_nigrita,solitary,,,,,,,,,
Apidae,Eucerinae,Tapinotaspidini,,Xanthopedia_globulosa,solitary,,,,,,,,,
Apidae,Eucerinae,Tapinotaspidini,,Xanthopedia_flavopicta,solitary,,,,,,,,,
Apidae,Eucerinae,Tapinotaspidini,,Xanthopedia_tristriata,solitary,,,,,,,,,
Apidae,Eucerinae,Tapinotaspidini,,Xanthopedia_iheringii,solitary,,,,,,,,,
Apidae,Eucerinae,Tapinotaspidini,,Xanthopedia_larocai,solitary,,,,,,,,,
Apidae,Eucerinae,Tapinotaspidini,,Urbanapis_danunciae,solitary,,,,,,,,,
Apidae,Eucerinae,Tapinotaspidini,,Urbanapis_diamantina,solitary,,,,,,,,,
Apidae,Eucerinae,Tapinotaspidini,,Trigonopedia_ferruginea,solitary,,,,,,,,,
Apidae,Eucerinae,Tapinotaspidini,,Chalepogenus_rozeni,solitary,,,,,,,,,
Apidae,Eucerinae,Tapinotaspidini,,Chalepogenus_muelleri,solitary,,,,,,,,,
Apidae,Eucerinae,Tapinotaspidini,,Tapinotaspis_chalybaea,solitary,,,,,,,,,
Apidae,Eucerinae,Tapinotaspidini,,Tapinotaspis_nordestina,solitary,,,,,,,,,
Apidae,Eucerinae,Tapinotaspidini,,Tapinotaspoides_serraticornis,solitary,,,,,,,,,
Apidae,Eucerinae,Tapinotaspidini,,Tapinotaspoides_tucumana,solitary,,,,,,,,,
Apidae,Eucerinae,Tapinotaspidini,,Caenonomada_unicalcarata,solitary,,,,,,,,,
Apidae,Eucerinae,Tapinotaspidini,,Caenonomada_labrata,solitary,,,,,,,,,
Apidae,Eucerinae,Tapinotaspidini,,Caenonomada_bruneri,solitary,,,,,,,,,
Apidae,Eucerinae,Tapinotaspidini,,Chalepogenus_cocuccii,solitary,,,,,,,,,
Apidae,Eucerinae,Tapinotaspidini,,Monoeca_campestris,solitary,,,,,,,,,
Apidae,Eucerinae,Tapinotaspidini,,Monoeca_pluricincta,solitary,,,,,,,,,
Apidae,Eucerinae,Tapinotaspidini,,Monoeca_mourei,solitary,,,,,,,,,
Apidae,Eucerinae,Tapinotaspidini,,Monoeca_haemorrhoidalis,solitary,,,,,,,,,
Apidae,Eucerinae,Tapinotaspidini,,Chalepogenus_caeruleus,solitary,,,,,,,,,
Apidae,Eucerinae,Tapinotaspidini,,Chalepogenus_subcaeruleus,solitary,,,,,,,,,
Apidae,Eucerinae,Tapinotaspidini,,Chalepogenus_herbsti,solitary,,,,,,,,,
Apidae,Eucerinae,Emphorini,,Ancyloscelis_apiformis,solitary,,,,,,,,,
Apidae,Eucerinae,Emphorini,,Ancyloscelis_sejunctus,solitary,,,,,,,,,
Apidae,Eucerinae,Emphorini,,Ancyloscelis_ursinus,solitary,,,,,,,,,
Apidae,Eucerinae,Exomalopsini,,Eremapis_parvula,solitary,,,,,,,,,
Apidae,Eucerinae,Exomalopsini,,Chilimalopsis_parvula,solitary,,,,,,,,,
Apidae,Eucerinae,Exomalopsini,,Teratognatha_modesta,solitary,,,,,,,,,
Apidae,Eucerinae,Exomalopsini,,Anthophorula_albata,solitary,,,,,,,,,
Apidae,Eucerinae,Exomalopsini,,Anthophorula_albicans,solitary,,,,,,,,,
Apidae,Eucerinae,Exomalopsini,,Anthophorula_crenulata,solitary,,,,,,,,,
Apidae,Eucerinae,Exomalopsini,,Anthophorula_euphorbiae,solitary,,,,,,,,,
Apidae,Eucerinae,Exomalopsini,,Anthophorula_consobrina,solitary,,,,,,,,,
Apidae,Eucerinae,Exomalopsini,,Anthophorula_nitens,solitary,,,,,,,,,
Apidae,Eucerinae,Exomalopsini,,Anthophorula_texana,solitary,,,,,,,,,
Apidae,Eucerinae,Exomalopsini,,Anthophorula_sidae,solitary,,,,,,,,,
Apidae,Eucerinae,Exomalopsini,,Anthophorula_exilis,solitary,,,,,,,,,
Apidae,Eucerinae,Exomalopsini,,Anthophorula_niveata,solitary,,,,,,,,,
Apidae,Eucerinae,Exomalopsini,,Exomalopsis_analis,solitary,,,,,,,,,
Apidae,Eucerinae,Exomalopsini,,Exomalopsis_mellipes,solitary,,,,,,,,,
Apidae,Eucerinae,Exomalopsini,,Exomalopsis_pubescens,solitary,,,,,,,,,
Apidae,Eucerinae,Exomalopsini,,Exomalopsis_similis,solitary,,,,,,,,,
Apidae,Eucerinae,Exomalopsini,,Exomalopsis_solitaria,solitary,,,,,,,,,
Apidae,Eucerinae,Exomalopsini,,Exomalopsis_trifasciata,solitary,,,,,,,,,
Apidae,Eucerinae,Exomalopsini,,Exomalopsis_snowi,solitary,,,,,,,,,
Apidae,Eucerinae,Exomalopsini,,Exomalopsis_binotata,solitary,,,,,,,,,
Apidae,Eucerinae,Exomalopsini,,Exomalopsis_solidaginis,solitary,,,,,,,,,
Apidae,Eucerinae,Exomalopsini,,Exomalopsis_byersi,solitary,,,,,,,,,
Apidae,Eucerinae,Exomalopsini,,Exomalopsis_solani,solitary,,,,,,,,,
Apidae,Eucerinae,Exomalopsini,,Exomalopsis_bicellularis,solitary,,,,,,,,,
Apidae,Eucerinae,Exomalopsini,,Exomalopsis_diminuta,solitary,,,,,,,,,
Apidae,Eucerinae,Exomalopsini,,Anthophorula_compactula,solitary,,,,,,,,,
Apidae,Eucerinae,Exomalopsini,,Anthophorula_completa,solitary,,,,,,,,,
Apidae,Eucerinae,Exomalopsini,,Anthophorula_truncata,solitary,,,,,,,,,
Apidae,Xylocopinae,Ctenoplectrini,,Ctenoplectra_albolimbata,solitary,,,,,,,,,
Apidae,Xylocopinae,Ctenoplectrini,,Ctenoplectra_armata,solitary,,,,,,,,,
Apidae,Xylocopinae,Ctenoplectrini,,Ctenoplectra_polita,solitary,,,,,,,,,
Apidae,Xylocopinae,Ctenoplectrini,,Ctenoplectra_antinorii,solitary,,,,,,,,,
Apidae,Xylocopinae,Ctenoplectrini,,Ctenoplectra_australica,solitary,,,,,,,,,
Apidae,Xylocopinae,Ctenoplectrini,,Ctenoplectra_elsei,solitary,,,,,,,,,
Apidae,Xylocopinae,Ctenoplectrini,,Ctenoplectra_chalybea,solitary,,,,,,,,,
Apidae,Xylocopinae,Ctenoplectrini,,Ctenoplectra_davidi,solitary,,,,,,,,,
Apidae,Xylocopinae,Ctenoplectrini,,Ctenoplectra_cornuta,solitary,,,,,,,,,
Apidae,Xylocopinae,Ctenoplectrini,,Ctenoplectra_florisomnis,solitary,,,,,,,,,
Apidae,Xylocopinae,Ctenoplectrini,,Ctenoplectra_alluaudi,solitary,,,,,,,,,
Apidae,Xylocopinae,Ctenoplectrini,,Ctenoplectra_bequaerti,solitary,,,,,,,,,
Apidae,Xylocopinae,Ctenoplectrini,,Ctenoplectra_terminalis,solitary,,,,,,,,,
Apidae,Anthophorinae,Anthophorini,,Anthophora_plumipes,solitary,,,Michener 1969,,,,,,
Apidae,Anthophorinae,Anthophorini,,Anthophora_furcata,solitary,,,Michener 1969,,,,,,
Apidae,Anthophorinae,Anthophorini,,Anthophora_villosula,solitary,,,Michener 1969,,,,,,
Apidae,Anthophorinae,Anthophorini,,Anthophora_terminalis,solitary,,,Michener 1969,,,,,,
Apidae,Anthophorinae,Anthophorini,,Anthophora_crinipes,solitary,,,Michener 1969,,,,,,
Apidae,Anthophorinae,Anthophorini,,Anthophora_edwardsii,solitary,,,Michener 1969,,,,,,
Apidae,Anthophorinae,Anthophorini,,Anthophora_punctilabris,solitary,,,Michener 1969,,,,,,
Apidae,Anthophorinae,Anthophorini,,Anthophora_pacifica,solitary,,,Michener 1969,,,,,,
Apidae,Anthophorinae,Anthophorini,,Anthophora_ursina,solitary,,,Michener 1969,,,,,,
Apidae,Anthophorinae,Anthophorini,,Anthophora_porterae,solitary,,,Michener 1969,,,,,,
Apidae,Anthophorinae,Anthophorini,,Anthophora_atroalba,solitary,,,Michener 1969,,,,,,
Apidae,Anthophorinae,Anthophorini,,Anthophora_leucophaea,solitary,,,Michener 1969,,,,,,
Apidae,Anthophorinae,Anthophorini,,Anthophora_aestivalis,solitary,,,Michener 1969,,,,,,
Apidae,Anthophorinae,Anthophorini,,Anthophora_retusa,solitary,,,Michener 1969,,,,,,
Apidae,Anthophorinae,Anthophorini,,Anthophora_montana,solitary,,,Michener 1969,,,,,,
Apidae,Anthophorinae,Anthophorini,,Anthophora_walshii,solitary,,,Michener 1969,,,,,,
Apidae,Anthophorinae,Anthophorini,,Anthophora_urbana,solitary,,,Michener 1969,,,,,,
Apidae,Anthophorinae,Anthophorini,,Anthophora_arequipensis,solitary,,,Michener 1969,,,,,,
Apidae,Anthophorinae,Anthophorini,,Anthophora_incerta,solitary,,,Michener 1969,,,,,,
Apidae,Anthophorinae,Anthophorini,,Anthophora_paranensis,solitary,,,Michener 1969,,,,,,
Apidae,Anthophorinae,Anthophorini,,Anthophora_abrupta,solitary,,,Michener 1969,,,,,,
Apidae,Anthophorinae,Anthophorini,,Anthophora_bomboides,solitary,,,Michener 1969,,,,,,
Apidae,Anthophorinae,Anthophorini,,Anthophora_occidentalis,solitary,,,Michener 1969,,,,,,
Apidae,Anthophorinae,Anthophorini,,Anthophora_plagiata,solitary,,,Michener 1969,,,,,,
Apidae,Anthophorinae,Anthophorini,,Anthophora_vallorum,solitary,,,Michener 1969,,,,,,
Apidae,Anthophorinae,Anthophorini,,Anthophora_californica,solitary,,,Michener 1969,,,,,,
Apidae,Anthophorinae,Anthophorini,,Anthophora_bimaculata,solitary,,,Michener 1969,,,,,,
Apidae,Anthophorinae,Anthophorini,,Anthophora_tibialis,solitary,,,Michener 1969,,,,,,
Apidae,Anthophorinae,Anthophorini,,Anthophora_wartmanni,solitary,,,Michener 1969,,,,,,
Apidae,Anthophorinae,Anthophorini,,Anthophora_maculilabralis,solitary,,,Michener 1969,,,,,,
Apidae,Anthophorinae,Anthophorini,,Anthophora_beijingensis,solitary,,,Michener 1969,,,,,,
