"","np","lnLik","AIC","dAIC","AICwt"
"1",4,-338.442092192332,684.884184384665,82.5312082990283,7.82754218213461e-19
"2",3,-338.77438658897,683.54877317794,81.1957970923038,1.52618181950282e-18
"3",2,-343.41222590612,690.824451812239,88.4714757266024,4.01525132670485e-20
"4",7,-296.132089751784,606.264179503567,3.91120341793078,0.0924150196547979
"5",6,-296.136883290764,604.273766581528,1.92079049589177,0.250008764896548
"6",5,-296.176488042818,602.352976085637,0,0.653205136578217
"7",4,-302.183369407854,612.366738815708,10.0137627300711,0.00437107887043681
