"","np","lnLik","AIC","dAIC","AICwt"
"1",2,-241.104542528123,486.209085056246,79.3107652547175,5.30691465428802e-18
"2",1,-257.812213051663,517.624426103325,110.726106301796,7.99995366198185e-25
"3",5,-198.449159900764,406.898319801529,0,0.885025850724934
"4",4,-201.490069441022,410.980138882045,4.08181908051608,0.114974149275066
