"","rates","alpha","sigma.sq","theta","expected_mean","expected_var","tip_state"
"Andrena_vaga",0.000404522284308694,0.0508805336792121,3.42256120563739e-05,5.66942324450173,5.66942324450172,0.00033641426462616,"ground"
"Andrena_erythrogaster",0.000404522284308694,0.0508805336792121,3.42256120563739e-05,5.66942324450173,5.66942324450172,0.00033641426462616,"ground"
"Andrena_carlini",0.000404522284308694,0.0508805336792121,3.42256120563739e-05,5.66942324450173,5.66942324450172,0.00033641426462616,"ground"
"Andrena_pruni",0.000404522284308694,0.0508805336792121,3.42256120563739e-05,5.66942324450173,5.66942324450172,0.00033641426462616,"ground"
"Andrena_transnigra",0.000404522284308694,0.0508805336792121,3.42256120563739e-05,5.66942324450173,5.66942324450173,0.00033641426462481,"ground"
"Andrena_dunningi",0.000404522284308694,0.0508805336792121,3.42256120563739e-05,5.66942324450173,5.66942324450173,0.00033641426462616,"ground"
"Andrena_regularis",0.000404522284308694,0.0508805336792121,3.42256120563739e-05,5.66942324450173,5.66942324450173,0.00033641426462616,"ground"
"Andrena_perplexa",0.000404522284308694,0.0508805336792121,3.42256120563739e-05,5.66942324450173,5.66942324450173,0.00033641426462616,"ground"
"Andrena_barbara",0.000404522284308694,0.0508805336792121,3.42256120563739e-05,5.66942324450173,5.66942324450173,0.00033641426462616,"ground"
"Andrena_cineraria",0.000404522284308694,0.0508805336792121,3.42256120563739e-05,5.66942324450173,5.66942324450173,0.00033641426462481,"ground"
"Andrena_barbareae",0.000404522284308694,0.0508805336792121,3.42256120563739e-05,5.66942324450173,5.66942324450173,0.00033641426462481,"ground"
"Andrena_fedtschenkoi",0.000404522284308694,0.0508805336792121,3.42256120563739e-05,5.66942324450173,5.66942324450173,0.00033641426462616,"ground"
"Andrena_osmioides",0.000404522284308694,0.0508805336792121,3.42256120563739e-05,5.66942324450173,5.66942324450173,0.00033641426462616,"ground"
"Andrena_albopunctata",0.000404522284308694,0.0508805336792121,3.42256120563739e-05,5.66942324450173,5.66942324450173,0.00033641426462616,"ground"
"Andrena_macra",0.000404522284308694,0.0508805336792121,3.42256120563739e-05,5.66942324450173,5.66942324450173,0.00033641426462751,"ground"
"Andrena_torulosa",0.000404522284308694,0.0508805336792121,3.42256120563739e-05,5.66942324450173,5.66942324450173,0.00033641426462751,"ground"
"Andrena_bicolorata",0.000404522284308694,0.0508805336792121,3.42256120563739e-05,5.66942324450173,5.66942324450172,0.000336414264624809,"ground"
"Andrena_florentina",0.000404522284308694,0.0508805336792121,3.42256120563739e-05,5.66942324450173,5.66942324450172,0.000336414264624809,"ground"
"Andrena_nigroaenea",0.000404522284308694,0.0508805336792121,3.42256120563739e-05,5.66942324450173,5.66942324450172,0.000336414264626159,"ground"
"Andrena_elmaria",0.000404522284308694,0.0508805336792121,3.42256120563739e-05,5.66942324450173,5.66942324450172,0.000336414264626159,"ground"
"Andrena_parathoracica",0.000404522284308694,0.0508805336792121,3.42256120563739e-05,5.66942324450173,5.66942324450172,0.000336414264626159,"ground"
"Andrena_watasei",0.000404522284308694,0.0508805336792121,3.42256120563739e-05,5.66942324450173,5.66942324450172,0.000336414264626159,"ground"
"Andrena_thoracica",0.000404522284308694,0.0508805336792121,3.42256120563739e-05,5.66942324450173,5.66942324450172,0.000336414264626159,"ground"
"Andrena_nitida",0.000404522284308694,0.0508805336792121,3.42256120563739e-05,5.66942324450173,5.66942324450172,0.000336414264626159,"ground"
"Andrena_limata",0.000404522284308694,0.0508805336792121,3.42256120563739e-05,5.66942324450173,5.66942324450172,0.000336414264626159,"ground"
"Andrena_flavipes",0.000404522284308694,0.0508805336792121,3.42256120563739e-05,5.66942324450173,5.66942324450172,0.000336414264624809,"ground"
"Andrena_notophila",0.000404522284308694,0.0508805336792121,3.42256120563739e-05,5.66942324450173,5.66942324450173,0.00033641426462616,"ground"
"Andrena_vachali",0.000404522284308694,0.0508805336792121,3.42256120563739e-05,5.66942324450173,5.66942324450173,0.00033641426462616,"ground"
"Andrena_gravida",0.000404522284308694,0.0508805336792121,3.42256120563739e-05,5.66942324450173,5.66942324450172,0.000336414264626159,"ground"
"Andrena_chrysopyga",0.000404522284308694,0.0508805336792121,3.42256120563739e-05,5.66942324450173,5.66942324450172,0.000336414264624809,"ground"
"Andrena_fuscocalcarata",0.000404522284308694,0.0508805336792121,3.42256120563739e-05,5.66942324450173,5.66942324450173,0.00033641426462616,"ground"
"Andrena_morio",0.000404522284308694,0.0508805336792121,3.42256120563739e-05,5.66942324450173,5.66942324450173,0.00033641426462616,"ground"
"Andrena_commoda",0.000404522284308694,0.0508805336792121,3.42256120563739e-05,5.66942324450173,5.66942324450173,0.000336414264626159,"ground"
"Andrena_nivalis",0.000404522284308694,0.0508805336792121,3.42256120563739e-05,5.66942324450173,5.66942324450172,0.000336414264626159,"ground"
"Andrena_vicina",0.000404522284308694,0.0508805336792121,3.42256120563739e-05,5.66942324450173,5.66942324450172,0.000336414264626159,"ground"
"Andrena_dentata",0.000404522284308694,0.0508805336792121,3.42256120563739e-05,5.66942324450173,5.66942324450173,0.000336414264626159,"ground"
"Andrena_sagittagalea",0.000404522284308694,0.0508805336792121,3.42256120563739e-05,5.66942324450173,5.66942324450173,0.00033641426462616,"ground"
"Andrena_ziziaeformis",0.000404522284308694,0.0508805336792121,3.42256120563739e-05,5.66942324450173,5.66942324450173,0.00033641426462616,"ground"
"Andrena_violae",0.000404522284308694,0.0508805336792121,3.42256120563739e-05,5.66942324450173,5.66942324450173,0.00033641426462616,"ground"
"Andrena_algida",0.000404522284308694,0.0508805336792121,3.42256120563739e-05,5.66942324450173,5.66942324450173,0.000336414264626159,"ground"
"Andrena_ruficrus",0.000404522284308694,0.0508805336792121,3.42256120563739e-05,5.66942324450173,5.66942324450173,0.000336414264626159,"ground"
"Andrena_astragali",0.000404522284308694,0.0508805336792121,3.42256120563739e-05,5.66942324450173,5.66942324450173,0.00033641426462616,"ground"
"Andrena_tridens",0.000404522284308694,0.0508805336792121,3.42256120563739e-05,5.66942324450173,5.66942324450173,0.00033641426462616,"ground"
"Andrena_distans",0.000404522284308694,0.0508805336792121,3.42256120563739e-05,5.66942324450173,5.66942324450172,0.00033641426462616,"ground"
"Andrena_geranii",0.000404522284308694,0.0508805336792121,3.42256120563739e-05,5.66942324450173,5.66942324450173,0.000336414264626159,"ground"
"Andrena_lawrencei",0.000404522284308694,0.0508805336792121,3.42256120563739e-05,5.66942324450173,5.66942324450173,0.000336414264626159,"ground"
"Andrena_misella",0.000404522284308694,0.0508805336792121,3.42256120563739e-05,5.66942324450173,5.66942324450173,0.000336414264627511,"ground"
"Andrena_nigrocaerulea",0.000404522284308694,0.0508805336792121,3.42256120563739e-05,5.66942324450173,5.66942324450173,0.000336414264627511,"ground"
"Andrena_caerulea",0.000404522284308694,0.0508805336792121,3.42256120563739e-05,5.66942324450173,5.66942324450172,0.000336414264626159,"ground"
